Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0400000 through 0409999



0400000 --> Friday, 04 - 07

0400001 --> Friday, 03 - 23

0400002 --> Friday, 04 - 12

0400003 --> Friday, 04 - 04

0400004 --> Friday, 04 - 23

0400005 --> Friday, 04 - 08

0400006 --> Friday, 03 - 31

0400007 --> Friday, 04 - 20

0400008 --> Friday, 04 - 04

0400009 --> Friday, 03 - 27

0400010 --> Friday, 04 - 16

0400011 --> Friday, 04 - 01

0400012 --> Friday, 03 - 23

0400013 --> Friday, 04 - 12

0400014 --> Friday, 03 - 28

0400015 --> Friday, 04 - 17

0400016 --> Friday, 04 - 08

0400017 --> Friday, 03 - 31

0400018 --> Friday, 04 - 13

0400019 --> Friday, 04 - 05

0400020 --> Friday, 03 - 27

0400021 --> Friday, 04 - 16

0400022 --> Friday, 04 - 01

0400023 --> Friday, 04 - 21

0400024 --> Friday, 04 - 12

0400025 --> Friday, 03 - 28

0400026 --> Friday, 04 - 17

0400027 --> Friday, 04 - 09

0400028 --> Friday, 03 - 24

0400029 --> Friday, 04 - 13

0400030 --> Friday, 04 - 05

0400031 --> Friday, 03 - 21

0400032 --> Friday, 04 - 09

0400033 --> Friday, 04 - 01

0400034 --> Friday, 04 - 21

0400035 --> Friday, 04 - 06

0400036 --> Friday, 03 - 28

0400037 --> Friday, 04 - 17

0400038 --> Friday, 04 - 02

0400039 --> Friday, 03 - 25

0400040 --> Friday, 04 - 13

0400041 --> Friday, 04 - 05

0400042 --> Friday, 04 - 18

0400043 --> Friday, 04 - 10

0400044 --> Friday, 04 - 01

0400045 --> Friday, 04 - 14

0400046 --> Friday, 04 - 06

0400047 --> Friday, 03 - 29

0400048 --> Friday, 04 - 17

0400049 --> Friday, 04 - 02

0400050 --> Friday, 03 - 25

0400051 --> Friday, 04 - 14

0400052 --> Friday, 03 - 29

0400053 --> Friday, 04 - 18

0400054 --> Friday, 04 - 10

0400055 --> Friday, 03 - 26

0400056 --> Friday, 04 - 14

0400057 --> Friday, 04 - 06

0400058 --> Friday, 03 - 22

0400059 --> Friday, 04 - 11

0400060 --> Friday, 04 - 02

0400061 --> Friday, 04 - 22

0400062 --> Friday, 04 - 07

0400063 --> Friday, 03 - 30

0400064 --> Friday, 04 - 18

0400065 --> Friday, 04 - 03

0400066 --> Friday, 03 - 26

0400067 --> Friday, 04 - 15

0400068 --> Friday, 04 - 06

0400069 --> Friday, 03 - 22

0400070 --> Friday, 04 - 11

0400071 --> Friday, 04 - 03

0400072 --> Friday, 04 - 22

0400073 --> Friday, 04 - 07

0400074 --> Friday, 03 - 30

0400075 --> Friday, 04 - 19

0400076 --> Friday, 04 - 03

0400077 --> Friday, 03 - 26

0400078 --> Friday, 04 - 15

0400079 --> Friday, 03 - 31

0400080 --> Friday, 04 - 19

0400081 --> Friday, 04 - 11

0400082 --> Friday, 03 - 27

0400083 --> Friday, 04 - 16

0400084 --> Friday, 04 - 07

0400085 --> Friday, 03 - 23

0400086 --> Friday, 04 - 12

0400087 --> Friday, 04 - 04

0400088 --> Friday, 03 - 26

0400089 --> Friday, 04 - 08

0400090 --> Friday, 03 - 31

0400091 --> Friday, 04 - 20

0400092 --> Friday, 04 - 11

0400093 --> Friday, 03 - 27

0400094 --> Friday, 04 - 16

0400095 --> Friday, 04 - 08

0400096 --> Friday, 03 - 23

0400097 --> Friday, 04 - 12

0400098 --> Friday, 04 - 04

0400099 --> Friday, 04 - 17

0400100 --> Friday, 04 - 09

0400101 --> Friday, 04 - 01

0400102 --> Friday, 04 - 21

0400103 --> Friday, 04 - 06

0400104 --> Friday, 03 - 28

0400105 --> Friday, 04 - 17

0400106 --> Friday, 04 - 02

0400107 --> Friday, 03 - 25

0400108 --> Friday, 04 - 13

0400109 --> Friday, 03 - 29

0400110 --> Friday, 04 - 18

0400111 --> Friday, 04 - 10

0400112 --> Friday, 04 - 01

0400113 --> Friday, 04 - 14

0400114 --> Friday, 04 - 06

0400115 --> Friday, 03 - 29

0400116 --> Friday, 04 - 17

0400117 --> Friday, 04 - 02

0400118 --> Friday, 03 - 25

0400119 --> Friday, 04 - 14

0400120 --> Friday, 03 - 29

0400121 --> Friday, 04 - 18

0400122 --> Friday, 04 - 10

0400123 --> Friday, 03 - 26

0400124 --> Friday, 04 - 14

0400125 --> Friday, 04 - 06

0400126 --> Friday, 03 - 22

0400127 --> Friday, 04 - 11

0400128 --> Friday, 04 - 02

0400129 --> Friday, 04 - 22

0400130 --> Friday, 04 - 07

0400131 --> Friday, 03 - 30

0400132 --> Friday, 04 - 18

0400133 --> Friday, 04 - 03

0400134 --> Friday, 03 - 26

0400135 --> Friday, 04 - 15

0400136 --> Friday, 04 - 06

0400137 --> Friday, 03 - 22

0400138 --> Friday, 04 - 11

0400139 --> Friday, 04 - 03

0400140 --> Friday, 04 - 15

0400141 --> Friday, 04 - 07

0400142 --> Friday, 03 - 30

0400143 --> Friday, 04 - 12

0400144 --> Friday, 04 - 03

0400145 --> Friday, 03 - 26

0400146 --> Friday, 04 - 15

0400147 --> Friday, 03 - 31

0400148 --> Friday, 04 - 19

0400149 --> Friday, 04 - 11

0400150 --> Friday, 03 - 27

0400151 --> Friday, 04 - 16

0400152 --> Friday, 04 - 07

0400153 --> Friday, 03 - 23

0400154 --> Friday, 04 - 12

0400155 --> Friday, 04 - 04

0400156 --> Friday, 03 - 26

0400157 --> Friday, 04 - 08

0400158 --> Friday, 03 - 31

0400159 --> Friday, 04 - 20

0400160 --> Friday, 04 - 04

0400161 --> Friday, 03 - 27

0400162 --> Friday, 04 - 16

0400163 --> Friday, 04 - 01

0400164 --> Friday, 03 - 23

0400165 --> Friday, 04 - 12

0400166 --> Friday, 04 - 04

0400167 --> Friday, 04 - 17

0400168 --> Friday, 04 - 08

0400169 --> Friday, 03 - 31

0400170 --> Friday, 04 - 20

0400171 --> Friday, 04 - 05

0400172 --> Friday, 03 - 27

0400173 --> Friday, 04 - 16

0400174 --> Friday, 04 - 01

0400175 --> Friday, 03 - 24

0400176 --> Friday, 04 - 12

0400177 --> Friday, 03 - 28

0400178 --> Friday, 04 - 17

0400179 --> Friday, 04 - 09

0400180 --> Friday, 03 - 24

0400181 --> Friday, 04 - 13

0400182 --> Friday, 04 - 05

0400183 --> Friday, 03 - 21

0400184 --> Friday, 04 - 09

0400185 --> Friday, 04 - 01

0400186 --> Friday, 04 - 21

0400187 --> Friday, 04 - 06

0400188 --> Friday, 03 - 28

0400189 --> Friday, 04 - 17

0400190 --> Friday, 04 - 09

0400191 --> Friday, 03 - 25

0400192 --> Friday, 04 - 13

0400193 --> Friday, 04 - 05

0400194 --> Friday, 03 - 21

0400195 --> Friday, 04 - 10

0400196 --> Friday, 04 - 01

0400197 --> Friday, 04 - 21

0400198 --> Friday, 04 - 06

0400199 --> Friday, 03 - 29

0400200 --> Friday, 04 - 18

0400201 --> Friday, 04 - 03

0400202 --> Friday, 03 - 26

0400203 --> Friday, 04 - 15

0400204 --> Friday, 03 - 30

0400205 --> Friday, 04 - 19

0400206 --> Friday, 04 - 11

0400207 --> Friday, 03 - 27

0400208 --> Friday, 04 - 15

0400209 --> Friday, 04 - 07

0400210 --> Friday, 03 - 23

0400211 --> Friday, 04 - 12

0400212 --> Friday, 04 - 03

0400213 --> Friday, 03 - 26

0400214 --> Friday, 04 - 08

0400215 --> Friday, 03 - 31

0400216 --> Friday, 04 - 19

0400217 --> Friday, 04 - 04

0400218 --> Friday, 03 - 27

0400219 --> Friday, 04 - 16

0400220 --> Friday, 04 - 07

0400221 --> Friday, 03 - 23

0400222 --> Friday, 04 - 12

0400223 --> Friday, 04 - 04

0400224 --> Friday, 04 - 23

0400225 --> Friday, 04 - 08

0400226 --> Friday, 03 - 31

0400227 --> Friday, 04 - 20

0400228 --> Friday, 04 - 04

0400229 --> Friday, 03 - 27

0400230 --> Friday, 04 - 16

0400231 --> Friday, 04 - 01

0400232 --> Friday, 03 - 23

0400233 --> Friday, 04 - 12

0400234 --> Friday, 03 - 28

0400235 --> Friday, 04 - 17

0400236 --> Friday, 04 - 08

0400237 --> Friday, 03 - 24

0400238 --> Friday, 04 - 13

0400239 --> Friday, 04 - 05

0400240 --> Friday, 03 - 27

0400241 --> Friday, 04 - 09

0400242 --> Friday, 04 - 01

0400243 --> Friday, 04 - 21

0400244 --> Friday, 04 - 12

0400245 --> Friday, 03 - 28

0400246 --> Friday, 04 - 17

0400247 --> Friday, 04 - 09

0400248 --> Friday, 03 - 24

0400249 --> Friday, 04 - 13

0400250 --> Friday, 04 - 05

0400251 --> Friday, 03 - 21

0400252 --> Friday, 04 - 09

0400253 --> Friday, 04 - 01

0400254 --> Friday, 04 - 21

0400255 --> Friday, 04 - 06

0400256 --> Friday, 03 - 28

0400257 --> Friday, 04 - 17

0400258 --> Friday, 04 - 02

0400259 --> Friday, 03 - 25

0400260 --> Friday, 04 - 13

0400261 --> Friday, 03 - 29

0400262 --> Friday, 04 - 18

0400263 --> Friday, 04 - 10

0400264 --> Friday, 04 - 01

0400265 --> Friday, 04 - 14

0400266 --> Friday, 04 - 06

0400267 --> Friday, 03 - 29

0400268 --> Friday, 04 - 17

0400269 --> Friday, 04 - 02

0400270 --> Friday, 03 - 25

0400271 --> Friday, 04 - 14

0400272 --> Friday, 03 - 29

0400273 --> Friday, 04 - 18

0400274 --> Friday, 04 - 10

0400275 --> Friday, 03 - 26

0400276 --> Friday, 04 - 14

0400277 --> Friday, 04 - 06

0400278 --> Friday, 03 - 22

0400279 --> Friday, 04 - 11

0400280 --> Friday, 04 - 02

0400281 --> Friday, 04 - 22

0400282 --> Friday, 04 - 07

0400283 --> Friday, 03 - 30

0400284 --> Friday, 04 - 18

0400285 --> Friday, 04 - 03

0400286 --> Friday, 03 - 26

0400287 --> Friday, 04 - 15

0400288 --> Friday, 04 - 06

0400289 --> Friday, 03 - 22

0400290 --> Friday, 04 - 11

0400291 --> Friday, 04 - 03

0400292 --> Friday, 04 - 15

0400293 --> Friday, 04 - 07

0400294 --> Friday, 03 - 30

0400295 --> Friday, 04 - 12

0400296 --> Friday, 04 - 03

0400297 --> Friday, 03 - 26

0400298 --> Friday, 04 - 15

0400299 --> Friday, 03 - 31

0400300 --> Friday, 04 - 20

0400301 --> Friday, 04 - 12

0400302 --> Friday, 03 - 28

0400303 --> Friday, 04 - 17

0400304 --> Friday, 04 - 08

0400305 --> Friday, 03 - 24

0400306 --> Friday, 04 - 13

0400307 --> Friday, 04 - 05

0400308 --> Friday, 03 - 27

0400309 --> Friday, 04 - 09

0400310 --> Friday, 04 - 01

0400311 --> Friday, 04 - 21

0400312 --> Friday, 04 - 05

0400313 --> Friday, 03 - 28

0400314 --> Friday, 04 - 17

0400315 --> Friday, 04 - 02

0400316 --> Friday, 03 - 24

0400317 --> Friday, 04 - 13

0400318 --> Friday, 04 - 05

0400319 --> Friday, 04 - 18

0400320 --> Friday, 04 - 09

0400321 --> Friday, 04 - 01

0400322 --> Friday, 04 - 21

0400323 --> Friday, 04 - 06

0400324 --> Friday, 03 - 28

0400325 --> Friday, 04 - 17

0400326 --> Friday, 04 - 02

0400327 --> Friday, 03 - 25

0400328 --> Friday, 04 - 13

0400329 --> Friday, 03 - 29

0400330 --> Friday, 04 - 18

0400331 --> Friday, 04 - 10

0400332 --> Friday, 03 - 25

0400333 --> Friday, 04 - 14

0400334 --> Friday, 04 - 06

0400335 --> Friday, 03 - 22

0400336 --> Friday, 04 - 10

0400337 --> Friday, 04 - 02

0400338 --> Friday, 04 - 22

0400339 --> Friday, 04 - 07

0400340 --> Friday, 03 - 29

0400341 --> Friday, 04 - 18

0400342 --> Friday, 04 - 10

0400343 --> Friday, 03 - 26

0400344 --> Friday, 04 - 14

0400345 --> Friday, 04 - 06

0400346 --> Friday, 03 - 22

0400347 --> Friday, 04 - 11

0400348 --> Friday, 04 - 02

0400349 --> Friday, 04 - 22

0400350 --> Friday, 04 - 07

0400351 --> Friday, 03 - 30

0400352 --> Friday, 04 - 18

0400353 --> Friday, 04 - 03

0400354 --> Friday, 03 - 26
