Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3230000 through 3239999



3230000 --> Friday, 04 - 07

3230001 --> Friday, 03 - 23

3230002 --> Friday, 04 - 12

3230003 --> Friday, 04 - 04

3230004 --> Friday, 03 - 26

3230005 --> Friday, 04 - 08

3230006 --> Friday, 03 - 31

3230007 --> Friday, 04 - 20

3230008 --> Friday, 04 - 11

3230009 --> Friday, 03 - 27

3230010 --> Friday, 04 - 16

3230011 --> Friday, 04 - 08

3230012 --> Friday, 03 - 23

3230013 --> Friday, 04 - 12

3230014 --> Friday, 04 - 04

3230015 --> Friday, 04 - 17

3230016 --> Friday, 04 - 08

3230017 --> Friday, 03 - 31

3230018 --> Friday, 04 - 20

3230019 --> Friday, 04 - 05

3230020 --> Friday, 03 - 27

3230021 --> Friday, 04 - 16

3230022 --> Friday, 04 - 01

3230023 --> Friday, 03 - 24

3230024 --> Friday, 04 - 12

3230025 --> Friday, 03 - 28

3230026 --> Friday, 04 - 17

3230027 --> Friday, 04 - 09

3230028 --> Friday, 03 - 31

3230029 --> Friday, 04 - 13

3230030 --> Friday, 04 - 05

3230031 --> Friday, 03 - 28

3230032 --> Friday, 04 - 16

3230033 --> Friday, 04 - 01

3230034 --> Friday, 04 - 21

3230035 --> Friday, 04 - 13

3230036 --> Friday, 03 - 28

3230037 --> Friday, 04 - 17

3230038 --> Friday, 04 - 09

3230039 --> Friday, 03 - 25

3230040 --> Friday, 04 - 13

3230041 --> Friday, 04 - 05

3230042 --> Friday, 03 - 21

3230043 --> Friday, 04 - 10

3230044 --> Friday, 04 - 01

3230045 --> Friday, 04 - 21

3230046 --> Friday, 04 - 06

3230047 --> Friday, 03 - 29

3230048 --> Friday, 04 - 17

3230049 --> Friday, 04 - 02

3230050 --> Friday, 03 - 25

3230051 --> Friday, 04 - 14

3230052 --> Friday, 04 - 05

3230053 --> Friday, 04 - 18

3230054 --> Friday, 04 - 10

3230055 --> Friday, 04 - 02

3230056 --> Friday, 04 - 21

3230057 --> Friday, 04 - 06

3230058 --> Friday, 03 - 29

3230059 --> Friday, 04 - 11

3230060 --> Friday, 04 - 02

3230061 --> Friday, 03 - 25

3230062 --> Friday, 04 - 14

3230063 --> Friday, 03 - 30

3230064 --> Friday, 04 - 18

3230065 --> Friday, 04 - 10

3230066 --> Friday, 03 - 26

3230067 --> Friday, 04 - 15

3230068 --> Friday, 04 - 06

3230069 --> Friday, 03 - 22

3230070 --> Friday, 04 - 11

3230071 --> Friday, 04 - 03

3230072 --> Friday, 04 - 22

3230073 --> Friday, 04 - 07

3230074 --> Friday, 03 - 30

3230075 --> Friday, 04 - 19

3230076 --> Friday, 04 - 03

3230077 --> Friday, 03 - 26

3230078 --> Friday, 04 - 15

3230079 --> Friday, 03 - 31

3230080 --> Friday, 03 - 22

3230081 --> Friday, 04 - 11

3230082 --> Friday, 04 - 03

3230083 --> Friday, 04 - 16

3230084 --> Friday, 04 - 07

3230085 --> Friday, 03 - 30

3230086 --> Friday, 04 - 19

3230087 --> Friday, 04 - 04

