Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2050000 through 2059999



2050000 --> Friday, 03 - 31

2050001 --> Friday, 04 - 20

2050002 --> Friday, 04 - 05

2050003 --> Friday, 03 - 28

2050004 --> Friday, 04 - 16

2050005 --> Friday, 04 - 01

2050006 --> Friday, 04 - 21

2050007 --> Friday, 04 - 13

2050008 --> Friday, 03 - 28

2050009 --> Friday, 04 - 17

2050010 --> Friday, 04 - 09

2050011 --> Friday, 03 - 25

2050012 --> Friday, 04 - 13

2050013 --> Friday, 04 - 05

2050014 --> Friday, 03 - 21

2050015 --> Friday, 04 - 10

2050016 --> Friday, 04 - 01

2050017 --> Friday, 04 - 21

2050018 --> Friday, 04 - 06

2050019 --> Friday, 03 - 29

2050020 --> Friday, 04 - 17

2050021 --> Friday, 04 - 09

2050022 --> Friday, 03 - 25

2050023 --> Friday, 04 - 14

2050024 --> Friday, 04 - 05

2050025 --> Friday, 04 - 18

2050026 --> Friday, 04 - 10

2050027 --> Friday, 04 - 02

2050028 --> Friday, 04 - 21

2050029 --> Friday, 04 - 06

2050030 --> Friday, 03 - 29

2050031 --> Friday, 04 - 18

2050032 --> Friday, 04 - 02

2050033 --> Friday, 03 - 25

2050034 --> Friday, 04 - 14

2050035 --> Friday, 03 - 30

2050036 --> Friday, 04 - 18

2050037 --> Friday, 04 - 10

2050038 --> Friday, 03 - 26

2050039 --> Friday, 04 - 15

2050040 --> Friday, 04 - 06

2050041 --> Friday, 03 - 29

2050042 --> Friday, 04 - 11

2050043 --> Friday, 04 - 03

2050044 --> Friday, 04 - 22

2050045 --> Friday, 04 - 07

2050046 --> Friday, 03 - 30

2050047 --> Friday, 04 - 19

2050048 --> Friday, 04 - 10

2050049 --> Friday, 03 - 26

2050050 --> Friday, 04 - 15

2050051 --> Friday, 04 - 07

2050052 --> Friday, 03 - 22

2050053 --> Friday, 04 - 11

2050054 --> Friday, 04 - 03

2050055 --> Friday, 04 - 16

2050056 --> Friday, 04 - 07

2050057 --> Friday, 03 - 30

2050058 --> Friday, 04 - 19

2050059 --> Friday, 04 - 04

2050060 --> Friday, 03 - 26

2050061 --> Friday, 04 - 15

2050062 --> Friday, 03 - 31

2050063 --> Friday, 04 - 20

2050064 --> Friday, 04 - 11

2050065 --> Friday, 03 - 27

2050066 --> Friday, 04 - 16

2050067 --> Friday, 04 - 08

2050068 --> Friday, 03 - 30

2050069 --> Friday, 04 - 12

2050070 --> Friday, 04 - 04

2050071 --> Friday, 03 - 27

2050072 --> Friday, 04 - 15

2050073 --> Friday, 03 - 31

2050074 --> Friday, 04 - 20

2050075 --> Friday, 04 - 12

2050076 --> Friday, 03 - 27

2050077 --> Friday, 04 - 16

2050078 --> Friday, 04 - 08

2050079 --> Friday, 03 - 24

2050080 --> Friday, 04 - 12

2050081 --> Friday, 04 - 04

2050082 --> Friday, 04 - 17

2050083 --> Friday, 04 - 09

2050084 --> Friday, 03 - 31

2050085 --> Friday, 04 - 20

2050086 --> Friday, 04 - 05

2050087 --> Friday, 03 - 28

2050088 --> Friday, 04 - 16

2050089 --> Friday, 04 - 01

2050090 --> Friday, 03 - 24

2050091 --> Friday, 04 - 13

2050092 --> Friday, 04 - 04

2050093 --> Friday, 04 - 17

2050094 --> Friday, 04 - 09

2050095 --> Friday, 04 - 01

