Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2650000 through 2659999



2650000 --> Friday, 04 - 07

2650001 --> Friday, 03 - 30

2650002 --> Friday, 04 - 19

2650003 --> Friday, 04 - 04

2650004 --> Friday, 03 - 26

2650005 --> Friday, 04 - 15

2650006 --> Friday, 03 - 31

2650007 --> Friday, 04 - 20

2650008 --> Friday, 04 - 11

2650009 --> Friday, 03 - 27

2650010 --> Friday, 04 - 16

2650011 --> Friday, 04 - 08

2650012 --> Friday, 03 - 30

2650013 --> Friday, 04 - 12

2650014 --> Friday, 04 - 04

2650015 --> Friday, 03 - 27

2650016 --> Friday, 04 - 15

2650017 --> Friday, 03 - 31

2650018 --> Friday, 04 - 20

2650019 --> Friday, 04 - 12

2650020 --> Friday, 03 - 27

2650021 --> Friday, 04 - 16

2650022 --> Friday, 04 - 08

2650023 --> Friday, 03 - 24

2650024 --> Friday, 04 - 12

2650025 --> Friday, 04 - 04

2650026 --> Friday, 04 - 17

2650027 --> Friday, 04 - 09

2650028 --> Friday, 03 - 31

2650029 --> Friday, 04 - 20

2650030 --> Friday, 04 - 05

2650031 --> Friday, 03 - 28

2650032 --> Friday, 04 - 16

2650033 --> Friday, 04 - 01

2650034 --> Friday, 03 - 24

2650035 --> Friday, 04 - 13

2650036 --> Friday, 04 - 04

2650037 --> Friday, 04 - 17

2650038 --> Friday, 04 - 09

2650039 --> Friday, 04 - 01

2650040 --> Friday, 04 - 20

2650041 --> Friday, 04 - 05

2650042 --> Friday, 03 - 28

2650043 --> Friday, 04 - 17

2650044 --> Friday, 04 - 01

2650045 --> Friday, 04 - 21

2650046 --> Friday, 04 - 13

2650047 --> Friday, 03 - 29

2650048 --> Friday, 04 - 17

2650049 --> Friday, 04 - 09

2650050 --> Friday, 03 - 25

2650051 --> Friday, 04 - 14

2650052 --> Friday, 04 - 05

2650053 --> Friday, 03 - 21

2650054 --> Friday, 04 - 10

2650055 --> Friday, 04 - 02

2650056 --> Friday, 04 - 21

2650057 --> Friday, 04 - 06

2650058 --> Friday, 03 - 29

2650059 --> Friday, 04 - 18

2650060 --> Friday, 04 - 09

2650061 --> Friday, 03 - 25

2650062 --> Friday, 04 - 14

2650063 --> Friday, 03 - 30

2650064 --> Friday, 04 - 18

2650065 --> Friday, 04 - 10

2650066 --> Friday, 04 - 02

2650067 --> Friday, 04 - 15

2650068 --> Friday, 04 - 06

2650069 --> Friday, 03 - 29

2650070 --> Friday, 04 - 18

2650071 --> Friday, 04 - 03

2650072 --> Friday, 03 - 25

2650073 --> Friday, 04 - 14

2650074 --> Friday, 03 - 30

2650075 --> Friday, 04 - 19

2650076 --> Friday, 04 - 10

2650077 --> Friday, 03 - 26

2650078 --> Friday, 04 - 15

2650079 --> Friday, 04 - 07

2650080 --> Friday, 03 - 29

2650081 --> Friday, 04 - 11

2650082 --> Friday, 04 - 03

2650083 --> Friday, 04 - 23

2650084 --> Friday, 04 - 07

2650085 --> Friday, 03 - 30

2650086 --> Friday, 04 - 19

2650087 --> Friday, 04 - 04

2650088 --> Friday, 03 - 26

2650089 --> Friday, 04 - 15

2650090 --> Friday, 04 - 07

2650091 --> Friday, 03 - 23

