Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5390000 through 5399999



5390000 --> Friday, 04 - 07

5390001 --> Friday, 03 - 30

5390002 --> Friday, 04 - 19

5390003 --> Friday, 04 - 04

5390004 --> Friday, 03 - 26

5390005 --> Friday, 04 - 15

5390006 --> Friday, 04 - 07

5390007 --> Friday, 03 - 23

5390008 --> Friday, 04 - 11

5390009 --> Friday, 04 - 03

5390010 --> Friday, 04 - 16

5390011 --> Friday, 04 - 08

5390012 --> Friday, 03 - 30

5390013 --> Friday, 04 - 19

5390014 --> Friday, 04 - 04

5390015 --> Friday, 03 - 27

5390016 --> Friday, 04 - 15

5390017 --> Friday, 03 - 31

5390018 --> Friday, 04 - 20

5390019 --> Friday, 04 - 12

5390020 --> Friday, 03 - 27

5390021 --> Friday, 04 - 16

5390022 --> Friday, 04 - 08

5390023 --> Friday, 03 - 24

5390024 --> Friday, 04 - 12

5390025 --> Friday, 04 - 04

5390026 --> Friday, 03 - 27

5390027 --> Friday, 04 - 09

5390028 --> Friday, 03 - 31

5390029 --> Friday, 04 - 20

5390030 --> Friday, 04 - 12

5390031 --> Friday, 03 - 28

5390032 --> Friday, 04 - 16

5390033 --> Friday, 04 - 08

5390034 --> Friday, 03 - 24

5390035 --> Friday, 04 - 13

5390036 --> Friday, 04 - 04

5390037 --> Friday, 04 - 17

5390038 --> Friday, 04 - 09

5390039 --> Friday, 04 - 01

5390040 --> Friday, 04 - 20

5390041 --> Friday, 04 - 05

5390042 --> Friday, 03 - 28

5390043 --> Friday, 04 - 17

5390044 --> Friday, 04 - 01

5390045 --> Friday, 03 - 24

5390046 --> Friday, 04 - 13

5390047 --> Friday, 03 - 29

5390048 --> Friday, 04 - 17

5390049 --> Friday, 04 - 09

5390050 --> Friday, 04 - 01

5390051 --> Friday, 04 - 14

5390052 --> Friday, 04 - 05

5390053 --> Friday, 03 - 28

5390054 --> Friday, 04 - 10

5390055 --> Friday, 04 - 02

5390056 --> Friday, 04 - 21

5390057 --> Friday, 04 - 13

5390058 --> Friday, 03 - 29

5390059 --> Friday, 04 - 18

5390060 --> Friday, 04 - 09

5390061 --> Friday, 03 - 25

5390062 --> Friday, 04 - 14

5390063 --> Friday, 04 - 06

5390064 --> Friday, 03 - 21

5390065 --> Friday, 04 - 10

5390066 --> Friday, 04 - 02

5390067 --> Friday, 04 - 22

5390068 --> Friday, 04 - 06

5390069 --> Friday, 03 - 29

5390070 --> Friday, 04 - 18

5390071 --> Friday, 04 - 03

5390072 --> Friday, 03 - 25

5390073 --> Friday, 04 - 14

5390074 --> Friday, 03 - 30

5390075 --> Friday, 04 - 19

5390076 --> Friday, 04 - 10

5390077 --> Friday, 04 - 02

5390078 --> Friday, 04 - 15

5390079 --> Friday, 04 - 07

5390080 --> Friday, 03 - 29

5390081 --> Friday, 04 - 18

5390082 --> Friday, 04 - 03

5390083 --> Friday, 03 - 26

5390084 --> Friday, 04 - 14

5390085 --> Friday, 03 - 30

5390086 --> Friday, 04 - 19

5390087 --> Friday, 04 - 11

5390088 --> Friday, 03 - 26

5390089 --> Friday, 04 - 15

5390090 --> Friday, 04 - 07

5390091 --> Friday, 03 - 23

5390092 --> Friday, 04 - 11

5390093 --> Friday, 04 - 03

5390094 --> Friday, 04 - 23

5390095 --> Friday, 04 - 08

5390096 --> Friday, 03 - 30

5390097 --> Friday, 04 - 19

5390098 --> Friday, 04 - 04

5390099 --> Friday, 03 - 27

5390100 --> Friday, 04 - 16

5390101 --> Friday, 04 - 08

5390102 --> Friday, 03 - 24

5390103 --> Friday, 04 - 13

5390104 --> Friday, 04 - 04

5390105 --> Friday, 04 - 17

5390106 --> Friday, 04 - 09

5390107 --> Friday, 04 - 01

5390108 --> Friday, 04 - 20

5390109 --> Friday, 04 - 05

5390110 --> Friday, 03 - 28

5390111 --> Friday, 04 - 17

5390112 --> Friday, 04 - 01

5390113 --> Friday, 03 - 24

5390114 --> Friday, 04 - 13

5390115 --> Friday, 03 - 29

5390116 --> Friday, 04 - 17

5390117 --> Friday, 04 - 09

5390118 --> Friday, 03 - 25

5390119 --> Friday, 04 - 14

5390120 --> Friday, 04 - 05

5390121 --> Friday, 03 - 28

5390122 --> Friday, 04 - 10

5390123 --> Friday, 04 - 02

5390124 --> Friday, 04 - 21

5390125 --> Friday, 04 - 13

