Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3180000 through 3189999



3180000 --> Friday, 03 - 31

3180001 --> Friday, 03 - 23

3180002 --> Friday, 04 - 12

3180003 --> Friday, 03 - 28

3180004 --> Friday, 04 - 16

3180005 --> Friday, 04 - 08

3180006 --> Friday, 03 - 31

3180007 --> Friday, 04 - 13

3180008 --> Friday, 04 - 04

3180009 --> Friday, 03 - 27

3180010 --> Friday, 04 - 16

3180011 --> Friday, 04 - 01

3180012 --> Friday, 04 - 20

3180013 --> Friday, 04 - 12

3180014 --> Friday, 03 - 28

3180015 --> Friday, 04 - 17

3180016 --> Friday, 04 - 08

3180017 --> Friday, 03 - 24

3180018 --> Friday, 04 - 13

3180019 --> Friday, 04 - 05

3180020 --> Friday, 03 - 20

3180021 --> Friday, 04 - 09

3180022 --> Friday, 04 - 01

3180023 --> Friday, 04 - 21

3180024 --> Friday, 04 - 05

3180025 --> Friday, 03 - 28

3180026 --> Friday, 04 - 17

3180027 --> Friday, 04 - 02

3180028 --> Friday, 03 - 24

3180029 --> Friday, 04 - 13

3180030 --> Friday, 03 - 29

3180031 --> Friday, 04 - 18

3180032 --> Friday, 04 - 09

3180033 --> Friday, 04 - 01

3180034 --> Friday, 04 - 14

3180035 --> Friday, 04 - 06

3180036 --> Friday, 03 - 28

3180037 --> Friday, 04 - 17

3180038 --> Friday, 04 - 02

3180039 --> Friday, 03 - 25

3180040 --> Friday, 04 - 13

3180041 --> Friday, 03 - 29

3180042 --> Friday, 04 - 18

3180043 --> Friday, 04 - 10

3180044 --> Friday, 03 - 25

3180045 --> Friday, 04 - 14

3180046 --> Friday, 04 - 06

3180047 --> Friday, 03 - 22

3180048 --> Friday, 04 - 10

3180049 --> Friday, 04 - 02

3180050 --> Friday, 04 - 22

3180051 --> Friday, 04 - 07

3180052 --> Friday, 03 - 29

3180053 --> Friday, 04 - 18

3180054 --> Friday, 04 - 03

3180055 --> Friday, 03 - 26

3180056 --> Friday, 04 - 14

3180057 --> Friday, 04 - 06

3180058 --> Friday, 03 - 22

3180059 --> Friday, 04 - 11

3180060 --> Friday, 04 - 02

