Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1330000 through 1339999



1330000 --> Friday, 03 - 24

1330001 --> Friday, 04 - 13

1330002 --> Friday, 04 - 05

1330003 --> Friday, 03 - 21

1330004 --> Friday, 04 - 09

1330005 --> Friday, 04 - 01

1330006 --> Friday, 04 - 21

1330007 --> Friday, 04 - 06

1330008 --> Friday, 03 - 28

1330009 --> Friday, 04 - 17

1330010 --> Friday, 04 - 09

1330011 --> Friday, 03 - 25

1330012 --> Friday, 04 - 13

1330013 --> Friday, 04 - 05

1330014 --> Friday, 03 - 21

1330015 --> Friday, 04 - 10

1330016 --> Friday, 04 - 01

1330017 --> Friday, 04 - 21

1330018 --> Friday, 04 - 06

1330019 --> Friday, 03 - 29

1330020 --> Friday, 04 - 17

1330021 --> Friday, 04 - 02

1330022 --> Friday, 03 - 25

1330023 --> Friday, 04 - 14

1330024 --> Friday, 03 - 29

1330025 --> Friday, 04 - 18

1330026 --> Friday, 04 - 10

1330027 --> Friday, 03 - 26

1330028 --> Friday, 04 - 14

1330029 --> Friday, 04 - 06

1330030 --> Friday, 03 - 29

1330031 --> Friday, 04 - 11

1330032 --> Friday, 04 - 02

1330033 --> Friday, 03 - 25

1330034 --> Friday, 04 - 14

1330035 --> Friday, 03 - 30

1330036 --> Friday, 04 - 18

1330037 --> Friday, 04 - 10

1330038 --> Friday, 03 - 26

1330039 --> Friday, 04 - 15

1330040 --> Friday, 04 - 06

1330041 --> Friday, 03 - 22

1330042 --> Friday, 04 - 11

1330043 --> Friday, 04 - 03

1330044 --> Friday, 04 - 22

1330045 --> Friday, 04 - 07

1330046 --> Friday, 03 - 30

1330047 --> Friday, 04 - 19

1330048 --> Friday, 04 - 03

1330049 --> Friday, 03 - 26

1330050 --> Friday, 04 - 15

1330051 --> Friday, 03 - 31

1330052 --> Friday, 03 - 22

1330053 --> Friday, 04 - 11

1330054 --> Friday, 04 - 03

1330055 --> Friday, 04 - 16

1330056 --> Friday, 04 - 07

1330057 --> Friday, 03 - 30

1330058 --> Friday, 04 - 12

1330059 --> Friday, 04 - 04

1330060 --> Friday, 03 - 26

1330061 --> Friday, 04 - 15

1330062 --> Friday, 03 - 31

1330063 --> Friday, 04 - 20

1330064 --> Friday, 04 - 11

1330065 --> Friday, 03 - 27

1330066 --> Friday, 04 - 16

1330067 --> Friday, 04 - 08

1330068 --> Friday, 03 - 23

1330069 --> Friday, 04 - 12

1330070 --> Friday, 04 - 04

1330071 --> Friday, 03 - 20

1330072 --> Friday, 04 - 08

1330073 --> Friday, 03 - 31

1330074 --> Friday, 04 - 20

1330075 --> Friday, 04 - 05

1330076 --> Friday, 03 - 27

1330077 --> Friday, 04 - 16

1330078 --> Friday, 04 - 01

1330079 --> Friday, 03 - 24

1330080 --> Friday, 04 - 12

1330081 --> Friday, 04 - 04

1330082 --> Friday, 04 - 17

1330083 --> Friday, 04 - 09

1330084 --> Friday, 03 - 31

1330085 --> Friday, 04 - 20

1330086 --> Friday, 04 - 05

1330087 --> Friday, 03 - 28

1330088 --> Friday, 04 - 16

1330089 --> Friday, 04 - 01

1330090 --> Friday, 03 - 24

1330091 --> Friday, 04 - 13

1330092 --> Friday, 03 - 28

1330093 --> Friday, 04 - 17

1330094 --> Friday, 04 - 09

1330095 --> Friday, 03 - 25

1330096 --> Friday, 04 - 13

1330097 --> Friday, 04 - 05

1330098 --> Friday, 03 - 21

1330099 --> Friday, 04 - 10

1330100 --> Friday, 04 - 02

1330101 --> Friday, 04 - 22

1330102 --> Friday, 04 - 07

1330103 --> Friday, 03 - 30

1330104 --> Friday, 04 - 18

1330105 --> Friday, 04 - 10

1330106 --> Friday, 03 - 26

1330107 --> Friday, 04 - 15

1330108 --> Friday, 04 - 06

1330109 --> Friday, 03 - 22

1330110 --> Friday, 04 - 11

1330111 --> Friday, 04 - 03

1330112 --> Friday, 04 - 22

1330113 --> Friday, 04 - 07

1330114 --> Friday, 03 - 30

1330115 --> Friday, 04 - 19

