Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3630000 through 3639999



3630000 --> Friday, 04 - 07

3630001 --> Friday, 03 - 23

3630002 --> Friday, 04 - 12

3630003 --> Friday, 04 - 04

3630004 --> Friday, 04 - 16

3630005 --> Friday, 04 - 08

3630006 --> Friday, 03 - 31

3630007 --> Friday, 04 - 13

3630008 --> Friday, 04 - 04

3630009 --> Friday, 03 - 27

3630010 --> Friday, 04 - 16

3630011 --> Friday, 04 - 01

3630012 --> Friday, 04 - 20

3630013 --> Friday, 04 - 12

3630014 --> Friday, 03 - 28

3630015 --> Friday, 04 - 17

3630016 --> Friday, 04 - 08

3630017 --> Friday, 03 - 24

3630018 --> Friday, 04 - 13

3630019 --> Friday, 04 - 05

3630020 --> Friday, 03 - 27

3630021 --> Friday, 04 - 09

3630022 --> Friday, 04 - 01

3630023 --> Friday, 04 - 21

3630024 --> Friday, 04 - 12

3630025 --> Friday, 03 - 28

3630026 --> Friday, 04 - 17

3630027 --> Friday, 04 - 02

3630028 --> Friday, 03 - 24

3630029 --> Friday, 04 - 13

3630030 --> Friday, 04 - 05

3630031 --> Friday, 04 - 18

3630032 --> Friday, 04 - 09

3630033 --> Friday, 04 - 01

3630034 --> Friday, 04 - 21

3630035 --> Friday, 04 - 06

3630036 --> Friday, 03 - 28

3630037 --> Friday, 04 - 17

3630038 --> Friday, 04 - 02

3630039 --> Friday, 03 - 25

3630040 --> Friday, 04 - 13

3630041 --> Friday, 03 - 29

3630042 --> Friday, 04 - 18

3630043 --> Friday, 04 - 10

3630044 --> Friday, 04 - 01

3630045 --> Friday, 04 - 14

3630046 --> Friday, 04 - 06

3630047 --> Friday, 03 - 22

3630048 --> Friday, 04 - 10

3630049 --> Friday, 04 - 02

3630050 --> Friday, 04 - 22

3630051 --> Friday, 04 - 07

3630052 --> Friday, 03 - 29

3630053 --> Friday, 04 - 18

3630054 --> Friday, 04 - 10

3630055 --> Friday, 03 - 26

3630056 --> Friday, 04 - 14

3630057 --> Friday, 04 - 06

3630058 --> Friday, 03 - 22

3630059 --> Friday, 04 - 11

3630060 --> Friday, 04 - 02

3630061 --> Friday, 04 - 22

3630062 --> Friday, 04 - 07

3630063 --> Friday, 03 - 30

3630064 --> Friday, 04 - 18

3630065 --> Friday, 04 - 03

3630066 --> Friday, 03 - 26

3630067 --> Friday, 04 - 15

3630068 --> Friday, 03 - 30

3630069 --> Friday, 04 - 19

3630070 --> Friday, 04 - 11

3630071 --> Friday, 03 - 27

3630072 --> Friday, 04 - 15

3630073 --> Friday, 04 - 07

3630074 --> Friday, 03 - 30

3630075 --> Friday, 04 - 12

3630076 --> Friday, 04 - 03

3630077 --> Friday, 03 - 26

3630078 --> Friday, 04 - 15

3630079 --> Friday, 03 - 31

3630080 --> Friday, 04 - 19

3630081 --> Friday, 04 - 11

3630082 --> Friday, 03 - 27

3630083 --> Friday, 04 - 16

3630084 --> Friday, 04 - 07

3630085 --> Friday, 03 - 23

3630086 --> Friday, 04 - 12

3630087 --> Friday, 04 - 04

3630088 --> Friday, 04 - 23

3630089 --> Friday, 04 - 08

3630090 --> Friday, 03 - 31

3630091 --> Friday, 04 - 20

3630092 --> Friday, 04 - 04

3630093 --> Friday, 03 - 27

3630094 --> Friday, 04 - 16

3630095 --> Friday, 04 - 01

3630096 --> Friday, 03 - 23

3630097 --> Friday, 04 - 12

3630098 --> Friday, 04 - 04

3630099 --> Friday, 04 - 17

3630100 --> Friday, 04 - 09

3630101 --> Friday, 04 - 01

3630102 --> Friday, 04 - 14

3630103 --> Friday, 04 - 06

3630104 --> Friday, 03 - 28

3630105 --> Friday, 04 - 17

3630106 --> Friday, 04 - 02

3630107 --> Friday, 03 - 25

3630108 --> Friday, 04 - 13

3630109 --> Friday, 03 - 29

3630110 --> Friday, 04 - 18

3630111 --> Friday, 04 - 10

3630112 --> Friday, 03 - 25

3630113 --> Friday, 04 - 14

3630114 --> Friday, 04 - 06

3630115 --> Friday, 03 - 22

3630116 --> Friday, 04 - 10

3630117 --> Friday, 04 - 02

3630118 --> Friday, 04 - 22

3630119 --> Friday, 04 - 07

3630120 --> Friday, 03 - 29

3630121 --> Friday, 04 - 18

3630122 --> Friday, 04 - 03

3630123 --> Friday, 03 - 26

3630124 --> Friday, 04 - 14

3630125 --> Friday, 04 - 06

3630126 --> Friday, 03 - 22

3630127 --> Friday, 04 - 11

3630128 --> Friday, 04 - 02

3630129 --> Friday, 04 - 22

3630130 --> Friday, 04 - 07

3630131 --> Friday, 03 - 30

3630132 --> Friday, 04 - 18

3630133 --> Friday, 04 - 03

3630134 --> Friday, 03 - 26

3630135 --> Friday, 04 - 15

3630136 --> Friday, 03 - 30

3630137 --> Friday, 04 - 19

3630138 --> Friday, 04 - 11

3630139 --> Friday, 03 - 27

3630140 --> Friday, 04 - 15

3630141 --> Friday, 04 - 07

3630142 --> Friday, 03 - 23

3630143 --> Friday, 04 - 12

3630144 --> Friday, 04 - 03

3630145 --> Friday, 03 - 26

3630146 --> Friday, 04 - 08

3630147 --> Friday, 03 - 31

3630148 --> Friday, 04 - 19

3630149 --> Friday, 04 - 11

3630150 --> Friday, 03 - 27

3630151 --> Friday, 04 - 16

3630152 --> Friday, 04 - 07

3630153 --> Friday, 03 - 23

3630154 --> Friday, 04 - 12

3630155 --> Friday, 04 - 04

3630156 --> Friday, 04 - 23

3630157 --> Friday, 04 - 08

3630158 --> Friday, 03 - 31

3630159 --> Friday, 04 - 20

3630160 --> Friday, 04 - 04

3630161 --> Friday, 03 - 27

3630162 --> Friday, 04 - 16

3630163 --> Friday, 04 - 01

3630164 --> Friday, 03 - 23

3630165 --> Friday, 04 - 12

3630166 --> Friday, 03 - 28

3630167 --> Friday, 04 - 17

