Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0430000 through 0439999



0430000 --> Friday, 03 - 24

0430001 --> Friday, 04 - 13

0430002 --> Friday, 04 - 05

0430003 --> Friday, 03 - 21

0430004 --> Friday, 04 - 09

0430005 --> Friday, 04 - 01

0430006 --> Friday, 04 - 21

0430007 --> Friday, 04 - 06

0430008 --> Friday, 03 - 28

0430009 --> Friday, 04 - 17

0430010 --> Friday, 04 - 02

0430011 --> Friday, 03 - 25

0430012 --> Friday, 04 - 13

0430013 --> Friday, 03 - 29

0430014 --> Friday, 04 - 18

0430015 --> Friday, 04 - 10

0430016 --> Friday, 04 - 01

0430017 --> Friday, 04 - 14

0430018 --> Friday, 04 - 06

0430019 --> Friday, 03 - 29

0430020 --> Friday, 04 - 17

0430021 --> Friday, 04 - 02

0430022 --> Friday, 03 - 25

0430023 --> Friday, 04 - 14

0430024 --> Friday, 03 - 29

0430025 --> Friday, 04 - 18

0430026 --> Friday, 04 - 10

0430027 --> Friday, 03 - 26

0430028 --> Friday, 04 - 14

0430029 --> Friday, 04 - 06

0430030 --> Friday, 03 - 22

0430031 --> Friday, 04 - 11

0430032 --> Friday, 04 - 02

0430033 --> Friday, 04 - 22

0430034 --> Friday, 04 - 07

0430035 --> Friday, 03 - 30

0430036 --> Friday, 04 - 18

0430037 --> Friday, 04 - 03

0430038 --> Friday, 03 - 26

0430039 --> Friday, 04 - 15

0430040 --> Friday, 04 - 06

0430041 --> Friday, 03 - 22

0430042 --> Friday, 04 - 11

0430043 --> Friday, 04 - 03

0430044 --> Friday, 04 - 22

0430045 --> Friday, 04 - 07

0430046 --> Friday, 03 - 30

0430047 --> Friday, 04 - 12

0430048 --> Friday, 04 - 03

0430049 --> Friday, 03 - 26

0430050 --> Friday, 04 - 15

0430051 --> Friday, 03 - 31

0430052 --> Friday, 04 - 19

0430053 --> Friday, 04 - 11

0430054 --> Friday, 03 - 27

0430055 --> Friday, 04 - 16

0430056 --> Friday, 04 - 07

0430057 --> Friday, 03 - 23

0430058 --> Friday, 04 - 12

0430059 --> Friday, 04 - 04

0430060 --> Friday, 03 - 26

0430061 --> Friday, 04 - 08

0430062 --> Friday, 03 - 31

0430063 --> Friday, 04 - 20

0430064 --> Friday, 04 - 11

0430065 --> Friday, 03 - 27

0430066 --> Friday, 04 - 16

0430067 --> Friday, 04 - 01

0430068 --> Friday, 03 - 23

0430069 --> Friday, 04 - 12

0430070 --> Friday, 04 - 04

0430071 --> Friday, 04 - 17

0430072 --> Friday, 04 - 08

0430073 --> Friday, 03 - 31

0430074 --> Friday, 04 - 20

0430075 --> Friday, 04 - 05

0430076 --> Friday, 03 - 27

0430077 --> Friday, 04 - 16

0430078 --> Friday, 04 - 01

0430079 --> Friday, 03 - 24

0430080 --> Friday, 04 - 12

0430081 --> Friday, 03 - 28

0430082 --> Friday, 04 - 17

0430083 --> Friday, 04 - 09

0430084 --> Friday, 03 - 24

0430085 --> Friday, 04 - 13

0430086 --> Friday, 04 - 05

0430087 --> Friday, 03 - 21

0430088 --> Friday, 04 - 09

0430089 --> Friday, 04 - 01

0430090 --> Friday, 04 - 21

0430091 --> Friday, 04 - 06

0430092 --> Friday, 03 - 28

0430093 --> Friday, 04 - 17

0430094 --> Friday, 04 - 09

0430095 --> Friday, 03 - 25

0430096 --> Friday, 04 - 13

0430097 --> Friday, 04 - 05

0430098 --> Friday, 03 - 21

0430099 --> Friday, 04 - 10

0430100 --> Friday, 04 - 02

0430101 --> Friday, 04 - 22

0430102 --> Friday, 04 - 07

0430103 --> Friday, 03 - 30

0430104 --> Friday, 04 - 18

0430105 --> Friday, 04 - 03

0430106 --> Friday, 03 - 26

0430107 --> Friday, 04 - 15

0430108 --> Friday, 03 - 30

0430109 --> Friday, 04 - 19

0430110 --> Friday, 04 - 11

0430111 --> Friday, 03 - 27

0430112 --> Friday, 04 - 15

0430113 --> Friday, 04 - 07

0430114 --> Friday, 03 - 30

0430115 --> Friday, 04 - 12

0430116 --> Friday, 04 - 03

0430117 --> Friday, 03 - 26

0430118 --> Friday, 04 - 15

0430119 --> Friday, 03 - 31

0430120 --> Friday, 04 - 19

0430121 --> Friday, 04 - 11

0430122 --> Friday, 03 - 27

0430123 --> Friday, 04 - 16

0430124 --> Friday, 04 - 07

0430125 --> Friday, 03 - 23

0430126 --> Friday, 04 - 12

0430127 --> Friday, 04 - 04

0430128 --> Friday, 04 - 23

0430129 --> Friday, 04 - 08

0430130 --> Friday, 03 - 31

0430131 --> Friday, 04 - 20

0430132 --> Friday, 04 - 04

0430133 --> Friday, 03 - 27

0430134 --> Friday, 04 - 16

0430135 --> Friday, 04 - 01

0430136 --> Friday, 03 - 23

0430137 --> Friday, 04 - 12

0430138 --> Friday, 04 - 04

0430139 --> Friday, 04 - 17

0430140 --> Friday, 04 - 08

0430141 --> Friday, 03 - 31

0430142 --> Friday, 04 - 13

0430143 --> Friday, 04 - 05

0430144 --> Friday, 03 - 27

0430145 --> Friday, 04 - 16

0430146 --> Friday, 04 - 01

0430147 --> Friday, 04 - 21

0430148 --> Friday, 04 - 12

0430149 --> Friday, 03 - 28

0430150 --> Friday, 04 - 17

0430151 --> Friday, 04 - 09

0430152 --> Friday, 03 - 24

0430153 --> Friday, 04 - 13

0430154 --> Friday, 04 - 05

0430155 --> Friday, 03 - 21

0430156 --> Friday, 04 - 09

0430157 --> Friday, 04 - 01

0430158 --> Friday, 04 - 21

0430159 --> Friday, 04 - 06

0430160 --> Friday, 03 - 28

0430161 --> Friday, 04 - 17

0430162 --> Friday, 04 - 02

0430163 --> Friday, 03 - 25

0430164 --> Friday, 04 - 13

0430165 --> Friday, 04 - 05

0430166 --> Friday, 04 - 18

0430167 --> Friday, 04 - 10

0430168 --> Friday, 04 - 01

0430169 --> Friday, 04 - 21

0430170 --> Friday, 04 - 06

0430171 --> Friday, 03 - 29

0430172 --> Friday, 04 - 17

0430173 --> Friday, 04 - 02

0430174 --> Friday, 03 - 25

0430175 --> Friday, 04 - 14

0430176 --> Friday, 03 - 29

0430177 --> Friday, 04 - 18

0430178 --> Friday, 04 - 10

0430179 --> Friday, 03 - 26

0430180 --> Friday, 04 - 14

0430181 --> Friday, 04 - 06

0430182 --> Friday, 03 - 22

0430183 --> Friday, 04 - 11

0430184 --> Friday, 04 - 02

0430185 --> Friday, 04 - 22

0430186 --> Friday, 04 - 07

0430187 --> Friday, 03 - 30

0430188 --> Friday, 04 - 18

0430189 --> Friday, 04 - 10

0430190 --> Friday, 03 - 26

0430191 --> Friday, 04 - 15

0430192 --> Friday, 04 - 06

0430193 --> Friday, 03 - 22

0430194 --> Friday, 04 - 11

0430195 --> Friday, 04 - 03

0430196 --> Friday, 04 - 22

0430197 --> Friday, 04 - 07

0430198 --> Friday, 03 - 30

0430199 --> Friday, 04 - 19

0430200 --> Friday, 04 - 04

0430201 --> Friday, 03 - 27

0430202 --> Friday, 04 - 16

0430203 --> Friday, 04 - 01

0430204 --> Friday, 04 - 20

0430205 --> Friday, 04 - 12

0430206 --> Friday, 03 - 28

0430207 --> Friday, 04 - 17

0430208 --> Friday, 04 - 08

0430209 --> Friday, 03 - 24

0430210 --> Friday, 04 - 13

0430211 --> Friday, 04 - 05

0430212 --> Friday, 03 - 27

0430213 --> Friday, 04 - 09

0430214 --> Friday, 04 - 01

0430215 --> Friday, 04 - 21

0430216 --> Friday, 04 - 12

0430217 --> Friday, 03 - 28

0430218 --> Friday, 04 - 17

0430219 --> Friday, 04 - 02

