Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1300000 through 1309999



1300000 --> Friday, 04 - 07

1300001 --> Friday, 03 - 23

1300002 --> Friday, 04 - 12

1300003 --> Friday, 04 - 04

1300004 --> Friday, 03 - 26

1300005 --> Friday, 04 - 08

1300006 --> Friday, 03 - 31

1300007 --> Friday, 04 - 20

1300008 --> Friday, 04 - 11

1300009 --> Friday, 03 - 27

1300010 --> Friday, 04 - 16

1300011 --> Friday, 04 - 08

1300012 --> Friday, 03 - 23

1300013 --> Friday, 04 - 12

1300014 --> Friday, 04 - 04

1300015 --> Friday, 04 - 17

1300016 --> Friday, 04 - 08

1300017 --> Friday, 03 - 31

1300018 --> Friday, 04 - 20

1300019 --> Friday, 04 - 05

1300020 --> Friday, 03 - 27

1300021 --> Friday, 04 - 16

1300022 --> Friday, 04 - 01

1300023 --> Friday, 03 - 24

1300024 --> Friday, 04 - 12

1300025 --> Friday, 03 - 28

1300026 --> Friday, 04 - 17

1300027 --> Friday, 04 - 09

1300028 --> Friday, 03 - 31

1300029 --> Friday, 04 - 13

1300030 --> Friday, 04 - 05

1300031 --> Friday, 03 - 28

1300032 --> Friday, 04 - 16

1300033 --> Friday, 04 - 01

1300034 --> Friday, 04 - 21

1300035 --> Friday, 04 - 13

1300036 --> Friday, 03 - 28

1300037 --> Friday, 04 - 17

1300038 --> Friday, 04 - 09

1300039 --> Friday, 03 - 25

1300040 --> Friday, 04 - 13

1300041 --> Friday, 04 - 05

1300042 --> Friday, 03 - 21

1300043 --> Friday, 04 - 10

1300044 --> Friday, 04 - 01

1300045 --> Friday, 04 - 21

1300046 --> Friday, 04 - 06

1300047 --> Friday, 03 - 29

1300048 --> Friday, 04 - 17

1300049 --> Friday, 04 - 02

1300050 --> Friday, 03 - 25

1300051 --> Friday, 04 - 14

1300052 --> Friday, 04 - 05

1300053 --> Friday, 04 - 18

1300054 --> Friday, 04 - 10

1300055 --> Friday, 04 - 02

1300056 --> Friday, 04 - 14

1300057 --> Friday, 04 - 06

1300058 --> Friday, 03 - 29

1300059 --> Friday, 04 - 11

1300060 --> Friday, 04 - 02

1300061 --> Friday, 03 - 25

1300062 --> Friday, 04 - 14

1300063 --> Friday, 03 - 30

1300064 --> Friday, 04 - 18

1300065 --> Friday, 04 - 10

1300066 --> Friday, 03 - 26

1300067 --> Friday, 04 - 15

1300068 --> Friday, 04 - 06

1300069 --> Friday, 03 - 22
