Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0210000 through 0219999



0210000 --> Friday, 03 - 31

0210001 --> Friday, 04 - 20

0210002 --> Friday, 04 - 05

0210003 --> Friday, 03 - 28

0210004 --> Friday, 04 - 16

0210005 --> Friday, 04 - 01

0210006 --> Friday, 03 - 24

0210007 --> Friday, 04 - 13

0210008 --> Friday, 03 - 28

0210009 --> Friday, 04 - 17

0210010 --> Friday, 04 - 09

0210011 --> Friday, 03 - 25

0210012 --> Friday, 04 - 13

0210013 --> Friday, 04 - 05

0210014 --> Friday, 03 - 21

0210015 --> Friday, 04 - 10

0210016 --> Friday, 04 - 01

0210017 --> Friday, 04 - 21

0210018 --> Friday, 04 - 06

0210019 --> Friday, 03 - 29

0210020 --> Friday, 04 - 17

0210021 --> Friday, 04 - 09

0210022 --> Friday, 03 - 25

0210023 --> Friday, 04 - 14

0210024 --> Friday, 04 - 05

0210025 --> Friday, 03 - 21

0210026 --> Friday, 04 - 10

0210027 --> Friday, 04 - 02

0210028 --> Friday, 04 - 21

0210029 --> Friday, 04 - 06

0210030 --> Friday, 03 - 29

0210031 --> Friday, 04 - 18

0210032 --> Friday, 04 - 02

0210033 --> Friday, 03 - 25

0210034 --> Friday, 04 - 14

0210035 --> Friday, 03 - 30

0210036 --> Friday, 04 - 18

0210037 --> Friday, 04 - 10

0210038 --> Friday, 03 - 26

0210039 --> Friday, 04 - 15

0210040 --> Friday, 04 - 06

0210041 --> Friday, 03 - 29

0210042 --> Friday, 04 - 11

0210043 --> Friday, 04 - 03

0210044 --> Friday, 03 - 25

0210045 --> Friday, 04 - 07

0210046 --> Friday, 03 - 30

0210047 --> Friday, 04 - 19

0210048 --> Friday, 04 - 10

0210049 --> Friday, 03 - 26

0210050 --> Friday, 04 - 15

0210051 --> Friday, 04 - 07

0210052 --> Friday, 03 - 22

0210053 --> Friday, 04 - 11

0210054 --> Friday, 04 - 03

0210055 --> Friday, 04 - 23

0210056 --> Friday, 04 - 07

0210057 --> Friday, 03 - 30

0210058 --> Friday, 04 - 19

0210059 --> Friday, 04 - 04

0210060 --> Friday, 03 - 26

0210061 --> Friday, 04 - 15

0210062 --> Friday, 03 - 31

0210063 --> Friday, 03 - 23

0210064 --> Friday, 04 - 11

0210065 --> Friday, 03 - 27

0210066 --> Friday, 04 - 16

0210067 --> Friday, 04 - 08

0210068 --> Friday, 03 - 30

0210069 --> Friday, 04 - 12

0210070 --> Friday, 04 - 04

0210071 --> Friday, 03 - 27

0210072 --> Friday, 04 - 15

0210073 --> Friday, 03 - 31

0210074 --> Friday, 04 - 20

0210075 --> Friday, 04 - 12

0210076 --> Friday, 03 - 27

0210077 --> Friday, 04 - 16

0210078 --> Friday, 04 - 08

0210079 --> Friday, 03 - 24

0210080 --> Friday, 04 - 12

0210081 --> Friday, 04 - 04

0210082 --> Friday, 03 - 20

0210083 --> Friday, 04 - 09

0210084 --> Friday, 03 - 31

0210085 --> Friday, 04 - 20

0210086 --> Friday, 04 - 05

0210087 --> Friday, 03 - 28

0210088 --> Friday, 04 - 16

0210089 --> Friday, 04 - 01

0210090 --> Friday, 03 - 24

0210091 --> Friday, 04 - 13

0210092 --> Friday, 04 - 04

0210093 --> Friday, 04 - 17

0210094 --> Friday, 04 - 09

0210095 --> Friday, 04 - 01

0210096 --> Friday, 04 - 20

0210097 --> Friday, 04 - 05

0210098 --> Friday, 03 - 28

0210099 --> Friday, 04 - 17

0210100 --> Friday, 04 - 02

0210101 --> Friday, 03 - 25

0210102 --> Friday, 04 - 14

0210103 --> Friday, 03 - 30

0210104 --> Friday, 04 - 18

0210105 --> Friday, 04 - 10

0210106 --> Friday, 03 - 26

0210107 --> Friday, 04 - 15

0210108 --> Friday, 04 - 06

0210109 --> Friday, 03 - 22

0210110 --> Friday, 04 - 11

0210111 --> Friday, 04 - 03

0210112 --> Friday, 04 - 22

0210113 --> Friday, 04 - 07

0210114 --> Friday, 03 - 30

0210115 --> Friday, 04 - 19

0210116 --> Friday, 04 - 10

0210117 --> Friday, 03 - 26

0210118 --> Friday, 04 - 15

0210119 --> Friday, 04 - 07

0210120 --> Friday, 03 - 22

0210121 --> Friday, 04 - 11

0210122 --> Friday, 04 - 03

0210123 --> Friday, 04 - 16

0210124 --> Friday, 04 - 07

0210125 --> Friday, 03 - 30

0210126 --> Friday, 04 - 19

0210127 --> Friday, 04 - 04

0210128 --> Friday, 03 - 26

0210129 --> Friday, 04 - 15

0210130 --> Friday, 03 - 31

0210131 --> Friday, 04 - 20

0210132 --> Friday, 04 - 11

0210133 --> Friday, 03 - 27

0210134 --> Friday, 04 - 16

0210135 --> Friday, 04 - 08

0210136 --> Friday, 03 - 30

0210137 --> Friday, 04 - 12

0210138 --> Friday, 04 - 04

0210139 --> Friday, 03 - 27

0210140 --> Friday, 04 - 08

0210141 --> Friday, 03 - 31

0210142 --> Friday, 04 - 20

0210143 --> Friday, 04 - 05

0210144 --> Friday, 03 - 27

0210145 --> Friday, 04 - 16

0210146 --> Friday, 04 - 08

0210147 --> Friday, 03 - 24

0210148 --> Friday, 04 - 12

0210149 --> Friday, 04 - 04

0210150 --> Friday, 04 - 17

0210151 --> Friday, 04 - 09

0210152 --> Friday, 03 - 31

0210153 --> Friday, 04 - 20

0210154 --> Friday, 04 - 05

0210155 --> Friday, 03 - 28

0210156 --> Friday, 04 - 16

0210157 --> Friday, 04 - 01

0210158 --> Friday, 03 - 24

0210159 --> Friday, 04 - 13

0210160 --> Friday, 03 - 28

0210161 --> Friday, 04 - 17

0210162 --> Friday, 04 - 09

0210163 --> Friday, 03 - 25

0210164 --> Friday, 04 - 13

0210165 --> Friday, 04 - 05

0210166 --> Friday, 03 - 28

0210167 --> Friday, 04 - 10

0210168 --> Friday, 04 - 01

0210169 --> Friday, 04 - 21

0210170 --> Friday, 04 - 13

0210171 --> Friday, 03 - 29

0210172 --> Friday, 04 - 17

0210173 --> Friday, 04 - 09

0210174 --> Friday, 03 - 25

0210175 --> Friday, 04 - 14

0210176 --> Friday, 04 - 05

0210177 --> Friday, 03 - 21

0210178 --> Friday, 04 - 10

0210179 --> Friday, 04 - 02

0210180 --> Friday, 04 - 21

0210181 --> Friday, 04 - 06

0210182 --> Friday, 03 - 29

0210183 --> Friday, 04 - 18

0210184 --> Friday, 04 - 02

0210185 --> Friday, 03 - 25

0210186 --> Friday, 04 - 14

0210187 --> Friday, 03 - 30

0210188 --> Friday, 04 - 18

0210189 --> Friday, 04 - 10

0210190 --> Friday, 04 - 02

0210191 --> Friday, 04 - 15

0210192 --> Friday, 04 - 06

0210193 --> Friday, 03 - 29

0210194 --> Friday, 04 - 18

0210195 --> Friday, 04 - 03

0210196 --> Friday, 03 - 25

0210197 --> Friday, 04 - 14

0210198 --> Friday, 03 - 30

0210199 --> Friday, 04 - 19

0210200 --> Friday, 04 - 11

0210201 --> Friday, 03 - 27

0210202 --> Friday, 04 - 16

0210203 --> Friday, 04 - 08

0210204 --> Friday, 03 - 23

0210205 --> Friday, 04 - 12

0210206 --> Friday, 04 - 04

0210207 --> Friday, 04 - 17

0210208 --> Friday, 04 - 08

0210209 --> Friday, 03 - 31

0210210 --> Friday, 04 - 20

0210211 --> Friday, 04 - 05

0210212 --> Friday, 03 - 27

0210213 --> Friday, 04 - 16

0210214 --> Friday, 04 - 01

0210215 --> Friday, 03 - 24

0210216 --> Friday, 04 - 12

0210217 --> Friday, 03 - 28

0210218 --> Friday, 04 - 17

0210219 --> Friday, 04 - 09

0210220 --> Friday, 03 - 31

0210221 --> Friday, 04 - 13

0210222 --> Friday, 04 - 05

0210223 --> Friday, 03 - 28

0210224 --> Friday, 04 - 16

0210225 --> Friday, 04 - 01

0210226 --> Friday, 04 - 21

0210227 --> Friday, 04 - 13

0210228 --> Friday, 03 - 28

0210229 --> Friday, 04 - 17

0210230 --> Friday, 04 - 09

0210231 --> Friday, 03 - 25

0210232 --> Friday, 04 - 13

0210233 --> Friday, 04 - 05

0210234 --> Friday, 03 - 21

0210235 --> Friday, 04 - 10

0210236 --> Friday, 04 - 01

0210237 --> Friday, 04 - 21

0210238 --> Friday, 04 - 06

0210239 --> Friday, 03 - 29

0210240 --> Friday, 04 - 17

0210241 --> Friday, 04 - 02

0210242 --> Friday, 03 - 25

0210243 --> Friday, 04 - 14

0210244 --> Friday, 04 - 05

0210245 --> Friday, 04 - 18

0210246 --> Friday, 04 - 10

0210247 --> Friday, 04 - 02

0210248 --> Friday, 04 - 21

0210249 --> Friday, 04 - 06

0210250 --> Friday, 03 - 29

