Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5100000 through 5109999



5100000 --> Friday, 03 - 24

5100001 --> Friday, 04 - 13

5100002 --> Friday, 04 - 05

5100003 --> Friday, 03 - 21

5100004 --> Friday, 04 - 09

5100005 --> Friday, 04 - 01

5100006 --> Friday, 04 - 21

5100007 --> Friday, 04 - 06

5100008 --> Friday, 03 - 28

5100009 --> Friday, 04 - 17

5100010 --> Friday, 04 - 09

5100011 --> Friday, 03 - 25

5100012 --> Friday, 04 - 13

5100013 --> Friday, 04 - 05

5100014 --> Friday, 03 - 21

5100015 --> Friday, 04 - 10

5100016 --> Friday, 04 - 01

5100017 --> Friday, 04 - 21

5100018 --> Friday, 04 - 06

5100019 --> Friday, 03 - 29

5100020 --> Friday, 04 - 17

5100021 --> Friday, 04 - 02

5100022 --> Friday, 03 - 25

5100023 --> Friday, 04 - 14

5100024 --> Friday, 03 - 29

5100025 --> Friday, 04 - 18

5100026 --> Friday, 04 - 10

5100027 --> Friday, 03 - 26

5100028 --> Friday, 04 - 14

5100029 --> Friday, 04 - 06

5100030 --> Friday, 03 - 29

5100031 --> Friday, 04 - 11

5100032 --> Friday, 04 - 02

5100033 --> Friday, 03 - 25

5100034 --> Friday, 04 - 14

5100035 --> Friday, 03 - 30

5100036 --> Friday, 04 - 18

5100037 --> Friday, 04 - 10

5100038 --> Friday, 03 - 26

5100039 --> Friday, 04 - 15

5100040 --> Friday, 04 - 06

5100041 --> Friday, 03 - 22

5100042 --> Friday, 04 - 11

5100043 --> Friday, 04 - 03

5100044 --> Friday, 04 - 22

5100045 --> Friday, 04 - 07

5100046 --> Friday, 03 - 30

5100047 --> Friday, 04 - 19

5100048 --> Friday, 04 - 03

5100049 --> Friday, 03 - 26

5100050 --> Friday, 04 - 15

5100051 --> Friday, 03 - 31

5100052 --> Friday, 03 - 22

5100053 --> Friday, 04 - 11

5100054 --> Friday, 04 - 03

5100055 --> Friday, 04 - 16

5100056 --> Friday, 04 - 07

5100057 --> Friday, 03 - 30

5100058 --> Friday, 04 - 12

5100059 --> Friday, 04 - 04

5100060 --> Friday, 03 - 26

5100061 --> Friday, 04 - 15

5100062 --> Friday, 03 - 31

5100063 --> Friday, 04 - 20

5100064 --> Friday, 04 - 11

5100065 --> Friday, 03 - 27

5100066 --> Friday, 04 - 16

5100067 --> Friday, 04 - 08

5100068 --> Friday, 03 - 23

5100069 --> Friday, 04 - 12

5100070 --> Friday, 04 - 04

5100071 --> Friday, 03 - 20

5100072 --> Friday, 04 - 08

5100073 --> Friday, 03 - 31

5100074 --> Friday, 04 - 20

5100075 --> Friday, 04 - 05

5100076 --> Friday, 03 - 27

5100077 --> Friday, 04 - 16

5100078 --> Friday, 04 - 01

5100079 --> Friday, 03 - 24

5100080 --> Friday, 04 - 12

5100081 --> Friday, 04 - 04

5100082 --> Friday, 04 - 17

5100083 --> Friday, 04 - 09

5100084 --> Friday, 03 - 31

5100085 --> Friday, 04 - 20

5100086 --> Friday, 04 - 05

5100087 --> Friday, 03 - 28

5100088 --> Friday, 04 - 16

5100089 --> Friday, 04 - 01

5100090 --> Friday, 03 - 24

5100091 --> Friday, 04 - 13

5100092 --> Friday, 03 - 28

5100093 --> Friday, 04 - 17

5100094 --> Friday, 04 - 09

5100095 --> Friday, 03 - 25

5100096 --> Friday, 04 - 13

5100097 --> Friday, 04 - 05

5100098 --> Friday, 03 - 21

5100099 --> Friday, 04 - 10

5100100 --> Friday, 04 - 02

5100101 --> Friday, 04 - 22

5100102 --> Friday, 04 - 07

5100103 --> Friday, 03 - 30

5100104 --> Friday, 04 - 18

5100105 --> Friday, 04 - 10

5100106 --> Friday, 03 - 26

