Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2370000 through 2379999



2370000 --> Friday, 03 - 31

2370001 --> Friday, 04 - 20

2370002 --> Friday, 04 - 12

2370003 --> Friday, 03 - 28

2370004 --> Friday, 04 - 16

2370005 --> Friday, 04 - 08

2370006 --> Friday, 03 - 24

2370007 --> Friday, 04 - 13

2370008 --> Friday, 04 - 04

2370009 --> Friday, 03 - 20

2370010 --> Friday, 04 - 09

2370011 --> Friday, 04 - 01

2370012 --> Friday, 04 - 20

2370013 --> Friday, 04 - 05

2370014 --> Friday, 03 - 28

2370015 --> Friday, 04 - 17

2370016 --> Friday, 04 - 08

2370017 --> Friday, 03 - 24

2370018 --> Friday, 04 - 13

2370019 --> Friday, 04 - 05

2370020 --> Friday, 04 - 17

2370021 --> Friday, 04 - 09

2370022 --> Friday, 04 - 01

2370023 --> Friday, 04 - 14

2370024 --> Friday, 04 - 05

2370025 --> Friday, 03 - 28

2370026 --> Friday, 04 - 17

2370027 --> Friday, 04 - 02

2370028 --> Friday, 03 - 24

2370029 --> Friday, 04 - 13

2370030 --> Friday, 03 - 29

2370031 --> Friday, 04 - 18

2370032 --> Friday, 04 - 09

2370033 --> Friday, 03 - 25

2370034 --> Friday, 04 - 14

2370035 --> Friday, 04 - 06

2370036 --> Friday, 03 - 28

2370037 --> Friday, 04 - 10

2370038 --> Friday, 04 - 02

2370039 --> Friday, 04 - 22

2370040 --> Friday, 04 - 13

2370041 --> Friday, 03 - 29

2370042 --> Friday, 04 - 18

2370043 --> Friday, 04 - 03

2370044 --> Friday, 03 - 25

2370045 --> Friday, 04 - 14

2370046 --> Friday, 04 - 06

2370047 --> Friday, 03 - 22

2370048 --> Friday, 04 - 10

2370049 --> Friday, 04 - 02

2370050 --> Friday, 04 - 22

2370051 --> Friday, 04 - 07

2370052 --> Friday, 03 - 29

2370053 --> Friday, 04 - 18

2370054 --> Friday, 04 - 03

2370055 --> Friday, 03 - 26

2370056 --> Friday, 04 - 14

2370057 --> Friday, 03 - 30

2370058 --> Friday, 04 - 19

2370059 --> Friday, 04 - 11

2370060 --> Friday, 03 - 26

2370061 --> Friday, 04 - 15

2370062 --> Friday, 04 - 07

2370063 --> Friday, 03 - 23

2370064 --> Friday, 04 - 11

2370065 --> Friday, 04 - 03

2370066 --> Friday, 03 - 26

2370067 --> Friday, 04 - 08

2370068 --> Friday, 03 - 30

2370069 --> Friday, 04 - 19

2370070 --> Friday, 04 - 11

2370071 --> Friday, 03 - 27

2370072 --> Friday, 04 - 15

2370073 --> Friday, 04 - 07

2370074 --> Friday, 03 - 23

2370075 --> Friday, 04 - 12

2370076 --> Friday, 04 - 03

2370077 --> Friday, 04 - 23

2370078 --> Friday, 04 - 08

2370079 --> Friday, 03 - 31

2370080 --> Friday, 04 - 19

2370081 --> Friday, 04 - 04

2370082 --> Friday, 03 - 27

2370083 --> Friday, 04 - 16

2370084 --> Friday, 03 - 31

2370085 --> Friday, 03 - 23

2370086 --> Friday, 04 - 12

2370087 --> Friday, 03 - 28

2370088 --> Friday, 04 - 16

2370089 --> Friday, 04 - 08

2370090 --> Friday, 03 - 31

2370091 --> Friday, 04 - 13

2370092 --> Friday, 04 - 04

2370093 --> Friday, 03 - 27

2370094 --> Friday, 04 - 16

2370095 --> Friday, 04 - 01

2370096 --> Friday, 04 - 20

2370097 --> Friday, 04 - 12

2370098 --> Friday, 03 - 28

2370099 --> Friday, 04 - 17

2370100 --> Friday, 04 - 09

2370101 --> Friday, 03 - 25

2370102 --> Friday, 04 - 14

2370103 --> Friday, 04 - 06

2370104 --> Friday, 03 - 21

2370105 --> Friday, 04 - 10

2370106 --> Friday, 04 - 02

2370107 --> Friday, 04 - 22

2370108 --> Friday, 04 - 06

2370109 --> Friday, 03 - 29

2370110 --> Friday, 04 - 18

2370111 --> Friday, 04 - 03

2370112 --> Friday, 03 - 25

2370113 --> Friday, 04 - 14

2370114 --> Friday, 04 - 06

2370115 --> Friday, 03 - 22

2370116 --> Friday, 04 - 10

2370117 --> Friday, 04 - 02

2370118 --> Friday, 04 - 15

2370119 --> Friday, 04 - 07

2370120 --> Friday, 03 - 29

2370121 --> Friday, 04 - 18

2370122 --> Friday, 04 - 03

2370123 --> Friday, 03 - 26

2370124 --> Friday, 04 - 14

2370125 --> Friday, 03 - 30

2370126 --> Friday, 04 - 19

2370127 --> Friday, 04 - 11

2370128 --> Friday, 03 - 26

2370129 --> Friday, 04 - 15

2370130 --> Friday, 04 - 07

2370131 --> Friday, 03 - 23

2370132 --> Friday, 04 - 11

2370133 --> Friday, 04 - 03

2370134 --> Friday, 03 - 26

2370135 --> Friday, 04 - 08

2370136 --> Friday, 03 - 30

2370137 --> Friday, 04 - 19

2370138 --> Friday, 04 - 04

2370139 --> Friday, 03 - 27

2370140 --> Friday, 04 - 15

2370141 --> Friday, 04 - 07

2370142 --> Friday, 03 - 23

2370143 --> Friday, 04 - 12

2370144 --> Friday, 04 - 03

2370145 --> Friday, 04 - 23

2370146 --> Friday, 04 - 08

2370147 --> Friday, 03 - 31

2370148 --> Friday, 04 - 19

2370149 --> Friday, 04 - 04

2370150 --> Friday, 03 - 27

2370151 --> Friday, 04 - 16

2370152 --> Friday, 03 - 31

2370153 --> Friday, 03 - 23

2370154 --> Friday, 04 - 12

2370155 --> Friday, 03 - 28

2370156 --> Friday, 04 - 16

2370157 --> Friday, 04 - 08

2370158 --> Friday, 03 - 24

2370159 --> Friday, 04 - 13

2370160 --> Friday, 04 - 04

2370161 --> Friday, 03 - 27

2370162 --> Friday, 04 - 09

2370163 --> Friday, 04 - 01

2370164 --> Friday, 04 - 20

2370165 --> Friday, 04 - 12

2370166 --> Friday, 03 - 28

2370167 --> Friday, 04 - 17

2370168 --> Friday, 04 - 08

2370169 --> Friday, 03 - 24

2370170 --> Friday, 04 - 13

2370171 --> Friday, 04 - 05

2370172 --> Friday, 03 - 20

2370173 --> Friday, 04 - 09

2370174 --> Friday, 04 - 01

2370175 --> Friday, 04 - 21

2370176 --> Friday, 04 - 05

2370177 --> Friday, 03 - 28

2370178 --> Friday, 04 - 17

2370179 --> Friday, 04 - 02

2370180 --> Friday, 03 - 24

2370181 --> Friday, 04 - 13

2370182 --> Friday, 03 - 29

2370183 --> Friday, 04 - 18

2370184 --> Friday, 04 - 09

2370185 --> Friday, 04 - 01

2370186 --> Friday, 04 - 14

2370187 --> Friday, 04 - 06

2370188 --> Friday, 03 - 28

2370189 --> Friday, 04 - 17

2370190 --> Friday, 04 - 02

2370191 --> Friday, 03 - 25

2370192 --> Friday, 04 - 13

2370193 --> Friday, 03 - 29

2370194 --> Friday, 04 - 18

2370195 --> Friday, 04 - 10

2370196 --> Friday, 03 - 25

2370197 --> Friday, 04 - 14

2370198 --> Friday, 04 - 06

2370199 --> Friday, 03 - 22

2370200 --> Friday, 04 - 11

2370201 --> Friday, 04 - 03

2370202 --> Friday, 04 - 23

2370203 --> Friday, 04 - 08

2370204 --> Friday, 03 - 30

2370205 --> Friday, 04 - 19

2370206 --> Friday, 04 - 04

2370207 --> Friday, 03 - 27

2370208 --> Friday, 04 - 15

2370209 --> Friday, 03 - 31

2370210 --> Friday, 03 - 23

2370211 --> Friday, 04 - 12

2370212 --> Friday, 03 - 27

2370213 --> Friday, 04 - 16

2370214 --> Friday, 04 - 08

2370215 --> Friday, 03 - 24

2370216 --> Friday, 04 - 12

2370217 --> Friday, 04 - 04

2370218 --> Friday, 03 - 27

2370219 --> Friday, 04 - 09

2370220 --> Friday, 03 - 31

2370221 --> Friday, 04 - 20

2370222 --> Friday, 04 - 12

2370223 --> Friday, 03 - 28

2370224 --> Friday, 04 - 16

2370225 --> Friday, 04 - 08

2370226 --> Friday, 03 - 24

2370227 --> Friday, 04 - 13

2370228 --> Friday, 04 - 04

2370229 --> Friday, 03 - 20

2370230 --> Friday, 04 - 09

2370231 --> Friday, 04 - 01

2370232 --> Friday, 04 - 20

2370233 --> Friday, 04 - 05

2370234 --> Friday, 03 - 28

2370235 --> Friday, 04 - 17

2370236 --> Friday, 04 - 01

2370237 --> Friday, 03 - 24

2370238 --> Friday, 04 - 13

2370239 --> Friday, 03 - 29

