Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3200000 through 3209999



3200000 --> Friday, 04 - 14

3200001 --> Friday, 04 - 06

3200002 --> Friday, 03 - 22

3200003 --> Friday, 04 - 11

3200004 --> Friday, 04 - 02

3200005 --> Friday, 04 - 22

3200006 --> Friday, 04 - 07

3200007 --> Friday, 03 - 30

3200008 --> Friday, 04 - 18

3200009 --> Friday, 04 - 10

3200010 --> Friday, 03 - 26

3200011 --> Friday, 04 - 15

3200012 --> Friday, 04 - 06

3200013 --> Friday, 03 - 22

3200014 --> Friday, 04 - 11

3200015 --> Friday, 04 - 03

3200016 --> Friday, 04 - 22

3200017 --> Friday, 04 - 07

3200018 --> Friday, 03 - 30

3200019 --> Friday, 04 - 19

3200020 --> Friday, 04 - 03

3200021 --> Friday, 03 - 26

3200022 --> Friday, 04 - 15

3200023 --> Friday, 03 - 31

3200024 --> Friday, 04 - 19

3200025 --> Friday, 04 - 11

3200026 --> Friday, 03 - 27

3200027 --> Friday, 04 - 16

3200028 --> Friday, 04 - 07

3200029 --> Friday, 03 - 30

3200030 --> Friday, 04 - 12

3200031 --> Friday, 04 - 04

3200032 --> Friday, 03 - 26

3200033 --> Friday, 04 - 15

3200034 --> Friday, 03 - 31

3200035 --> Friday, 04 - 20

3200036 --> Friday, 04 - 11

3200037 --> Friday, 03 - 27

3200038 --> Friday, 04 - 16

3200039 --> Friday, 04 - 08

3200040 --> Friday, 03 - 23

3200041 --> Friday, 04 - 12

3200042 --> Friday, 04 - 04

3200043 --> Friday, 04 - 17

3200044 --> Friday, 04 - 08

3200045 --> Friday, 03 - 31

3200046 --> Friday, 04 - 20

3200047 --> Friday, 04 - 05

3200048 --> Friday, 03 - 27

3200049 --> Friday, 04 - 16

3200050 --> Friday, 04 - 01

3200051 --> Friday, 03 - 24

3200052 --> Friday, 04 - 12

3200053 --> Friday, 04 - 04

3200054 --> Friday, 04 - 17

3200055 --> Friday, 04 - 09

3200056 --> Friday, 03 - 31

3200057 --> Friday, 04 - 13

3200058 --> Friday, 04 - 05

3200059 --> Friday, 03 - 28

3200060 --> Friday, 04 - 16

3200061 --> Friday, 04 - 01

3200062 --> Friday, 04 - 21

3200063 --> Friday, 04 - 13

3200064 --> Friday, 03 - 28

3200065 --> Friday, 04 - 17

3200066 --> Friday, 04 - 09

3200067 --> Friday, 03 - 25

3200068 --> Friday, 04 - 13

3200069 --> Friday, 04 - 05

3200070 --> Friday, 03 - 21

3200071 --> Friday, 04 - 10

3200072 --> Friday, 04 - 01

3200073 --> Friday, 04 - 21

3200074 --> Friday, 04 - 06

3200075 --> Friday, 03 - 29

3200076 --> Friday, 04 - 17

3200077 --> Friday, 04 - 02

3200078 --> Friday, 03 - 25

3200079 --> Friday, 04 - 14

3200080 --> Friday, 04 - 05

3200081 --> Friday, 04 - 18

3200082 --> Friday, 04 - 10

3200083 --> Friday, 04 - 02

3200084 --> Friday, 04 - 21

3200085 --> Friday, 04 - 06

3200086 --> Friday, 03 - 29

3200087 --> Friday, 04 - 18

3200088 --> Friday, 04 - 02

3200089 --> Friday, 03 - 25

3200090 --> Friday, 04 - 14

3200091 --> Friday, 03 - 30

3200092 --> Friday, 04 - 18

3200093 --> Friday, 04 - 10

3200094 --> Friday, 03 - 26

3200095 --> Friday, 04 - 15

3200096 --> Friday, 04 - 06

3200097 --> Friday, 03 - 22

3200098 --> Friday, 04 - 11

