Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1410000 through 1419999



1410000 --> Friday, 04 - 21

1410001 --> Friday, 04 - 06

1410002 --> Friday, 03 - 29

1410003 --> Friday, 04 - 18

1410004 --> Friday, 04 - 09

1410005 --> Friday, 03 - 25

1410006 --> Friday, 04 - 14

1410007 --> Friday, 04 - 06

1410008 --> Friday, 03 - 21

1410009 --> Friday, 04 - 10

1410010 --> Friday, 04 - 02

1410011 --> Friday, 04 - 15

1410012 --> Friday, 04 - 06

1410013 --> Friday, 03 - 29

1410014 --> Friday, 04 - 18

1410015 --> Friday, 04 - 03

1410016 --> Friday, 03 - 25

1410017 --> Friday, 04 - 14

1410018 --> Friday, 03 - 30

1410019 --> Friday, 04 - 19

1410020 --> Friday, 04 - 10

1410021 --> Friday, 03 - 26

1410022 --> Friday, 04 - 15

1410023 --> Friday, 04 - 07

1410024 --> Friday, 03 - 29

1410025 --> Friday, 04 - 11

1410026 --> Friday, 04 - 03

1410027 --> Friday, 03 - 26

1410028 --> Friday, 04 - 07

1410029 --> Friday, 03 - 30

1410030 --> Friday, 04 - 19

1410031 --> Friday, 04 - 04

1410032 --> Friday, 03 - 26

1410033 --> Friday, 04 - 15

1410034 --> Friday, 04 - 07

1410035 --> Friday, 03 - 23

1410036 --> Friday, 04 - 11

1410037 --> Friday, 04 - 03

1410038 --> Friday, 04 - 23

1410039 --> Friday, 04 - 08

1410040 --> Friday, 03 - 30

1410041 --> Friday, 04 - 19

1410042 --> Friday, 04 - 04

1410043 --> Friday, 03 - 27

1410044 --> Friday, 04 - 15

1410045 --> Friday, 03 - 31

1410046 --> Friday, 03 - 23

1410047 --> Friday, 04 - 12

1410048 --> Friday, 03 - 27

1410049 --> Friday, 04 - 16

1410050 --> Friday, 04 - 08

1410051 --> Friday, 03 - 24

1410052 --> Friday, 04 - 12

1410053 --> Friday, 04 - 04

1410054 --> Friday, 03 - 27

1410055 --> Friday, 04 - 09

1410056 --> Friday, 03 - 31

1410057 --> Friday, 04 - 20

1410058 --> Friday, 04 - 12

1410059 --> Friday, 03 - 28

1410060 --> Friday, 04 - 16

1410061 --> Friday, 04 - 08

1410062 --> Friday, 03 - 24

1410063 --> Friday, 04 - 13

1410064 --> Friday, 04 - 04

1410065 --> Friday, 03 - 20

1410066 --> Friday, 04 - 09

1410067 --> Friday, 04 - 01

1410068 --> Friday, 04 - 20

1410069 --> Friday, 04 - 05

1410070 --> Friday, 03 - 28

1410071 --> Friday, 04 - 17

1410072 --> Friday, 04 - 01

1410073 --> Friday, 03 - 24

1410074 --> Friday, 04 - 13

1410075 --> Friday, 03 - 29

1410076 --> Friday, 04 - 17

1410077 --> Friday, 04 - 09

1410078 --> Friday, 04 - 01

1410079 --> Friday, 04 - 14

1410080 --> Friday, 04 - 05

1410081 --> Friday, 03 - 28

1410082 --> Friday, 04 - 17

1410083 --> Friday, 04 - 02

1410084 --> Friday, 03 - 24

1410085 --> Friday, 04 - 13

1410086 --> Friday, 03 - 29

1410087 --> Friday, 04 - 18

1410088 --> Friday, 04 - 09

1410089 --> Friday, 03 - 25

1410090 --> Friday, 04 - 14

1410091 --> Friday, 04 - 06

1410092 --> Friday, 03 - 21

1410093 --> Friday, 04 - 10

1410094 --> Friday, 04 - 02

1410095 --> Friday, 04 - 22

1410096 --> Friday, 04 - 06

1410097 --> Friday, 03 - 29

1410098 --> Friday, 04 - 18

1410099 --> Friday, 04 - 03

1410100 --> Friday, 03 - 26

1410101 --> Friday, 04 - 15

1410102 --> Friday, 04 - 07

1410103 --> Friday, 03 - 23

1410104 --> Friday, 04 - 11

1410105 --> Friday, 04 - 03

1410106 --> Friday, 04 - 16

1410107 --> Friday, 04 - 08

1410108 --> Friday, 03 - 30

1410109 --> Friday, 04 - 19

1410110 --> Friday, 04 - 04

1410111 --> Friday, 03 - 27

1410112 --> Friday, 04 - 15

1410113 --> Friday, 03 - 31

1410114 --> Friday, 04 - 20

1410115 --> Friday, 04 - 12

1410116 --> Friday, 03 - 27

1410117 --> Friday, 04 - 16

1410118 --> Friday, 04 - 08

1410119 --> Friday, 03 - 24

1410120 --> Friday, 04 - 12

1410121 --> Friday, 04 - 04

1410122 --> Friday, 03 - 27

1410123 --> Friday, 04 - 09

1410124 --> Friday, 03 - 31

1410125 --> Friday, 04 - 20

1410126 --> Friday, 04 - 05

1410127 --> Friday, 03 - 28

1410128 --> Friday, 04 - 16

1410129 --> Friday, 04 - 08

1410130 --> Friday, 03 - 24

1410131 --> Friday, 04 - 13

1410132 --> Friday, 04 - 04

1410133 --> Friday, 04 - 17

1410134 --> Friday, 04 - 09

1410135 --> Friday, 04 - 01

1410136 --> Friday, 04 - 20

1410137 --> Friday, 04 - 05

1410138 --> Friday, 03 - 28

1410139 --> Friday, 04 - 17

1410140 --> Friday, 04 - 01

1410141 --> Friday, 03 - 24

1410142 --> Friday, 04 - 13

1410143 --> Friday, 03 - 29

1410144 --> Friday, 04 - 17

1410145 --> Friday, 04 - 09

1410146 --> Friday, 03 - 25

1410147 --> Friday, 04 - 14

1410148 --> Friday, 04 - 05

1410149 --> Friday, 03 - 28

1410150 --> Friday, 04 - 10

1410151 --> Friday, 04 - 02

1410152 --> Friday, 04 - 21

1410153 --> Friday, 04 - 13

1410154 --> Friday, 03 - 29

1410155 --> Friday, 04 - 18

1410156 --> Friday, 04 - 09

1410157 --> Friday, 03 - 25

1410158 --> Friday, 04 - 14

1410159 --> Friday, 04 - 06

1410160 --> Friday, 03 - 21

1410161 --> Friday, 04 - 10

1410162 --> Friday, 04 - 02

1410163 --> Friday, 04 - 22

1410164 --> Friday, 04 - 06

1410165 --> Friday, 03 - 29

1410166 --> Friday, 04 - 18

1410167 --> Friday, 04 - 03

1410168 --> Friday, 03 - 25

1410169 --> Friday, 04 - 14

1410170 --> Friday, 03 - 30

1410171 --> Friday, 04 - 19

1410172 --> Friday, 04 - 10

1410173 --> Friday, 04 - 02

1410174 --> Friday, 04 - 15

1410175 --> Friday, 04 - 07

1410176 --> Friday, 03 - 29

1410177 --> Friday, 04 - 18

1410178 --> Friday, 04 - 03

1410179 --> Friday, 03 - 26

1410180 --> Friday, 04 - 14

1410181 --> Friday, 03 - 30

1410182 --> Friday, 04 - 19

1410183 --> Friday, 04 - 11

1410184 --> Friday, 03 - 26

1410185 --> Friday, 04 - 15

1410186 --> Friday, 04 - 07

1410187 --> Friday, 03 - 23

1410188 --> Friday, 04 - 11

1410189 --> Friday, 04 - 03

1410190 --> Friday, 04 - 23

1410191 --> Friday, 04 - 08

1410192 --> Friday, 03 - 30

1410193 --> Friday, 04 - 19

1410194 --> Friday, 04 - 04

1410195 --> Friday, 03 - 27

1410196 --> Friday, 04 - 15

1410197 --> Friday, 04 - 07

1410198 --> Friday, 03 - 23

1410199 --> Friday, 04 - 12

1410200 --> Friday, 03 - 28

1410201 --> Friday, 04 - 17

1410202 --> Friday, 04 - 09

1410203 --> Friday, 03 - 25

1410204 --> Friday, 04 - 13

1410205 --> Friday, 04 - 05

1410206 --> Friday, 03 - 28

1410207 --> Friday, 04 - 10

1410208 --> Friday, 04 - 01

1410209 --> Friday, 04 - 21

1410210 --> Friday, 04 - 13

1410211 --> Friday, 03 - 29

1410212 --> Friday, 04 - 17

1410213 --> Friday, 04 - 09

1410214 --> Friday, 03 - 25

1410215 --> Friday, 04 - 14

1410216 --> Friday, 04 - 05

1410217 --> Friday, 03 - 21

1410218 --> Friday, 04 - 10

1410219 --> Friday, 04 - 02

1410220 --> Friday, 04 - 21

1410221 --> Friday, 04 - 06

1410222 --> Friday, 03 - 29

1410223 --> Friday, 04 - 18

1410224 --> Friday, 04 - 02

1410225 --> Friday, 03 - 25

1410226 --> Friday, 04 - 14

1410227 --> Friday, 03 - 30

1410228 --> Friday, 04 - 18

1410229 --> Friday, 04 - 10

1410230 --> Friday, 04 - 02

1410231 --> Friday, 04 - 15

1410232 --> Friday, 04 - 06

1410233 --> Friday, 03 - 29

1410234 --> Friday, 04 - 18

1410235 --> Friday, 04 - 03

1410236 --> Friday, 03 - 25

1410237 --> Friday, 04 - 14

1410238 --> Friday, 03 - 30

1410239 --> Friday, 04 - 19

1410240 --> Friday, 04 - 10

1410241 --> Friday, 03 - 26

1410242 --> Friday, 04 - 15

1410243 --> Friday, 04 - 07

1410244 --> Friday, 03 - 22

1410245 --> Friday, 04 - 11

1410246 --> Friday, 04 - 03

1410247 --> Friday, 04 - 23

1410248 --> Friday, 04 - 07

1410249 --> Friday, 03 - 30

1410250 --> Friday, 04 - 19

1410251 --> Friday, 04 - 04

1410252 --> Friday, 03 - 26

1410253 --> Friday, 04 - 15

1410254 --> Friday, 04 - 07

1410255 --> Friday, 03 - 23

1410256 --> Friday, 04 - 11

1410257 --> Friday, 04 - 03

1410258 --> Friday, 04 - 16

1410259 --> Friday, 04 - 08

1410260 --> Friday, 03 - 30

1410261 --> Friday, 04 - 19

1410262 --> Friday, 04 - 04

1410263 --> Friday, 03 - 27

1410264 --> Friday, 04 - 15

1410265 --> Friday, 03 - 31

1410266 --> Friday, 04 - 20

1410267 --> Friday, 04 - 12

1410268 --> Friday, 03 - 27

1410269 --> Friday, 04 - 16

1410270 --> Friday, 04 - 08

1410271 --> Friday, 03 - 24

1410272 --> Friday, 04 - 12

1410273 --> Friday, 04 - 04

1410274 --> Friday, 03 - 27

1410275 --> Friday, 04 - 09

1410276 --> Friday, 03 - 31

1410277 --> Friday, 04 - 20

1410278 --> Friday, 04 - 05

1410279 --> Friday, 03 - 28

1410280 --> Friday, 04 - 16

1410281 --> Friday, 04 - 08

1410282 --> Friday, 03 - 24

1410283 --> Friday, 04 - 13

1410284 --> Friday, 04 - 04

1410285 --> Friday, 04 - 17

1410286 --> Friday, 04 - 09

1410287 --> Friday, 04 - 01

1410288 --> Friday, 04 - 20

1410289 --> Friday, 04 - 05

1410290 --> Friday, 03 - 28

1410291 --> Friday, 04 - 17

1410292 --> Friday, 04 - 01

1410293 --> Friday, 03 - 24

1410294 --> Friday, 04 - 13

1410295 --> Friday, 03 - 29

1410296 --> Friday, 04 - 17

1410297 --> Friday, 04 - 09

1410298 --> Friday, 03 - 25

1410299 --> Friday, 04 - 14

1410300 --> Friday, 04 - 06

1410301 --> Friday, 03 - 29

1410302 --> Friday, 04 - 11

1410303 --> Friday, 04 - 03

1410304 --> Friday, 03 - 25

1410305 --> Friday, 04 - 14

1410306 --> Friday, 03 - 30

1410307 --> Friday, 04 - 19

1410308 --> Friday, 04 - 10

1410309 --> Friday, 03 - 26

1410310 --> Friday, 04 - 15

1410311 --> Friday, 04 - 07

1410312 --> Friday, 03 - 22

1410313 --> Friday, 04 - 11

1410314 --> Friday, 04 - 03

1410315 --> Friday, 04 - 23

1410316 --> Friday, 04 - 07

1410317 --> Friday, 03 - 30

1410318 --> Friday, 04 - 19

1410319 --> Friday, 04 - 04

1410320 --> Friday, 03 - 26

1410321 --> Friday, 04 - 15

1410322 --> Friday, 03 - 31

1410323 --> Friday, 03 - 23

1410324 --> Friday, 04 - 11

1410325 --> Friday, 04 - 03

1410326 --> Friday, 04 - 16

1410327 --> Friday, 04 - 08

1410328 --> Friday, 03 - 30

1410329 --> Friday, 04 - 19

1410330 --> Friday, 04 - 04

1410331 --> Friday, 03 - 27

1410332 --> Friday, 04 - 15

1410333 --> Friday, 03 - 31

1410334 --> Friday, 04 - 20

1410335 --> Friday, 04 - 12

1410336 --> Friday, 03 - 27

1410337 --> Friday, 04 - 16

1410338 --> Friday, 04 - 08

1410339 --> Friday, 03 - 24

1410340 --> Friday, 04 - 12

1410341 --> Friday, 04 - 04

1410342 --> Friday, 03 - 20

1410343 --> Friday, 04 - 09

1410344 --> Friday, 03 - 31

1410345 --> Friday, 04 - 20

1410346 --> Friday, 04 - 05

1410347 --> Friday, 03 - 28

