Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3310000 through 3319999



3310000 --> Friday, 03 - 31

3310001 --> Friday, 04 - 20

3310002 --> Friday, 04 - 05

3310003 --> Friday, 03 - 28

3310004 --> Friday, 04 - 16

3310005 --> Friday, 04 - 08

3310006 --> Friday, 03 - 24

3310007 --> Friday, 04 - 13

3310008 --> Friday, 04 - 04

3310009 --> Friday, 04 - 17

3310010 --> Friday, 04 - 09

3310011 --> Friday, 04 - 01

3310012 --> Friday, 04 - 20

3310013 --> Friday, 04 - 05

3310014 --> Friday, 03 - 28

3310015 --> Friday, 04 - 17

3310016 --> Friday, 04 - 01

3310017 --> Friday, 03 - 24

3310018 --> Friday, 04 - 13

3310019 --> Friday, 03 - 29

3310020 --> Friday, 04 - 17

3310021 --> Friday, 04 - 09

3310022 --> Friday, 03 - 25

3310023 --> Friday, 04 - 14

3310024 --> Friday, 04 - 05

3310025 --> Friday, 03 - 28

3310026 --> Friday, 04 - 10

3310027 --> Friday, 04 - 02

3310028 --> Friday, 04 - 21

3310029 --> Friday, 04 - 06

3310030 --> Friday, 03 - 29

3310031 --> Friday, 04 - 18

3310032 --> Friday, 04 - 09

3310033 --> Friday, 03 - 25

3310034 --> Friday, 04 - 14

3310035 --> Friday, 04 - 06

3310036 --> Friday, 03 - 21

3310037 --> Friday, 04 - 10

3310038 --> Friday, 04 - 02

3310039 --> Friday, 04 - 22

3310040 --> Friday, 04 - 06

3310041 --> Friday, 03 - 29

3310042 --> Friday, 04 - 18

3310043 --> Friday, 04 - 03

3310044 --> Friday, 03 - 25

3310045 --> Friday, 04 - 14

3310046 --> Friday, 03 - 30

3310047 --> Friday, 04 - 19

3310048 --> Friday, 04 - 10

3310049 --> Friday, 03 - 26

3310050 --> Friday, 04 - 15

3310051 --> Friday, 04 - 07

3310052 --> Friday, 03 - 29

3310053 --> Friday, 04 - 11

3310054 --> Friday, 04 - 03

3310055 --> Friday, 03 - 26

3310056 --> Friday, 04 - 14

3310057 --> Friday, 03 - 30

3310058 --> Friday, 04 - 19

3310059 --> Friday, 04 - 11

3310060 --> Friday, 03 - 26

3310061 --> Friday, 04 - 15

3310062 --> Friday, 04 - 07

3310063 --> Friday, 03 - 23

3310064 --> Friday, 04 - 11

3310065 --> Friday, 04 - 03

3310066 --> Friday, 04 - 23

3310067 --> Friday, 04 - 08

3310068 --> Friday, 03 - 30

3310069 --> Friday, 04 - 19

3310070 --> Friday, 04 - 04

3310071 --> Friday, 03 - 27

3310072 --> Friday, 04 - 15

3310073 --> Friday, 03 - 31

3310074 --> Friday, 03 - 23

3310075 --> Friday, 04 - 12

3310076 --> Friday, 04 - 03

3310077 --> Friday, 04 - 16

3310078 --> Friday, 04 - 08

3310079 --> Friday, 03 - 31

3310080 --> Friday, 04 - 19

3310081 --> Friday, 04 - 04

3310082 --> Friday, 03 - 27

3310083 --> Friday, 04 - 16

3310084 --> Friday, 03 - 31

3310085 --> Friday, 04 - 20

3310086 --> Friday, 04 - 12

3310087 --> Friday, 03 - 28

3310088 --> Friday, 04 - 16

3310089 --> Friday, 04 - 08

3310090 --> Friday, 03 - 24

3310091 --> Friday, 04 - 13

3310092 --> Friday, 04 - 04

3310093 --> Friday, 03 - 20

3310094 --> Friday, 04 - 09

3310095 --> Friday, 04 - 01

3310096 --> Friday, 04 - 20

3310097 --> Friday, 04 - 05

3310098 --> Friday, 03 - 28

3310099 --> Friday, 04 - 17

3310100 --> Friday, 04 - 09

3310101 --> Friday, 03 - 25

3310102 --> Friday, 04 - 14

3310103 --> Friday, 04 - 06

3310104 --> Friday, 04 - 18

3310105 --> Friday, 04 - 10

3310106 --> Friday, 04 - 02

3310107 --> Friday, 04 - 15

3310108 --> Friday, 04 - 06

3310109 --> Friday, 03 - 29

3310110 --> Friday, 04 - 18

3310111 --> Friday, 04 - 03

3310112 --> Friday, 03 - 25

3310113 --> Friday, 04 - 14

3310114 --> Friday, 03 - 30

3310115 --> Friday, 04 - 19

3310116 --> Friday, 04 - 10

3310117 --> Friday, 03 - 26

3310118 --> Friday, 04 - 15

3310119 --> Friday, 04 - 07

3310120 --> Friday, 03 - 29

3310121 --> Friday, 04 - 11

3310122 --> Friday, 04 - 03

3310123 --> Friday, 04 - 23

3310124 --> Friday, 04 - 07

3310125 --> Friday, 03 - 30

3310126 --> Friday, 04 - 19

3310127 --> Friday, 04 - 04

3310128 --> Friday, 03 - 26

3310129 --> Friday, 04 - 15

3310130 --> Friday, 04 - 07

3310131 --> Friday, 03 - 23

3310132 --> Friday, 04 - 11

3310133 --> Friday, 04 - 03

3310134 --> Friday, 04 - 16

3310135 --> Friday, 04 - 08

3310136 --> Friday, 03 - 30

3310137 --> Friday, 04 - 19

3310138 --> Friday, 04 - 04

3310139 --> Friday, 03 - 27

3310140 --> Friday, 04 - 15

3310141 --> Friday, 03 - 31

3310142 --> Friday, 04 - 20

3310143 --> Friday, 04 - 12

3310144 --> Friday, 03 - 27

3310145 --> Friday, 04 - 16

3310146 --> Friday, 04 - 08

3310147 --> Friday, 03 - 24

3310148 --> Friday, 04 - 12

3310149 --> Friday, 04 - 04

3310150 --> Friday, 03 - 27

3310151 --> Friday, 04 - 09

3310152 --> Friday, 03 - 31

3310153 --> Friday, 04 - 20

3310154 --> Friday, 04 - 12

3310155 --> Friday, 03 - 28

3310156 --> Friday, 04 - 16

3310157 --> Friday, 04 - 08

3310158 --> Friday, 03 - 24

3310159 --> Friday, 04 - 13

3310160 --> Friday, 04 - 04

3310161 --> Friday, 04 - 17

3310162 --> Friday, 04 - 09

3310163 --> Friday, 04 - 01

3310164 --> Friday, 04 - 20

3310165 --> Friday, 04 - 05

3310166 --> Friday, 03 - 28

3310167 --> Friday, 04 - 17

3310168 --> Friday, 04 - 01

3310169 --> Friday, 03 - 24

3310170 --> Friday, 04 - 13

3310171 --> Friday, 03 - 29

3310172 --> Friday, 04 - 17

3310173 --> Friday, 04 - 09

3310174 --> Friday, 04 - 01

3310175 --> Friday, 04 - 14

3310176 --> Friday, 04 - 05

3310177 --> Friday, 03 - 28

3310178 --> Friday, 04 - 17

3310179 --> Friday, 04 - 02

3310180 --> Friday, 04 - 21

3310181 --> Friday, 04 - 13

3310182 --> Friday, 03 - 29

3310183 --> Friday, 04 - 18

3310184 --> Friday, 04 - 09

3310185 --> Friday, 03 - 25

3310186 --> Friday, 04 - 14

3310187 --> Friday, 04 - 06

3310188 --> Friday, 03 - 21

3310189 --> Friday, 04 - 10

3310190 --> Friday, 04 - 02

3310191 --> Friday, 04 - 22

3310192 --> Friday, 04 - 06

3310193 --> Friday, 03 - 29

3310194 --> Friday, 04 - 18

3310195 --> Friday, 04 - 03

3310196 --> Friday, 03 - 25

3310197 --> Friday, 04 - 14

3310198 --> Friday, 04 - 06

3310199 --> Friday, 04 - 19

3310200 --> Friday, 04 - 11

3310201 --> Friday, 03 - 27

3310202 --> Friday, 04 - 16

3310203 --> Friday, 04 - 08

3310204 --> Friday, 03 - 30

3310205 --> Friday, 04 - 12

3310206 --> Friday, 04 - 04

3310207 --> Friday, 03 - 27

3310208 --> Friday, 04 - 15

3310209 --> Friday, 03 - 31

3310210 --> Friday, 04 - 20

3310211 --> Friday, 04 - 12

3310212 --> Friday, 03 - 27

3310213 --> Friday, 04 - 16

3310214 --> Friday, 04 - 08

3310215 --> Friday, 03 - 24

3310216 --> Friday, 04 - 12

3310217 --> Friday, 04 - 04

3310218 --> Friday, 04 - 17

3310219 --> Friday, 04 - 09

3310220 --> Friday, 03 - 31

3310221 --> Friday, 04 - 20

3310222 --> Friday, 04 - 05

3310223 --> Friday, 03 - 28

3310224 --> Friday, 04 - 16

3310225 --> Friday, 04 - 01

3310226 --> Friday, 03 - 24

3310227 --> Friday, 04 - 13

3310228 --> Friday, 04 - 04

3310229 --> Friday, 04 - 17

3310230 --> Friday, 04 - 09

3310231 --> Friday, 04 - 01

3310232 --> Friday, 04 - 20

3310233 --> Friday, 04 - 05

3310234 --> Friday, 03 - 28

3310235 --> Friday, 04 - 17

3310236 --> Friday, 04 - 01

3310237 --> Friday, 04 - 21

3310238 --> Friday, 04 - 13

3310239 --> Friday, 03 - 29

3310240 --> Friday, 04 - 17

3310241 --> Friday, 04 - 09

3310242 --> Friday, 03 - 25

3310243 --> Friday, 04 - 14

3310244 --> Friday, 04 - 05

3310245 --> Friday, 03 - 21

3310246 --> Friday, 04 - 10

3310247 --> Friday, 04 - 02

3310248 --> Friday, 04 - 21

3310249 --> Friday, 04 - 06

3310250 --> Friday, 03 - 29

3310251 --> Friday, 04 - 18

3310252 --> Friday, 04 - 09

3310253 --> Friday, 03 - 25

3310254 --> Friday, 04 - 14

3310255 --> Friday, 04 - 06

3310256 --> Friday, 04 - 18

3310257 --> Friday, 04 - 10

3310258 --> Friday, 04 - 02

3310259 --> Friday, 04 - 15

3310260 --> Friday, 04 - 06

3310261 --> Friday, 03 - 29

3310262 --> Friday, 04 - 18

3310263 --> Friday, 04 - 03

3310264 --> Friday, 03 - 25

3310265 --> Friday, 04 - 14

3310266 --> Friday, 03 - 30

3310267 --> Friday, 04 - 19

3310268 --> Friday, 04 - 10

3310269 --> Friday, 03 - 26

3310270 --> Friday, 04 - 15

3310271 --> Friday, 04 - 07

3310272 --> Friday, 03 - 29

3310273 --> Friday, 04 - 11

3310274 --> Friday, 04 - 03

3310275 --> Friday, 04 - 23

3310276 --> Friday, 04 - 07

3310277 --> Friday, 03 - 30

3310278 --> Friday, 04 - 19

3310279 --> Friday, 04 - 04

3310280 --> Friday, 03 - 26

3310281 --> Friday, 04 - 15

3310282 --> Friday, 04 - 07

3310283 --> Friday, 03 - 23

3310284 --> Friday, 04 - 11

3310285 --> Friday, 04 - 03

3310286 --> Friday, 04 - 16

3310287 --> Friday, 04 - 08

3310288 --> Friday, 03 - 30

3310289 --> Friday, 04 - 19

3310290 --> Friday, 04 - 04

3310291 --> Friday, 03 - 27

3310292 --> Friday, 04 - 15

3310293 --> Friday, 03 - 31

3310294 --> Friday, 04 - 20

3310295 --> Friday, 04 - 12

3310296 --> Friday, 03 - 27

3310297 --> Friday, 04 - 16

3310298 --> Friday, 04 - 08

3310299 --> Friday, 03 - 24

3310300 --> Friday, 04 - 13

3310301 --> Friday, 04 - 05

3310302 --> Friday, 03 - 28

3310303 --> Friday, 04 - 10

3310304 --> Friday, 04 - 01

3310305 --> Friday, 04 - 21

3310306 --> Friday, 04 - 13

3310307 --> Friday, 03 - 29

3310308 --> Friday, 04 - 17

3310309 --> Friday, 04 - 09

3310310 --> Friday, 03 - 25

3310311 --> Friday, 04 - 14

3310312 --> Friday, 04 - 05

3310313 --> Friday, 03 - 21

3310314 --> Friday, 04 - 10

3310315 --> Friday, 04 - 02

3310316 --> Friday, 04 - 21

3310317 --> Friday, 04 - 06

3310318 --> Friday, 03 - 29

3310319 --> Friday, 04 - 18

3310320 --> Friday, 04 - 02

3310321 --> Friday, 03 - 25

3310322 --> Friday, 04 - 14

3310323 --> Friday, 03 - 30

3310324 --> Friday, 04 - 18

3310325 --> Friday, 04 - 10

3310326 --> Friday, 04 - 02

3310327 --> Friday, 04 - 15

3310328 --> Friday, 04 - 06

3310329 --> Friday, 03 - 29

3310330 --> Friday, 04 - 18

3310331 --> Friday, 04 - 03

3310332 --> Friday, 03 - 25

3310333 --> Friday, 04 - 14

3310334 --> Friday, 03 - 30

3310335 --> Friday, 04 - 19

3310336 --> Friday, 04 - 10

3310337 --> Friday, 03 - 26

3310338 --> Friday, 04 - 15

3310339 --> Friday, 04 - 07

3310340 --> Friday, 03 - 22

3310341 --> Friday, 04 - 11

3310342 --> Friday, 04 - 03

3310343 --> Friday, 04 - 23

3310344 --> Friday, 04 - 07

3310345 --> Friday, 03 - 30

3310346 --> Friday, 04 - 19

3310347 --> Friday, 04 - 04

3310348 --> Friday, 03 - 26

3310349 --> Friday, 04 - 15

3310350 --> Friday, 04 - 07

3310351 --> Friday, 03 - 23

3310352 --> Friday, 04 - 11

3310353 --> Friday, 04 - 03

3310354 --> Friday, 04 - 16

3310355 --> Friday, 04 - 08

3310356 --> Friday, 03 - 30

3310357 --> Friday, 04 - 19

3310358 --> Friday, 04 - 04

3310359 --> Friday, 03 - 27

3310360 --> Friday, 04 - 15

3310361 --> Friday, 03 - 31

3310362 --> Friday, 04 - 20

3310363 --> Friday, 04 - 12

3310364 --> Friday, 03 - 27

3310365 --> Friday, 04 - 16

3310366 --> Friday, 04 - 08

3310367 --> Friday, 03 - 24

3310368 --> Friday, 04 - 12

3310369 --> Friday, 04 - 04

3310370 --> Friday, 03 - 20

3310371 --> Friday, 04 - 09

