Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4090000 through 4099999



4090000 --> Friday, 04 - 14

4090001 --> Friday, 03 - 30

4090002 --> Friday, 04 - 19

4090003 --> Friday, 04 - 11

4090004 --> Friday, 03 - 26

4090005 --> Friday, 04 - 15

4090006 --> Friday, 04 - 07

4090007 --> Friday, 03 - 23

4090008 --> Friday, 04 - 11

4090009 --> Friday, 04 - 03

4090010 --> Friday, 04 - 23

4090011 --> Friday, 04 - 08

4090012 --> Friday, 03 - 30

4090013 --> Friday, 04 - 19

4090014 --> Friday, 04 - 04

4090015 --> Friday, 03 - 27

4090016 --> Friday, 04 - 15

4090017 --> Friday, 03 - 31

4090018 --> Friday, 03 - 23

4090019 --> Friday, 04 - 12

4090020 --> Friday, 04 - 03

4090021 --> Friday, 04 - 16

4090022 --> Friday, 04 - 08

4090023 --> Friday, 03 - 31

4090024 --> Friday, 04 - 19

4090025 --> Friday, 04 - 04

4090026 --> Friday, 03 - 27

4090027 --> Friday, 04 - 16

4090028 --> Friday, 03 - 31

4090029 --> Friday, 04 - 20

4090030 --> Friday, 04 - 12

4090031 --> Friday, 03 - 28

4090032 --> Friday, 04 - 16

4090033 --> Friday, 04 - 08

4090034 --> Friday, 03 - 24

4090035 --> Friday, 04 - 13

4090036 --> Friday, 04 - 04

4090037 --> Friday, 03 - 20

4090038 --> Friday, 04 - 09

4090039 --> Friday, 04 - 01

4090040 --> Friday, 04 - 20

4090041 --> Friday, 04 - 05

4090042 --> Friday, 03 - 28

4090043 --> Friday, 04 - 17

4090044 --> Friday, 04 - 08

4090045 --> Friday, 03 - 24

4090046 --> Friday, 04 - 13

4090047 --> Friday, 04 - 05

4090048 --> Friday, 04 - 17

4090049 --> Friday, 04 - 09

4090050 --> Friday, 04 - 01

4090051 --> Friday, 04 - 21

4090052 --> Friday, 04 - 05

4090053 --> Friday, 03 - 28

4090054 --> Friday, 04 - 17

4090055 --> Friday, 04 - 02

4090056 --> Friday, 03 - 24

4090057 --> Friday, 04 - 13

4090058 --> Friday, 03 - 29

4090059 --> Friday, 04 - 18

4090060 --> Friday, 04 - 09

4090061 --> Friday, 03 - 25

4090062 --> Friday, 04 - 14

4090063 --> Friday, 04 - 06

4090064 --> Friday, 03 - 28

4090065 --> Friday, 04 - 10

4090066 --> Friday, 04 - 02

4090067 --> Friday, 04 - 22

4090068 --> Friday, 04 - 13

4090069 --> Friday, 03 - 29

4090070 --> Friday, 04 - 18

4090071 --> Friday, 04 - 10

4090072 --> Friday, 03 - 25

4090073 --> Friday, 04 - 14

4090074 --> Friday, 04 - 06

4090075 --> Friday, 03 - 22

4090076 --> Friday, 04 - 10

4090077 --> Friday, 04 - 02

4090078 --> Friday, 04 - 22

4090079 --> Friday, 04 - 07

4090080 --> Friday, 03 - 29

4090081 --> Friday, 04 - 18

4090082 --> Friday, 04 - 03

4090083 --> Friday, 03 - 26

4090084 --> Friday, 04 - 14

4090085 --> Friday, 03 - 30

4090086 --> Friday, 04 - 19

4090087 --> Friday, 04 - 11

4090088 --> Friday, 04 - 02

4090089 --> Friday, 04 - 15

4090090 --> Friday, 04 - 07

4090091 --> Friday, 03 - 30

4090092 --> Friday, 04 - 11

4090093 --> Friday, 04 - 03

4090094 --> Friday, 03 - 26

4090095 --> Friday, 04 - 08

4090096 --> Friday, 03 - 30

4090097 --> Friday, 04 - 19

4090098 --> Friday, 04 - 11

4090099 --> Friday, 03 - 27

4090100 --> Friday, 04 - 16

4090101 --> Friday, 04 - 08

4090102 --> Friday, 03 - 24

4090103 --> Friday, 04 - 13

4090104 --> Friday, 04 - 04

4090105 --> Friday, 03 - 20

4090106 --> Friday, 04 - 09

4090107 --> Friday, 04 - 01

4090108 --> Friday, 04 - 20

4090109 --> Friday, 04 - 05

4090110 --> Friday, 03 - 28

4090111 --> Friday, 04 - 17

4090112 --> Friday, 04 - 01

4090113 --> Friday, 03 - 24

4090114 --> Friday, 04 - 13

4090115 --> Friday, 03 - 29

4090116 --> Friday, 04 - 17

4090117 --> Friday, 04 - 09

4090118 --> Friday, 04 - 01

4090119 --> Friday, 04 - 14

4090120 --> Friday, 04 - 05

4090121 --> Friday, 03 - 28

4090122 --> Friday, 04 - 17

4090123 --> Friday, 04 - 02

4090124 --> Friday, 03 - 24

4090125 --> Friday, 04 - 13

4090126 --> Friday, 03 - 29

4090127 --> Friday, 04 - 18

4090128 --> Friday, 04 - 09

4090129 --> Friday, 03 - 25

4090130 --> Friday, 04 - 14

4090131 --> Friday, 04 - 06

4090132 --> Friday, 03 - 21

4090133 --> Friday, 04 - 10

4090134 --> Friday, 04 - 02

4090135 --> Friday, 04 - 22

4090136 --> Friday, 04 - 06

4090137 --> Friday, 03 - 29

4090138 --> Friday, 04 - 18

4090139 --> Friday, 04 - 03

4090140 --> Friday, 03 - 25

4090141 --> Friday, 04 - 14

4090142 --> Friday, 04 - 06

4090143 --> Friday, 03 - 22

4090144 --> Friday, 04 - 10

4090145 --> Friday, 04 - 02

4090146 --> Friday, 04 - 22

4090147 --> Friday, 04 - 07

4090148 --> Friday, 03 - 29

4090149 --> Friday, 04 - 18

4090150 --> Friday, 04 - 03

4090151 --> Friday, 03 - 26

4090152 --> Friday, 04 - 14

4090153 --> Friday, 03 - 30

4090154 --> Friday, 04 - 19

4090155 --> Friday, 04 - 11

4090156 --> Friday, 03 - 26

4090157 --> Friday, 04 - 15

4090158 --> Friday, 04 - 07

4090159 --> Friday, 03 - 23

4090160 --> Friday, 04 - 11

4090161 --> Friday, 04 - 03

4090162 --> Friday, 03 - 26

4090163 --> Friday, 04 - 08

4090164 --> Friday, 03 - 30

4090165 --> Friday, 04 - 19

4090166 --> Friday, 04 - 11

4090167 --> Friday, 03 - 27

4090168 --> Friday, 04 - 15

4090169 --> Friday, 04 - 07

4090170 --> Friday, 03 - 23

4090171 --> Friday, 04 - 12

4090172 --> Friday, 04 - 03

4090173 --> Friday, 04 - 23

4090174 --> Friday, 04 - 08

4090175 --> Friday, 03 - 31

4090176 --> Friday, 04 - 19

4090177 --> Friday, 04 - 04

4090178 --> Friday, 03 - 27

4090179 --> Friday, 04 - 16

4090180 --> Friday, 03 - 31

4090181 --> Friday, 03 - 23

4090182 --> Friday, 04 - 12

4090183 --> Friday, 03 - 28

4090184 --> Friday, 04 - 16

4090185 --> Friday, 04 - 08

4090186 --> Friday, 03 - 31

4090187 --> Friday, 04 - 13

4090188 --> Friday, 04 - 04

4090189 --> Friday, 03 - 27

4090190 --> Friday, 04 - 09

4090191 --> Friday, 04 - 01

4090192 --> Friday, 04 - 20

4090193 --> Friday, 04 - 12

4090194 --> Friday, 03 - 28

4090195 --> Friday, 04 - 17

4090196 --> Friday, 04 - 08

4090197 --> Friday, 03 - 24

4090198 --> Friday, 04 - 13

4090199 --> Friday, 04 - 05

4090200 --> Friday, 03 - 21

4090201 --> Friday, 04 - 10

4090202 --> Friday, 04 - 02

4090203 --> Friday, 04 - 22

4090204 --> Friday, 04 - 06

4090205 --> Friday, 03 - 29

4090206 --> Friday, 04 - 18

4090207 --> Friday, 04 - 03

4090208 --> Friday, 03 - 25

4090209 --> Friday, 04 - 14

4090210 --> Friday, 03 - 30

4090211 --> Friday, 04 - 19

4090212 --> Friday, 04 - 10

4090213 --> Friday, 03 - 26

4090214 --> Friday, 04 - 15

4090215 --> Friday, 04 - 07

4090216 --> Friday, 03 - 29

4090217 --> Friday, 04 - 11

4090218 --> Friday, 04 - 03

4090219 --> Friday, 03 - 26

4090220 --> Friday, 04 - 14

4090221 --> Friday, 03 - 30

