Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4150000 through 4159999



4150000 --> Friday, 04 - 21

4150001 --> Friday, 04 - 13

4150002 --> Friday, 03 - 29

4150003 --> Friday, 04 - 18

4150004 --> Friday, 04 - 09

4150005 --> Friday, 03 - 25

4150006 --> Friday, 04 - 14

4150007 --> Friday, 04 - 06

4150008 --> Friday, 03 - 21

4150009 --> Friday, 04 - 10

4150010 --> Friday, 04 - 02

4150011 --> Friday, 04 - 22

4150012 --> Friday, 04 - 06

4150013 --> Friday, 03 - 29

4150014 --> Friday, 04 - 18

4150015 --> Friday, 04 - 03

4150016 --> Friday, 03 - 25

4150017 --> Friday, 04 - 14

4150018 --> Friday, 03 - 30

4150019 --> Friday, 04 - 19

4150020 --> Friday, 04 - 10

4150021 --> Friday, 04 - 02

4150022 --> Friday, 04 - 15

4150023 --> Friday, 04 - 07

4150024 --> Friday, 03 - 29

4150025 --> Friday, 04 - 18

4150026 --> Friday, 04 - 03

4150027 --> Friday, 03 - 26

4150028 --> Friday, 04 - 14

4150029 --> Friday, 03 - 30

4150030 --> Friday, 04 - 19

4150031 --> Friday, 04 - 11

4150032 --> Friday, 03 - 26

4150033 --> Friday, 04 - 15

4150034 --> Friday, 04 - 07

4150035 --> Friday, 03 - 23

4150036 --> Friday, 04 - 11

4150037 --> Friday, 04 - 03

4150038 --> Friday, 04 - 23

4150039 --> Friday, 04 - 08

4150040 --> Friday, 03 - 30

4150041 --> Friday, 04 - 19

4150042 --> Friday, 04 - 04

4150043 --> Friday, 03 - 27

4150044 --> Friday, 04 - 15

4150045 --> Friday, 04 - 07

4150046 --> Friday, 03 - 23

4150047 --> Friday, 04 - 12

4150048 --> Friday, 04 - 03

4150049 --> Friday, 04 - 16

4150050 --> Friday, 04 - 08

4150051 --> Friday, 03 - 31

4150052 --> Friday, 04 - 19

4150053 --> Friday, 04 - 04

4150054 --> Friday, 03 - 27

4150055 --> Friday, 04 - 16

4150056 --> Friday, 03 - 31

4150057 --> Friday, 04 - 20

4150058 --> Friday, 04 - 12

4150059 --> Friday, 03 - 28

4150060 --> Friday, 04 - 16

4150061 --> Friday, 04 - 08

4150062 --> Friday, 03 - 24

4150063 --> Friday, 04 - 13

4150064 --> Friday, 04 - 04

4150065 --> Friday, 03 - 27

4150066 --> Friday, 04 - 09

4150067 --> Friday, 04 - 01

4150068 --> Friday, 04 - 20

4150069 --> Friday, 04 - 12

4150070 --> Friday, 03 - 28

4150071 --> Friday, 04 - 17

4150072 --> Friday, 04 - 08

4150073 --> Friday, 03 - 24

4150074 --> Friday, 04 - 13

4150075 --> Friday, 04 - 05

4150076 --> Friday, 04 - 17

4150077 --> Friday, 04 - 09

4150078 --> Friday, 04 - 01

4150079 --> Friday, 04 - 21

4150080 --> Friday, 04 - 05

4150081 --> Friday, 03 - 28

4150082 --> Friday, 04 - 17

4150083 --> Friday, 04 - 02

4150084 --> Friday, 03 - 24

4150085 --> Friday, 04 - 13

4150086 --> Friday, 03 - 29

4150087 --> Friday, 04 - 18

4150088 --> Friday, 04 - 09

4150089 --> Friday, 04 - 01

4150090 --> Friday, 04 - 14

4150091 --> Friday, 04 - 06

4150092 --> Friday, 03 - 28

4150093 --> Friday, 04 - 17

4150094 --> Friday, 04 - 02

4150095 --> Friday, 04 - 22

4150096 --> Friday, 04 - 13

4150097 --> Friday, 03 - 29

4150098 --> Friday, 04 - 18

4150099 --> Friday, 04 - 10

4150100 --> Friday, 03 - 26

4150101 --> Friday, 04 - 15

4150102 --> Friday, 04 - 07

4150103 --> Friday, 03 - 23

