Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1470000 through 1479999



1470000 --> Friday, 03 - 31

1470001 --> Friday, 04 - 20

1470002 --> Friday, 04 - 05

1470003 --> Friday, 03 - 28

1470004 --> Friday, 04 - 16

1470005 --> Friday, 04 - 08

1470006 --> Friday, 03 - 24

1470007 --> Friday, 04 - 13

1470008 --> Friday, 04 - 04

1470009 --> Friday, 04 - 17

1470010 --> Friday, 04 - 09

1470011 --> Friday, 04 - 01

1470012 --> Friday, 04 - 20

1470013 --> Friday, 04 - 05

1470014 --> Friday, 03 - 28

1470015 --> Friday, 04 - 17

1470016 --> Friday, 04 - 01

1470017 --> Friday, 03 - 24

1470018 --> Friday, 04 - 13

1470019 --> Friday, 03 - 29

1470020 --> Friday, 04 - 17

1470021 --> Friday, 04 - 09

1470022 --> Friday, 03 - 25

1470023 --> Friday, 04 - 14

1470024 --> Friday, 04 - 05

1470025 --> Friday, 03 - 28

1470026 --> Friday, 04 - 10

1470027 --> Friday, 04 - 02

1470028 --> Friday, 04 - 21

1470029 --> Friday, 04 - 13

1470030 --> Friday, 03 - 29

1470031 --> Friday, 04 - 18

1470032 --> Friday, 04 - 09

1470033 --> Friday, 03 - 25

1470034 --> Friday, 04 - 14

1470035 --> Friday, 04 - 06

1470036 --> Friday, 03 - 21

1470037 --> Friday, 04 - 10

1470038 --> Friday, 04 - 02

1470039 --> Friday, 04 - 22

1470040 --> Friday, 04 - 06

1470041 --> Friday, 03 - 29

1470042 --> Friday, 04 - 18

1470043 --> Friday, 04 - 03

1470044 --> Friday, 03 - 25

1470045 --> Friday, 04 - 14

1470046 --> Friday, 03 - 30

1470047 --> Friday, 04 - 19

1470048 --> Friday, 04 - 10

1470049 --> Friday, 03 - 26

1470050 --> Friday, 04 - 15

1470051 --> Friday, 04 - 07

1470052 --> Friday, 03 - 29

1470053 --> Friday, 04 - 11

1470054 --> Friday, 04 - 03

1470055 --> Friday, 03 - 26

1470056 --> Friday, 04 - 14

1470057 --> Friday, 03 - 30

1470058 --> Friday, 04 - 19

1470059 --> Friday, 04 - 11

1470060 --> Friday, 03 - 26

1470061 --> Friday, 04 - 15

1470062 --> Friday, 04 - 07

1470063 --> Friday, 03 - 23

1470064 --> Friday, 04 - 11

1470065 --> Friday, 04 - 03

1470066 --> Friday, 04 - 23

1470067 --> Friday, 04 - 08

1470068 --> Friday, 03 - 30

1470069 --> Friday, 04 - 19

1470070 --> Friday, 04 - 04

1470071 --> Friday, 03 - 27

1470072 --> Friday, 04 - 15

1470073 --> Friday, 03 - 31

1470074 --> Friday, 03 - 23

1470075 --> Friday, 04 - 12

1470076 --> Friday, 04 - 03

1470077 --> Friday, 04 - 16

1470078 --> Friday, 04 - 08

1470079 --> Friday, 03 - 31

1470080 --> Friday, 04 - 19

1470081 --> Friday, 04 - 04

1470082 --> Friday, 03 - 27

1470083 --> Friday, 04 - 16

1470084 --> Friday, 03 - 31

1470085 --> Friday, 04 - 20

1470086 --> Friday, 04 - 12

1470087 --> Friday, 03 - 28

1470088 --> Friday, 04 - 16

1470089 --> Friday, 04 - 08

1470090 --> Friday, 03 - 24

1470091 --> Friday, 04 - 13

1470092 --> Friday, 04 - 04

1470093 --> Friday, 03 - 20

1470094 --> Friday, 04 - 09

1470095 --> Friday, 04 - 01

1470096 --> Friday, 04 - 20

1470097 --> Friday, 04 - 05

1470098 --> Friday, 03 - 28

1470099 --> Friday, 04 - 17

1470100 --> Friday, 04 - 09

1470101 --> Friday, 03 - 25

1470102 --> Friday, 04 - 14

1470103 --> Friday, 04 - 06

1470104 --> Friday, 03 - 21

1470105 --> Friday, 04 - 10

1470106 --> Friday, 04 - 02

1470107 --> Friday, 04 - 15

1470108 --> Friday, 04 - 06

1470109 --> Friday, 03 - 29

1470110 --> Friday, 04 - 18

1470111 --> Friday, 04 - 03

1470112 --> Friday, 03 - 25

1470113 --> Friday, 04 - 14

1470114 --> Friday, 03 - 30

1470115 --> Friday, 04 - 19

1470116 --> Friday, 04 - 10

1470117 --> Friday, 03 - 26

1470118 --> Friday, 04 - 15

1470119 --> Friday, 04 - 07

1470120 --> Friday, 03 - 29

1470121 --> Friday, 04 - 11

1470122 --> Friday, 04 - 03

1470123 --> Friday, 03 - 26

1470124 --> Friday, 04 - 14

1470125 --> Friday, 03 - 30

1470126 --> Friday, 04 - 19

1470127 --> Friday, 04 - 04

1470128 --> Friday, 03 - 26

1470129 --> Friday, 04 - 15

1470130 --> Friday, 04 - 07

1470131 --> Friday, 03 - 23

1470132 --> Friday, 04 - 11

1470133 --> Friday, 04 - 03

1470134 --> Friday, 04 - 23

1470135 --> Friday, 04 - 08

1470136 --> Friday, 03 - 30

1470137 --> Friday, 04 - 19

1470138 --> Friday, 04 - 04

1470139 --> Friday, 03 - 27

1470140 --> Friday, 04 - 15

1470141 --> Friday, 03 - 31

1470142 --> Friday, 03 - 23

1470143 --> Friday, 04 - 12

1470144 --> Friday, 03 - 27

1470145 --> Friday, 04 - 16

1470146 --> Friday, 04 - 08

1470147 --> Friday, 03 - 24

1470148 --> Friday, 04 - 12

1470149 --> Friday, 04 - 04

1470150 --> Friday, 03 - 27

1470151 --> Friday, 04 - 09

1470152 --> Friday, 03 - 31

1470153 --> Friday, 04 - 20

1470154 --> Friday, 04 - 12

1470155 --> Friday, 03 - 28

1470156 --> Friday, 04 - 16

1470157 --> Friday, 04 - 08

1470158 --> Friday, 03 - 24

1470159 --> Friday, 04 - 13

1470160 --> Friday, 04 - 04

1470161 --> Friday, 03 - 20

1470162 --> Friday, 04 - 09

1470163 --> Friday, 04 - 01

1470164 --> Friday, 04 - 20

1470165 --> Friday, 04 - 05

1470166 --> Friday, 03 - 28

1470167 --> Friday, 04 - 17

1470168 --> Friday, 04 - 01

1470169 --> Friday, 03 - 24

1470170 --> Friday, 04 - 13

1470171 --> Friday, 03 - 29

1470172 --> Friday, 04 - 17

1470173 --> Friday, 04 - 09

1470174 --> Friday, 04 - 01

1470175 --> Friday, 04 - 14

1470176 --> Friday, 04 - 05

1470177 --> Friday, 03 - 28

1470178 --> Friday, 04 - 17

1470179 --> Friday, 04 - 02

1470180 --> Friday, 03 - 24

1470181 --> Friday, 04 - 13

1470182 --> Friday, 03 - 29

1470183 --> Friday, 04 - 18

1470184 --> Friday, 04 - 09

1470185 --> Friday, 03 - 25

1470186 --> Friday, 04 - 14

1470187 --> Friday, 04 - 06

1470188 --> Friday, 03 - 21

1470189 --> Friday, 04 - 10

1470190 --> Friday, 04 - 02

1470191 --> Friday, 04 - 22

1470192 --> Friday, 04 - 06

1470193 --> Friday, 03 - 29

1470194 --> Friday, 04 - 18

1470195 --> Friday, 04 - 03

1470196 --> Friday, 03 - 25

1470197 --> Friday, 04 - 14

1470198 --> Friday, 04 - 06

1470199 --> Friday, 03 - 22

1470200 --> Friday, 04 - 11

1470201 --> Friday, 03 - 27

1470202 --> Friday, 04 - 16

1470203 --> Friday, 04 - 08

1470204 --> Friday, 03 - 30

1470205 --> Friday, 04 - 12
