Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5080000 through 5089999



5080000 --> Friday, 04 - 14

5080001 --> Friday, 03 - 30

5080002 --> Friday, 04 - 19

5080003 --> Friday, 04 - 11

5080004 --> Friday, 04 - 02

5080005 --> Friday, 04 - 15

5080006 --> Friday, 04 - 07

5080007 --> Friday, 03 - 30

5080008 --> Friday, 04 - 18

5080009 --> Friday, 04 - 03

5080010 --> Friday, 03 - 26

5080011 --> Friday, 04 - 08

5080012 --> Friday, 03 - 30

5080013 --> Friday, 04 - 19

5080014 --> Friday, 04 - 11

5080015 --> Friday, 03 - 27

5080016 --> Friday, 04 - 15

5080017 --> Friday, 04 - 07

5080018 --> Friday, 03 - 23

5080019 --> Friday, 04 - 12

5080020 --> Friday, 04 - 03

5080021 --> Friday, 04 - 23

5080022 --> Friday, 04 - 08

5080023 --> Friday, 03 - 31

5080024 --> Friday, 04 - 19

5080025 --> Friday, 04 - 04

5080026 --> Friday, 03 - 27

5080027 --> Friday, 04 - 16

5080028 --> Friday, 04 - 07

5080029 --> Friday, 03 - 23

5080030 --> Friday, 04 - 12

5080031 --> Friday, 03 - 28

5080032 --> Friday, 04 - 16

5080033 --> Friday, 04 - 08

5080034 --> Friday, 03 - 31

5080035 --> Friday, 04 - 13

5080036 --> Friday, 04 - 04

5080037 --> Friday, 03 - 27

5080038 --> Friday, 04 - 16

5080039 --> Friday, 04 - 01

5080040 --> Friday, 04 - 20

5080041 --> Friday, 04 - 12

5080042 --> Friday, 03 - 28

5080043 --> Friday, 04 - 17

5080044 --> Friday, 04 - 08

5080045 --> Friday, 03 - 24

5080046 --> Friday, 04 - 13

5080047 --> Friday, 04 - 05

5080048 --> Friday, 03 - 27

5080049 --> Friday, 04 - 09

5080050 --> Friday, 04 - 01

5080051 --> Friday, 04 - 21

5080052 --> Friday, 04 - 05

5080053 --> Friday, 03 - 28

5080054 --> Friday, 04 - 17

5080055 --> Friday, 04 - 02

5080056 --> Friday, 03 - 24

5080057 --> Friday, 04 - 13

5080058 --> Friday, 04 - 05

5080059 --> Friday, 04 - 18

5080060 --> Friday, 04 - 09

5080061 --> Friday, 04 - 01

5080062 --> Friday, 04 - 21

5080063 --> Friday, 04 - 06

5080064 --> Friday, 03 - 28

5080065 --> Friday, 04 - 17

5080066 --> Friday, 04 - 02

5080067 --> Friday, 03 - 25

5080068 --> Friday, 04 - 13

5080069 --> Friday, 03 - 29

5080070 --> Friday, 04 - 18

5080071 --> Friday, 04 - 10

5080072 --> Friday, 03 - 25

5080073 --> Friday, 04 - 14

5080074 --> Friday, 04 - 06

5080075 --> Friday, 03 - 22

5080076 --> Friday, 04 - 10

5080077 --> Friday, 04 - 02

5080078 --> Friday, 04 - 22

5080079 --> Friday, 04 - 07

5080080 --> Friday, 03 - 29

5080081 --> Friday, 04 - 18

5080082 --> Friday, 04 - 10

5080083 --> Friday, 03 - 26

5080084 --> Friday, 04 - 14

5080085 --> Friday, 04 - 06

5080086 --> Friday, 03 - 22

5080087 --> Friday, 04 - 11

5080088 --> Friday, 04 - 02

5080089 --> Friday, 04 - 22

5080090 --> Friday, 04 - 07

5080091 --> Friday, 03 - 30

5080092 --> Friday, 04 - 18

5080093 --> Friday, 04 - 03

5080094 --> Friday, 03 - 26

5080095 --> Friday, 04 - 15

5080096 --> Friday, 03 - 30

5080097 --> Friday, 04 - 19

5080098 --> Friday, 04 - 11

5080099 --> Friday, 03 - 27

5080100 --> Friday, 04 - 16

5080101 --> Friday, 04 - 08

5080102 --> Friday, 03 - 31

5080103 --> Friday, 04 - 13

5080104 --> Friday, 04 - 04

5080105 --> Friday, 03 - 27

5080106 --> Friday, 04 - 09

5080107 --> Friday, 04 - 01

5080108 --> Friday, 04 - 20

