Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4110000 through 4119999



4110000 --> Friday, 03 - 24

4110001 --> Friday, 04 - 13

4110002 --> Friday, 04 - 05

4110003 --> Friday, 03 - 21

4110004 --> Friday, 04 - 09

4110005 --> Friday, 04 - 01

4110006 --> Friday, 04 - 21

4110007 --> Friday, 04 - 06

4110008 --> Friday, 03 - 28

4110009 --> Friday, 04 - 17

4110010 --> Friday, 04 - 02

4110011 --> Friday, 03 - 25

4110012 --> Friday, 04 - 13

4110013 --> Friday, 03 - 29

4110014 --> Friday, 04 - 18

4110015 --> Friday, 04 - 10

4110016 --> Friday, 04 - 01

4110017 --> Friday, 04 - 14

4110018 --> Friday, 04 - 06

4110019 --> Friday, 03 - 29

4110020 --> Friday, 04 - 17

4110021 --> Friday, 04 - 02

4110022 --> Friday, 03 - 25

4110023 --> Friday, 04 - 07

4110024 --> Friday, 03 - 29

4110025 --> Friday, 04 - 18

4110026 --> Friday, 04 - 10

4110027 --> Friday, 03 - 26

4110028 --> Friday, 04 - 14

4110029 --> Friday, 04 - 06

4110030 --> Friday, 03 - 22

4110031 --> Friday, 04 - 11

4110032 --> Friday, 04 - 02

4110033 --> Friday, 04 - 22

4110034 --> Friday, 04 - 07

4110035 --> Friday, 03 - 30

4110036 --> Friday, 04 - 18

4110037 --> Friday, 04 - 03

4110038 --> Friday, 03 - 26

4110039 --> Friday, 04 - 15

4110040 --> Friday, 04 - 06

4110041 --> Friday, 03 - 22

4110042 --> Friday, 04 - 11

4110043 --> Friday, 03 - 27

4110044 --> Friday, 04 - 15

4110045 --> Friday, 04 - 07

4110046 --> Friday, 03 - 30

4110047 --> Friday, 04 - 12

4110048 --> Friday, 04 - 03

4110049 --> Friday, 03 - 26

4110050 --> Friday, 04 - 15

4110051 --> Friday, 03 - 31

4110052 --> Friday, 04 - 19

4110053 --> Friday, 04 - 11

4110054 --> Friday, 03 - 27

4110055 --> Friday, 04 - 16

4110056 --> Friday, 04 - 07

4110057 --> Friday, 03 - 23

4110058 --> Friday, 04 - 12

4110059 --> Friday, 04 - 04

4110060 --> Friday, 03 - 26

4110061 --> Friday, 04 - 08

4110062 --> Friday, 03 - 31

4110063 --> Friday, 04 - 20

4110064 --> Friday, 04 - 04

4110065 --> Friday, 03 - 27

4110066 --> Friday, 04 - 16

4110067 --> Friday, 04 - 01

4110068 --> Friday, 03 - 23

4110069 --> Friday, 04 - 12

4110070 --> Friday, 04 - 04

4110071 --> Friday, 04 - 17

4110072 --> Friday, 04 - 08

4110073 --> Friday, 03 - 31

4110074 --> Friday, 04 - 20

4110075 --> Friday, 04 - 05

4110076 --> Friday, 03 - 27

4110077 --> Friday, 04 - 16

4110078 --> Friday, 04 - 01

4110079 --> Friday, 03 - 24

4110080 --> Friday, 04 - 12

4110081 --> Friday, 03 - 28

4110082 --> Friday, 04 - 17

4110083 --> Friday, 04 - 09

4110084 --> Friday, 03 - 24

4110085 --> Friday, 04 - 13

4110086 --> Friday, 04 - 05

4110087 --> Friday, 03 - 21

4110088 --> Friday, 04 - 09

4110089 --> Friday, 04 - 01

4110090 --> Friday, 04 - 21

4110091 --> Friday, 04 - 06

