Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3980000 through 3989999



3980000 --> Sunday, 04 - 02

3980001 --> Sunday, 04 - 22

3980002 --> Sunday, 04 - 07

3980003 --> Sunday, 03 - 30

3980004 --> Sunday, 04 - 18

3980005 --> Sunday, 04 - 03

3980006 --> Sunday, 04 - 23

3980007 --> Sunday, 04 - 15

3980008 --> Sunday, 03 - 30

3980009 --> Sunday, 04 - 19

3980010 --> Sunday, 04 - 11

3980011 --> Sunday, 03 - 27

3980012 --> Sunday, 04 - 15

3980013 --> Sunday, 04 - 07

3980014 --> Sunday, 03 - 23

3980015 --> Sunday, 04 - 12

3980016 --> Sunday, 04 - 03

3980017 --> Sunday, 04 - 23

3980018 --> Sunday, 04 - 08

3980019 --> Sunday, 03 - 31

3980020 --> Sunday, 04 - 19

3980021 --> Sunday, 04 - 11

3980022 --> Sunday, 03 - 27

3980023 --> Sunday, 04 - 16

3980024 --> Sunday, 04 - 07

3980025 --> Sunday, 04 - 20

3980026 --> Sunday, 04 - 12

3980027 --> Sunday, 04 - 04

3980028 --> Sunday, 04 - 23

3980029 --> Sunday, 04 - 08

3980030 --> Sunday, 03 - 31

3980031 --> Sunday, 04 - 20

3980032 --> Sunday, 04 - 04

3980033 --> Sunday, 03 - 27

3980034 --> Sunday, 04 - 16

3980035 --> Sunday, 04 - 01

3980036 --> Sunday, 04 - 20

3980037 --> Sunday, 04 - 12

3980038 --> Sunday, 03 - 28

3980039 --> Sunday, 04 - 17

3980040 --> Sunday, 04 - 08

3980041 --> Sunday, 03 - 31

3980042 --> Sunday, 04 - 13

3980043 --> Sunday, 04 - 05

3980044 --> Sunday, 04 - 24

3980045 --> Sunday, 04 - 09

3980046 --> Sunday, 04 - 01

3980047 --> Sunday, 04 - 21

3980048 --> Sunday, 04 - 12

3980049 --> Sunday, 03 - 28

3980050 --> Sunday, 04 - 17

3980051 --> Sunday, 04 - 09

3980052 --> Sunday, 03 - 24

3980053 --> Sunday, 04 - 13

3980054 --> Sunday, 04 - 05

3980055 --> Sunday, 04 - 18

3980056 --> Sunday, 04 - 09

3980057 --> Sunday, 04 - 01

3980058 --> Sunday, 04 - 21

3980059 --> Sunday, 04 - 06

3980060 --> Sunday, 03 - 28

3980061 --> Sunday, 04 - 17

3980062 --> Sunday, 04 - 02

3980063 --> Sunday, 04 - 22

3980064 --> Sunday, 04 - 13

3980065 --> Sunday, 03 - 29

3980066 --> Sunday, 04 - 18

3980067 --> Sunday, 04 - 10

3980068 --> Sunday, 04 - 01

3980069 --> Sunday, 04 - 14

3980070 --> Sunday, 04 - 06

3980071 --> Sunday, 03 - 29

3980072 --> Sunday, 04 - 17

3980073 --> Sunday, 04 - 02

3980074 --> Sunday, 04 - 22

3980075 --> Sunday, 04 - 14

3980076 --> Sunday, 03 - 29

3980077 --> Sunday, 04 - 18

3980078 --> Sunday, 04 - 10

3980079 --> Sunday, 03 - 26

3980080 --> Sunday, 04 - 14

3980081 --> Sunday, 04 - 06

3980082 --> Sunday, 04 - 19

3980083 --> Sunday, 04 - 11

3980084 --> Sunday, 04 - 02

3980085 --> Sunday, 04 - 22

3980086 --> Sunday, 04 - 07

3980087 --> Sunday, 03 - 30

3980088 --> Sunday, 04 - 18

3980089 --> Sunday, 04 - 03

3980090 --> Sunday, 03 - 26

3980091 --> Sunday, 04 - 15

3980092 --> Sunday, 04 - 06

3980093 --> Sunday, 04 - 19

3980094 --> Sunday, 04 - 11

3980095 --> Sunday, 04 - 03

3980096 --> Sunday, 04 - 22

3980097 --> Sunday, 04 - 07

3980098 --> Sunday, 03 - 30

3980099 --> Sunday, 04 - 19

3980100 --> Sunday, 04 - 04

3980101 --> Sunday, 03 - 27

3980102 --> Sunday, 04 - 16

3980103 --> Sunday, 04 - 01

3980104 --> Sunday, 04 - 20

3980105 --> Sunday, 04 - 12

3980106 --> Sunday, 03 - 28

3980107 --> Sunday, 04 - 17

3980108 --> Sunday, 04 - 08

3980109 --> Sunday, 03 - 24

3980110 --> Sunday, 04 - 13

3980111 --> Sunday, 04 - 05

3980112 --> Sunday, 04 - 24

3980113 --> Sunday, 04 - 09

3980114 --> Sunday, 04 - 01

3980115 --> Sunday, 04 - 21

3980116 --> Sunday, 04 - 12

3980117 --> Sunday, 03 - 28

3980118 --> Sunday, 04 - 17

3980119 --> Sunday, 04 - 09

3980120 --> Sunday, 03 - 24

3980121 --> Sunday, 04 - 13

3980122 --> Sunday, 04 - 05

3980123 --> Sunday, 04 - 18

3980124 --> Sunday, 04 - 09

3980125 --> Sunday, 04 - 01

3980126 --> Sunday, 04 - 21

3980127 --> Sunday, 04 - 06

3980128 --> Sunday, 03 - 28

3980129 --> Sunday, 04 - 17

3980130 --> Sunday, 04 - 02

3980131 --> Sunday, 04 - 22

3980132 --> Sunday, 04 - 13

3980133 --> Sunday, 03 - 29

3980134 --> Sunday, 04 - 18

