Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5140000 through 5149999



5140000 --> Sunday, 03 - 26

5140001 --> Sunday, 04 - 15

5140002 --> Sunday, 03 - 31

5140003 --> Sunday, 04 - 20

5140004 --> Sunday, 04 - 11

5140005 --> Sunday, 04 - 03

5140006 --> Sunday, 04 - 16

5140007 --> Sunday, 04 - 08

5140008 --> Sunday, 03 - 30

5140009 --> Sunday, 04 - 19

5140010 --> Sunday, 04 - 04

5140011 --> Sunday, 03 - 27

5140012 --> Sunday, 04 - 15

5140013 --> Sunday, 03 - 31

5140014 --> Sunday, 04 - 20

5140015 --> Sunday, 04 - 12

5140016 --> Sunday, 03 - 27

5140017 --> Sunday, 04 - 16

5140018 --> Sunday, 04 - 08

5140019 --> Sunday, 03 - 24

5140020 --> Sunday, 04 - 12

5140021 --> Sunday, 04 - 04

5140022 --> Sunday, 04 - 24

5140023 --> Sunday, 04 - 09

5140024 --> Sunday, 03 - 31

5140025 --> Sunday, 04 - 20

5140026 --> Sunday, 04 - 05

5140027 --> Sunday, 03 - 28

5140028 --> Sunday, 04 - 16

5140029 --> Sunday, 04 - 08

5140030 --> Sunday, 03 - 24

5140031 --> Sunday, 04 - 13

5140032 --> Sunday, 04 - 04

5140033 --> Sunday, 04 - 17

5140034 --> Sunday, 04 - 09

5140035 --> Sunday, 04 - 01

5140036 --> Sunday, 04 - 20

5140037 --> Sunday, 04 - 05

5140038 --> Sunday, 03 - 28

5140039 --> Sunday, 04 - 17

5140040 --> Sunday, 04 - 01

5140041 --> Sunday, 04 - 21

5140042 --> Sunday, 04 - 13

5140043 --> Sunday, 03 - 29

5140044 --> Sunday, 04 - 17

5140045 --> Sunday, 04 - 09

5140046 --> Sunday, 03 - 25

5140047 --> Sunday, 04 - 14

5140048 --> Sunday, 04 - 05

5140049 --> Sunday, 03 - 28

5140050 --> Sunday, 04 - 10

5140051 --> Sunday, 04 - 02

5140052 --> Sunday, 04 - 21

5140053 --> Sunday, 04 - 06

5140054 --> Sunday, 03 - 29

5140055 --> Sunday, 04 - 18

5140056 --> Sunday, 04 - 09

5140057 --> Sunday, 03 - 25

5140058 --> Sunday, 04 - 14

5140059 --> Sunday, 04 - 06

5140060 --> Sunday, 04 - 25

5140061 --> Sunday, 04 - 10

5140062 --> Sunday, 04 - 02

5140063 --> Sunday, 04 - 22

5140064 --> Sunday, 04 - 06

5140065 --> Sunday, 03 - 29

5140066 --> Sunday, 04 - 18

5140067 --> Sunday, 04 - 03

5140068 --> Sunday, 03 - 25

5140069 --> Sunday, 04 - 14

5140070 --> Sunday, 03 - 30

5140071 --> Sunday, 04 - 19

5140072 --> Sunday, 04 - 10

5140073 --> Sunday, 03 - 26

5140074 --> Sunday, 04 - 15

