Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5420000 through 5429999



5420000 --> Sunday, 04 - 02

5420001 --> Sunday, 04 - 22

5420002 --> Sunday, 04 - 07

5420003 --> Sunday, 03 - 30

5420004 --> Sunday, 04 - 18

5420005 --> Sunday, 04 - 10

5420006 --> Sunday, 03 - 26

5420007 --> Sunday, 04 - 15

5420008 --> Sunday, 04 - 06

5420009 --> Sunday, 04 - 19

5420010 --> Sunday, 04 - 11

5420011 --> Sunday, 04 - 03

5420012 --> Sunday, 04 - 22

5420013 --> Sunday, 04 - 07

5420014 --> Sunday, 03 - 30

5420015 --> Sunday, 04 - 19

5420016 --> Sunday, 04 - 03

5420017 --> Sunday, 03 - 26

5420018 --> Sunday, 04 - 15

5420019 --> Sunday, 03 - 31

5420020 --> Sunday, 04 - 19

5420021 --> Sunday, 04 - 11

5420022 --> Sunday, 03 - 27

5420023 --> Sunday, 04 - 16

5420024 --> Sunday, 04 - 07

5420025 --> Sunday, 03 - 30

5420026 --> Sunday, 04 - 12

5420027 --> Sunday, 04 - 04

5420028 --> Sunday, 04 - 23

5420029 --> Sunday, 04 - 15

5420030 --> Sunday, 03 - 31

5420031 --> Sunday, 04 - 20

5420032 --> Sunday, 04 - 11

5420033 --> Sunday, 03 - 27

5420034 --> Sunday, 04 - 16

5420035 --> Sunday, 04 - 08

5420036 --> Sunday, 03 - 23

5420037 --> Sunday, 04 - 12

5420038 --> Sunday, 04 - 04

5420039 --> Sunday, 04 - 24

5420040 --> Sunday, 04 - 08

5420041 --> Sunday, 03 - 31

5420042 --> Sunday, 04 - 20

5420043 --> Sunday, 04 - 05

5420044 --> Sunday, 03 - 27

5420045 --> Sunday, 04 - 16

5420046 --> Sunday, 04 - 01

5420047 --> Sunday, 04 - 21

5420048 --> Sunday, 04 - 12

5420049 --> Sunday, 04 - 04

5420050 --> Sunday, 04 - 17

5420051 --> Sunday, 04 - 09

5420052 --> Sunday, 03 - 31

5420053 --> Sunday, 04 - 20

5420054 --> Sunday, 04 - 05

5420055 --> Sunday, 03 - 28

5420056 --> Sunday, 04 - 16

5420057 --> Sunday, 04 - 01

5420058 --> Sunday, 04 - 21

5420059 --> Sunday, 04 - 13

5420060 --> Sunday, 03 - 28

5420061 --> Sunday, 04 - 17

5420062 --> Sunday, 04 - 09

5420063 --> Sunday, 03 - 25

5420064 --> Sunday, 04 - 13

5420065 --> Sunday, 04 - 05

5420066 --> Sunday, 04 - 25

5420067 --> Sunday, 04 - 10

5420068 --> Sunday, 04 - 01

5420069 --> Sunday, 04 - 21

5420070 --> Sunday, 04 - 06

5420071 --> Sunday, 03 - 29

5420072 --> Sunday, 04 - 17

5420073 --> Sunday, 04 - 02

5420074 --> Sunday, 03 - 25

5420075 --> Sunday, 04 - 14

5420076 --> Sunday, 04 - 05

5420077 --> Sunday, 04 - 18

5420078 --> Sunday, 04 - 10

5420079 --> Sunday, 04 - 02

5420080 --> Sunday, 04 - 21

5420081 --> Sunday, 04 - 06

5420082 --> Sunday, 03 - 29

5420083 --> Sunday, 04 - 18

5420084 --> Sunday, 04 - 02

5420085 --> Sunday, 04 - 22

5420086 --> Sunday, 04 - 14

5420087 --> Sunday, 03 - 30

5420088 --> Sunday, 04 - 18

5420089 --> Sunday, 04 - 10

5420090 --> Sunday, 03 - 26

5420091 --> Sunday, 04 - 15

5420092 --> Sunday, 04 - 06

5420093 --> Sunday, 03 - 22

5420094 --> Sunday, 04 - 11

5420095 --> Sunday, 04 - 03

5420096 --> Sunday, 04 - 22

5420097 --> Sunday, 04 - 07

5420098 --> Sunday, 03 - 30

5420099 --> Sunday, 04 - 19

5420100 --> Sunday, 04 - 11

5420101 --> Sunday, 03 - 27

5420102 --> Sunday, 04 - 16

5420103 --> Sunday, 04 - 08

5420104 --> Sunday, 03 - 23

5420105 --> Sunday, 04 - 12

5420106 --> Sunday, 04 - 04

5420107 --> Sunday, 04 - 24

5420108 --> Sunday, 04 - 08

5420109 --> Sunday, 03 - 31

5420110 --> Sunday, 04 - 20

5420111 --> Sunday, 04 - 05

5420112 --> Sunday, 03 - 27

5420113 --> Sunday, 04 - 16

5420114 --> Sunday, 04 - 01

5420115 --> Sunday, 04 - 21

5420116 --> Sunday, 04 - 12

5420117 --> Sunday, 03 - 28

5420118 --> Sunday, 04 - 17

