Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1000000 through 1009999



1000000 --> Sunday, 04 - 16

1000001 --> Sunday, 04 - 08

1000002 --> Sunday, 03 - 24

1000003 --> Sunday, 04 - 13

1000004 --> Sunday, 04 - 04

1000005 --> Sunday, 04 - 24

1000006 --> Sunday, 04 - 09

1000007 --> Sunday, 04 - 01

1000008 --> Sunday, 04 - 20

1000009 --> Sunday, 04 - 05

1000010 --> Sunday, 03 - 28

1000011 --> Sunday, 04 - 17

1000012 --> Sunday, 04 - 08

1000013 --> Sunday, 03 - 24

1000014 --> Sunday, 04 - 13

1000015 --> Sunday, 04 - 05

1000016 --> Sunday, 04 - 24

1000017 --> Sunday, 04 - 09

1000018 --> Sunday, 04 - 01

1000019 --> Sunday, 04 - 21

1000020 --> Sunday, 04 - 05

1000021 --> Sunday, 03 - 28

1000022 --> Sunday, 04 - 17

1000023 --> Sunday, 04 - 02

1000024 --> Sunday, 04 - 21

1000025 --> Sunday, 04 - 13

1000026 --> Sunday, 03 - 29

1000027 --> Sunday, 04 - 18

1000028 --> Sunday, 04 - 09

1000029 --> Sunday, 03 - 25

1000030 --> Sunday, 04 - 14

1000031 --> Sunday, 04 - 06

1000032 --> Sunday, 03 - 28

1000033 --> Sunday, 04 - 10

1000034 --> Sunday, 04 - 02

1000035 --> Sunday, 04 - 22

1000036 --> Sunday, 04 - 13

1000037 --> Sunday, 03 - 29

1000038 --> Sunday, 04 - 18

1000039 --> Sunday, 04 - 10

1000040 --> Sunday, 03 - 25

1000041 --> Sunday, 04 - 14

1000042 --> Sunday, 04 - 06

1000043 --> Sunday, 04 - 19

1000044 --> Sunday, 04 - 10

1000045 --> Sunday, 04 - 02

1000046 --> Sunday, 04 - 22

1000047 --> Sunday, 04 - 07

1000048 --> Sunday, 03 - 29

1000049 --> Sunday, 04 - 18

1000050 --> Sunday, 04 - 03

1000051 --> Sunday, 03 - 26

1000052 --> Sunday, 04 - 14

1000053 --> Sunday, 03 - 30

1000054 --> Sunday, 04 - 19

1000055 --> Sunday, 04 - 11

1000056 --> Sunday, 04 - 02

1000057 --> Sunday, 04 - 15

1000058 --> Sunday, 04 - 07

1000059 --> Sunday, 03 - 30

1000060 --> Sunday, 04 - 18

1000061 --> Sunday, 04 - 03

1000062 --> Sunday, 04 - 23

1000063 --> Sunday, 04 - 15

1000064 --> Sunday, 03 - 30

1000065 --> Sunday, 04 - 19

1000066 --> Sunday, 04 - 11

1000067 --> Sunday, 03 - 27

1000068 --> Sunday, 04 - 15

1000069 --> Sunday, 04 - 07

1000070 --> Sunday, 03 - 23

1000071 --> Sunday, 04 - 12

1000072 --> Sunday, 04 - 03

1000073 --> Sunday, 04 - 23

1000074 --> Sunday, 04 - 08

1000075 --> Sunday, 03 - 31

1000076 --> Sunday, 04 - 19

1000077 --> Sunday, 04 - 04

1000078 --> Sunday, 03 - 27

1000079 --> Sunday, 04 - 16

1000080 --> Sunday, 04 - 07

1000081 --> Sunday, 04 - 20

1000082 --> Sunday, 04 - 12

1000083 --> Sunday, 04 - 04

1000084 --> Sunday, 04 - 16

1000085 --> Sunday, 04 - 08

1000086 --> Sunday, 03 - 31

1000087 --> Sunday, 04 - 13

1000088 --> Sunday, 04 - 04

1000089 --> Sunday, 03 - 27

1000090 --> Sunday, 04 - 16

1000091 --> Sunday, 04 - 01

1000092 --> Sunday, 04 - 20

1000093 --> Sunday, 04 - 12

1000094 --> Sunday, 03 - 28

1000095 --> Sunday, 04 - 17

1000096 --> Sunday, 04 - 08

1000097 --> Sunday, 03 - 24

1000098 --> Sunday, 04 - 13

1000099 --> Sunday, 04 - 05

1000100 --> Sunday, 03 - 28

1000101 --> Sunday, 04 - 10

1000102 --> Sunday, 04 - 02

1000103 --> Sunday, 04 - 22

1000104 --> Sunday, 04 - 06

1000105 --> Sunday, 03 - 29

1000106 --> Sunday, 04 - 18

1000107 --> Sunday, 04 - 03

1000108 --> Sunday, 03 - 25

1000109 --> Sunday, 04 - 14

1000110 --> Sunday, 04 - 06

1000111 --> Sunday, 04 - 19

1000112 --> Sunday, 04 - 10

1000113 --> Sunday, 04 - 02

1000114 --> Sunday, 04 - 22

1000115 --> Sunday, 04 - 07

1000116 --> Sunday, 03 - 29

1000117 --> Sunday, 04 - 18

1000118 --> Sunday, 04 - 03

1000119 --> Sunday, 03 - 26

1000120 --> Sunday, 04 - 14

1000121 --> Sunday, 03 - 30

1000122 --> Sunday, 04 - 19

1000123 --> Sunday, 04 - 11

1000124 --> Sunday, 03 - 26

1000125 --> Sunday, 04 - 15

1000126 --> Sunday, 04 - 07

1000127 --> Sunday, 03 - 23

1000128 --> Sunday, 04 - 11

1000129 --> Sunday, 04 - 03

1000130 --> Sunday, 04 - 23

1000131 --> Sunday, 04 - 08

1000132 --> Sunday, 03 - 30

1000133 --> Sunday, 04 - 19

1000134 --> Sunday, 04 - 11

1000135 --> Sunday, 03 - 27

1000136 --> Sunday, 04 - 15

1000137 --> Sunday, 04 - 07

1000138 --> Sunday, 03 - 23

1000139 --> Sunday, 04 - 12

1000140 --> Sunday, 04 - 03

1000141 --> Sunday, 04 - 23

1000142 --> Sunday, 04 - 08

1000143 --> Sunday, 03 - 31

1000144 --> Sunday, 04 - 19

1000145 --> Sunday, 04 - 04

1000146 --> Sunday, 03 - 27

1000147 --> Sunday, 04 - 16

1000148 --> Sunday, 03 - 31

1000149 --> Sunday, 04 - 20

1000150 --> Sunday, 04 - 12

1000151 --> Sunday, 03 - 28

1000152 --> Sunday, 04 - 16

1000153 --> Sunday, 04 - 08

1000154 --> Sunday, 03 - 31

1000155 --> Sunday, 04 - 13

