Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4980000 through 4989999



4980000 --> Sunday, 04 - 09

4980001 --> Sunday, 03 - 25

4980002 --> Sunday, 04 - 14

4980003 --> Sunday, 04 - 06

4980004 --> Sunday, 03 - 28

4980005 --> Sunday, 04 - 10

4980006 --> Sunday, 04 - 02

4980007 --> Sunday, 04 - 22

4980008 --> Sunday, 04 - 13

4980009 --> Sunday, 03 - 29

4980010 --> Sunday, 04 - 18

4980011 --> Sunday, 04 - 10

4980012 --> Sunday, 03 - 25

4980013 --> Sunday, 04 - 14

4980014 --> Sunday, 04 - 06

4980015 --> Sunday, 04 - 19

4980016 --> Sunday, 04 - 10

4980017 --> Sunday, 04 - 02

4980018 --> Sunday, 04 - 22

4980019 --> Sunday, 04 - 07

4980020 --> Sunday, 03 - 29

4980021 --> Sunday, 04 - 18

4980022 --> Sunday, 04 - 03

4980023 --> Sunday, 03 - 26

4980024 --> Sunday, 04 - 14

4980025 --> Sunday, 03 - 30

4980026 --> Sunday, 04 - 19

4980027 --> Sunday, 04 - 11

4980028 --> Sunday, 04 - 02

4980029 --> Sunday, 04 - 15

4980030 --> Sunday, 04 - 07

4980031 --> Sunday, 03 - 30

4980032 --> Sunday, 04 - 18

4980033 --> Sunday, 04 - 03

4980034 --> Sunday, 04 - 23

4980035 --> Sunday, 04 - 08

4980036 --> Sunday, 03 - 30

4980037 --> Sunday, 04 - 19

4980038 --> Sunday, 04 - 11

4980039 --> Sunday, 03 - 27

4980040 --> Sunday, 04 - 15

4980041 --> Sunday, 04 - 07

4980042 --> Sunday, 03 - 23

4980043 --> Sunday, 04 - 12

4980044 --> Sunday, 04 - 03

4980045 --> Sunday, 04 - 23

4980046 --> Sunday, 04 - 08

4980047 --> Sunday, 03 - 31

4980048 --> Sunday, 04 - 19

4980049 --> Sunday, 04 - 04

4980050 --> Sunday, 03 - 27

4980051 --> Sunday, 04 - 16

4980052 --> Sunday, 03 - 31

4980053 --> Sunday, 04 - 20

4980054 --> Sunday, 04 - 12

4980055 --> Sunday, 03 - 28

4980056 --> Sunday, 04 - 16

4980057 --> Sunday, 04 - 08

4980058 --> Sunday, 03 - 31

4980059 --> Sunday, 04 - 13

4980060 --> Sunday, 04 - 04

4980061 --> Sunday, 03 - 27

4980062 --> Sunday, 04 - 16

4980063 --> Sunday, 04 - 01

4980064 --> Sunday, 04 - 20

4980065 --> Sunday, 04 - 12

4980066 --> Sunday, 03 - 28

4980067 --> Sunday, 04 - 17

4980068 --> Sunday, 04 - 08

4980069 --> Sunday, 03 - 24

4980070 --> Sunday, 04 - 13

4980071 --> Sunday, 04 - 05

4980072 --> Sunday, 04 - 24

4980073 --> Sunday, 04 - 09

4980074 --> Sunday, 04 - 01

4980075 --> Sunday, 04 - 21

4980076 --> Sunday, 04 - 05

4980077 --> Sunday, 03 - 28

4980078 --> Sunday, 04 - 17

4980079 --> Sunday, 04 - 02

4980080 --> Sunday, 03 - 24

4980081 --> Sunday, 04 - 13

4980082 --> Sunday, 04 - 05

4980083 --> Sunday, 04 - 18

4980084 --> Sunday, 04 - 09

4980085 --> Sunday, 04 - 01

4980086 --> Sunday, 04 - 21

4980087 --> Sunday, 04 - 06

4980088 --> Sunday, 03 - 28

4980089 --> Sunday, 04 - 17

4980090 --> Sunday, 04 - 02

4980091 --> Sunday, 04 - 22

4980092 --> Sunday, 04 - 13

4980093 --> Sunday, 03 - 29

4980094 --> Sunday, 04 - 18

4980095 --> Sunday, 04 - 10

4980096 --> Sunday, 03 - 25

4980097 --> Sunday, 04 - 14

4980098 --> Sunday, 04 - 06

4980099 --> Sunday, 03 - 22

4980100 --> Sunday, 04 - 11

4980101 --> Sunday, 04 - 03

