Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4130000 through 4139999



4130000 --> Sunday, 04 - 09

4130001 --> Sunday, 04 - 01

4130002 --> Sunday, 04 - 21

4130003 --> Sunday, 04 - 06

4130004 --> Sunday, 03 - 28

4130005 --> Sunday, 04 - 17

4130006 --> Sunday, 04 - 02

4130007 --> Sunday, 04 - 22

4130008 --> Sunday, 04 - 13

4130009 --> Sunday, 03 - 29

4130010 --> Sunday, 04 - 18

4130011 --> Sunday, 04 - 10

4130012 --> Sunday, 03 - 25

4130013 --> Sunday, 04 - 14

4130014 --> Sunday, 04 - 06

4130015 --> Sunday, 03 - 22

4130016 --> Sunday, 04 - 10

4130017 --> Sunday, 04 - 02

4130018 --> Sunday, 04 - 22

4130019 --> Sunday, 04 - 07

4130020 --> Sunday, 03 - 29

4130021 --> Sunday, 04 - 18

4130022 --> Sunday, 04 - 10

4130023 --> Sunday, 03 - 26

4130024 --> Sunday, 04 - 14

4130025 --> Sunday, 04 - 06

4130026 --> Sunday, 04 - 19

4130027 --> Sunday, 04 - 11

4130028 --> Sunday, 04 - 02

4130029 --> Sunday, 04 - 22

4130030 --> Sunday, 04 - 07

4130031 --> Sunday, 03 - 30

4130032 --> Sunday, 04 - 18

4130033 --> Sunday, 04 - 03

4130034 --> Sunday, 03 - 26

4130035 --> Sunday, 04 - 15

4130036 --> Sunday, 03 - 30

4130037 --> Sunday, 04 - 19

4130038 --> Sunday, 04 - 11

4130039 --> Sunday, 03 - 27

4130040 --> Sunday, 04 - 15

4130041 --> Sunday, 04 - 07

4130042 --> Sunday, 03 - 30

4130043 --> Sunday, 04 - 12

4130044 --> Sunday, 04 - 03

4130045 --> Sunday, 04 - 23

4130046 --> Sunday, 04 - 15

4130047 --> Sunday, 03 - 31

4130048 --> Sunday, 04 - 19

4130049 --> Sunday, 04 - 11

4130050 --> Sunday, 03 - 27

4130051 --> Sunday, 04 - 16

4130052 --> Sunday, 04 - 07

4130053 --> Sunday, 03 - 23

4130054 --> Sunday, 04 - 12

4130055 --> Sunday, 04 - 04

