Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5380000 through 5389999



5380000 --> Sunday, 04 - 09

5380001 --> Sunday, 03 - 25

5380002 --> Sunday, 04 - 14

5380003 --> Sunday, 03 - 30

5380004 --> Sunday, 04 - 18

5380005 --> Sunday, 04 - 10

5380006 --> Sunday, 04 - 02

5380007 --> Sunday, 04 - 15

5380008 --> Sunday, 04 - 06

5380009 --> Sunday, 03 - 29

5380010 --> Sunday, 04 - 18

5380011 --> Sunday, 04 - 03

5380012 --> Sunday, 04 - 22

5380013 --> Sunday, 04 - 14

5380014 --> Sunday, 03 - 30

5380015 --> Sunday, 04 - 19

5380016 --> Sunday, 04 - 10

5380017 --> Sunday, 03 - 26

5380018 --> Sunday, 04 - 15

5380019 --> Sunday, 04 - 07

5380020 --> Sunday, 03 - 29

5380021 --> Sunday, 04 - 11

5380022 --> Sunday, 04 - 03

5380023 --> Sunday, 04 - 23

5380024 --> Sunday, 04 - 07

5380025 --> Sunday, 03 - 30

5380026 --> Sunday, 04 - 19

5380027 --> Sunday, 04 - 04

5380028 --> Sunday, 03 - 26

5380029 --> Sunday, 04 - 15

5380030 --> Sunday, 04 - 07

5380031 --> Sunday, 04 - 20

5380032 --> Sunday, 04 - 11

5380033 --> Sunday, 04 - 03

5380034 --> Sunday, 04 - 23

5380035 --> Sunday, 04 - 08

5380036 --> Sunday, 03 - 30

5380037 --> Sunday, 04 - 19

5380038 --> Sunday, 04 - 04

5380039 --> Sunday, 03 - 27

5380040 --> Sunday, 04 - 15

5380041 --> Sunday, 03 - 31

5380042 --> Sunday, 04 - 20

5380043 --> Sunday, 04 - 12

5380044 --> Sunday, 03 - 27

5380045 --> Sunday, 04 - 16

5380046 --> Sunday, 04 - 08

5380047 --> Sunday, 03 - 24

5380048 --> Sunday, 04 - 12

5380049 --> Sunday, 04 - 04

5380050 --> Sunday, 04 - 24

5380051 --> Sunday, 04 - 09

5380052 --> Sunday, 03 - 31

5380053 --> Sunday, 04 - 20

5380054 --> Sunday, 04 - 12

5380055 --> Sunday, 03 - 28

5380056 --> Sunday, 04 - 16

5380057 --> Sunday, 04 - 08

5380058 --> Sunday, 03 - 24

5380059 --> Sunday, 04 - 13

5380060 --> Sunday, 04 - 04

5380061 --> Sunday, 04 - 24

5380062 --> Sunday, 04 - 09

5380063 --> Sunday, 04 - 01

5380064 --> Sunday, 04 - 20

5380065 --> Sunday, 04 - 05

5380066 --> Sunday, 03 - 28

5380067 --> Sunday, 04 - 17

5380068 --> Sunday, 04 - 01

5380069 --> Sunday, 04 - 21

5380070 --> Sunday, 04 - 13

5380071 --> Sunday, 03 - 29

5380072 --> Sunday, 04 - 17

5380073 --> Sunday, 04 - 09

5380074 --> Sunday, 04 - 01

5380075 --> Sunday, 04 - 14

5380076 --> Sunday, 04 - 05

5380077 --> Sunday, 03 - 28

5380078 --> Sunday, 04 - 10

5380079 --> Sunday, 04 - 02

5380080 --> Sunday, 04 - 21

5380081 --> Sunday, 04 - 13

5380082 --> Sunday, 03 - 29

5380083 --> Sunday, 04 - 18

5380084 --> Sunday, 04 - 09

5380085 --> Sunday, 03 - 25

5380086 --> Sunday, 04 - 14

5380087 --> Sunday, 04 - 06

5380088 --> Sunday, 04 - 25

5380089 --> Sunday, 04 - 10

5380090 --> Sunday, 04 - 02

5380091 --> Sunday, 04 - 22

5380092 --> Sunday, 04 - 06

5380093 --> Sunday, 03 - 29

5380094 --> Sunday, 04 - 18

5380095 --> Sunday, 04 - 03

5380096 --> Sunday, 03 - 25

5380097 --> Sunday, 04 - 14

5380098 --> Sunday, 03 - 30

