Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2750000 through 2759999



2750000 --> Sunday, 04 - 16

2750001 --> Sunday, 04 - 08

2750002 --> Sunday, 03 - 24

2750003 --> Sunday, 04 - 13

2750004 --> Sunday, 04 - 04

2750005 --> Sunday, 04 - 24

2750006 --> Sunday, 04 - 09

2750007 --> Sunday, 04 - 01

2750008 --> Sunday, 04 - 20

2750009 --> Sunday, 04 - 05

2750010 --> Sunday, 03 - 28

2750011 --> Sunday, 04 - 17

2750012 --> Sunday, 04 - 08

2750013 --> Sunday, 03 - 24

2750014 --> Sunday, 04 - 13

2750015 --> Sunday, 04 - 05

2750016 --> Sunday, 04 - 24

2750017 --> Sunday, 04 - 09

2750018 --> Sunday, 04 - 01

2750019 --> Sunday, 04 - 21

2750020 --> Sunday, 04 - 05

2750021 --> Sunday, 03 - 28

2750022 --> Sunday, 04 - 17

2750023 --> Sunday, 04 - 02

2750024 --> Sunday, 04 - 21

2750025 --> Sunday, 04 - 13

2750026 --> Sunday, 03 - 29

2750027 --> Sunday, 04 - 18

2750028 --> Sunday, 04 - 09

2750029 --> Sunday, 03 - 25

2750030 --> Sunday, 04 - 14

2750031 --> Sunday, 04 - 06

2750032 --> Sunday, 03 - 28

2750033 --> Sunday, 04 - 10

2750034 --> Sunday, 04 - 02

2750035 --> Sunday, 04 - 22

2750036 --> Sunday, 04 - 13

2750037 --> Sunday, 03 - 29

2750038 --> Sunday, 04 - 18

2750039 --> Sunday, 04 - 10

2750040 --> Sunday, 03 - 25

2750041 --> Sunday, 04 - 14

2750042 --> Sunday, 04 - 06

2750043 --> Sunday, 04 - 19

2750044 --> Sunday, 04 - 10

2750045 --> Sunday, 04 - 02

2750046 --> Sunday, 04 - 22

2750047 --> Sunday, 04 - 07

2750048 --> Sunday, 03 - 29

2750049 --> Sunday, 04 - 18

2750050 --> Sunday, 04 - 03

2750051 --> Sunday, 03 - 26

2750052 --> Sunday, 04 - 14

2750053 --> Sunday, 03 - 30

2750054 --> Sunday, 04 - 19

2750055 --> Sunday, 04 - 11

2750056 --> Sunday, 04 - 02

2750057 --> Sunday, 04 - 15

2750058 --> Sunday, 04 - 07

2750059 --> Sunday, 03 - 30

2750060 --> Sunday, 04 - 11

2750061 --> Sunday, 04 - 03

