Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4260000 through 4269999



4260000 --> Sunday, 04 - 09

4260001 --> Sunday, 03 - 25

4260002 --> Sunday, 04 - 14

4260003 --> Sunday, 04 - 06

4260004 --> Sunday, 04 - 25

4260005 --> Sunday, 04 - 10

4260006 --> Sunday, 04 - 02

4260007 --> Sunday, 04 - 22

4260008 --> Sunday, 04 - 06

4260009 --> Sunday, 03 - 29

4260010 --> Sunday, 04 - 18

4260011 --> Sunday, 04 - 03

4260012 --> Sunday, 03 - 25

4260013 --> Sunday, 04 - 14

4260014 --> Sunday, 03 - 30

4260015 --> Sunday, 04 - 19

4260016 --> Sunday, 04 - 10

4260017 --> Sunday, 04 - 02

4260018 --> Sunday, 04 - 15

4260019 --> Sunday, 04 - 07

4260020 --> Sunday, 03 - 29

4260021 --> Sunday, 04 - 18

4260022 --> Sunday, 04 - 03

4260023 --> Sunday, 04 - 23

4260024 --> Sunday, 04 - 14

4260025 --> Sunday, 03 - 30

4260026 --> Sunday, 04 - 19

4260027 --> Sunday, 04 - 11

4260028 --> Sunday, 03 - 26

4260029 --> Sunday, 04 - 15

4260030 --> Sunday, 04 - 07

4260031 --> Sunday, 03 - 23

4260032 --> Sunday, 04 - 11

4260033 --> Sunday, 04 - 03

4260034 --> Sunday, 04 - 23

4260035 --> Sunday, 04 - 08

4260036 --> Sunday, 03 - 30

4260037 --> Sunday, 04 - 19

4260038 --> Sunday, 04 - 04

4260039 --> Sunday, 03 - 27

4260040 --> Sunday, 04 - 15

4260041 --> Sunday, 04 - 07

4260042 --> Sunday, 04 - 20

4260043 --> Sunday, 04 - 12

4260044 --> Sunday, 04 - 03

4260045 --> Sunday, 04 - 23

4260046 --> Sunday, 04 - 08

4260047 --> Sunday, 03 - 31

4260048 --> Sunday, 04 - 19

4260049 --> Sunday, 04 - 04

4260050 --> Sunday, 03 - 27

4260051 --> Sunday, 04 - 16

4260052 --> Sunday, 03 - 31

4260053 --> Sunday, 04 - 20

4260054 --> Sunday, 04 - 12

4260055 --> Sunday, 03 - 28

4260056 --> Sunday, 04 - 16

4260057 --> Sunday, 04 - 08

4260058 --> Sunday, 03 - 24

4260059 --> Sunday, 04 - 13

4260060 --> Sunday, 04 - 04

4260061 --> Sunday, 04 - 24

4260062 --> Sunday, 04 - 09

4260063 --> Sunday, 04 - 01

4260064 --> Sunday, 04 - 20

4260065 --> Sunday, 04 - 12

4260066 --> Sunday, 03 - 28

4260067 --> Sunday, 04 - 17

4260068 --> Sunday, 04 - 08

4260069 --> Sunday, 03 - 24

4260070 --> Sunday, 04 - 13

4260071 --> Sunday, 04 - 05

4260072 --> Sunday, 04 - 24

4260073 --> Sunday, 04 - 09

4260074 --> Sunday, 04 - 01

4260075 --> Sunday, 04 - 21

4260076 --> Sunday, 04 - 05

4260077 --> Sunday, 03 - 28

4260078 --> Sunday, 04 - 17

4260079 --> Sunday, 04 - 02

4260080 --> Sunday, 04 - 21

4260081 --> Sunday, 04 - 13

4260082 --> Sunday, 03 - 29

4260083 --> Sunday, 04 - 18

4260084 --> Sunday, 04 - 09

4260085 --> Sunday, 03 - 25

4260086 --> Sunday, 04 - 14

4260087 --> Sunday, 04 - 06

4260088 --> Sunday, 03 - 28

4260089 --> Sunday, 04 - 10

4260090 --> Sunday, 04 - 02

4260091 --> Sunday, 04 - 22

4260092 --> Sunday, 04 - 13

4260093 --> Sunday, 03 - 29

4260094 --> Sunday, 04 - 18

4260095 --> Sunday, 04 - 10

4260096 --> Sunday, 03 - 25

4260097 --> Sunday, 04 - 14

4260098 --> Sunday, 04 - 06

4260099 --> Sunday, 04 - 19

4260100 --> Sunday, 04 - 11

4260101 --> Sunday, 04 - 03

4260102 --> Sunday, 04 - 23

4260103 --> Sunday, 04 - 08

4260104 --> Sunday, 03 - 30

4260105 --> Sunday, 04 - 19

4260106 --> Sunday, 04 - 04

4260107 --> Sunday, 03 - 27

4260108 --> Sunday, 04 - 15

4260109 --> Sunday, 03 - 31

4260110 --> Sunday, 04 - 20

4260111 --> Sunday, 04 - 12

4260112 --> Sunday, 04 - 03

4260113 --> Sunday, 04 - 16

4260114 --> Sunday, 04 - 08

4260115 --> Sunday, 03 - 31

4260116 --> Sunday, 04 - 19

4260117 --> Sunday, 04 - 04

4260118 --> Sunday, 03 - 27

4260119 --> Sunday, 04 - 16

4260120 --> Sunday, 03 - 31

4260121 --> Sunday, 04 - 20

4260122 --> Sunday, 04 - 12

4260123 --> Sunday, 03 - 28

4260124 --> Sunday, 04 - 16

4260125 --> Sunday, 04 - 08

4260126 --> Sunday, 03 - 24

4260127 --> Sunday, 04 - 13

4260128 --> Sunday, 04 - 04

4260129 --> Sunday, 04 - 24

4260130 --> Sunday, 04 - 09

4260131 --> Sunday, 04 - 01

4260132 --> Sunday, 04 - 20

4260133 --> Sunday, 04 - 05

4260134 --> Sunday, 03 - 28

4260135 --> Sunday, 04 - 17

4260136 --> Sunday, 04 - 08

4260137 --> Sunday, 03 - 24

4260138 --> Sunday, 04 - 13

4260139 --> Sunday, 04 - 05

4260140 --> Sunday, 04 - 24

4260141 --> Sunday, 04 - 09

4260142 --> Sunday, 04 - 01

4260143 --> Sunday, 04 - 14

4260144 --> Sunday, 04 - 05

4260145 --> Sunday, 03 - 28

4260146 --> Sunday, 04 - 17

4260147 --> Sunday, 04 - 02

4260148 --> Sunday, 04 - 21

4260149 --> Sunday, 04 - 13

4260150 --> Sunday, 03 - 29

4260151 --> Sunday, 04 - 18

4260152 --> Sunday, 04 - 09

4260153 --> Sunday, 03 - 25

4260154 --> Sunday, 04 - 14

4260155 --> Sunday, 04 - 06

4260156 --> Sunday, 03 - 28

4260157 --> Sunday, 04 - 10

4260158 --> Sunday, 04 - 02

4260159 --> Sunday, 04 - 22

4260160 --> Sunday, 04 - 13

4260161 --> Sunday, 03 - 29

4260162 --> Sunday, 04 - 18

4260163 --> Sunday, 04 - 03

4260164 --> Sunday, 03 - 25

4260165 --> Sunday, 04 - 14

4260166 --> Sunday, 04 - 06

4260167 --> Sunday, 04 - 19

4260168 --> Sunday, 04 - 10

4260169 --> Sunday, 04 - 02

4260170 --> Sunday, 04 - 22

4260171 --> Sunday, 04 - 07

4260172 --> Sunday, 03 - 29

4260173 --> Sunday, 04 - 18

4260174 --> Sunday, 04 - 03

4260175 --> Sunday, 03 - 26

4260176 --> Sunday, 04 - 14

4260177 --> Sunday, 03 - 30

4260178 --> Sunday, 04 - 19

4260179 --> Sunday, 04 - 11

4260180 --> Sunday, 03 - 26

4260181 --> Sunday, 04 - 15

4260182 --> Sunday, 04 - 07

4260183 --> Sunday, 03 - 23

4260184 --> Sunday, 04 - 11

4260185 --> Sunday, 04 - 03

4260186 --> Sunday, 04 - 23

4260187 --> Sunday, 04 - 08

4260188 --> Sunday, 03 - 30

4260189 --> Sunday, 04 - 19

4260190 --> Sunday, 04 - 11

4260191 --> Sunday, 03 - 27

4260192 --> Sunday, 04 - 15

4260193 --> Sunday, 04 - 07

4260194 --> Sunday, 03 - 23

4260195 --> Sunday, 04 - 12

4260196 --> Sunday, 04 - 03

4260197 --> Sunday, 04 - 23

4260198 --> Sunday, 04 - 08

4260199 --> Sunday, 03 - 31

4260200 --> Sunday, 04 - 20

4260201 --> Sunday, 04 - 05

4260202 --> Sunday, 03 - 28

4260203 --> Sunday, 04 - 17

4260204 --> Sunday, 04 - 01

4260205 --> Sunday, 04 - 21

4260206 --> Sunday, 04 - 13

4260207 --> Sunday, 03 - 29

4260208 --> Sunday, 04 - 17

4260209 --> Sunday, 04 - 09

4260210 --> Sunday, 03 - 25

4260211 --> Sunday, 04 - 14

4260212 --> Sunday, 04 - 05

4260213 --> Sunday, 03 - 28

4260214 --> Sunday, 04 - 10

4260215 --> Sunday, 04 - 02

4260216 --> Sunday, 04 - 21

4260217 --> Sunday, 04 - 13

4260218 --> Sunday, 03 - 29

4260219 --> Sunday, 04 - 18

4260220 --> Sunday, 04 - 09

4260221 --> Sunday, 03 - 25

4260222 --> Sunday, 04 - 14

4260223 --> Sunday, 04 - 06

4260224 --> Sunday, 04 - 25

4260225 --> Sunday, 04 - 10

4260226 --> Sunday, 04 - 02

4260227 --> Sunday, 04 - 22

