Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0870000 through 0879999



0870000 --> Sunday, 04 - 23

0870001 --> Sunday, 04 - 08

0870002 --> Sunday, 03 - 31

0870003 --> Sunday, 04 - 20

0870004 --> Sunday, 04 - 04

0870005 --> Sunday, 03 - 27

0870006 --> Sunday, 04 - 16

0870007 --> Sunday, 04 - 01

0870008 --> Sunday, 04 - 20

0870009 --> Sunday, 04 - 12

0870010 --> Sunday, 03 - 28

0870011 --> Sunday, 04 - 17

0870012 --> Sunday, 04 - 08

0870013 --> Sunday, 03 - 31

0870014 --> Sunday, 04 - 13

0870015 --> Sunday, 04 - 05

0870016 --> Sunday, 03 - 27

0870017 --> Sunday, 04 - 16

0870018 --> Sunday, 04 - 01

0870019 --> Sunday, 04 - 21

0870020 --> Sunday, 04 - 12

0870021 --> Sunday, 03 - 28

0870022 --> Sunday, 04 - 17

0870023 --> Sunday, 04 - 09

0870024 --> Sunday, 03 - 24

0870025 --> Sunday, 04 - 13

0870026 --> Sunday, 04 - 05

0870027 --> Sunday, 04 - 25

0870028 --> Sunday, 04 - 09

0870029 --> Sunday, 04 - 01

0870030 --> Sunday, 04 - 21

0870031 --> Sunday, 04 - 06

0870032 --> Sunday, 03 - 28

0870033 --> Sunday, 04 - 17

0870034 --> Sunday, 04 - 02

0870035 --> Sunday, 03 - 25

0870036 --> Sunday, 04 - 13

0870037 --> Sunday, 04 - 05

0870038 --> Sunday, 04 - 18

0870039 --> Sunday, 04 - 10

0870040 --> Sunday, 04 - 01

0870041 --> Sunday, 04 - 21

0870042 --> Sunday, 04 - 06

0870043 --> Sunday, 03 - 29

0870044 --> Sunday, 04 - 17

0870045 --> Sunday, 04 - 02

0870046 --> Sunday, 04 - 22

0870047 --> Sunday, 04 - 14

0870048 --> Sunday, 03 - 29

0870049 --> Sunday, 04 - 18

0870050 --> Sunday, 04 - 10

0870051 --> Sunday, 03 - 26

0870052 --> Sunday, 04 - 14

0870053 --> Sunday, 04 - 06

0870054 --> Sunday, 03 - 22

0870055 --> Sunday, 04 - 11

0870056 --> Sunday, 04 - 02

0870057 --> Sunday, 04 - 22

0870058 --> Sunday, 04 - 07

0870059 --> Sunday, 03 - 30

0870060 --> Sunday, 04 - 18

0870061 --> Sunday, 04 - 10

0870062 --> Sunday, 03 - 26

0870063 --> Sunday, 04 - 15

0870064 --> Sunday, 04 - 06

0870065 --> Sunday, 04 - 19

0870066 --> Sunday, 04 - 11

0870067 --> Sunday, 04 - 03

0870068 --> Sunday, 04 - 22

0870069 --> Sunday, 04 - 07

0870070 --> Sunday, 03 - 30

0870071 --> Sunday, 04 - 19

0870072 --> Sunday, 04 - 03

0870073 --> Sunday, 03 - 26

