Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3470000 through 3479999



3470000 --> Sunday, 04 - 16

3470001 --> Sunday, 04 - 08

3470002 --> Sunday, 03 - 31

3470003 --> Sunday, 04 - 13

3470004 --> Sunday, 04 - 04

3470005 --> Sunday, 03 - 27

3470006 --> Sunday, 04 - 16

3470007 --> Sunday, 04 - 01

3470008 --> Sunday, 04 - 20

3470009 --> Sunday, 04 - 12

3470010 --> Sunday, 03 - 28

3470011 --> Sunday, 04 - 17

3470012 --> Sunday, 04 - 08

3470013 --> Sunday, 03 - 24

3470014 --> Sunday, 04 - 13

3470015 --> Sunday, 04 - 05

3470016 --> Sunday, 04 - 24

3470017 --> Sunday, 04 - 09

3470018 --> Sunday, 04 - 01

3470019 --> Sunday, 04 - 21

3470020 --> Sunday, 04 - 05

3470021 --> Sunday, 03 - 28

3470022 --> Sunday, 04 - 17

3470023 --> Sunday, 04 - 02

3470024 --> Sunday, 03 - 24

3470025 --> Sunday, 04 - 13

3470026 --> Sunday, 04 - 05

3470027 --> Sunday, 04 - 18

3470028 --> Sunday, 04 - 09

3470029 --> Sunday, 04 - 01

3470030 --> Sunday, 04 - 14

3470031 --> Sunday, 04 - 06

3470032 --> Sunday, 03 - 28

3470033 --> Sunday, 04 - 17

3470034 --> Sunday, 04 - 02

3470035 --> Sunday, 04 - 22

3470036 --> Sunday, 04 - 13

3470037 --> Sunday, 03 - 29

3470038 --> Sunday, 04 - 18

3470039 --> Sunday, 04 - 10

3470040 --> Sunday, 03 - 25

3470041 --> Sunday, 04 - 14

3470042 --> Sunday, 04 - 06

3470043 --> Sunday, 03 - 22

3470044 --> Sunday, 04 - 10

3470045 --> Sunday, 04 - 02

3470046 --> Sunday, 04 - 22

3470047 --> Sunday, 04 - 07

3470048 --> Sunday, 03 - 29

3470049 --> Sunday, 04 - 18

3470050 --> Sunday, 04 - 03

3470051 --> Sunday, 03 - 26

3470052 --> Sunday, 04 - 14

3470053 --> Sunday, 04 - 06

3470054 --> Sunday, 04 - 19

3470055 --> Sunday, 04 - 11

3470056 --> Sunday, 04 - 02

3470057 --> Sunday, 04 - 22

3470058 --> Sunday, 04 - 07

3470059 --> Sunday, 03 - 30

3470060 --> Sunday, 04 - 18

3470061 --> Sunday, 04 - 03

3470062 --> Sunday, 03 - 26

3470063 --> Sunday, 04 - 15

3470064 --> Sunday, 03 - 30

3470065 --> Sunday, 04 - 19

3470066 --> Sunday, 04 - 11

3470067 --> Sunday, 03 - 27

3470068 --> Sunday, 04 - 15

