Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3610000 through 3619999



3610000 --> Sunday, 04 - 23

3610001 --> Sunday, 04 - 08

3610002 --> Sunday, 03 - 31

3610003 --> Sunday, 04 - 20

3610004 --> Sunday, 04 - 11

3610005 --> Sunday, 03 - 27

3610006 --> Sunday, 04 - 16

3610007 --> Sunday, 04 - 08

3610008 --> Sunday, 03 - 23

3610009 --> Sunday, 04 - 12

3610010 --> Sunday, 04 - 04

3610011 --> Sunday, 04 - 24

3610012 --> Sunday, 04 - 08

3610013 --> Sunday, 03 - 31

3610014 --> Sunday, 04 - 20

3610015 --> Sunday, 04 - 05

3610016 --> Sunday, 03 - 27

3610017 --> Sunday, 04 - 16

3610018 --> Sunday, 04 - 01

3610019 --> Sunday, 04 - 21

3610020 --> Sunday, 04 - 12

3610021 --> Sunday, 03 - 28

3610022 --> Sunday, 04 - 17

3610023 --> Sunday, 04 - 09

3610024 --> Sunday, 03 - 31

3610025 --> Sunday, 04 - 13

3610026 --> Sunday, 04 - 05

3610027 --> Sunday, 03 - 28

3610028 --> Sunday, 04 - 16

3610029 --> Sunday, 04 - 01

3610030 --> Sunday, 04 - 21

3610031 --> Sunday, 04 - 13

3610032 --> Sunday, 03 - 28

3610033 --> Sunday, 04 - 17

3610034 --> Sunday, 04 - 09

3610035 --> Sunday, 03 - 25

3610036 --> Sunday, 04 - 13

3610037 --> Sunday, 04 - 05

3610038 --> Sunday, 04 - 25

3610039 --> Sunday, 04 - 10

3610040 --> Sunday, 04 - 01

3610041 --> Sunday, 04 - 21

3610042 --> Sunday, 04 - 06

3610043 --> Sunday, 03 - 29

3610044 --> Sunday, 04 - 17

3610045 --> Sunday, 04 - 02

3610046 --> Sunday, 03 - 25

3610047 --> Sunday, 04 - 14

3610048 --> Sunday, 04 - 05

3610049 --> Sunday, 04 - 18

3610050 --> Sunday, 04 - 10

3610051 --> Sunday, 04 - 02

3610052 --> Sunday, 04 - 21

3610053 --> Sunday, 04 - 06

3610054 --> Sunday, 03 - 29

3610055 --> Sunday, 04 - 18

3610056 --> Sunday, 04 - 02

3610057 --> Sunday, 04 - 22

3610058 --> Sunday, 04 - 14

3610059 --> Sunday, 03 - 30

3610060 --> Sunday, 04 - 18

3610061 --> Sunday, 04 - 10

3610062 --> Sunday, 03 - 26

3610063 --> Sunday, 04 - 15

3610064 --> Sunday, 04 - 06

3610065 --> Sunday, 03 - 22

3610066 --> Sunday, 04 - 11

3610067 --> Sunday, 04 - 03

3610068 --> Sunday, 04 - 22

3610069 --> Sunday, 04 - 07

3610070 --> Sunday, 03 - 30

3610071 --> Sunday, 04 - 19

3610072 --> Sunday, 04 - 10

3610073 --> Sunday, 03 - 26

3610074 --> Sunday, 04 - 15

3610075 --> Sunday, 04 - 07

3610076 --> Sunday, 04 - 19

3610077 --> Sunday, 04 - 11

3610078 --> Sunday, 04 - 03

3610079 --> Sunday, 04 - 16

3610080 --> Sunday, 04 - 07

3610081 --> Sunday, 03 - 30

3610082 --> Sunday, 04 - 19

