Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3930000 through 3939999



3930000 --> Sunday, 03 - 26

3930001 --> Sunday, 04 - 15

3930002 --> Sunday, 04 - 07

3930003 --> Sunday, 04 - 20

3930004 --> Sunday, 04 - 11

3930005 --> Sunday, 04 - 03

3930006 --> Sunday, 04 - 23

3930007 --> Sunday, 04 - 08

3930008 --> Sunday, 03 - 30

3930009 --> Sunday, 04 - 19

3930010 --> Sunday, 04 - 04

3930011 --> Sunday, 03 - 27

3930012 --> Sunday, 04 - 15

3930013 --> Sunday, 03 - 31

3930014 --> Sunday, 04 - 20

3930015 --> Sunday, 04 - 12

3930016 --> Sunday, 04 - 03

3930017 --> Sunday, 04 - 16

3930018 --> Sunday, 04 - 08

3930019 --> Sunday, 03 - 24

3930020 --> Sunday, 04 - 12

3930021 --> Sunday, 04 - 04

3930022 --> Sunday, 04 - 24

3930023 --> Sunday, 04 - 09

3930024 --> Sunday, 03 - 31

3930025 --> Sunday, 04 - 20

3930026 --> Sunday, 04 - 12

3930027 --> Sunday, 03 - 28

3930028 --> Sunday, 04 - 16

3930029 --> Sunday, 04 - 08

3930030 --> Sunday, 03 - 24

3930031 --> Sunday, 04 - 13

3930032 --> Sunday, 04 - 04

3930033 --> Sunday, 04 - 24

3930034 --> Sunday, 04 - 09

3930035 --> Sunday, 04 - 01

3930036 --> Sunday, 04 - 20

3930037 --> Sunday, 04 - 05

3930038 --> Sunday, 03 - 28

3930039 --> Sunday, 04 - 17

3930040 --> Sunday, 04 - 01

3930041 --> Sunday, 04 - 21

3930042 --> Sunday, 04 - 13

3930043 --> Sunday, 03 - 29

3930044 --> Sunday, 04 - 17

3930045 --> Sunday, 04 - 09

3930046 --> Sunday, 04 - 01

3930047 --> Sunday, 04 - 14

3930048 --> Sunday, 04 - 05

3930049 --> Sunday, 03 - 28

3930050 --> Sunday, 04 - 17

3930051 --> Sunday, 04 - 02

3930052 --> Sunday, 04 - 21

3930053 --> Sunday, 04 - 13

3930054 --> Sunday, 03 - 29

3930055 --> Sunday, 04 - 18

3930056 --> Sunday, 04 - 09

3930057 --> Sunday, 03 - 25

3930058 --> Sunday, 04 - 14

3930059 --> Sunday, 04 - 06

3930060 --> Sunday, 04 - 25

3930061 --> Sunday, 04 - 10

3930062 --> Sunday, 04 - 02

3930063 --> Sunday, 04 - 22

3930064 --> Sunday, 04 - 06

3930065 --> Sunday, 03 - 29

3930066 --> Sunday, 04 - 18

3930067 --> Sunday, 04 - 03

3930068 --> Sunday, 03 - 25

3930069 --> Sunday, 04 - 14

3930070 --> Sunday, 04 - 06

3930071 --> Sunday, 04 - 19

3930072 --> Sunday, 04 - 10

3930073 --> Sunday, 04 - 02

3930074 --> Sunday, 04 - 15

3930075 --> Sunday, 04 - 07

3930076 --> Sunday, 03 - 29

3930077 --> Sunday, 04 - 18

3930078 --> Sunday, 04 - 03

3930079 --> Sunday, 04 - 23

3930080 --> Sunday, 04 - 14

3930081 --> Sunday, 03 - 30

3930082 --> Sunday, 04 - 19

3930083 --> Sunday, 04 - 11

3930084 --> Sunday, 03 - 26

3930085 --> Sunday, 04 - 15

3930086 --> Sunday, 04 - 07

3930087 --> Sunday, 03 - 23

3930088 --> Sunday, 04 - 11

3930089 --> Sunday, 04 - 03

3930090 --> Sunday, 04 - 23

3930091 --> Sunday, 04 - 08

3930092 --> Sunday, 03 - 30

3930093 --> Sunday, 04 - 19

3930094 --> Sunday, 04 - 04

3930095 --> Sunday, 03 - 27

3930096 --> Sunday, 04 - 15

3930097 --> Sunday, 04 - 07

3930098 --> Sunday, 04 - 20

3930099 --> Sunday, 04 - 12

3930100 --> Sunday, 04 - 04

3930101 --> Sunday, 04 - 24

3930102 --> Sunday, 04 - 09

3930103 --> Sunday, 04 - 01

3930104 --> Sunday, 04 - 20

3930105 --> Sunday, 04 - 05

3930106 --> Sunday, 03 - 28

3930107 --> Sunday, 04 - 17

3930108 --> Sunday, 04 - 01

3930109 --> Sunday, 04 - 21

3930110 --> Sunday, 04 - 13

3930111 --> Sunday, 03 - 29

3930112 --> Sunday, 04 - 17

3930113 --> Sunday, 04 - 09

3930114 --> Sunday, 03 - 25

