Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4790000 through 4799999



4790000 --> Sunday, 04 - 02

4790001 --> Sunday, 04 - 22

4790002 --> Sunday, 04 - 07

4790003 --> Sunday, 03 - 30

4790004 --> Sunday, 04 - 18

4790005 --> Sunday, 04 - 03

4790006 --> Sunday, 03 - 26

4790007 --> Sunday, 04 - 15

4790008 --> Sunday, 04 - 06

4790009 --> Sunday, 04 - 19

4790010 --> Sunday, 04 - 11

4790011 --> Sunday, 04 - 03

4790012 --> Sunday, 04 - 22

4790013 --> Sunday, 04 - 07

4790014 --> Sunday, 03 - 30

4790015 --> Sunday, 04 - 12

4790016 --> Sunday, 04 - 03

4790017 --> Sunday, 04 - 23

4790018 --> Sunday, 04 - 15

4790019 --> Sunday, 03 - 31

4790020 --> Sunday, 04 - 19

4790021 --> Sunday, 04 - 11

4790022 --> Sunday, 03 - 27

4790023 --> Sunday, 04 - 16

4790024 --> Sunday, 04 - 07

4790025 --> Sunday, 03 - 23

4790026 --> Sunday, 04 - 12

4790027 --> Sunday, 04 - 04

4790028 --> Sunday, 04 - 23

4790029 --> Sunday, 04 - 08

4790030 --> Sunday, 03 - 31

4790031 --> Sunday, 04 - 20

4790032 --> Sunday, 04 - 11

4790033 --> Sunday, 03 - 27

4790034 --> Sunday, 04 - 16

4790035 --> Sunday, 04 - 01

4790036 --> Sunday, 04 - 20

4790037 --> Sunday, 04 - 12

4790038 --> Sunday, 04 - 04

4790039 --> Sunday, 04 - 17

4790040 --> Sunday, 04 - 08

4790041 --> Sunday, 03 - 31

4790042 --> Sunday, 04 - 20

4790043 --> Sunday, 04 - 05

4790044 --> Sunday, 03 - 27

4790045 --> Sunday, 04 - 16

4790046 --> Sunday, 04 - 01

4790047 --> Sunday, 04 - 21

4790048 --> Sunday, 04 - 12

4790049 --> Sunday, 03 - 28

4790050 --> Sunday, 04 - 17

4790051 --> Sunday, 04 - 09

4790052 --> Sunday, 03 - 24

4790053 --> Sunday, 04 - 13

4790054 --> Sunday, 04 - 05

4790055 --> Sunday, 04 - 25

4790056 --> Sunday, 04 - 09

4790057 --> Sunday, 04 - 01

4790058 --> Sunday, 04 - 21

4790059 --> Sunday, 04 - 06

4790060 --> Sunday, 03 - 28

4790061 --> Sunday, 04 - 17

4790062 --> Sunday, 04 - 09

4790063 --> Sunday, 03 - 25

4790064 --> Sunday, 04 - 13

4790065 --> Sunday, 04 - 05

4790066 --> Sunday, 04 - 18

4790067 --> Sunday, 04 - 10

4790068 --> Sunday, 04 - 01

4790069 --> Sunday, 04 - 21

4790070 --> Sunday, 04 - 06

4790071 --> Sunday, 03 - 29

4790072 --> Sunday, 04 - 17

4790073 --> Sunday, 04 - 02

4790074 --> Sunday, 04 - 22

4790075 --> Sunday, 04 - 14

4790076 --> Sunday, 03 - 29

4790077 --> Sunday, 04 - 18

4790078 --> Sunday, 04 - 10

4790079 --> Sunday, 03 - 26

4790080 --> Sunday, 04 - 14

4790081 --> Sunday, 04 - 06

4790082 --> Sunday, 03 - 29

4790083 --> Sunday, 04 - 11

4790084 --> Sunday, 04 - 02

4790085 --> Sunday, 04 - 22

4790086 --> Sunday, 04 - 14

