Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3680000 through 3689999



3680000 --> Sunday, 04 - 09

3680001 --> Sunday, 04 - 01

3680002 --> Sunday, 04 - 14

3680003 --> Sunday, 04 - 06

3680004 --> Sunday, 03 - 28

3680005 --> Sunday, 04 - 17

3680006 --> Sunday, 04 - 02

3680007 --> Sunday, 04 - 22

3680008 --> Sunday, 04 - 13

3680009 --> Sunday, 03 - 29

3680010 --> Sunday, 04 - 18

3680011 --> Sunday, 04 - 10

3680012 --> Sunday, 03 - 25

3680013 --> Sunday, 04 - 14

3680014 --> Sunday, 04 - 06

3680015 --> Sunday, 04 - 19

3680016 --> Sunday, 04 - 10

3680017 --> Sunday, 04 - 02

3680018 --> Sunday, 04 - 22

3680019 --> Sunday, 04 - 07

3680020 --> Sunday, 03 - 29

3680021 --> Sunday, 04 - 18

3680022 --> Sunday, 04 - 03

3680023 --> Sunday, 03 - 26

3680024 --> Sunday, 04 - 14

3680025 --> Sunday, 04 - 06

3680026 --> Sunday, 04 - 19

3680027 --> Sunday, 04 - 11

3680028 --> Sunday, 04 - 02

3680029 --> Sunday, 04 - 22

3680030 --> Sunday, 04 - 07

3680031 --> Sunday, 03 - 30

3680032 --> Sunday, 04 - 18

3680033 --> Sunday, 04 - 03

3680034 --> Sunday, 04 - 23

3680035 --> Sunday, 04 - 15

3680036 --> Sunday, 03 - 30

3680037 --> Sunday, 04 - 19

3680038 --> Sunday, 04 - 11

3680039 --> Sunday, 03 - 27

3680040 --> Sunday, 04 - 15

3680041 --> Sunday, 04 - 07

3680042 --> Sunday, 03 - 23

3680043 --> Sunday, 04 - 12

3680044 --> Sunday, 04 - 03

3680045 --> Sunday, 04 - 23

3680046 --> Sunday, 04 - 08

3680047 --> Sunday, 03 - 31

3680048 --> Sunday, 04 - 19

3680049 --> Sunday, 04 - 11

3680050 --> Sunday, 03 - 27

3680051 --> Sunday, 04 - 16

