Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0090000 through 0099999



0090000 --> Sunday, 04 - 09

0090001 --> Sunday, 04 - 01

0090002 --> Sunday, 04 - 21

0090003 --> Sunday, 04 - 06

0090004 --> Sunday, 03 - 28

0090005 --> Sunday, 04 - 17

0090006 --> Sunday, 04 - 02

0090007 --> Sunday, 04 - 22

0090008 --> Sunday, 04 - 13

0090009 --> Sunday, 03 - 29

0090010 --> Sunday, 04 - 18

0090011 --> Sunday, 04 - 10

0090012 --> Sunday, 03 - 25

0090013 --> Sunday, 04 - 14

0090014 --> Sunday, 04 - 06

0090015 --> Sunday, 03 - 22

0090016 --> Sunday, 04 - 10

0090017 --> Sunday, 04 - 02

0090018 --> Sunday, 04 - 22

0090019 --> Sunday, 04 - 07

0090020 --> Sunday, 03 - 29

0090021 --> Sunday, 04 - 18

0090022 --> Sunday, 04 - 03

0090023 --> Sunday, 03 - 26

0090024 --> Sunday, 04 - 14

0090025 --> Sunday, 04 - 06

0090026 --> Sunday, 04 - 19

0090027 --> Sunday, 04 - 11

0090028 --> Sunday, 04 - 02

0090029 --> Sunday, 04 - 22

0090030 --> Sunday, 04 - 07

0090031 --> Sunday, 03 - 30

0090032 --> Sunday, 04 - 18

0090033 --> Sunday, 04 - 03

0090034 --> Sunday, 03 - 26

0090035 --> Sunday, 04 - 15

0090036 --> Sunday, 03 - 30

0090037 --> Sunday, 04 - 19

0090038 --> Sunday, 04 - 11

0090039 --> Sunday, 03 - 27

0090040 --> Sunday, 04 - 15

0090041 --> Sunday, 04 - 07

0090042 --> Sunday, 03 - 23

0090043 --> Sunday, 04 - 12

0090044 --> Sunday, 04 - 03

0090045 --> Sunday, 04 - 23

0090046 --> Sunday, 04 - 08

0090047 --> Sunday, 03 - 31

0090048 --> Sunday, 04 - 19

0090049 --> Sunday, 04 - 11

0090050 --> Sunday, 03 - 27

0090051 --> Sunday, 04 - 16

0090052 --> Sunday, 04 - 07

0090053 --> Sunday, 03 - 23

0090054 --> Sunday, 04 - 12

0090055 --> Sunday, 04 - 04

0090056 --> Sunday, 04 - 23

0090057 --> Sunday, 04 - 08

0090058 --> Sunday, 03 - 31

0090059 --> Sunday, 04 - 20

0090060 --> Sunday, 04 - 04

0090061 --> Sunday, 03 - 27

0090062 --> Sunday, 04 - 16

0090063 --> Sunday, 04 - 01

0090064 --> Sunday, 04 - 20

0090065 --> Sunday, 04 - 12

0090066 --> Sunday, 03 - 28

0090067 --> Sunday, 04 - 17

0090068 --> Sunday, 04 - 08

0090069 --> Sunday, 03 - 31

0090070 --> Sunday, 04 - 13

0090071 --> Sunday, 04 - 05

0090072 --> Sunday, 03 - 27

0090073 --> Sunday, 04 - 16

0090074 --> Sunday, 04 - 01

