Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4120000 through 4129999



4120000 --> Sunday, 04 - 02

4120001 --> Sunday, 04 - 22

4120002 --> Sunday, 04 - 14

4120003 --> Sunday, 03 - 30

4120004 --> Sunday, 04 - 18

4120005 --> Sunday, 04 - 10

4120006 --> Sunday, 03 - 26

4120007 --> Sunday, 04 - 15

4120008 --> Sunday, 04 - 06

4120009 --> Sunday, 03 - 22

4120010 --> Sunday, 04 - 11

4120011 --> Sunday, 04 - 03

4120012 --> Sunday, 04 - 22

4120013 --> Sunday, 04 - 07

4120014 --> Sunday, 03 - 30

4120015 --> Sunday, 04 - 19

4120016 --> Sunday, 04 - 10

4120017 --> Sunday, 03 - 26

4120018 --> Sunday, 04 - 15

4120019 --> Sunday, 03 - 31

4120020 --> Sunday, 04 - 19

4120021 --> Sunday, 04 - 11

4120022 --> Sunday, 04 - 03

4120023 --> Sunday, 04 - 16

4120024 --> Sunday, 04 - 07

4120025 --> Sunday, 03 - 30

4120026 --> Sunday, 04 - 19

4120027 --> Sunday, 04 - 04

4120028 --> Sunday, 03 - 26

4120029 --> Sunday, 04 - 15

4120030 --> Sunday, 03 - 31

4120031 --> Sunday, 04 - 20

4120032 --> Sunday, 04 - 11

4120033 --> Sunday, 03 - 27

4120034 --> Sunday, 04 - 16

4120035 --> Sunday, 04 - 08

4120036 --> Sunday, 03 - 23

4120037 --> Sunday, 04 - 12

4120038 --> Sunday, 04 - 04

4120039 --> Sunday, 04 - 24

4120040 --> Sunday, 04 - 08

4120041 --> Sunday, 03 - 31

4120042 --> Sunday, 04 - 20

4120043 --> Sunday, 04 - 05

4120044 --> Sunday, 03 - 27

4120045 --> Sunday, 04 - 16

4120046 --> Sunday, 04 - 08

4120047 --> Sunday, 03 - 24

4120048 --> Sunday, 04 - 12

4120049 --> Sunday, 04 - 04

4120050 --> Sunday, 04 - 24

4120051 --> Sunday, 04 - 09

4120052 --> Sunday, 03 - 31

4120053 --> Sunday, 04 - 20

4120054 --> Sunday, 04 - 05

4120055 --> Sunday, 03 - 28

4120056 --> Sunday, 04 - 16

4120057 --> Sunday, 04 - 01

4120058 --> Sunday, 04 - 21

4120059 --> Sunday, 04 - 13

4120060 --> Sunday, 03 - 28

4120061 --> Sunday, 04 - 17

4120062 --> Sunday, 04 - 09

4120063 --> Sunday, 03 - 25

4120064 --> Sunday, 04 - 13

4120065 --> Sunday, 04 - 05

4120066 --> Sunday, 03 - 28

4120067 --> Sunday, 04 - 10

4120068 --> Sunday, 04 - 01

4120069 --> Sunday, 04 - 21

4120070 --> Sunday, 04 - 13

4120071 --> Sunday, 03 - 29

4120072 --> Sunday, 04 - 17

4120073 --> Sunday, 04 - 09

4120074 --> Sunday, 03 - 25

4120075 --> Sunday, 04 - 14

4120076 --> Sunday, 04 - 05

4120077 --> Sunday, 04 - 25

4120078 --> Sunday, 04 - 10

4120079 --> Sunday, 04 - 02

4120080 --> Sunday, 04 - 21

4120081 --> Sunday, 04 - 06

4120082 --> Sunday, 03 - 29

4120083 --> Sunday, 04 - 18

4120084 --> Sunday, 04 - 02

4120085 --> Sunday, 03 - 25

4120086 --> Sunday, 04 - 14

4120087 --> Sunday, 03 - 30

4120088 --> Sunday, 04 - 18

4120089 --> Sunday, 04 - 10

4120090 --> Sunday, 04 - 02

4120091 --> Sunday, 04 - 15

4120092 --> Sunday, 04 - 06

4120093 --> Sunday, 03 - 29

4120094 --> Sunday, 04 - 11

4120095 --> Sunday, 04 - 03

4120096 --> Sunday, 04 - 22

4120097 --> Sunday, 04 - 14

4120098 --> Sunday, 03 - 30

4120099 --> Sunday, 04 - 19

4120100 --> Sunday, 04 - 11

4120101 --> Sunday, 03 - 27

4120102 --> Sunday, 04 - 16

4120103 --> Sunday, 04 - 08

4120104 --> Sunday, 03 - 23

4120105 --> Sunday, 04 - 12

4120106 --> Sunday, 04 - 04

4120107 --> Sunday, 04 - 24

4120108 --> Sunday, 04 - 08

4120109 --> Sunday, 03 - 31

4120110 --> Sunday, 04 - 20

4120111 --> Sunday, 04 - 05

4120112 --> Sunday, 03 - 27

4120113 --> Sunday, 04 - 16

4120114 --> Sunday, 04 - 01

4120115 --> Sunday, 04 - 21

4120116 --> Sunday, 04 - 12
