Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0440000 through 0449999



0440000 --> Sunday, 04 - 02

0440001 --> Sunday, 04 - 22

0440002 --> Sunday, 04 - 14

0440003 --> Sunday, 03 - 30

0440004 --> Sunday, 04 - 18

0440005 --> Sunday, 04 - 10

0440006 --> Sunday, 03 - 26

0440007 --> Sunday, 04 - 15

0440008 --> Sunday, 04 - 06

0440009 --> Sunday, 03 - 22

0440010 --> Sunday, 04 - 11

0440011 --> Sunday, 04 - 03

0440012 --> Sunday, 04 - 22

0440013 --> Sunday, 04 - 07

0440014 --> Sunday, 03 - 30

0440015 --> Sunday, 04 - 19

0440016 --> Sunday, 04 - 10

0440017 --> Sunday, 03 - 26

0440018 --> Sunday, 04 - 15

0440019 --> Sunday, 04 - 07

0440020 --> Sunday, 04 - 19

0440021 --> Sunday, 04 - 11

0440022 --> Sunday, 04 - 03

0440023 --> Sunday, 04 - 16

0440024 --> Sunday, 04 - 07

0440025 --> Sunday, 03 - 30

0440026 --> Sunday, 04 - 19

0440027 --> Sunday, 04 - 04

0440028 --> Sunday, 03 - 26

0440029 --> Sunday, 04 - 15

0440030 --> Sunday, 03 - 31

0440031 --> Sunday, 04 - 20

0440032 --> Sunday, 04 - 11

0440033 --> Sunday, 03 - 27

0440034 --> Sunday, 04 - 16

0440035 --> Sunday, 04 - 08

0440036 --> Sunday, 03 - 30

0440037 --> Sunday, 04 - 12

0440038 --> Sunday, 04 - 04

0440039 --> Sunday, 04 - 24

0440040 --> Sunday, 04 - 08

0440041 --> Sunday, 03 - 31

0440042 --> Sunday, 04 - 20

0440043 --> Sunday, 04 - 05

0440044 --> Sunday, 03 - 27

0440045 --> Sunday, 04 - 16

0440046 --> Sunday, 04 - 08

0440047 --> Sunday, 03 - 24

0440048 --> Sunday, 04 - 12

0440049 --> Sunday, 04 - 04

0440050 --> Sunday, 04 - 24

0440051 --> Sunday, 04 - 09

0440052 --> Sunday, 03 - 31

0440053 --> Sunday, 04 - 20

0440054 --> Sunday, 04 - 05

0440055 --> Sunday, 03 - 28

0440056 --> Sunday, 04 - 16

0440057 --> Sunday, 04 - 01

0440058 --> Sunday, 04 - 21

0440059 --> Sunday, 04 - 13

0440060 --> Sunday, 03 - 28

0440061 --> Sunday, 04 - 17

0440062 --> Sunday, 04 - 09

0440063 --> Sunday, 03 - 25

0440064 --> Sunday, 04 - 13

0440065 --> Sunday, 04 - 05

0440066 --> Sunday, 03 - 28

0440067 --> Sunday, 04 - 10

0440068 --> Sunday, 04 - 01

0440069 --> Sunday, 04 - 21

0440070 --> Sunday, 04 - 13

0440071 --> Sunday, 03 - 29

0440072 --> Sunday, 04 - 17

0440073 --> Sunday, 04 - 09

0440074 --> Sunday, 03 - 25

0440075 --> Sunday, 04 - 14

0440076 --> Sunday, 04 - 05

0440077 --> Sunday, 04 - 25

0440078 --> Sunday, 04 - 10

0440079 --> Sunday, 04 - 02

0440080 --> Sunday, 04 - 21

0440081 --> Sunday, 04 - 06

0440082 --> Sunday, 03 - 29

0440083 --> Sunday, 04 - 18

0440084 --> Sunday, 04 - 02

0440085 --> Sunday, 03 - 25

0440086 --> Sunday, 04 - 14

0440087 --> Sunday, 03 - 30

0440088 --> Sunday, 04 - 18

0440089 --> Sunday, 04 - 10

0440090 --> Sunday, 04 - 02

0440091 --> Sunday, 04 - 15

0440092 --> Sunday, 04 - 06

0440093 --> Sunday, 03 - 29

0440094 --> Sunday, 04 - 18

0440095 --> Sunday, 04 - 03

0440096 --> Sunday, 04 - 22

0440097 --> Sunday, 04 - 14

0440098 --> Sunday, 03 - 30

0440099 --> Sunday, 04 - 19

0440100 --> Sunday, 04 - 11

0440101 --> Sunday, 03 - 27

0440102 --> Sunday, 04 - 16

0440103 --> Sunday, 04 - 08

0440104 --> Sunday, 03 - 23

0440105 --> Sunday, 04 - 12

0440106 --> Sunday, 04 - 04

0440107 --> Sunday, 04 - 24

0440108 --> Sunday, 04 - 08

0440109 --> Sunday, 03 - 31

0440110 --> Sunday, 04 - 20

0440111 --> Sunday, 04 - 05

0440112 --> Sunday, 03 - 27

0440113 --> Sunday, 04 - 16

