Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0120000 through 0129999



0120000 --> Sunday, 04 - 02

0120001 --> Sunday, 04 - 22

0120002 --> Sunday, 04 - 07

0120003 --> Sunday, 03 - 30

0120004 --> Sunday, 04 - 18

0120005 --> Sunday, 04 - 03

0120006 --> Sunday, 04 - 23

0120007 --> Sunday, 04 - 15

0120008 --> Sunday, 03 - 30

0120009 --> Sunday, 04 - 19

0120010 --> Sunday, 04 - 11

0120011 --> Sunday, 03 - 27

0120012 --> Sunday, 04 - 15

0120013 --> Sunday, 04 - 07

0120014 --> Sunday, 03 - 23

0120015 --> Sunday, 04 - 12

0120016 --> Sunday, 04 - 03

0120017 --> Sunday, 04 - 23

0120018 --> Sunday, 04 - 08

0120019 --> Sunday, 03 - 31

0120020 --> Sunday, 04 - 19

0120021 --> Sunday, 04 - 11

0120022 --> Sunday, 03 - 27

0120023 --> Sunday, 04 - 16

0120024 --> Sunday, 04 - 07

0120025 --> Sunday, 04 - 20

0120026 --> Sunday, 04 - 12

0120027 --> Sunday, 04 - 04

0120028 --> Sunday, 04 - 23

0120029 --> Sunday, 04 - 08

0120030 --> Sunday, 03 - 31

0120031 --> Sunday, 04 - 20

0120032 --> Sunday, 04 - 04

0120033 --> Sunday, 03 - 27

0120034 --> Sunday, 04 - 16

0120035 --> Sunday, 04 - 01

0120036 --> Sunday, 04 - 20

0120037 --> Sunday, 04 - 12

0120038 --> Sunday, 03 - 28

0120039 --> Sunday, 04 - 17

0120040 --> Sunday, 04 - 08

0120041 --> Sunday, 03 - 31

0120042 --> Sunday, 04 - 13

0120043 --> Sunday, 04 - 05

0120044 --> Sunday, 04 - 24

0120045 --> Sunday, 04 - 09

0120046 --> Sunday, 04 - 01

0120047 --> Sunday, 04 - 21

0120048 --> Sunday, 04 - 12

0120049 --> Sunday, 03 - 28

0120050 --> Sunday, 04 - 17

0120051 --> Sunday, 04 - 09

0120052 --> Sunday, 03 - 24

0120053 --> Sunday, 04 - 13

0120054 --> Sunday, 04 - 05

0120055 --> Sunday, 04 - 18

0120056 --> Sunday, 04 - 09

0120057 --> Sunday, 04 - 01

0120058 --> Sunday, 04 - 21

0120059 --> Sunday, 04 - 06

0120060 --> Sunday, 03 - 28

0120061 --> Sunday, 04 - 17

0120062 --> Sunday, 04 - 02

0120063 --> Sunday, 04 - 22

0120064 --> Sunday, 04 - 13

0120065 --> Sunday, 03 - 29

0120066 --> Sunday, 04 - 18

0120067 --> Sunday, 04 - 10

0120068 --> Sunday, 04 - 01

0120069 --> Sunday, 04 - 14

0120070 --> Sunday, 04 - 06

0120071 --> Sunday, 03 - 29

0120072 --> Sunday, 04 - 17

0120073 --> Sunday, 04 - 02

0120074 --> Sunday, 04 - 22

0120075 --> Sunday, 04 - 14

0120076 --> Sunday, 03 - 29

0120077 --> Sunday, 04 - 18

0120078 --> Sunday, 04 - 10

0120079 --> Sunday, 03 - 26

0120080 --> Sunday, 04 - 14

0120081 --> Sunday, 04 - 06

0120082 --> Sunday, 04 - 19

0120083 --> Sunday, 04 - 11

0120084 --> Sunday, 04 - 02

0120085 --> Sunday, 04 - 22

0120086 --> Sunday, 04 - 07

0120087 --> Sunday, 03 - 30

0120088 --> Sunday, 04 - 18

0120089 --> Sunday, 04 - 03

0120090 --> Sunday, 03 - 26

0120091 --> Sunday, 04 - 15

0120092 --> Sunday, 04 - 06

0120093 --> Sunday, 04 - 19

0120094 --> Sunday, 04 - 11

0120095 --> Sunday, 04 - 03

0120096 --> Sunday, 04 - 22

0120097 --> Sunday, 04 - 07

0120098 --> Sunday, 03 - 30

0120099 --> Sunday, 04 - 12

0120100 --> Sunday, 04 - 04

0120101 --> Sunday, 03 - 27

0120102 --> Sunday, 04 - 16

0120103 --> Sunday, 04 - 01

0120104 --> Sunday, 04 - 20

0120105 --> Sunday, 04 - 12

0120106 --> Sunday, 03 - 28

0120107 --> Sunday, 04 - 17

0120108 --> Sunday, 04 - 08

0120109 --> Sunday, 03 - 24

0120110 --> Sunday, 04 - 13

0120111 --> Sunday, 04 - 05

0120112 --> Sunday, 04 - 24

0120113 --> Sunday, 04 - 09

