Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2040000 through 2049999



2040000 --> Sunday, 04 - 23

2040001 --> Sunday, 04 - 15

2040002 --> Sunday, 03 - 31

2040003 --> Sunday, 04 - 20

2040004 --> Sunday, 04 - 11

2040005 --> Sunday, 03 - 27

2040006 --> Sunday, 04 - 16

2040007 --> Sunday, 04 - 08

2040008 --> Sunday, 03 - 23

2040009 --> Sunday, 04 - 12

2040010 --> Sunday, 04 - 04

2040011 --> Sunday, 04 - 24

2040012 --> Sunday, 04 - 08

2040013 --> Sunday, 03 - 31

2040014 --> Sunday, 04 - 20

2040015 --> Sunday, 04 - 05

2040016 --> Sunday, 03 - 27

2040017 --> Sunday, 04 - 16

2040018 --> Sunday, 04 - 01

2040019 --> Sunday, 04 - 21

2040020 --> Sunday, 04 - 12

2040021 --> Sunday, 04 - 04

2040022 --> Sunday, 04 - 17

2040023 --> Sunday, 04 - 09

2040024 --> Sunday, 03 - 31

2040025 --> Sunday, 04 - 20

2040026 --> Sunday, 04 - 05

2040027 --> Sunday, 03 - 28

2040028 --> Sunday, 04 - 16

2040029 --> Sunday, 04 - 01

2040030 --> Sunday, 04 - 21

2040031 --> Sunday, 04 - 13

2040032 --> Sunday, 03 - 28

2040033 --> Sunday, 04 - 17

2040034 --> Sunday, 04 - 09

2040035 --> Sunday, 03 - 25

2040036 --> Sunday, 04 - 13

2040037 --> Sunday, 04 - 05

2040038 --> Sunday, 04 - 25

2040039 --> Sunday, 04 - 10

2040040 --> Sunday, 04 - 01

2040041 --> Sunday, 04 - 21

2040042 --> Sunday, 04 - 06

2040043 --> Sunday, 03 - 29

2040044 --> Sunday, 04 - 17

2040045 --> Sunday, 04 - 09

2040046 --> Sunday, 03 - 25

2040047 --> Sunday, 04 - 14

2040048 --> Sunday, 04 - 05

2040049 --> Sunday, 04 - 18

2040050 --> Sunday, 04 - 10

2040051 --> Sunday, 04 - 02

2040052 --> Sunday, 04 - 21

2040053 --> Sunday, 04 - 06

2040054 --> Sunday, 03 - 29

2040055 --> Sunday, 04 - 18

2040056 --> Sunday, 04 - 02

2040057 --> Sunday, 04 - 22

2040058 --> Sunday, 04 - 14

2040059 --> Sunday, 03 - 30

2040060 --> Sunday, 04 - 18

2040061 --> Sunday, 04 - 10

2040062 --> Sunday, 03 - 26

2040063 --> Sunday, 04 - 15

2040064 --> Sunday, 04 - 06

2040065 --> Sunday, 03 - 29

2040066 --> Sunday, 04 - 11

2040067 --> Sunday, 04 - 03

2040068 --> Sunday, 04 - 22

2040069 --> Sunday, 04 - 07

2040070 --> Sunday, 03 - 30

2040071 --> Sunday, 04 - 19

2040072 --> Sunday, 04 - 10

2040073 --> Sunday, 03 - 26

2040074 --> Sunday, 04 - 15

2040075 --> Sunday, 04 - 07

2040076 --> Sunday, 04 - 19

2040077 --> Sunday, 04 - 11

2040078 --> Sunday, 04 - 03

2040079 --> Sunday, 04 - 23

2040080 --> Sunday, 04 - 07

2040081 --> Sunday, 03 - 30

2040082 --> Sunday, 04 - 19

2040083 --> Sunday, 04 - 04

2040084 --> Sunday, 03 - 26

2040085 --> Sunday, 04 - 15

2040086 --> Sunday, 03 - 31

2040087 --> Sunday, 04 - 20

2040088 --> Sunday, 04 - 11

2040089 --> Sunday, 03 - 27

2040090 --> Sunday, 04 - 16

2040091 --> Sunday, 04 - 08

2040092 --> Sunday, 03 - 30

2040093 --> Sunday, 04 - 12

2040094 --> Sunday, 04 - 04

2040095 --> Sunday, 04 - 24

2040096 --> Sunday, 04 - 15

2040097 --> Sunday, 03 - 31

2040098 --> Sunday, 04 - 20

2040099 --> Sunday, 04 - 12

2040100 --> Sunday, 03 - 28

2040101 --> Sunday, 04 - 17

2040102 --> Sunday, 04 - 09

2040103 --> Sunday, 03 - 25

2040104 --> Sunday, 04 - 13

2040105 --> Sunday, 04 - 05

2040106 --> Sunday, 04 - 25

2040107 --> Sunday, 04 - 10

2040108 --> Sunday, 04 - 01

2040109 --> Sunday, 04 - 21

2040110 --> Sunday, 04 - 06

2040111 --> Sunday, 03 - 29

2040112 --> Sunday, 04 - 17

2040113 --> Sunday, 04 - 02

2040114 --> Sunday, 03 - 25

2040115 --> Sunday, 04 - 14

2040116 --> Sunday, 04 - 05

2040117 --> Sunday, 04 - 18

2040118 --> Sunday, 04 - 10

2040119 --> Sunday, 04 - 02

2040120 --> Sunday, 04 - 21

2040121 --> Sunday, 04 - 06

2040122 --> Sunday, 03 - 29

2040123 --> Sunday, 04 - 18

2040124 --> Sunday, 04 - 02

2040125 --> Sunday, 04 - 22

2040126 --> Sunday, 04 - 14

2040127 --> Sunday, 03 - 30

2040128 --> Sunday, 04 - 18

2040129 --> Sunday, 04 - 10

2040130 --> Sunday, 03 - 26

2040131 --> Sunday, 04 - 15

2040132 --> Sunday, 04 - 06

2040133 --> Sunday, 03 - 22

2040134 --> Sunday, 04 - 11

2040135 --> Sunday, 04 - 03

2040136 --> Sunday, 04 - 22

2040137 --> Sunday, 04 - 07

2040138 --> Sunday, 03 - 30

2040139 --> Sunday, 04 - 19

2040140 --> Sunday, 04 - 10

2040141 --> Sunday, 03 - 26

2040142 --> Sunday, 04 - 15

2040143 --> Sunday, 04 - 07

2040144 --> Sunday, 04 - 19

2040145 --> Sunday, 04 - 11

2040146 --> Sunday, 04 - 03

2040147 --> Sunday, 04 - 16

2040148 --> Sunday, 04 - 07

2040149 --> Sunday, 03 - 30

2040150 --> Sunday, 04 - 19

2040151 --> Sunday, 04 - 04

2040152 --> Sunday, 03 - 26

2040153 --> Sunday, 04 - 15

2040154 --> Sunday, 03 - 31

2040155 --> Sunday, 04 - 20

2040156 --> Sunday, 04 - 11

2040157 --> Sunday, 03 - 27

2040158 --> Sunday, 04 - 16

2040159 --> Sunday, 04 - 08

2040160 --> Sunday, 03 - 30

2040161 --> Sunday, 04 - 12

