Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4290000 through 4299999



4290000 --> Sunday, 03 - 26

4290001 --> Sunday, 04 - 15

4290002 --> Sunday, 04 - 07

4290003 --> Sunday, 03 - 23

4290004 --> Sunday, 04 - 11

4290005 --> Sunday, 04 - 03

4290006 --> Sunday, 04 - 23

4290007 --> Sunday, 04 - 08

4290008 --> Sunday, 03 - 30

4290009 --> Sunday, 04 - 19

4290010 --> Sunday, 04 - 04

4290011 --> Sunday, 03 - 27

4290012 --> Sunday, 04 - 15

4290013 --> Sunday, 03 - 31

4290014 --> Sunday, 04 - 20

4290015 --> Sunday, 04 - 12

4290016 --> Sunday, 04 - 03

4290017 --> Sunday, 04 - 16

4290018 --> Sunday, 04 - 08

4290019 --> Sunday, 03 - 31

4290020 --> Sunday, 04 - 19

4290021 --> Sunday, 04 - 04

4290022 --> Sunday, 03 - 27

4290023 --> Sunday, 04 - 16

4290024 --> Sunday, 03 - 31

4290025 --> Sunday, 04 - 20

4290026 --> Sunday, 04 - 12

4290027 --> Sunday, 03 - 28

4290028 --> Sunday, 04 - 16

4290029 --> Sunday, 04 - 08

4290030 --> Sunday, 03 - 24

4290031 --> Sunday, 04 - 13

4290032 --> Sunday, 04 - 04

4290033 --> Sunday, 04 - 24

4290034 --> Sunday, 04 - 09

4290035 --> Sunday, 04 - 01

4290036 --> Sunday, 04 - 20

4290037 --> Sunday, 04 - 05

4290038 --> Sunday, 03 - 28

4290039 --> Sunday, 04 - 17

4290040 --> Sunday, 04 - 08

4290041 --> Sunday, 03 - 24

4290042 --> Sunday, 04 - 13

4290043 --> Sunday, 04 - 05

4290044 --> Sunday, 04 - 24

4290045 --> Sunday, 04 - 09

4290046 --> Sunday, 04 - 01

4290047 --> Sunday, 04 - 21

4290048 --> Sunday, 04 - 05

4290049 --> Sunday, 03 - 28

4290050 --> Sunday, 04 - 17

4290051 --> Sunday, 04 - 02

4290052 --> Sunday, 04 - 21

4290053 --> Sunday, 04 - 13

4290054 --> Sunday, 03 - 29

4290055 --> Sunday, 04 - 18

4290056 --> Sunday, 04 - 09

4290057 --> Sunday, 03 - 25

4290058 --> Sunday, 04 - 14

4290059 --> Sunday, 04 - 06

4290060 --> Sunday, 03 - 28

4290061 --> Sunday, 04 - 10

4290062 --> Sunday, 04 - 02

4290063 --> Sunday, 04 - 22

4290064 --> Sunday, 04 - 13

4290065 --> Sunday, 03 - 29

4290066 --> Sunday, 04 - 18

4290067 --> Sunday, 04 - 03

4290068 --> Sunday, 03 - 25

4290069 --> Sunday, 04 - 14

4290070 --> Sunday, 04 - 06

4290071 --> Sunday, 04 - 19

4290072 --> Sunday, 04 - 10

4290073 --> Sunday, 04 - 02

4290074 --> Sunday, 04 - 22

4290075 --> Sunday, 04 - 07

4290076 --> Sunday, 03 - 29

4290077 --> Sunday, 04 - 18

4290078 --> Sunday, 04 - 03

4290079 --> Sunday, 03 - 26

4290080 --> Sunday, 04 - 14

4290081 --> Sunday, 03 - 30

4290082 --> Sunday, 04 - 19

4290083 --> Sunday, 04 - 11

4290084 --> Sunday, 04 - 02

4290085 --> Sunday, 04 - 15

4290086 --> Sunday, 04 - 07

4290087 --> Sunday, 03 - 23

4290088 --> Sunday, 04 - 11

4290089 --> Sunday, 04 - 03

4290090 --> Sunday, 04 - 23

4290091 --> Sunday, 04 - 08

4290092 --> Sunday, 03 - 30

4290093 --> Sunday, 04 - 19

4290094 --> Sunday, 04 - 11

4290095 --> Sunday, 03 - 27

4290096 --> Sunday, 04 - 15

4290097 --> Sunday, 04 - 07

4290098 --> Sunday, 03 - 23

4290099 --> Sunday, 04 - 12

4290100 --> Sunday, 04 - 04

4290101 --> Sunday, 04 - 24

4290102 --> Sunday, 04 - 09

4290103 --> Sunday, 04 - 01

4290104 --> Sunday, 04 - 20

4290105 --> Sunday, 04 - 05

4290106 --> Sunday, 03 - 28

4290107 --> Sunday, 04 - 17

4290108 --> Sunday, 04 - 01

4290109 --> Sunday, 04 - 21

4290110 --> Sunday, 04 - 13

4290111 --> Sunday, 03 - 29

4290112 --> Sunday, 04 - 17

4290113 --> Sunday, 04 - 09

4290114 --> Sunday, 04 - 01

4290115 --> Sunday, 04 - 14

4290116 --> Sunday, 04 - 05

4290117 --> Sunday, 03 - 28

4290118 --> Sunday, 04 - 17

4290119 --> Sunday, 04 - 02

4290120 --> Sunday, 04 - 21

4290121 --> Sunday, 04 - 13

4290122 --> Sunday, 03 - 29

4290123 --> Sunday, 04 - 18

4290124 --> Sunday, 04 - 09

4290125 --> Sunday, 03 - 25

4290126 --> Sunday, 04 - 14

4290127 --> Sunday, 04 - 06

4290128 --> Sunday, 04 - 25

4290129 --> Sunday, 04 - 10

4290130 --> Sunday, 04 - 02

4290131 --> Sunday, 04 - 22

4290132 --> Sunday, 04 - 06

4290133 --> Sunday, 03 - 29

4290134 --> Sunday, 04 - 18

4290135 --> Sunday, 04 - 03

4290136 --> Sunday, 03 - 25

4290137 --> Sunday, 04 - 14

4290138 --> Sunday, 04 - 06

4290139 --> Sunday, 04 - 19

4290140 --> Sunday, 04 - 10

4290141 --> Sunday, 04 - 02

4290142 --> Sunday, 04 - 22

4290143 --> Sunday, 04 - 07

4290144 --> Sunday, 03 - 29

4290145 --> Sunday, 04 - 18

4290146 --> Sunday, 04 - 03

4290147 --> Sunday, 04 - 23

4290148 --> Sunday, 04 - 14

4290149 --> Sunday, 03 - 30

4290150 --> Sunday, 04 - 19

4290151 --> Sunday, 04 - 11

4290152 --> Sunday, 03 - 26

4290153 --> Sunday, 04 - 15

4290154 --> Sunday, 04 - 07

4290155 --> Sunday, 03 - 23

4290156 --> Sunday, 04 - 11

4290157 --> Sunday, 04 - 03

4290158 --> Sunday, 04 - 23

4290159 --> Sunday, 04 - 08

4290160 --> Sunday, 03 - 30

4290161 --> Sunday, 04 - 19

4290162 --> Sunday, 04 - 04

4290163 --> Sunday, 03 - 27

4290164 --> Sunday, 04 - 15

4290165 --> Sunday, 04 - 07

4290166 --> Sunday, 04 - 20

4290167 --> Sunday, 04 - 12

4290168 --> Sunday, 04 - 03

4290169 --> Sunday, 04 - 23

4290170 --> Sunday, 04 - 08

4290171 --> Sunday, 03 - 31

4290172 --> Sunday, 04 - 19

4290173 --> Sunday, 04 - 04

4290174 --> Sunday, 03 - 27

4290175 --> Sunday, 04 - 16

4290176 --> Sunday, 03 - 31

4290177 --> Sunday, 04 - 20

4290178 --> Sunday, 04 - 12

4290179 --> Sunday, 03 - 28

4290180 --> Sunday, 04 - 16

4290181 --> Sunday, 04 - 08

4290182 --> Sunday, 03 - 24

4290183 --> Sunday, 04 - 13

4290184 --> Sunday, 04 - 04

4290185 --> Sunday, 04 - 24

4290186 --> Sunday, 04 - 09

4290187 --> Sunday, 04 - 01

4290188 --> Sunday, 04 - 20

4290189 --> Sunday, 04 - 12

4290190 --> Sunday, 03 - 28

4290191 --> Sunday, 04 - 17

4290192 --> Sunday, 04 - 08

4290193 --> Sunday, 03 - 24

4290194 --> Sunday, 04 - 13

4290195 --> Sunday, 04 - 05

4290196 --> Sunday, 04 - 24

4290197 --> Sunday, 04 - 09

4290198 --> Sunday, 04 - 01

4290199 --> Sunday, 04 - 21

4290200 --> Sunday, 04 - 06

4290201 --> Sunday, 03 - 29

4290202 --> Sunday, 04 - 18

4290203 --> Sunday, 04 - 03

4290204 --> Sunday, 04 - 22

4290205 --> Sunday, 04 - 14

4290206 --> Sunday, 03 - 30

4290207 --> Sunday, 04 - 19

4290208 --> Sunday, 04 - 10

4290209 --> Sunday, 03 - 26

4290210 --> Sunday, 04 - 15

4290211 --> Sunday, 04 - 07

4290212 --> Sunday, 03 - 29

4290213 --> Sunday, 04 - 11

4290214 --> Sunday, 04 - 03

4290215 --> Sunday, 04 - 23

4290216 --> Sunday, 04 - 14

4290217 --> Sunday, 03 - 30

4290218 --> Sunday, 04 - 19

4290219 --> Sunday, 04 - 04

4290220 --> Sunday, 03 - 26

4290221 --> Sunday, 04 - 15

4290222 --> Sunday, 04 - 07

4290223 --> Sunday, 04 - 20

4290224 --> Sunday, 04 - 11

4290225 --> Sunday, 04 - 03

4290226 --> Sunday, 04 - 23

4290227 --> Sunday, 04 - 08

4290228 --> Sunday, 03 - 30

4290229 --> Sunday, 04 - 19

4290230 --> Sunday, 04 - 04

4290231 --> Sunday, 03 - 27

4290232 --> Sunday, 04 - 15

4290233 --> Sunday, 03 - 31

4290234 --> Sunday, 04 - 20

4290235 --> Sunday, 04 - 12

4290236 --> Sunday, 04 - 03

4290237 --> Sunday, 04 - 16

4290238 --> Sunday, 04 - 08

4290239 --> Sunday, 03 - 24

4290240 --> Sunday, 04 - 12

4290241 --> Sunday, 04 - 04

4290242 --> Sunday, 04 - 24

4290243 --> Sunday, 04 - 09

4290244 --> Sunday, 03 - 31

4290245 --> Sunday, 04 - 20

4290246 --> Sunday, 04 - 12

4290247 --> Sunday, 03 - 28

4290248 --> Sunday, 04 - 16

4290249 --> Sunday, 04 - 08

4290250 --> Sunday, 03 - 24

4290251 --> Sunday, 04 - 13

4290252 --> Sunday, 04 - 04

4290253 --> Sunday, 04 - 24

4290254 --> Sunday, 04 - 09

4290255 --> Sunday, 04 - 01

4290256 --> Sunday, 04 - 20

4290257 --> Sunday, 04 - 05

4290258 --> Sunday, 03 - 28

4290259 --> Sunday, 04 - 17

4290260 --> Sunday, 04 - 01

4290261 --> Sunday, 04 - 21

4290262 --> Sunday, 04 - 13

4290263 --> Sunday, 03 - 29

4290264 --> Sunday, 04 - 17

4290265 --> Sunday, 04 - 09

4290266 --> Sunday, 04 - 01

4290267 --> Sunday, 04 - 14

4290268 --> Sunday, 04 - 05

4290269 --> Sunday, 03 - 28

4290270 --> Sunday, 04 - 17

4290271 --> Sunday, 04 - 02

4290272 --> Sunday, 04 - 21

4290273 --> Sunday, 04 - 13

4290274 --> Sunday, 03 - 29

4290275 --> Sunday, 04 - 18

4290276 --> Sunday, 04 - 09

4290277 --> Sunday, 03 - 25

4290278 --> Sunday, 04 - 14

4290279 --> Sunday, 04 - 06

4290280 --> Sunday, 04 - 25

4290281 --> Sunday, 04 - 10

4290282 --> Sunday, 04 - 02

4290283 --> Sunday, 04 - 22

4290284 --> Sunday, 04 - 06

4290285 --> Sunday, 03 - 29

4290286 --> Sunday, 04 - 18

4290287 --> Sunday, 04 - 03

4290288 --> Sunday, 03 - 25

4290289 --> Sunday, 04 - 14

4290290 --> Sunday, 04 - 06

4290291 --> Sunday, 04 - 19

4290292 --> Sunday, 04 - 10

4290293 --> Sunday, 04 - 02

4290294 --> Sunday, 04 - 22

4290295 --> Sunday, 04 - 07

4290296 --> Sunday, 03 - 29

4290297 --> Sunday, 04 - 18

4290298 --> Sunday, 04 - 03

4290299 --> Sunday, 04 - 23

4290300 --> Sunday, 04 - 15

4290301 --> Sunday, 03 - 31

4290302 --> Sunday, 04 - 20

4290303 --> Sunday, 04 - 12

4290304 --> Sunday, 03 - 27

4290305 --> Sunday, 04 - 16

4290306 --> Sunday, 04 - 08

4290307 --> Sunday, 03 - 24

4290308 --> Sunday, 04 - 12

4290309 --> Sunday, 04 - 04

4290310 --> Sunday, 04 - 24

4290311 --> Sunday, 04 - 09

4290312 --> Sunday, 03 - 31

4290313 --> Sunday, 04 - 20

4290314 --> Sunday, 04 - 05

4290315 --> Sunday, 03 - 28

4290316 --> Sunday, 04 - 16

4290317 --> Sunday, 04 - 08

4290318 --> Sunday, 03 - 24

4290319 --> Sunday, 04 - 13

4290320 --> Sunday, 04 - 04

4290321 --> Sunday, 04 - 24

4290322 --> Sunday, 04 - 09

4290323 --> Sunday, 04 - 01

4290324 --> Sunday, 04 - 20

4290325 --> Sunday, 04 - 05

4290326 --> Sunday, 03 - 28

4290327 --> Sunday, 04 - 17

4290328 --> Sunday, 04 - 01

4290329 --> Sunday, 04 - 21

4290330 --> Sunday, 04 - 13

4290331 --> Sunday, 03 - 29

4290332 --> Sunday, 04 - 17

4290333 --> Sunday, 04 - 09

4290334 --> Sunday, 03 - 25

4290335 --> Sunday, 04 - 14

4290336 --> Sunday, 04 - 05

4290337 --> Sunday, 03 - 28

4290338 --> Sunday, 04 - 10

4290339 --> Sunday, 04 - 02

4290340 --> Sunday, 04 - 21

4290341 --> Sunday, 04 - 13

4290342 --> Sunday, 03 - 29

4290343 --> Sunday, 04 - 18

4290344 --> Sunday, 04 - 09

4290345 --> Sunday, 03 - 25

4290346 --> Sunday, 04 - 14

4290347 --> Sunday, 04 - 06

4290348 --> Sunday, 04 - 25

4290349 --> Sunday, 04 - 10

4290350 --> Sunday, 04 - 02

4290351 --> Sunday, 04 - 22

4290352 --> Sunday, 04 - 06

4290353 --> Sunday, 03 - 29

4290354 --> Sunday, 04 - 18

4290355 --> Sunday, 04 - 03

4290356 --> Sunday, 03 - 25

4290357 --> Sunday, 04 - 14

4290358 --> Sunday, 03 - 30

4290359 --> Sunday, 04 - 19

4290360 --> Sunday, 04 - 10

4290361 --> Sunday, 04 - 02

4290362 --> Sunday, 04 - 15

4290363 --> Sunday, 04 - 07

4290364 --> Sunday, 03 - 29

4290365 --> Sunday, 04 - 18

4290366 --> Sunday, 04 - 03

4290367 --> Sunday, 04 - 23

4290368 --> Sunday, 04 - 14

4290369 --> Sunday, 03 - 30

4290370 --> Sunday, 04 - 19

4290371 --> Sunday, 04 - 11

4290372 --> Sunday, 03 - 26

4290373 --> Sunday, 04 - 15

4290374 --> Sunday, 04 - 07

4290375 --> Sunday, 03 - 23

4290376 --> Sunday, 04 - 11

4290377 --> Sunday, 04 - 03

4290378 --> Sunday, 04 - 23

4290379 --> Sunday, 04 - 08

4290380 --> Sunday, 03 - 30

4290381 --> Sunday, 04 - 19

4290382 --> Sunday, 04 - 04

4290383 --> Sunday, 03 - 27

4290384 --> Sunday, 04 - 15

4290385 --> Sunday, 04 - 07

4290386 --> Sunday, 04 - 20

4290387 --> Sunday, 04 - 12

4290388 --> Sunday, 04 - 03

4290389 --> Sunday, 04 - 23

4290390 --> Sunday, 04 - 08

4290391 --> Sunday, 03 - 31

4290392 --> Sunday, 04 - 19

4290393 --> Sunday, 04 - 04

4290394 --> Sunday, 03 - 27

4290395 --> Sunday, 04 - 16

4290396 --> Sunday, 03 - 31

4290397 --> Sunday, 04 - 20

4290398 --> Sunday, 04 - 12

4290399 --> Sunday, 03 - 28

4290400 --> Sunday, 04 - 16

4290401 --> Sunday, 04 - 08

4290402 --> Sunday, 03 - 24

4290403 --> Sunday, 04 - 13

4290404 --> Sunday, 04 - 04

4290405 --> Sunday, 04 - 24

4290406 --> Sunday, 04 - 09

4290407 --> Sunday, 04 - 01

4290408 --> Sunday, 04 - 20

4290409 --> Sunday, 04 - 05

4290410 --> Sunday, 03 - 28

4290411 --> Sunday, 04 - 17

4290412 --> Sunday, 04 - 08

4290413 --> Sunday, 03 - 24

4290414 --> Sunday, 04 - 13

4290415 --> Sunday, 04 - 05

4290416 --> Sunday, 04 - 24

4290417 --> Sunday, 04 - 09

4290418 --> Sunday, 04 - 01

4290419 --> Sunday, 04 - 21

4290420 --> Sunday, 04 - 05

4290421 --> Sunday, 03 - 28

4290422 --> Sunday, 04 - 17

4290423 --> Sunday, 04 - 02

4290424 --> Sunday, 04 - 21

4290425 --> Sunday, 04 - 13

4290426 --> Sunday, 03 - 29

4290427 --> Sunday, 04 - 18

4290428 --> Sunday, 04 - 09

4290429 --> Sunday, 03 - 25

4290430 --> Sunday, 04 - 14

4290431 --> Sunday, 04 - 06

4290432 --> Sunday, 03 - 28

4290433 --> Sunday, 04 - 10

4290434 --> Sunday, 04 - 02

4290435 --> Sunday, 04 - 22

4290436 --> Sunday, 04 - 13

4290437 --> Sunday, 03 - 29

4290438 --> Sunday, 04 - 18

4290439 --> Sunday, 04 - 10

4290440 --> Sunday, 03 - 25

4290441 --> Sunday, 04 - 14

4290442 --> Sunday, 04 - 06

4290443 --> Sunday, 04 - 19

4290444 --> Sunday, 04 - 10

4290445 --> Sunday, 04 - 02

4290446 --> Sunday, 04 - 22

4290447 --> Sunday, 04 - 07

4290448 --> Sunday, 03 - 29

4290449 --> Sunday, 04 - 18

4290450 --> Sunday, 04 - 03

4290451 --> Sunday, 03 - 26

4290452 --> Sunday, 04 - 14

4290453 --> Sunday, 03 - 30

4290454 --> Sunday, 04 - 19

4290455 --> Sunday, 04 - 11

4290456 --> Sunday, 04 - 02

4290457 --> Sunday, 04 - 15

4290458 --> Sunday, 04 - 07

4290459 --> Sunday, 03 - 30

4290460 --> Sunday, 04 - 18

4290461 --> Sunday, 04 - 03

4290462 --> Sunday, 04 - 23

4290463 --> Sunday, 04 - 15

4290464 --> Sunday, 03 - 30

4290465 --> Sunday, 04 - 19

4290466 --> Sunday, 04 - 11

