Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3260000 through 3269999



3260000 --> Sunday, 04 - 02

3260001 --> Sunday, 04 - 15

3260002 --> Sunday, 04 - 07

3260003 --> Sunday, 03 - 23

3260004 --> Sunday, 04 - 11

3260005 --> Sunday, 04 - 03

3260006 --> Sunday, 04 - 23

3260007 --> Sunday, 04 - 08

3260008 --> Sunday, 03 - 30

3260009 --> Sunday, 04 - 19

3260010 --> Sunday, 04 - 11

3260011 --> Sunday, 03 - 27

3260012 --> Sunday, 04 - 15

3260013 --> Sunday, 04 - 07

3260014 --> Sunday, 03 - 23

3260015 --> Sunday, 04 - 12

3260016 --> Sunday, 04 - 03

3260017 --> Sunday, 04 - 23

3260018 --> Sunday, 04 - 08

3260019 --> Sunday, 03 - 31

3260020 --> Sunday, 04 - 19

3260021 --> Sunday, 04 - 04

3260022 --> Sunday, 03 - 27

3260023 --> Sunday, 04 - 16

3260024 --> Sunday, 03 - 31

3260025 --> Sunday, 04 - 20

3260026 --> Sunday, 04 - 12

3260027 --> Sunday, 03 - 28

3260028 --> Sunday, 04 - 16

3260029 --> Sunday, 04 - 08

3260030 --> Sunday, 03 - 31

3260031 --> Sunday, 04 - 13

3260032 --> Sunday, 04 - 04

3260033 --> Sunday, 03 - 27

3260034 --> Sunday, 04 - 16

3260035 --> Sunday, 04 - 01

3260036 --> Sunday, 04 - 20

3260037 --> Sunday, 04 - 12

3260038 --> Sunday, 03 - 28

3260039 --> Sunday, 04 - 17

3260040 --> Sunday, 04 - 08

3260041 --> Sunday, 03 - 24

3260042 --> Sunday, 04 - 13

3260043 --> Sunday, 04 - 05

3260044 --> Sunday, 04 - 24

3260045 --> Sunday, 04 - 09

3260046 --> Sunday, 04 - 01

3260047 --> Sunday, 04 - 21

3260048 --> Sunday, 04 - 05

3260049 --> Sunday, 03 - 28

3260050 --> Sunday, 04 - 17

3260051 --> Sunday, 04 - 02

3260052 --> Sunday, 03 - 24

3260053 --> Sunday, 04 - 13

3260054 --> Sunday, 04 - 05

3260055 --> Sunday, 04 - 18

3260056 --> Sunday, 04 - 09

3260057 --> Sunday, 04 - 01

3260058 --> Sunday, 04 - 14

3260059 --> Sunday, 04 - 06

3260060 --> Sunday, 03 - 28

3260061 --> Sunday, 04 - 17

3260062 --> Sunday, 04 - 02

3260063 --> Sunday, 04 - 22

3260064 --> Sunday, 04 - 13

3260065 --> Sunday, 03 - 29

3260066 --> Sunday, 04 - 18

3260067 --> Sunday, 04 - 10

3260068 --> Sunday, 03 - 25

3260069 --> Sunday, 04 - 14

3260070 --> Sunday, 04 - 06

3260071 --> Sunday, 03 - 22

3260072 --> Sunday, 04 - 10

3260073 --> Sunday, 04 - 02

3260074 --> Sunday, 04 - 22

3260075 --> Sunday, 04 - 07

3260076 --> Sunday, 03 - 29

3260077 --> Sunday, 04 - 18

3260078 --> Sunday, 04 - 03

3260079 --> Sunday, 03 - 26

3260080 --> Sunday, 04 - 14

3260081 --> Sunday, 04 - 06

3260082 --> Sunday, 04 - 19

3260083 --> Sunday, 04 - 11

3260084 --> Sunday, 04 - 02

3260085 --> Sunday, 04 - 22

3260086 --> Sunday, 04 - 07

3260087 --> Sunday, 03 - 30

3260088 --> Sunday, 04 - 18

3260089 --> Sunday, 04 - 03

3260090 --> Sunday, 03 - 26

3260091 --> Sunday, 04 - 15

3260092 --> Sunday, 03 - 30

3260093 --> Sunday, 04 - 19

3260094 --> Sunday, 04 - 11

3260095 --> Sunday, 03 - 27

3260096 --> Sunday, 04 - 15

3260097 --> Sunday, 04 - 07

3260098 --> Sunday, 03 - 23

3260099 --> Sunday, 04 - 12

3260100 --> Sunday, 04 - 04

3260101 --> Sunday, 04 - 24

3260102 --> Sunday, 04 - 09

3260103 --> Sunday, 04 - 01

3260104 --> Sunday, 04 - 20

3260105 --> Sunday, 04 - 12

3260106 --> Sunday, 03 - 28

3260107 --> Sunday, 04 - 17

3260108 --> Sunday, 04 - 08

3260109 --> Sunday, 03 - 24

3260110 --> Sunday, 04 - 13

3260111 --> Sunday, 04 - 05

3260112 --> Sunday, 04 - 24

3260113 --> Sunday, 04 - 09

3260114 --> Sunday, 04 - 01

3260115 --> Sunday, 04 - 21

3260116 --> Sunday, 04 - 05

3260117 --> Sunday, 03 - 28

3260118 --> Sunday, 04 - 17

3260119 --> Sunday, 04 - 02

3260120 --> Sunday, 04 - 21

3260121 --> Sunday, 04 - 13

3260122 --> Sunday, 03 - 29

3260123 --> Sunday, 04 - 18

3260124 --> Sunday, 04 - 09

3260125 --> Sunday, 04 - 01

3260126 --> Sunday, 04 - 14

3260127 --> Sunday, 04 - 06

3260128 --> Sunday, 03 - 28

3260129 --> Sunday, 04 - 17

3260130 --> Sunday, 04 - 02

3260131 --> Sunday, 04 - 22

3260132 --> Sunday, 04 - 13

