Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0270000 through 0279999



0270000 --> Sunday, 04 - 09

0270001 --> Sunday, 04 - 01

0270002 --> Sunday, 04 - 21

0270003 --> Sunday, 04 - 06

0270004 --> Sunday, 03 - 28

0270005 --> Sunday, 04 - 17

0270006 --> Sunday, 04 - 02

0270007 --> Sunday, 04 - 22

0270008 --> Sunday, 04 - 13

0270009 --> Sunday, 03 - 29

0270010 --> Sunday, 04 - 18

0270011 --> Sunday, 04 - 10

0270012 --> Sunday, 03 - 25

0270013 --> Sunday, 04 - 14

0270014 --> Sunday, 04 - 06

0270015 --> Sunday, 03 - 22

0270016 --> Sunday, 04 - 10

0270017 --> Sunday, 04 - 02

0270018 --> Sunday, 04 - 22

0270019 --> Sunday, 04 - 07

0270020 --> Sunday, 03 - 29

0270021 --> Sunday, 04 - 18

0270022 --> Sunday, 04 - 10

0270023 --> Sunday, 03 - 26

0270024 --> Sunday, 04 - 14

0270025 --> Sunday, 04 - 06

0270026 --> Sunday, 04 - 19

0270027 --> Sunday, 04 - 11

0270028 --> Sunday, 04 - 02

0270029 --> Sunday, 04 - 22

0270030 --> Sunday, 04 - 07

0270031 --> Sunday, 03 - 30

0270032 --> Sunday, 04 - 18

0270033 --> Sunday, 04 - 03

0270034 --> Sunday, 03 - 26

0270035 --> Sunday, 04 - 15

0270036 --> Sunday, 03 - 30

0270037 --> Sunday, 04 - 19

0270038 --> Sunday, 04 - 11

0270039 --> Sunday, 03 - 27

0270040 --> Sunday, 04 - 15

0270041 --> Sunday, 04 - 07

0270042 --> Sunday, 03 - 30

0270043 --> Sunday, 04 - 12

0270044 --> Sunday, 04 - 03

0270045 --> Sunday, 04 - 23

0270046 --> Sunday, 04 - 15

0270047 --> Sunday, 03 - 31

0270048 --> Sunday, 04 - 19

0270049 --> Sunday, 04 - 11

0270050 --> Sunday, 03 - 27

0270051 --> Sunday, 04 - 16

0270052 --> Sunday, 04 - 07

0270053 --> Sunday, 03 - 23

0270054 --> Sunday, 04 - 12

0270055 --> Sunday, 04 - 04

0270056 --> Sunday, 04 - 23

0270057 --> Sunday, 04 - 08

0270058 --> Sunday, 03 - 31

0270059 --> Sunday, 04 - 20

0270060 --> Sunday, 04 - 04

0270061 --> Sunday, 03 - 27

0270062 --> Sunday, 04 - 16

0270063 --> Sunday, 04 - 01

0270064 --> Sunday, 04 - 20

0270065 --> Sunday, 04 - 12

0270066 --> Sunday, 03 - 28

0270067 --> Sunday, 04 - 17

0270068 --> Sunday, 04 - 08

0270069 --> Sunday, 03 - 31

0270070 --> Sunday, 04 - 13

0270071 --> Sunday, 04 - 05

0270072 --> Sunday, 03 - 27

0270073 --> Sunday, 04 - 16

0270074 --> Sunday, 04 - 01

0270075 --> Sunday, 04 - 21

0270076 --> Sunday, 04 - 12

0270077 --> Sunday, 03 - 28

0270078 --> Sunday, 04 - 17

0270079 --> Sunday, 04 - 09

0270080 --> Sunday, 03 - 24

0270081 --> Sunday, 04 - 13

0270082 --> Sunday, 04 - 05

0270083 --> Sunday, 04 - 25

0270084 --> Sunday, 04 - 09

0270085 --> Sunday, 04 - 01

0270086 --> Sunday, 04 - 21

0270087 --> Sunday, 04 - 06

0270088 --> Sunday, 03 - 28

0270089 --> Sunday, 04 - 17

0270090 --> Sunday, 04 - 02

0270091 --> Sunday, 03 - 25

0270092 --> Sunday, 04 - 13

0270093 --> Sunday, 04 - 05

0270094 --> Sunday, 04 - 18

0270095 --> Sunday, 04 - 10

0270096 --> Sunday, 04 - 01

0270097 --> Sunday, 04 - 21

0270098 --> Sunday, 04 - 06

0270099 --> Sunday, 03 - 29

0270100 --> Sunday, 04 - 18

0270101 --> Sunday, 04 - 03

0270102 --> Sunday, 03 - 26

0270103 --> Sunday, 04 - 15

0270104 --> Sunday, 03 - 30

0270105 --> Sunday, 04 - 19

