Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5090000 through 5099999



5090000 --> Sunday, 04 - 23

5090001 --> Sunday, 04 - 08

5090002 --> Sunday, 03 - 31

5090003 --> Sunday, 04 - 20

5090004 --> Sunday, 04 - 11

5090005 --> Sunday, 03 - 27

5090006 --> Sunday, 04 - 16

5090007 --> Sunday, 04 - 01

5090008 --> Sunday, 04 - 20

5090009 --> Sunday, 04 - 12

5090010 --> Sunday, 04 - 04

5090011 --> Sunday, 04 - 17

5090012 --> Sunday, 04 - 08

5090013 --> Sunday, 03 - 31

5090014 --> Sunday, 04 - 20

5090015 --> Sunday, 04 - 05

5090016 --> Sunday, 03 - 27

5090017 --> Sunday, 04 - 16

5090018 --> Sunday, 04 - 01

5090019 --> Sunday, 04 - 21

5090020 --> Sunday, 04 - 12

5090021 --> Sunday, 03 - 28

5090022 --> Sunday, 04 - 17

5090023 --> Sunday, 04 - 09

5090024 --> Sunday, 03 - 24

5090025 --> Sunday, 04 - 13

5090026 --> Sunday, 04 - 05

5090027 --> Sunday, 04 - 25

5090028 --> Sunday, 04 - 09

5090029 --> Sunday, 04 - 01

5090030 --> Sunday, 04 - 21

5090031 --> Sunday, 04 - 06

5090032 --> Sunday, 03 - 28

5090033 --> Sunday, 04 - 17

5090034 --> Sunday, 04 - 09

5090035 --> Sunday, 03 - 25

5090036 --> Sunday, 04 - 13

5090037 --> Sunday, 04 - 05

5090038 --> Sunday, 04 - 18

5090039 --> Sunday, 04 - 10

5090040 --> Sunday, 04 - 01

5090041 --> Sunday, 04 - 21

5090042 --> Sunday, 04 - 06

5090043 --> Sunday, 03 - 29

5090044 --> Sunday, 04 - 17

5090045 --> Sunday, 04 - 02

5090046 --> Sunday, 04 - 22

5090047 --> Sunday, 04 - 14

5090048 --> Sunday, 03 - 29

5090049 --> Sunday, 04 - 18

5090050 --> Sunday, 04 - 10

5090051 --> Sunday, 03 - 26

5090052 --> Sunday, 04 - 14

5090053 --> Sunday, 04 - 06

5090054 --> Sunday, 03 - 29

5090055 --> Sunday, 04 - 11

5090056 --> Sunday, 04 - 02

5090057 --> Sunday, 04 - 22

5090058 --> Sunday, 04 - 14

5090059 --> Sunday, 03 - 30

5090060 --> Sunday, 04 - 18

5090061 --> Sunday, 04 - 10

5090062 --> Sunday, 03 - 26

5090063 --> Sunday, 04 - 15

5090064 --> Sunday, 04 - 06

5090065 --> Sunday, 04 - 19

5090066 --> Sunday, 04 - 11

5090067 --> Sunday, 04 - 03

5090068 --> Sunday, 04 - 22

5090069 --> Sunday, 04 - 07

5090070 --> Sunday, 03 - 30

5090071 --> Sunday, 04 - 19

5090072 --> Sunday, 04 - 03

5090073 --> Sunday, 03 - 26

5090074 --> Sunday, 04 - 15

5090075 --> Sunday, 03 - 31

5090076 --> Sunday, 04 - 19

5090077 --> Sunday, 04 - 11

5090078 --> Sunday, 04 - 03

5090079 --> Sunday, 04 - 16

5090080 --> Sunday, 04 - 07

5090081 --> Sunday, 03 - 30

5090082 --> Sunday, 04 - 12

5090083 --> Sunday, 04 - 04

5090084 --> Sunday, 04 - 23

5090085 --> Sunday, 04 - 15

5090086 --> Sunday, 03 - 31

5090087 --> Sunday, 04 - 20

5090088 --> Sunday, 04 - 11

5090089 --> Sunday, 03 - 27

5090090 --> Sunday, 04 - 16

5090091 --> Sunday, 04 - 08

5090092 --> Sunday, 03 - 23

5090093 --> Sunday, 04 - 12

5090094 --> Sunday, 04 - 04

5090095 --> Sunday, 04 - 24

5090096 --> Sunday, 04 - 08

5090097 --> Sunday, 03 - 31

5090098 --> Sunday, 04 - 20

5090099 --> Sunday, 04 - 05

5090100 --> Sunday, 03 - 28

5090101 --> Sunday, 04 - 17

5090102 --> Sunday, 04 - 02

5090103 --> Sunday, 03 - 25

5090104 --> Sunday, 04 - 13

5090105 --> Sunday, 04 - 05

5090106 --> Sunday, 04 - 18

5090107 --> Sunday, 04 - 10

5090108 --> Sunday, 04 - 01

5090109 --> Sunday, 04 - 21

