Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2870000 through 2879999



2870000 --> Sunday, 04 - 09

2870001 --> Sunday, 03 - 25

2870002 --> Sunday, 04 - 14

2870003 --> Sunday, 04 - 06

2870004 --> Sunday, 03 - 28

2870005 --> Sunday, 04 - 10

2870006 --> Sunday, 04 - 02

2870007 --> Sunday, 04 - 22

2870008 --> Sunday, 04 - 06

2870009 --> Sunday, 03 - 29

2870010 --> Sunday, 04 - 18

2870011 --> Sunday, 04 - 03

2870012 --> Sunday, 03 - 25

2870013 --> Sunday, 04 - 14

2870014 --> Sunday, 04 - 06

2870015 --> Sunday, 04 - 19

2870016 --> Sunday, 04 - 10

2870017 --> Sunday, 04 - 02

2870018 --> Sunday, 04 - 22

2870019 --> Sunday, 04 - 07

2870020 --> Sunday, 03 - 29

2870021 --> Sunday, 04 - 18

2870022 --> Sunday, 04 - 03

2870023 --> Sunday, 03 - 26

2870024 --> Sunday, 04 - 14

2870025 --> Sunday, 03 - 30

2870026 --> Sunday, 04 - 19

2870027 --> Sunday, 04 - 11

2870028 --> Sunday, 03 - 26

2870029 --> Sunday, 04 - 15

2870030 --> Sunday, 04 - 07

2870031 --> Sunday, 03 - 23

2870032 --> Sunday, 04 - 11

2870033 --> Sunday, 04 - 03

2870034 --> Sunday, 04 - 23

2870035 --> Sunday, 04 - 08

2870036 --> Sunday, 03 - 30

2870037 --> Sunday, 04 - 19

2870038 --> Sunday, 04 - 11

2870039 --> Sunday, 03 - 27

2870040 --> Sunday, 04 - 15

2870041 --> Sunday, 04 - 07

2870042 --> Sunday, 03 - 23

2870043 --> Sunday, 04 - 12

2870044 --> Sunday, 04 - 03

2870045 --> Sunday, 04 - 23

2870046 --> Sunday, 04 - 08

2870047 --> Sunday, 03 - 31

2870048 --> Sunday, 04 - 19

2870049 --> Sunday, 04 - 04

2870050 --> Sunday, 03 - 27

2870051 --> Sunday, 04 - 16

2870052 --> Sunday, 03 - 31

2870053 --> Sunday, 04 - 20

2870054 --> Sunday, 04 - 12

2870055 --> Sunday, 03 - 28

2870056 --> Sunday, 04 - 16

2870057 --> Sunday, 04 - 08

2870058 --> Sunday, 03 - 31

2870059 --> Sunday, 04 - 13

2870060 --> Sunday, 04 - 04

2870061 --> Sunday, 03 - 27

2870062 --> Sunday, 04 - 16

2870063 --> Sunday, 04 - 01

2870064 --> Sunday, 04 - 20

2870065 --> Sunday, 04 - 12

2870066 --> Sunday, 03 - 28

2870067 --> Sunday, 04 - 17

2870068 --> Sunday, 04 - 08

2870069 --> Sunday, 03 - 24

2870070 --> Sunday, 04 - 13

2870071 --> Sunday, 04 - 05

2870072 --> Sunday, 04 - 24

2870073 --> Sunday, 04 - 09

2870074 --> Sunday, 04 - 01

2870075 --> Sunday, 04 - 21

2870076 --> Sunday, 04 - 05

2870077 --> Sunday, 03 - 28

2870078 --> Sunday, 04 - 17

2870079 --> Sunday, 04 - 02

2870080 --> Sunday, 03 - 24

2870081 --> Sunday, 04 - 13

2870082 --> Sunday, 04 - 05

2870083 --> Sunday, 04 - 18

2870084 --> Sunday, 04 - 09

2870085 --> Sunday, 04 - 01

2870086 --> Sunday, 04 - 14

2870087 --> Sunday, 04 - 06

2870088 --> Sunday, 03 - 28

2870089 --> Sunday, 04 - 17

2870090 --> Sunday, 04 - 02

2870091 --> Sunday, 04 - 22

2870092 --> Sunday, 04 - 13

2870093 --> Sunday, 03 - 29

2870094 --> Sunday, 04 - 18

2870095 --> Sunday, 04 - 10

2870096 --> Sunday, 03 - 25

2870097 --> Sunday, 04 - 14

2870098 --> Sunday, 04 - 06

2870099 --> Sunday, 03 - 22

2870100 --> Sunday, 04 - 11

2870101 --> Sunday, 04 - 03

2870102 --> Sunday, 04 - 23

2870103 --> Sunday, 04 - 08

2870104 --> Sunday, 03 - 30

2870105 --> Sunday, 04 - 19

2870106 --> Sunday, 04 - 04

2870107 --> Sunday, 03 - 27

2870108 --> Sunday, 04 - 15

2870109 --> Sunday, 04 - 07

2870110 --> Sunday, 04 - 20

2870111 --> Sunday, 04 - 12

2870112 --> Sunday, 04 - 03

2870113 --> Sunday, 04 - 23

2870114 --> Sunday, 04 - 08

