Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5080000 through 5089999



5080000 --> Sunday, 04 - 16

5080001 --> Sunday, 04 - 01

5080002 --> Sunday, 04 - 21

5080003 --> Sunday, 04 - 13

5080004 --> Sunday, 04 - 04

5080005 --> Sunday, 04 - 17

5080006 --> Sunday, 04 - 09

5080007 --> Sunday, 04 - 01

5080008 --> Sunday, 04 - 20

5080009 --> Sunday, 04 - 05

5080010 --> Sunday, 03 - 28

5080011 --> Sunday, 04 - 10

5080012 --> Sunday, 04 - 01

5080013 --> Sunday, 04 - 21

5080014 --> Sunday, 04 - 13

5080015 --> Sunday, 03 - 29

5080016 --> Sunday, 04 - 17

5080017 --> Sunday, 04 - 09

5080018 --> Sunday, 03 - 25

5080019 --> Sunday, 04 - 14

5080020 --> Sunday, 04 - 05

5080021 --> Sunday, 04 - 25

5080022 --> Sunday, 04 - 10

5080023 --> Sunday, 04 - 02

5080024 --> Sunday, 04 - 21

5080025 --> Sunday, 04 - 06

5080026 --> Sunday, 03 - 29

5080027 --> Sunday, 04 - 18

5080028 --> Sunday, 04 - 09

5080029 --> Sunday, 03 - 25

5080030 --> Sunday, 04 - 14

5080031 --> Sunday, 03 - 30

5080032 --> Sunday, 04 - 18

5080033 --> Sunday, 04 - 10

5080034 --> Sunday, 04 - 02

5080035 --> Sunday, 04 - 15

5080036 --> Sunday, 04 - 06

5080037 --> Sunday, 03 - 29

5080038 --> Sunday, 04 - 18

5080039 --> Sunday, 04 - 03

5080040 --> Sunday, 04 - 22

5080041 --> Sunday, 04 - 14

5080042 --> Sunday, 03 - 30

5080043 --> Sunday, 04 - 19

5080044 --> Sunday, 04 - 10

5080045 --> Sunday, 03 - 26

5080046 --> Sunday, 04 - 15

5080047 --> Sunday, 04 - 07

5080048 --> Sunday, 03 - 29

5080049 --> Sunday, 04 - 11

5080050 --> Sunday, 04 - 03

5080051 --> Sunday, 04 - 23

5080052 --> Sunday, 04 - 07

5080053 --> Sunday, 03 - 30

5080054 --> Sunday, 04 - 19

5080055 --> Sunday, 04 - 04

5080056 --> Sunday, 03 - 26

5080057 --> Sunday, 04 - 15

5080058 --> Sunday, 04 - 07

5080059 --> Sunday, 04 - 20

5080060 --> Sunday, 04 - 11

5080061 --> Sunday, 04 - 03

5080062 --> Sunday, 04 - 23

5080063 --> Sunday, 04 - 08

5080064 --> Sunday, 03 - 30

5080065 --> Sunday, 04 - 19

5080066 --> Sunday, 04 - 04

5080067 --> Sunday, 03 - 27

5080068 --> Sunday, 04 - 15

5080069 --> Sunday, 03 - 31

5080070 --> Sunday, 04 - 20

5080071 --> Sunday, 04 - 12

5080072 --> Sunday, 03 - 27

5080073 --> Sunday, 04 - 16

5080074 --> Sunday, 04 - 08

5080075 --> Sunday, 03 - 24

5080076 --> Sunday, 04 - 12

5080077 --> Sunday, 04 - 04

5080078 --> Sunday, 04 - 24

5080079 --> Sunday, 04 - 09

5080080 --> Sunday, 03 - 31

5080081 --> Sunday, 04 - 20

5080082 --> Sunday, 04 - 12

5080083 --> Sunday, 03 - 28

5080084 --> Sunday, 04 - 16

5080085 --> Sunday, 04 - 08

5080086 --> Sunday, 03 - 24

5080087 --> Sunday, 04 - 13

5080088 --> Sunday, 04 - 04

5080089 --> Sunday, 04 - 24

5080090 --> Sunday, 04 - 09

5080091 --> Sunday, 04 - 01

5080092 --> Sunday, 04 - 20

5080093 --> Sunday, 04 - 05

5080094 --> Sunday, 03 - 28

5080095 --> Sunday, 04 - 17

5080096 --> Sunday, 04 - 01

5080097 --> Sunday, 04 - 21

5080098 --> Sunday, 04 - 13

5080099 --> Sunday, 03 - 29

5080100 --> Sunday, 04 - 18

5080101 --> Sunday, 04 - 10

5080102 --> Sunday, 04 - 02

5080103 --> Sunday, 04 - 15

5080104 --> Sunday, 04 - 06

5080105 --> Sunday, 03 - 29

5080106 --> Sunday, 04 - 11

5080107 --> Sunday, 04 - 03

5080108 --> Sunday, 04 - 22

5080109 --> Sunday, 04 - 14

5080110 --> Sunday, 03 - 30

5080111 --> Sunday, 04 - 19

5080112 --> Sunday, 04 - 10

5080113 --> Sunday, 03 - 26

5080114 --> Sunday, 04 - 15

5080115 --> Sunday, 04 - 07

5080116 --> Sunday, 03 - 22

5080117 --> Sunday, 04 - 11

5080118 --> Sunday, 04 - 03

5080119 --> Sunday, 04 - 23

5080120 --> Sunday, 04 - 07

5080121 --> Sunday, 03 - 30

5080122 --> Sunday, 04 - 19

5080123 --> Sunday, 04 - 04

5080124 --> Sunday, 03 - 26

5080125 --> Sunday, 04 - 15

5080126 --> Sunday, 03 - 31

5080127 --> Sunday, 04 - 20

5080128 --> Sunday, 04 - 11

5080129 --> Sunday, 04 - 03

5080130 --> Sunday, 04 - 16

5080131 --> Sunday, 04 - 08

5080132 --> Sunday, 03 - 30

5080133 --> Sunday, 04 - 19

5080134 --> Sunday, 04 - 04

5080135 --> Sunday, 03 - 27

5080136 --> Sunday, 04 - 15

5080137 --> Sunday, 03 - 31

5080138 --> Sunday, 04 - 20

5080139 --> Sunday, 04 - 12

5080140 --> Sunday, 03 - 27

5080141 --> Sunday, 04 - 16

5080142 --> Sunday, 04 - 08

5080143 --> Sunday, 03 - 24

5080144 --> Sunday, 04 - 12

5080145 --> Sunday, 04 - 04

5080146 --> Sunday, 04 - 24

5080147 --> Sunday, 04 - 09

5080148 --> Sunday, 03 - 31

5080149 --> Sunday, 04 - 20

5080150 --> Sunday, 04 - 05

5080151 --> Sunday, 03 - 28

5080152 --> Sunday, 04 - 16

5080153 --> Sunday, 04 - 08

5080154 --> Sunday, 03 - 24

5080155 --> Sunday, 04 - 13

5080156 --> Sunday, 04 - 04

5080157 --> Sunday, 04 - 24

5080158 --> Sunday, 04 - 09

5080159 --> Sunday, 04 - 01

5080160 --> Sunday, 04 - 20

5080161 --> Sunday, 04 - 05

5080162 --> Sunday, 03 - 28

5080163 --> Sunday, 04 - 17

5080164 --> Sunday, 04 - 01

5080165 --> Sunday, 04 - 21

5080166 --> Sunday, 04 - 13

5080167 --> Sunday, 03 - 29

5080168 --> Sunday, 04 - 17

5080169 --> Sunday, 04 - 09

5080170 --> Sunday, 03 - 25

5080171 --> Sunday, 04 - 14

5080172 --> Sunday, 04 - 05

5080173 --> Sunday, 03 - 28

5080174 --> Sunday, 04 - 10

5080175 --> Sunday, 04 - 02

5080176 --> Sunday, 04 - 21

5080177 --> Sunday, 04 - 13

5080178 --> Sunday, 03 - 29

5080179 --> Sunday, 04 - 18

5080180 --> Sunday, 04 - 09

5080181 --> Sunday, 03 - 25

5080182 --> Sunday, 04 - 14

5080183 --> Sunday, 04 - 06

5080184 --> Sunday, 04 - 25

5080185 --> Sunday, 04 - 10

5080186 --> Sunday, 04 - 02

5080187 --> Sunday, 04 - 22

5080188 --> Sunday, 04 - 06

5080189 --> Sunday, 03 - 29

5080190 --> Sunday, 04 - 18

5080191 --> Sunday, 04 - 03

5080192 --> Sunday, 03 - 25

5080193 --> Sunday, 04 - 14

5080194 --> Sunday, 03 - 30

5080195 --> Sunday, 04 - 19

5080196 --> Sunday, 04 - 10

5080197 --> Sunday, 04 - 02

5080198 --> Sunday, 04 - 15

5080199 --> Sunday, 04 - 07

5080200 --> Sunday, 03 - 30

5080201 --> Sunday, 04 - 12

5080202 --> Sunday, 04 - 04

5080203 --> Sunday, 04 - 24

5080204 --> Sunday, 04 - 08

5080205 --> Sunday, 03 - 31

5080206 --> Sunday, 04 - 20

5080207 --> Sunday, 04 - 05

5080208 --> Sunday, 03 - 27

5080209 --> Sunday, 04 - 16

5080210 --> Sunday, 04 - 08

5080211 --> Sunday, 03 - 24

5080212 --> Sunday, 04 - 12

5080213 --> Sunday, 04 - 04

5080214 --> Sunday, 04 - 24

5080215 --> Sunday, 04 - 09

5080216 --> Sunday, 03 - 31

5080217 --> Sunday, 04 - 20

5080218 --> Sunday, 04 - 05

5080219 --> Sunday, 03 - 28

5080220 --> Sunday, 04 - 16

5080221 --> Sunday, 04 - 01

5080222 --> Sunday, 04 - 21

5080223 --> Sunday, 04 - 13

5080224 --> Sunday, 03 - 28

5080225 --> Sunday, 04 - 17

5080226 --> Sunday, 04 - 09

5080227 --> Sunday, 03 - 25

5080228 --> Sunday, 04 - 13

5080229 --> Sunday, 04 - 05

5080230 --> Sunday, 03 - 28

5080231 --> Sunday, 04 - 10

5080232 --> Sunday, 04 - 01

5080233 --> Sunday, 04 - 21

5080234 --> Sunday, 04 - 13

5080235 --> Sunday, 03 - 29

5080236 --> Sunday, 04 - 17

5080237 --> Sunday, 04 - 09

5080238 --> Sunday, 03 - 25

5080239 --> Sunday, 04 - 14

5080240 --> Sunday, 04 - 05

5080241 --> Sunday, 04 - 25

5080242 --> Sunday, 04 - 10

5080243 --> Sunday, 04 - 02

5080244 --> Sunday, 04 - 21

5080245 --> Sunday, 04 - 06

5080246 --> Sunday, 03 - 29

5080247 --> Sunday, 04 - 18

5080248 --> Sunday, 04 - 02

5080249 --> Sunday, 03 - 25

5080250 --> Sunday, 04 - 14

5080251 --> Sunday, 03 - 30

5080252 --> Sunday, 04 - 18

5080253 --> Sunday, 04 - 10

5080254 --> Sunday, 04 - 02

5080255 --> Sunday, 04 - 15

5080256 --> Sunday, 04 - 06

5080257 --> Sunday, 03 - 29

5080258 --> Sunday, 04 - 11

5080259 --> Sunday, 04 - 03

5080260 --> Sunday, 04 - 22

5080261 --> Sunday, 04 - 14

5080262 --> Sunday, 03 - 30

5080263 --> Sunday, 04 - 19

5080264 --> Sunday, 04 - 10

