Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2140000 through 2149999



2140000 --> Sunday, 04 - 02

2140001 --> Sunday, 04 - 22

2140002 --> Sunday, 04 - 07

2140003 --> Sunday, 03 - 30

2140004 --> Sunday, 04 - 18

2140005 --> Sunday, 04 - 03

2140006 --> Sunday, 03 - 26

2140007 --> Sunday, 04 - 15

2140008 --> Sunday, 03 - 30

2140009 --> Sunday, 04 - 19

2140010 --> Sunday, 04 - 11

2140011 --> Sunday, 03 - 27

2140012 --> Sunday, 04 - 15

2140013 --> Sunday, 04 - 07

2140014 --> Sunday, 03 - 23

2140015 --> Sunday, 04 - 12

2140016 --> Sunday, 04 - 03

2140017 --> Sunday, 04 - 23

2140018 --> Sunday, 04 - 08

2140019 --> Sunday, 03 - 31

2140020 --> Sunday, 04 - 19

2140021 --> Sunday, 04 - 11

2140022 --> Sunday, 03 - 27

2140023 --> Sunday, 04 - 16

2140024 --> Sunday, 04 - 07

2140025 --> Sunday, 03 - 23

2140026 --> Sunday, 04 - 12

2140027 --> Sunday, 04 - 04

2140028 --> Sunday, 04 - 23

2140029 --> Sunday, 04 - 08

2140030 --> Sunday, 03 - 31

2140031 --> Sunday, 04 - 20

2140032 --> Sunday, 04 - 04

2140033 --> Sunday, 03 - 27

2140034 --> Sunday, 04 - 16

2140035 --> Sunday, 04 - 01

2140036 --> Sunday, 04 - 20

2140037 --> Sunday, 04 - 12

2140038 --> Sunday, 03 - 28

2140039 --> Sunday, 04 - 17

2140040 --> Sunday, 04 - 08

2140041 --> Sunday, 03 - 31

2140042 --> Sunday, 04 - 13

2140043 --> Sunday, 04 - 05

2140044 --> Sunday, 03 - 27

2140045 --> Sunday, 04 - 16

2140046 --> Sunday, 04 - 01

2140047 --> Sunday, 04 - 21

2140048 --> Sunday, 04 - 12

2140049 --> Sunday, 03 - 28

2140050 --> Sunday, 04 - 17

2140051 --> Sunday, 04 - 09

2140052 --> Sunday, 03 - 24

2140053 --> Sunday, 04 - 13

2140054 --> Sunday, 04 - 05

2140055 --> Sunday, 04 - 25

2140056 --> Sunday, 04 - 09

2140057 --> Sunday, 04 - 01

2140058 --> Sunday, 04 - 21

2140059 --> Sunday, 04 - 06

2140060 --> Sunday, 03 - 28

2140061 --> Sunday, 04 - 17

2140062 --> Sunday, 04 - 02

2140063 --> Sunday, 03 - 25

2140064 --> Sunday, 04 - 13

2140065 --> Sunday, 03 - 29

2140066 --> Sunday, 04 - 18

2140067 --> Sunday, 04 - 10

2140068 --> Sunday, 04 - 01

2140069 --> Sunday, 04 - 14

2140070 --> Sunday, 04 - 06

2140071 --> Sunday, 03 - 29

2140072 --> Sunday, 04 - 17

2140073 --> Sunday, 04 - 02

2140074 --> Sunday, 04 - 22

2140075 --> Sunday, 04 - 14

2140076 --> Sunday, 03 - 29

2140077 --> Sunday, 04 - 18

2140078 --> Sunday, 04 - 10

2140079 --> Sunday, 03 - 26

2140080 --> Sunday, 04 - 14

2140081 --> Sunday, 04 - 06

2140082 --> Sunday, 03 - 22

2140083 --> Sunday, 04 - 11

2140084 --> Sunday, 04 - 02

2140085 --> Sunday, 04 - 22

2140086 --> Sunday, 04 - 07

2140087 --> Sunday, 03 - 30

2140088 --> Sunday, 04 - 18

