Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4270000 through 4279999



4270000 --> Sunday, 04 - 16

4270001 --> Sunday, 04 - 01

4270002 --> Sunday, 04 - 21

4270003 --> Sunday, 04 - 13

4270004 --> Sunday, 03 - 28

4270005 --> Sunday, 04 - 17

4270006 --> Sunday, 04 - 09

4270007 --> Sunday, 03 - 25

4270008 --> Sunday, 04 - 13

4270009 --> Sunday, 04 - 05

4270010 --> Sunday, 04 - 25

4270011 --> Sunday, 04 - 10

4270012 --> Sunday, 04 - 01

4270013 --> Sunday, 04 - 21

4270014 --> Sunday, 04 - 06

4270015 --> Sunday, 03 - 29

4270016 --> Sunday, 04 - 17

4270017 --> Sunday, 04 - 09

4270018 --> Sunday, 03 - 25

4270019 --> Sunday, 04 - 14

4270020 --> Sunday, 04 - 05

4270021 --> Sunday, 04 - 18

4270022 --> Sunday, 04 - 10

4270023 --> Sunday, 04 - 02

4270024 --> Sunday, 04 - 21

4270025 --> Sunday, 04 - 06

4270026 --> Sunday, 03 - 29

4270027 --> Sunday, 04 - 18

4270028 --> Sunday, 04 - 02

4270029 --> Sunday, 04 - 22

4270030 --> Sunday, 04 - 14

4270031 --> Sunday, 03 - 30

4270032 --> Sunday, 04 - 18

4270033 --> Sunday, 04 - 10

4270034 --> Sunday, 03 - 26

4270035 --> Sunday, 04 - 15

4270036 --> Sunday, 04 - 06

4270037 --> Sunday, 03 - 29

4270038 --> Sunday, 04 - 11

4270039 --> Sunday, 04 - 03

4270040 --> Sunday, 04 - 22

4270041 --> Sunday, 04 - 07

4270042 --> Sunday, 03 - 30

4270043 --> Sunday, 04 - 19

4270044 --> Sunday, 04 - 10

4270045 --> Sunday, 03 - 26

4270046 --> Sunday, 04 - 15

4270047 --> Sunday, 04 - 07

4270048 --> Sunday, 04 - 19

4270049 --> Sunday, 04 - 11

4270050 --> Sunday, 04 - 03

4270051 --> Sunday, 04 - 23

4270052 --> Sunday, 04 - 07

4270053 --> Sunday, 03 - 30

4270054 --> Sunday, 04 - 19

4270055 --> Sunday, 04 - 04

4270056 --> Sunday, 03 - 26

4270057 --> Sunday, 04 - 15

4270058 --> Sunday, 03 - 31

4270059 --> Sunday, 04 - 20

4270060 --> Sunday, 04 - 11

4270061 --> Sunday, 03 - 27

4270062 --> Sunday, 04 - 16

4270063 --> Sunday, 04 - 08

4270064 --> Sunday, 03 - 30

4270065 --> Sunday, 04 - 12

4270066 --> Sunday, 04 - 04

4270067 --> Sunday, 04 - 24

4270068 --> Sunday, 04 - 15

4270069 --> Sunday, 03 - 31

4270070 --> Sunday, 04 - 20

4270071 --> Sunday, 04 - 12

4270072 --> Sunday, 03 - 27

4270073 --> Sunday, 04 - 16

4270074 --> Sunday, 04 - 08

4270075 --> Sunday, 03 - 24

4270076 --> Sunday, 04 - 12

4270077 --> Sunday, 04 - 04

4270078 --> Sunday, 04 - 24

4270079 --> Sunday, 04 - 09

4270080 --> Sunday, 03 - 31

4270081 --> Sunday, 04 - 20

4270082 --> Sunday, 04 - 05

4270083 --> Sunday, 03 - 28

4270084 --> Sunday, 04 - 16

4270085 --> Sunday, 04 - 01

4270086 --> Sunday, 04 - 21

4270087 --> Sunday, 04 - 13

4270088 --> Sunday, 04 - 04

4270089 --> Sunday, 04 - 17

4270090 --> Sunday, 04 - 09

4270091 --> Sunday, 04 - 01

4270092 --> Sunday, 04 - 20

4270093 --> Sunday, 04 - 05

4270094 --> Sunday, 03 - 28

4270095 --> Sunday, 04 - 17

4270096 --> Sunday, 04 - 01

4270097 --> Sunday, 04 - 21

4270098 --> Sunday, 04 - 13

4270099 --> Sunday, 03 - 29

4270100 --> Sunday, 04 - 18

4270101 --> Sunday, 04 - 10

4270102 --> Sunday, 03 - 26

4270103 --> Sunday, 04 - 15

4270104 --> Sunday, 04 - 06

4270105 --> Sunday, 03 - 22

4270106 --> Sunday, 04 - 11

4270107 --> Sunday, 04 - 03

4270108 --> Sunday, 04 - 22

4270109 --> Sunday, 04 - 07

4270110 --> Sunday, 03 - 30

4270111 --> Sunday, 04 - 19

4270112 --> Sunday, 04 - 10

4270113 --> Sunday, 03 - 26

4270114 --> Sunday, 04 - 15

4270115 --> Sunday, 04 - 07

4270116 --> Sunday, 04 - 19

4270117 --> Sunday, 04 - 11

4270118 --> Sunday, 04 - 03

4270119 --> Sunday, 04 - 16

4270120 --> Sunday, 04 - 07

4270121 --> Sunday, 03 - 30

4270122 --> Sunday, 04 - 19

4270123 --> Sunday, 04 - 04

4270124 --> Sunday, 03 - 26

4270125 --> Sunday, 04 - 15

4270126 --> Sunday, 03 - 31

4270127 --> Sunday, 04 - 20

4270128 --> Sunday, 04 - 11

4270129 --> Sunday, 03 - 27

4270130 --> Sunday, 04 - 16

4270131 --> Sunday, 04 - 08

4270132 --> Sunday, 03 - 30

4270133 --> Sunday, 04 - 12

4270134 --> Sunday, 04 - 04

4270135 --> Sunday, 04 - 24

4270136 --> Sunday, 04 - 08

4270137 --> Sunday, 03 - 31

4270138 --> Sunday, 04 - 20

4270139 --> Sunday, 04 - 05

4270140 --> Sunday, 03 - 27

4270141 --> Sunday, 04 - 16

4270142 --> Sunday, 04 - 08

4270143 --> Sunday, 03 - 24

4270144 --> Sunday, 04 - 12

4270145 --> Sunday, 04 - 04

4270146 --> Sunday, 04 - 24

4270147 --> Sunday, 04 - 09

4270148 --> Sunday, 03 - 31

4270149 --> Sunday, 04 - 20

4270150 --> Sunday, 04 - 05

4270151 --> Sunday, 03 - 28

4270152 --> Sunday, 04 - 16

4270153 --> Sunday, 04 - 01

4270154 --> Sunday, 04 - 21

4270155 --> Sunday, 04 - 13

4270156 --> Sunday, 03 - 28

4270157 --> Sunday, 04 - 17

4270158 --> Sunday, 04 - 09

4270159 --> Sunday, 03 - 25

4270160 --> Sunday, 04 - 13

4270161 --> Sunday, 04 - 05

4270162 --> Sunday, 03 - 28

4270163 --> Sunday, 04 - 10

4270164 --> Sunday, 04 - 01

4270165 --> Sunday, 04 - 21

4270166 --> Sunday, 04 - 13

4270167 --> Sunday, 03 - 29

4270168 --> Sunday, 04 - 17

4270169 --> Sunday, 04 - 09

4270170 --> Sunday, 03 - 25

4270171 --> Sunday, 04 - 14

4270172 --> Sunday, 04 - 05

4270173 --> Sunday, 04 - 25

4270174 --> Sunday, 04 - 10

4270175 --> Sunday, 04 - 02

4270176 --> Sunday, 04 - 21

4270177 --> Sunday, 04 - 06

4270178 --> Sunday, 03 - 29

4270179 --> Sunday, 04 - 18

4270180 --> Sunday, 04 - 02

4270181 --> Sunday, 03 - 25

4270182 --> Sunday, 04 - 14

4270183 --> Sunday, 03 - 30

4270184 --> Sunday, 04 - 18

4270185 --> Sunday, 04 - 10

4270186 --> Sunday, 04 - 02

4270187 --> Sunday, 04 - 15

4270188 --> Sunday, 04 - 06

4270189 --> Sunday, 03 - 29

4270190 --> Sunday, 04 - 18

4270191 --> Sunday, 04 - 03

4270192 --> Sunday, 04 - 22

4270193 --> Sunday, 04 - 14

4270194 --> Sunday, 03 - 30

4270195 --> Sunday, 04 - 19

4270196 --> Sunday, 04 - 10

4270197 --> Sunday, 03 - 26

4270198 --> Sunday, 04 - 15

4270199 --> Sunday, 04 - 07

4270200 --> Sunday, 03 - 23

4270201 --> Sunday, 04 - 12

4270202 --> Sunday, 04 - 04

4270203 --> Sunday, 04 - 24

4270204 --> Sunday, 04 - 08

4270205 --> Sunday, 03 - 31

4270206 --> Sunday, 04 - 20

4270207 --> Sunday, 04 - 05

4270208 --> Sunday, 03 - 27

4270209 --> Sunday, 04 - 16

4270210 --> Sunday, 04 - 01

4270211 --> Sunday, 04 - 21

4270212 --> Sunday, 04 - 12

4270213 --> Sunday, 03 - 28

4270214 --> Sunday, 04 - 17

4270215 --> Sunday, 04 - 09

4270216 --> Sunday, 03 - 31

4270217 --> Sunday, 04 - 13

4270218 --> Sunday, 04 - 05

4270219 --> Sunday, 03 - 28

4270220 --> Sunday, 04 - 16

4270221 --> Sunday, 04 - 01

4270222 --> Sunday, 04 - 21

4270223 --> Sunday, 04 - 13

4270224 --> Sunday, 03 - 28

4270225 --> Sunday, 04 - 17

4270226 --> Sunday, 04 - 09

4270227 --> Sunday, 03 - 25

4270228 --> Sunday, 04 - 13

4270229 --> Sunday, 04 - 05

4270230 --> Sunday, 04 - 25

4270231 --> Sunday, 04 - 10

4270232 --> Sunday, 04 - 01

4270233 --> Sunday, 04 - 21

4270234 --> Sunday, 04 - 06

4270235 --> Sunday, 03 - 29

4270236 --> Sunday, 04 - 17

4270237 --> Sunday, 04 - 02

4270238 --> Sunday, 03 - 25

4270239 --> Sunday, 04 - 14

4270240 --> Sunday, 04 - 05

4270241 --> Sunday, 04 - 18

4270242 --> Sunday, 04 - 10

4270243 --> Sunday, 04 - 02

4270244 --> Sunday, 04 - 21

4270245 --> Sunday, 04 - 06

4270246 --> Sunday, 03 - 29

4270247 --> Sunday, 04 - 18

4270248 --> Sunday, 04 - 02

4270249 --> Sunday, 04 - 22

4270250 --> Sunday, 04 - 14

4270251 --> Sunday, 03 - 30

4270252 --> Sunday, 04 - 18

4270253 --> Sunday, 04 - 10

4270254 --> Sunday, 03 - 26

4270255 --> Sunday, 04 - 15

4270256 --> Sunday, 04 - 06

4270257 --> Sunday, 03 - 22

4270258 --> Sunday, 04 - 11

4270259 --> Sunday, 04 - 03

4270260 --> Sunday, 04 - 22

4270261 --> Sunday, 04 - 07

4270262 --> Sunday, 03 - 30

4270263 --> Sunday, 04 - 19

4270264 --> Sunday, 04 - 10

4270265 --> Sunday, 03 - 26

4270266 --> Sunday, 04 - 15

4270267 --> Sunday, 04 - 07

4270268 --> Sunday, 04 - 19

4270269 --> Sunday, 04 - 11

4270270 --> Sunday, 04 - 03

4270271 --> Sunday, 04 - 16

4270272 --> Sunday, 04 - 07

4270273 --> Sunday, 03 - 30

4270274 --> Sunday, 04 - 19

4270275 --> Sunday, 04 - 04

4270276 --> Sunday, 03 - 26

4270277 --> Sunday, 04 - 15

4270278 --> Sunday, 03 - 31

4270279 --> Sunday, 04 - 20

4270280 --> Sunday, 04 - 11

4270281 --> Sunday, 03 - 27

4270282 --> Sunday, 04 - 16

4270283 --> Sunday, 04 - 08

4270284 --> Sunday, 03 - 30

4270285 --> Sunday, 04 - 12

4270286 --> Sunday, 04 - 04

4270287 --> Sunday, 04 - 24

4270288 --> Sunday, 04 - 08

4270289 --> Sunday, 03 - 31

4270290 --> Sunday, 04 - 20

4270291 --> Sunday, 04 - 05

4270292 --> Sunday, 03 - 27

4270293 --> Sunday, 04 - 16

4270294 --> Sunday, 04 - 08

4270295 --> Sunday, 03 - 24

4270296 --> Sunday, 04 - 12

4270297 --> Sunday, 04 - 04

4270298 --> Sunday, 04 - 24

4270299 --> Sunday, 04 - 09

4270300 --> Sunday, 04 - 01

4270301 --> Sunday, 04 - 21

4270302 --> Sunday, 04 - 06

4270303 --> Sunday, 03 - 29

4270304 --> Sunday, 04 - 17

4270305 --> Sunday, 04 - 02

4270306 --> Sunday, 03 - 25

4270307 --> Sunday, 04 - 14

4270308 --> Sunday, 03 - 29

4270309 --> Sunday, 04 - 18

4270310 --> Sunday, 04 - 10

4270311 --> Sunday, 03 - 26

4270312 --> Sunday, 04 - 14

4270313 --> Sunday, 04 - 06

4270314 --> Sunday, 03 - 29

4270315 --> Sunday, 04 - 11

4270316 --> Sunday, 04 - 02

4270317 --> Sunday, 04 - 22

4270318 --> Sunday, 04 - 14

