Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2050000 through 2059999



2050000 --> Sunday, 04 - 02

2050001 --> Sunday, 04 - 22

2050002 --> Sunday, 04 - 07

2050003 --> Sunday, 03 - 30

2050004 --> Sunday, 04 - 18

2050005 --> Sunday, 04 - 03

2050006 --> Sunday, 04 - 23

2050007 --> Sunday, 04 - 15

2050008 --> Sunday, 03 - 30

2050009 --> Sunday, 04 - 19

2050010 --> Sunday, 04 - 11

2050011 --> Sunday, 03 - 27

2050012 --> Sunday, 04 - 15

2050013 --> Sunday, 04 - 07

2050014 --> Sunday, 03 - 23

2050015 --> Sunday, 04 - 12

2050016 --> Sunday, 04 - 03

2050017 --> Sunday, 04 - 23

2050018 --> Sunday, 04 - 08

2050019 --> Sunday, 03 - 31

2050020 --> Sunday, 04 - 19

2050021 --> Sunday, 04 - 11

2050022 --> Sunday, 03 - 27

2050023 --> Sunday, 04 - 16

2050024 --> Sunday, 04 - 07

2050025 --> Sunday, 04 - 20

2050026 --> Sunday, 04 - 12

2050027 --> Sunday, 04 - 04

2050028 --> Sunday, 04 - 23

2050029 --> Sunday, 04 - 08

2050030 --> Sunday, 03 - 31

2050031 --> Sunday, 04 - 20

2050032 --> Sunday, 04 - 04

2050033 --> Sunday, 03 - 27

2050034 --> Sunday, 04 - 16

2050035 --> Sunday, 04 - 01

2050036 --> Sunday, 04 - 20

2050037 --> Sunday, 04 - 12

2050038 --> Sunday, 03 - 28

2050039 --> Sunday, 04 - 17

2050040 --> Sunday, 04 - 08

2050041 --> Sunday, 03 - 31

2050042 --> Sunday, 04 - 13

2050043 --> Sunday, 04 - 05

2050044 --> Sunday, 04 - 24

2050045 --> Sunday, 04 - 09

2050046 --> Sunday, 04 - 01

2050047 --> Sunday, 04 - 21

2050048 --> Sunday, 04 - 12

2050049 --> Sunday, 03 - 28

2050050 --> Sunday, 04 - 17

2050051 --> Sunday, 04 - 09

2050052 --> Sunday, 03 - 24

2050053 --> Sunday, 04 - 13

2050054 --> Sunday, 04 - 05

2050055 --> Sunday, 04 - 18

2050056 --> Sunday, 04 - 09

2050057 --> Sunday, 04 - 01

2050058 --> Sunday, 04 - 21

2050059 --> Sunday, 04 - 06

2050060 --> Sunday, 03 - 28

2050061 --> Sunday, 04 - 17

2050062 --> Sunday, 04 - 02

2050063 --> Sunday, 04 - 22

2050064 --> Sunday, 04 - 13

2050065 --> Sunday, 03 - 29

2050066 --> Sunday, 04 - 18

2050067 --> Sunday, 04 - 10

2050068 --> Sunday, 04 - 01

2050069 --> Sunday, 04 - 14

2050070 --> Sunday, 04 - 06

2050071 --> Sunday, 03 - 29

2050072 --> Sunday, 04 - 17

2050073 --> Sunday, 04 - 02

2050074 --> Sunday, 04 - 22

2050075 --> Sunday, 04 - 14

2050076 --> Sunday, 03 - 29

2050077 --> Sunday, 04 - 18

2050078 --> Sunday, 04 - 10

2050079 --> Sunday, 03 - 26

2050080 --> Sunday, 04 - 14

2050081 --> Sunday, 04 - 06

2050082 --> Sunday, 04 - 19

2050083 --> Sunday, 04 - 11

2050084 --> Sunday, 04 - 02

2050085 --> Sunday, 04 - 22

2050086 --> Sunday, 04 - 07

2050087 --> Sunday, 03 - 30

2050088 --> Sunday, 04 - 18

2050089 --> Sunday, 04 - 03

2050090 --> Sunday, 03 - 26

2050091 --> Sunday, 04 - 15

2050092 --> Sunday, 04 - 06

2050093 --> Sunday, 04 - 19

2050094 --> Sunday, 04 - 11

2050095 --> Sunday, 04 - 03

2050096 --> Sunday, 04 - 22

2050097 --> Sunday, 04 - 07

2050098 --> Sunday, 03 - 30

2050099 --> Sunday, 04 - 19

2050100 --> Sunday, 04 - 04

2050101 --> Sunday, 03 - 27

2050102 --> Sunday, 04 - 16

2050103 --> Sunday, 04 - 01

2050104 --> Sunday, 04 - 20

2050105 --> Sunday, 04 - 12

2050106 --> Sunday, 03 - 28

2050107 --> Sunday, 04 - 17

2050108 --> Sunday, 04 - 08

2050109 --> Sunday, 03 - 24

2050110 --> Sunday, 04 - 13

2050111 --> Sunday, 04 - 05

2050112 --> Sunday, 04 - 24

2050113 --> Sunday, 04 - 09

2050114 --> Sunday, 04 - 01

2050115 --> Sunday, 04 - 21

2050116 --> Sunday, 04 - 12

2050117 --> Sunday, 03 - 28

2050118 --> Sunday, 04 - 17

2050119 --> Sunday, 04 - 02

2050120 --> Sunday, 03 - 24

2050121 --> Sunday, 04 - 13

2050122 --> Sunday, 04 - 05

2050123 --> Sunday, 04 - 18

2050124 --> Sunday, 04 - 09

2050125 --> Sunday, 04 - 01

2050126 --> Sunday, 04 - 21

2050127 --> Sunday, 04 - 06

2050128 --> Sunday, 03 - 28

2050129 --> Sunday, 04 - 17

2050130 --> Sunday, 04 - 02

2050131 --> Sunday, 04 - 22

2050132 --> Sunday, 04 - 13

2050133 --> Sunday, 03 - 29

2050134 --> Sunday, 04 - 18

2050135 --> Sunday, 04 - 10

2050136 --> Sunday, 04 - 01

2050137 --> Sunday, 04 - 14

2050138 --> Sunday, 04 - 06

2050139 --> Sunday, 03 - 22

2050140 --> Sunday, 04 - 10

2050141 --> Sunday, 04 - 02

2050142 --> Sunday, 04 - 22

2050143 --> Sunday, 04 - 07

2050144 --> Sunday, 03 - 29

2050145 --> Sunday, 04 - 18

2050146 --> Sunday, 04 - 10

2050147 --> Sunday, 03 - 26

2050148 --> Sunday, 04 - 14

2050149 --> Sunday, 04 - 06

2050150 --> Sunday, 04 - 19

2050151 --> Sunday, 04 - 11

2050152 --> Sunday, 04 - 02

2050153 --> Sunday, 04 - 22

2050154 --> Sunday, 04 - 07

2050155 --> Sunday, 03 - 30

2050156 --> Sunday, 04 - 18

2050157 --> Sunday, 04 - 03

2050158 --> Sunday, 03 - 26

2050159 --> Sunday, 04 - 15

2050160 --> Sunday, 03 - 30

2050161 --> Sunday, 04 - 19

2050162 --> Sunday, 04 - 11
