Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1080000 through 1089999



1080000 --> Sunday, 04 - 09

1080001 --> Sunday, 04 - 01

1080002 --> Sunday, 04 - 21

1080003 --> Sunday, 04 - 06

1080004 --> Sunday, 03 - 28

1080005 --> Sunday, 04 - 17

1080006 --> Sunday, 04 - 02

1080007 --> Sunday, 03 - 25

1080008 --> Sunday, 04 - 13

1080009 --> Sunday, 04 - 05

1080010 --> Sunday, 04 - 18

1080011 --> Sunday, 04 - 10

1080012 --> Sunday, 04 - 01

1080013 --> Sunday, 04 - 21

1080014 --> Sunday, 04 - 06

1080015 --> Sunday, 03 - 29

1080016 --> Sunday, 04 - 17

1080017 --> Sunday, 04 - 02

1080018 --> Sunday, 04 - 22

1080019 --> Sunday, 04 - 14

1080020 --> Sunday, 03 - 29

1080021 --> Sunday, 04 - 18

1080022 --> Sunday, 04 - 10

1080023 --> Sunday, 03 - 26

1080024 --> Sunday, 04 - 14

1080025 --> Sunday, 04 - 06

1080026 --> Sunday, 03 - 22

1080027 --> Sunday, 04 - 11

1080028 --> Sunday, 04 - 02

1080029 --> Sunday, 04 - 22

1080030 --> Sunday, 04 - 07

1080031 --> Sunday, 03 - 30

1080032 --> Sunday, 04 - 18

1080033 --> Sunday, 04 - 10

1080034 --> Sunday, 03 - 26

1080035 --> Sunday, 04 - 15

1080036 --> Sunday, 04 - 06

1080037 --> Sunday, 04 - 19

1080038 --> Sunday, 04 - 11

1080039 --> Sunday, 04 - 03

1080040 --> Sunday, 04 - 22

1080041 --> Sunday, 04 - 07

1080042 --> Sunday, 03 - 30

1080043 --> Sunday, 04 - 19

1080044 --> Sunday, 04 - 03

1080045 --> Sunday, 03 - 26

1080046 --> Sunday, 04 - 15

1080047 --> Sunday, 03 - 31

1080048 --> Sunday, 04 - 19

1080049 --> Sunday, 04 - 11

1080050 --> Sunday, 03 - 27

1080051 --> Sunday, 04 - 16

1080052 --> Sunday, 04 - 07

1080053 --> Sunday, 03 - 30

1080054 --> Sunday, 04 - 12

1080055 --> Sunday, 04 - 04

1080056 --> Sunday, 04 - 23

1080057 --> Sunday, 04 - 08

1080058 --> Sunday, 03 - 31

1080059 --> Sunday, 04 - 20

1080060 --> Sunday, 04 - 11

1080061 --> Sunday, 03 - 27

1080062 --> Sunday, 04 - 16

1080063 --> Sunday, 04 - 08

1080064 --> Sunday, 03 - 23

1080065 --> Sunday, 04 - 12

1080066 --> Sunday, 04 - 04

1080067 --> Sunday, 04 - 24

1080068 --> Sunday, 04 - 08

1080069 --> Sunday, 03 - 31

1080070 --> Sunday, 04 - 20

1080071 --> Sunday, 04 - 05

1080072 --> Sunday, 03 - 27

1080073 --> Sunday, 04 - 16

1080074 --> Sunday, 04 - 01

1080075 --> Sunday, 04 - 21

1080076 --> Sunday, 04 - 12

1080077 --> Sunday, 03 - 28

1080078 --> Sunday, 04 - 17

1080079 --> Sunday, 04 - 09

1080080 --> Sunday, 03 - 31

1080081 --> Sunday, 04 - 13

1080082 --> Sunday, 04 - 05

1080083 --> Sunday, 03 - 28

1080084 --> Sunday, 04 - 16

1080085 --> Sunday, 04 - 01

1080086 --> Sunday, 04 - 21

1080087 --> Sunday, 04 - 13

1080088 --> Sunday, 03 - 28

1080089 --> Sunday, 04 - 17

1080090 --> Sunday, 04 - 09

1080091 --> Sunday, 03 - 25

1080092 --> Sunday, 04 - 13

1080093 --> Sunday, 04 - 05

1080094 --> Sunday, 04 - 25

1080095 --> Sunday, 04 - 10

1080096 --> Sunday, 04 - 01

1080097 --> Sunday, 04 - 21

