Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1520000 through 1529999



1520000 --> Sunday, 04 - 02

1520001 --> Sunday, 03 - 25

1520002 --> Sunday, 04 - 14

1520003 --> Sunday, 03 - 30

1520004 --> Sunday, 04 - 18

1520005 --> Sunday, 04 - 10

1520006 --> Sunday, 04 - 02

1520007 --> Sunday, 04 - 15

1520008 --> Sunday, 04 - 06

1520009 --> Sunday, 03 - 29

1520010 --> Sunday, 04 - 18

1520011 --> Sunday, 04 - 03

1520012 --> Sunday, 04 - 22

1520013 --> Sunday, 04 - 14

1520014 --> Sunday, 03 - 30

1520015 --> Sunday, 04 - 19

1520016 --> Sunday, 04 - 10

1520017 --> Sunday, 03 - 26

1520018 --> Sunday, 04 - 15

1520019 --> Sunday, 04 - 07

1520020 --> Sunday, 03 - 22

1520021 --> Sunday, 04 - 11

1520022 --> Sunday, 04 - 03

1520023 --> Sunday, 04 - 23

1520024 --> Sunday, 04 - 07

1520025 --> Sunday, 03 - 30

1520026 --> Sunday, 04 - 19

1520027 --> Sunday, 04 - 04

1520028 --> Sunday, 03 - 26

1520029 --> Sunday, 04 - 15

1520030 --> Sunday, 04 - 07

1520031 --> Sunday, 04 - 20

1520032 --> Sunday, 04 - 11

1520033 --> Sunday, 04 - 03

1520034 --> Sunday, 04 - 23

1520035 --> Sunday, 04 - 08

1520036 --> Sunday, 03 - 30

1520037 --> Sunday, 04 - 19

1520038 --> Sunday, 04 - 04

1520039 --> Sunday, 03 - 27

1520040 --> Sunday, 04 - 15

1520041 --> Sunday, 03 - 31

1520042 --> Sunday, 04 - 20

1520043 --> Sunday, 04 - 12

1520044 --> Sunday, 03 - 27

1520045 --> Sunday, 04 - 16

1520046 --> Sunday, 04 - 08

1520047 --> Sunday, 03 - 24

1520048 --> Sunday, 04 - 12

1520049 --> Sunday, 04 - 04

1520050 --> Sunday, 04 - 24

1520051 --> Sunday, 04 - 09

1520052 --> Sunday, 03 - 31

1520053 --> Sunday, 04 - 20

1520054 --> Sunday, 04 - 12

1520055 --> Sunday, 03 - 28

1520056 --> Sunday, 04 - 16

1520057 --> Sunday, 04 - 08

1520058 --> Sunday, 03 - 24

1520059 --> Sunday, 04 - 13

1520060 --> Sunday, 04 - 04

1520061 --> Sunday, 04 - 24

1520062 --> Sunday, 04 - 09

1520063 --> Sunday, 04 - 01

1520064 --> Sunday, 04 - 20

1520065 --> Sunday, 04 - 05

1520066 --> Sunday, 03 - 28

1520067 --> Sunday, 04 - 17

1520068 --> Sunday, 04 - 01

1520069 --> Sunday, 04 - 21

1520070 --> Sunday, 04 - 13

1520071 --> Sunday, 03 - 29

1520072 --> Sunday, 04 - 17

1520073 --> Sunday, 04 - 09

1520074 --> Sunday, 04 - 01

1520075 --> Sunday, 04 - 14

1520076 --> Sunday, 04 - 05

1520077 --> Sunday, 03 - 28

1520078 --> Sunday, 04 - 10

1520079 --> Sunday, 04 - 02

1520080 --> Sunday, 04 - 21

1520081 --> Sunday, 04 - 13

1520082 --> Sunday, 03 - 29

1520083 --> Sunday, 04 - 18

1520084 --> Sunday, 04 - 09

1520085 --> Sunday, 03 - 25

1520086 --> Sunday, 04 - 14

1520087 --> Sunday, 04 - 06

1520088 --> Sunday, 04 - 25

1520089 --> Sunday, 04 - 10

1520090 --> Sunday, 04 - 02

1520091 --> Sunday, 04 - 22

1520092 --> Sunday, 04 - 06

1520093 --> Sunday, 03 - 29

1520094 --> Sunday, 04 - 18

1520095 --> Sunday, 04 - 03

1520096 --> Sunday, 03 - 25

1520097 --> Sunday, 04 - 14

1520098 --> Sunday, 03 - 30

1520099 --> Sunday, 04 - 19

1520100 --> Sunday, 04 - 11

1520101 --> Sunday, 04 - 03

1520102 --> Sunday, 04 - 16

1520103 --> Sunday, 04 - 08

1520104 --> Sunday, 03 - 30

1520105 --> Sunday, 04 - 19

1520106 --> Sunday, 04 - 04

1520107 --> Sunday, 03 - 27

1520108 --> Sunday, 04 - 15

1520109 --> Sunday, 03 - 31

1520110 --> Sunday, 04 - 20

1520111 --> Sunday, 04 - 12

1520112 --> Sunday, 03 - 27

1520113 --> Sunday, 04 - 16

1520114 --> Sunday, 04 - 08

1520115 --> Sunday, 03 - 24

1520116 --> Sunday, 04 - 12

1520117 --> Sunday, 04 - 04

1520118 --> Sunday, 04 - 24

1520119 --> Sunday, 04 - 09

1520120 --> Sunday, 03 - 31

1520121 --> Sunday, 04 - 20

1520122 --> Sunday, 04 - 05

1520123 --> Sunday, 03 - 28

1520124 --> Sunday, 04 - 16

1520125 --> Sunday, 04 - 08

1520126 --> Sunday, 03 - 24

1520127 --> Sunday, 04 - 13

1520128 --> Sunday, 04 - 04

1520129 --> Sunday, 04 - 24

1520130 --> Sunday, 04 - 09

1520131 --> Sunday, 04 - 01

1520132 --> Sunday, 04 - 20

1520133 --> Sunday, 04 - 05

1520134 --> Sunday, 03 - 28

1520135 --> Sunday, 04 - 17

1520136 --> Sunday, 04 - 01

1520137 --> Sunday, 04 - 21

1520138 --> Sunday, 04 - 13

1520139 --> Sunday, 03 - 29

1520140 --> Sunday, 04 - 17

1520141 --> Sunday, 04 - 09

1520142 --> Sunday, 03 - 25

1520143 --> Sunday, 04 - 14

1520144 --> Sunday, 04 - 05

1520145 --> Sunday, 03 - 28

1520146 --> Sunday, 04 - 10

1520147 --> Sunday, 04 - 02

1520148 --> Sunday, 04 - 21

1520149 --> Sunday, 04 - 13

1520150 --> Sunday, 03 - 29

1520151 --> Sunday, 04 - 18

1520152 --> Sunday, 04 - 09

1520153 --> Sunday, 03 - 25

1520154 --> Sunday, 04 - 14

1520155 --> Sunday, 04 - 06

1520156 --> Sunday, 04 - 25

1520157 --> Sunday, 04 - 10

1520158 --> Sunday, 04 - 02

1520159 --> Sunday, 04 - 22

1520160 --> Sunday, 04 - 06

1520161 --> Sunday, 03 - 29

1520162 --> Sunday, 04 - 18

1520163 --> Sunday, 04 - 03

1520164 --> Sunday, 03 - 25

1520165 --> Sunday, 04 - 14

1520166 --> Sunday, 03 - 30

1520167 --> Sunday, 04 - 19

1520168 --> Sunday, 04 - 10

1520169 --> Sunday, 04 - 02

1520170 --> Sunday, 04 - 15

1520171 --> Sunday, 04 - 07

1520172 --> Sunday, 03 - 29

1520173 --> Sunday, 04 - 11

1520174 --> Sunday, 04 - 03

1520175 --> Sunday, 04 - 23

1520176 --> Sunday, 04 - 14

1520177 --> Sunday, 03 - 30

1520178 --> Sunday, 04 - 19

1520179 --> Sunday, 04 - 11

1520180 --> Sunday, 03 - 26

1520181 --> Sunday, 04 - 15

1520182 --> Sunday, 04 - 07

1520183 --> Sunday, 03 - 23

1520184 --> Sunday, 04 - 11

1520185 --> Sunday, 04 - 03

1520186 --> Sunday, 04 - 23

1520187 --> Sunday, 04 - 08

1520188 --> Sunday, 03 - 30

1520189 --> Sunday, 04 - 19

1520190 --> Sunday, 04 - 04

1520191 --> Sunday, 03 - 27

1520192 --> Sunday, 04 - 15

1520193 --> Sunday, 03 - 31

1520194 --> Sunday, 04 - 20

1520195 --> Sunday, 04 - 12

1520196 --> Sunday, 04 - 03

1520197 --> Sunday, 04 - 16

1520198 --> Sunday, 04 - 08

1520199 --> Sunday, 03 - 31

1520200 --> Sunday, 04 - 13

1520201 --> Sunday, 04 - 05

1520202 --> Sunday, 03 - 28

1520203 --> Sunday, 04 - 10

1520204 --> Sunday, 04 - 01

1520205 --> Sunday, 04 - 21

1520206 --> Sunday, 04 - 13

1520207 --> Sunday, 03 - 29

1520208 --> Sunday, 04 - 17

1520209 --> Sunday, 04 - 09

1520210 --> Sunday, 03 - 25

1520211 --> Sunday, 04 - 14

1520212 --> Sunday, 04 - 05

1520213 --> Sunday, 04 - 25

1520214 --> Sunday, 04 - 10

1520215 --> Sunday, 04 - 02

1520216 --> Sunday, 04 - 21

1520217 --> Sunday, 04 - 06

1520218 --> Sunday, 03 - 29

1520219 --> Sunday, 04 - 18

1520220 --> Sunday, 04 - 02

1520221 --> Sunday, 03 - 25

1520222 --> Sunday, 04 - 14

1520223 --> Sunday, 03 - 30

1520224 --> Sunday, 04 - 18

1520225 --> Sunday, 04 - 10

1520226 --> Sunday, 04 - 02

1520227 --> Sunday, 04 - 15

1520228 --> Sunday, 04 - 06

1520229 --> Sunday, 03 - 29

1520230 --> Sunday, 04 - 11

1520231 --> Sunday, 04 - 03

1520232 --> Sunday, 04 - 22

1520233 --> Sunday, 04 - 14

1520234 --> Sunday, 03 - 30

1520235 --> Sunday, 04 - 19

1520236 --> Sunday, 04 - 10

1520237 --> Sunday, 03 - 26

1520238 --> Sunday, 04 - 15

1520239 --> Sunday, 04 - 07

1520240 --> Sunday, 03 - 22

1520241 --> Sunday, 04 - 11

1520242 --> Sunday, 04 - 03

1520243 --> Sunday, 04 - 23

1520244 --> Sunday, 04 - 07

1520245 --> Sunday, 03 - 30

1520246 --> Sunday, 04 - 19

1520247 --> Sunday, 04 - 04

1520248 --> Sunday, 03 - 26

1520249 --> Sunday, 04 - 15

1520250 --> Sunday, 03 - 31

1520251 --> Sunday, 04 - 20

1520252 --> Sunday, 04 - 11

1520253 --> Sunday, 04 - 03

1520254 --> Sunday, 04 - 16

1520255 --> Sunday, 04 - 08

1520256 --> Sunday, 03 - 30

1520257 --> Sunday, 04 - 19

1520258 --> Sunday, 04 - 04

1520259 --> Sunday, 03 - 27

1520260 --> Sunday, 04 - 15

1520261 --> Sunday, 03 - 31

1520262 --> Sunday, 04 - 20

1520263 --> Sunday, 04 - 12

1520264 --> Sunday, 03 - 27

1520265 --> Sunday, 04 - 16

1520266 --> Sunday, 04 - 08

1520267 --> Sunday, 03 - 24

1520268 --> Sunday, 04 - 12

1520269 --> Sunday, 04 - 04

1520270 --> Sunday, 04 - 24

1520271 --> Sunday, 04 - 09

1520272 --> Sunday, 03 - 31

1520273 --> Sunday, 04 - 20

1520274 --> Sunday, 04 - 05

1520275 --> Sunday, 03 - 28

1520276 --> Sunday, 04 - 16

1520277 --> Sunday, 04 - 08

1520278 --> Sunday, 03 - 24

1520279 --> Sunday, 04 - 13

1520280 --> Sunday, 04 - 04

1520281 --> Sunday, 04 - 24

1520282 --> Sunday, 04 - 09

1520283 --> Sunday, 04 - 01

1520284 --> Sunday, 04 - 20

1520285 --> Sunday, 04 - 05

1520286 --> Sunday, 03 - 28

1520287 --> Sunday, 04 - 17

1520288 --> Sunday, 04 - 01

1520289 --> Sunday, 04 - 21

1520290 --> Sunday, 04 - 13

1520291 --> Sunday, 03 - 29

1520292 --> Sunday, 04 - 17

1520293 --> Sunday, 04 - 09

1520294 --> Sunday, 03 - 25

