Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4810000 through 4819999



4810000 --> Sunday, 04 - 16

4810001 --> Sunday, 04 - 01

4810002 --> Sunday, 04 - 21

4810003 --> Sunday, 04 - 13

4810004 --> Sunday, 03 - 28

4810005 --> Sunday, 04 - 17

4810006 --> Sunday, 04 - 09

4810007 --> Sunday, 03 - 25

4810008 --> Sunday, 04 - 13

4810009 --> Sunday, 04 - 05

4810010 --> Sunday, 03 - 28

4810011 --> Sunday, 04 - 10

4810012 --> Sunday, 04 - 01

4810013 --> Sunday, 04 - 21

4810014 --> Sunday, 04 - 13

4810015 --> Sunday, 03 - 29

4810016 --> Sunday, 04 - 17

4810017 --> Sunday, 04 - 09

4810018 --> Sunday, 03 - 25

4810019 --> Sunday, 04 - 14

4810020 --> Sunday, 04 - 05

4810021 --> Sunday, 04 - 25

4810022 --> Sunday, 04 - 10

4810023 --> Sunday, 04 - 02

4810024 --> Sunday, 04 - 21

4810025 --> Sunday, 04 - 06

4810026 --> Sunday, 03 - 29

4810027 --> Sunday, 04 - 18

4810028 --> Sunday, 04 - 02

4810029 --> Sunday, 03 - 25

4810030 --> Sunday, 04 - 14

4810031 --> Sunday, 03 - 30

4810032 --> Sunday, 04 - 18

4810033 --> Sunday, 04 - 10

4810034 --> Sunday, 04 - 02

4810035 --> Sunday, 04 - 15

4810036 --> Sunday, 04 - 06

4810037 --> Sunday, 03 - 29

4810038 --> Sunday, 04 - 18

4810039 --> Sunday, 04 - 03

4810040 --> Sunday, 04 - 22

4810041 --> Sunday, 04 - 14

4810042 --> Sunday, 03 - 30

4810043 --> Sunday, 04 - 19

4810044 --> Sunday, 04 - 10

4810045 --> Sunday, 03 - 26

4810046 --> Sunday, 04 - 15

4810047 --> Sunday, 04 - 07

4810048 --> Sunday, 03 - 22

4810049 --> Sunday, 04 - 11

4810050 --> Sunday, 04 - 03

4810051 --> Sunday, 04 - 23

4810052 --> Sunday, 04 - 07

4810053 --> Sunday, 03 - 30

4810054 --> Sunday, 04 - 19

4810055 --> Sunday, 04 - 04

4810056 --> Sunday, 03 - 26

4810057 --> Sunday, 04 - 15

4810058 --> Sunday, 04 - 07

4810059 --> Sunday, 04 - 20

4810060 --> Sunday, 04 - 11

4810061 --> Sunday, 04 - 03

4810062 --> Sunday, 04 - 16

4810063 --> Sunday, 04 - 08

4810064 --> Sunday, 03 - 30

4810065 --> Sunday, 04 - 19

4810066 --> Sunday, 04 - 04

4810067 --> Sunday, 03 - 27

4810068 --> Sunday, 04 - 15

4810069 --> Sunday, 03 - 31

4810070 --> Sunday, 04 - 20

4810071 --> Sunday, 04 - 12

4810072 --> Sunday, 03 - 27

4810073 --> Sunday, 04 - 16

4810074 --> Sunday, 04 - 08

4810075 --> Sunday, 03 - 24

4810076 --> Sunday, 04 - 12

4810077 --> Sunday, 04 - 04

4810078 --> Sunday, 04 - 24

4810079 --> Sunday, 04 - 09

4810080 --> Sunday, 03 - 31

4810081 --> Sunday, 04 - 20

4810082 --> Sunday, 04 - 05

4810083 --> Sunday, 03 - 28

4810084 --> Sunday, 04 - 16

4810085 --> Sunday, 04 - 08

4810086 --> Sunday, 03 - 24

4810087 --> Sunday, 04 - 13

4810088 --> Sunday, 04 - 04

4810089 --> Sunday, 04 - 24

4810090 --> Sunday, 04 - 09

4810091 --> Sunday, 04 - 01

4810092 --> Sunday, 04 - 20

4810093 --> Sunday, 04 - 05

4810094 --> Sunday, 03 - 28

4810095 --> Sunday, 04 - 17

4810096 --> Sunday, 04 - 01

4810097 --> Sunday, 04 - 21

4810098 --> Sunday, 04 - 13

4810099 --> Sunday, 03 - 29

4810100 --> Sunday, 04 - 18

4810101 --> Sunday, 04 - 10

4810102 --> Sunday, 03 - 26

4810103 --> Sunday, 04 - 15

4810104 --> Sunday, 04 - 06

4810105 --> Sunday, 03 - 29

4810106 --> Sunday, 04 - 11

4810107 --> Sunday, 04 - 03

4810108 --> Sunday, 04 - 22

4810109 --> Sunday, 04 - 14

4810110 --> Sunday, 03 - 30

4810111 --> Sunday, 04 - 19

4810112 --> Sunday, 04 - 10

4810113 --> Sunday, 03 - 26

4810114 --> Sunday, 04 - 15

4810115 --> Sunday, 04 - 07

4810116 --> Sunday, 04 - 19

4810117 --> Sunday, 04 - 11

4810118 --> Sunday, 04 - 03

4810119 --> Sunday, 04 - 23

4810120 --> Sunday, 04 - 07

4810121 --> Sunday, 03 - 30

4810122 --> Sunday, 04 - 19

4810123 --> Sunday, 04 - 04

4810124 --> Sunday, 03 - 26

4810125 --> Sunday, 04 - 15

4810126 --> Sunday, 03 - 31

4810127 --> Sunday, 04 - 20

4810128 --> Sunday, 04 - 11

4810129 --> Sunday, 04 - 03

4810130 --> Sunday, 04 - 16

4810131 --> Sunday, 04 - 08

4810132 --> Sunday, 03 - 30

4810133 --> Sunday, 04 - 19

4810134 --> Sunday, 04 - 04

4810135 --> Sunday, 04 - 24

4810136 --> Sunday, 04 - 15

4810137 --> Sunday, 03 - 31

4810138 --> Sunday, 04 - 20

4810139 --> Sunday, 04 - 12

4810140 --> Sunday, 03 - 27

4810141 --> Sunday, 04 - 16

4810142 --> Sunday, 04 - 08

4810143 --> Sunday, 03 - 24

4810144 --> Sunday, 04 - 12

4810145 --> Sunday, 04 - 04

4810146 --> Sunday, 04 - 24

4810147 --> Sunday, 04 - 09

4810148 --> Sunday, 03 - 31

4810149 --> Sunday, 04 - 20

4810150 --> Sunday, 04 - 05

4810151 --> Sunday, 03 - 28

4810152 --> Sunday, 04 - 16

