Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1390000 through 1399999



1390000 --> Sunday, 04 - 09

1390001 --> Sunday, 04 - 01

1390002 --> Sunday, 04 - 14

1390003 --> Sunday, 04 - 06

1390004 --> Sunday, 03 - 28

1390005 --> Sunday, 04 - 10

1390006 --> Sunday, 04 - 02

1390007 --> Sunday, 04 - 22

1390008 --> Sunday, 04 - 13

1390009 --> Sunday, 03 - 29

1390010 --> Sunday, 04 - 18

1390011 --> Sunday, 04 - 10

1390012 --> Sunday, 03 - 25

1390013 --> Sunday, 04 - 14

1390014 --> Sunday, 04 - 06

1390015 --> Sunday, 04 - 19

1390016 --> Sunday, 04 - 10

1390017 --> Sunday, 04 - 02

1390018 --> Sunday, 04 - 22

1390019 --> Sunday, 04 - 07

1390020 --> Sunday, 03 - 29

1390021 --> Sunday, 04 - 18

1390022 --> Sunday, 04 - 03

1390023 --> Sunday, 03 - 26

1390024 --> Sunday, 04 - 14

1390025 --> Sunday, 03 - 30

1390026 --> Sunday, 04 - 19

1390027 --> Sunday, 04 - 11

1390028 --> Sunday, 04 - 02

1390029 --> Sunday, 04 - 15

1390030 --> Sunday, 04 - 07

1390031 --> Sunday, 03 - 30

1390032 --> Sunday, 04 - 18

1390033 --> Sunday, 04 - 03

1390034 --> Sunday, 04 - 23

1390035 --> Sunday, 04 - 15

1390036 --> Sunday, 03 - 30

1390037 --> Sunday, 04 - 19

1390038 --> Sunday, 04 - 11

1390039 --> Sunday, 03 - 27

1390040 --> Sunday, 04 - 15

1390041 --> Sunday, 04 - 07

1390042 --> Sunday, 03 - 23

1390043 --> Sunday, 04 - 12

1390044 --> Sunday, 04 - 03

1390045 --> Sunday, 04 - 23

1390046 --> Sunday, 04 - 08

1390047 --> Sunday, 03 - 31

1390048 --> Sunday, 04 - 19

1390049 --> Sunday, 04 - 04

1390050 --> Sunday, 03 - 27

1390051 --> Sunday, 04 - 16

1390052 --> Sunday, 04 - 07

1390053 --> Sunday, 04 - 20

1390054 --> Sunday, 04 - 12

1390055 --> Sunday, 04 - 04

1390056 --> Sunday, 04 - 23

1390057 --> Sunday, 04 - 08

1390058 --> Sunday, 03 - 31

1390059 --> Sunday, 04 - 13

1390060 --> Sunday, 04 - 04

1390061 --> Sunday, 03 - 27

1390062 --> Sunday, 04 - 16

1390063 --> Sunday, 04 - 01

1390064 --> Sunday, 04 - 20

1390065 --> Sunday, 04 - 12

1390066 --> Sunday, 03 - 28

1390067 --> Sunday, 04 - 17

1390068 --> Sunday, 04 - 08

1390069 --> Sunday, 03 - 24

1390070 --> Sunday, 04 - 13

1390071 --> Sunday, 04 - 05

1390072 --> Sunday, 04 - 24

1390073 --> Sunday, 04 - 09

1390074 --> Sunday, 04 - 01

1390075 --> Sunday, 04 - 21

1390076 --> Sunday, 04 - 12

1390077 --> Sunday, 03 - 28

1390078 --> Sunday, 04 - 17

1390079 --> Sunday, 04 - 02

1390080 --> Sunday, 03 - 24

1390081 --> Sunday, 04 - 13

1390082 --> Sunday, 04 - 05

1390083 --> Sunday, 04 - 18

1390084 --> Sunday, 04 - 09

1390085 --> Sunday, 04 - 01

1390086 --> Sunday, 04 - 21

1390087 --> Sunday, 04 - 06

1390088 --> Sunday, 03 - 28

1390089 --> Sunday, 04 - 17

1390090 --> Sunday, 04 - 02

1390091 --> Sunday, 04 - 22

1390092 --> Sunday, 04 - 13

1390093 --> Sunday, 03 - 29

1390094 --> Sunday, 04 - 18

1390095 --> Sunday, 04 - 10

1390096 --> Sunday, 04 - 01

1390097 --> Sunday, 04 - 14

1390098 --> Sunday, 04 - 06

1390099 --> Sunday, 03 - 22

1390100 --> Sunday, 04 - 11

1390101 --> Sunday, 04 - 03

1390102 --> Sunday, 04 - 23

1390103 --> Sunday, 04 - 08

1390104 --> Sunday, 03 - 30

1390105 --> Sunday, 04 - 19

1390106 --> Sunday, 04 - 11

1390107 --> Sunday, 03 - 27

1390108 --> Sunday, 04 - 15

1390109 --> Sunday, 04 - 07

1390110 --> Sunday, 03 - 23

1390111 --> Sunday, 04 - 12

1390112 --> Sunday, 04 - 03

1390113 --> Sunday, 04 - 23

1390114 --> Sunday, 04 - 08

1390115 --> Sunday, 03 - 31

1390116 --> Sunday, 04 - 19

1390117 --> Sunday, 04 - 04

1390118 --> Sunday, 03 - 27

1390119 --> Sunday, 04 - 16

1390120 --> Sunday, 03 - 31

1390121 --> Sunday, 04 - 20

1390122 --> Sunday, 04 - 12

1390123 --> Sunday, 03 - 28

1390124 --> Sunday, 04 - 16

1390125 --> Sunday, 04 - 08

1390126 --> Sunday, 03 - 31

1390127 --> Sunday, 04 - 13

1390128 --> Sunday, 04 - 04

1390129 --> Sunday, 03 - 27

1390130 --> Sunday, 04 - 16

1390131 --> Sunday, 04 - 01

1390132 --> Sunday, 04 - 20

1390133 --> Sunday, 04 - 12

1390134 --> Sunday, 03 - 28

1390135 --> Sunday, 04 - 17

1390136 --> Sunday, 04 - 08

1390137 --> Sunday, 03 - 24

1390138 --> Sunday, 04 - 13

1390139 --> Sunday, 04 - 05

1390140 --> Sunday, 04 - 24

1390141 --> Sunday, 04 - 09

1390142 --> Sunday, 04 - 01

1390143 --> Sunday, 04 - 21

1390144 --> Sunday, 04 - 05

1390145 --> Sunday, 03 - 28

1390146 --> Sunday, 04 - 17

1390147 --> Sunday, 04 - 02

1390148 --> Sunday, 03 - 24

1390149 --> Sunday, 04 - 13

1390150 --> Sunday, 04 - 05

1390151 --> Sunday, 04 - 18

1390152 --> Sunday, 04 - 09

1390153 --> Sunday, 04 - 01

1390154 --> Sunday, 04 - 14

1390155 --> Sunday, 04 - 06

1390156 --> Sunday, 03 - 28

1390157 --> Sunday, 04 - 17

1390158 --> Sunday, 04 - 02

1390159 --> Sunday, 04 - 22

1390160 --> Sunday, 04 - 13

1390161 --> Sunday, 03 - 29

1390162 --> Sunday, 04 - 18

1390163 --> Sunday, 04 - 10

1390164 --> Sunday, 03 - 25

1390165 --> Sunday, 04 - 14

1390166 --> Sunday, 04 - 06

1390167 --> Sunday, 03 - 22

1390168 --> Sunday, 04 - 10

1390169 --> Sunday, 04 - 02

1390170 --> Sunday, 04 - 22

1390171 --> Sunday, 04 - 07

1390172 --> Sunday, 03 - 29

1390173 --> Sunday, 04 - 18

1390174 --> Sunday, 04 - 03

1390175 --> Sunday, 03 - 26

1390176 --> Sunday, 04 - 14

1390177 --> Sunday, 04 - 06

1390178 --> Sunday, 04 - 19

1390179 --> Sunday, 04 - 11

1390180 --> Sunday, 04 - 02

1390181 --> Sunday, 04 - 22

1390182 --> Sunday, 04 - 07

1390183 --> Sunday, 03 - 30

1390184 --> Sunday, 04 - 18

1390185 --> Sunday, 04 - 03

1390186 --> Sunday, 03 - 26

1390187 --> Sunday, 04 - 15

1390188 --> Sunday, 03 - 30

1390189 --> Sunday, 04 - 19

1390190 --> Sunday, 04 - 11

1390191 --> Sunday, 03 - 27

1390192 --> Sunday, 04 - 15

1390193 --> Sunday, 04 - 07

1390194 --> Sunday, 03 - 23

1390195 --> Sunday, 04 - 12

1390196 --> Sunday, 04 - 03

1390197 --> Sunday, 04 - 23

1390198 --> Sunday, 04 - 08

1390199 --> Sunday, 03 - 31

1390200 --> Sunday, 04 - 20

1390201 --> Sunday, 04 - 05

1390202 --> Sunday, 03 - 28

1390203 --> Sunday, 04 - 17

1390204 --> Sunday, 04 - 08

1390205 --> Sunday, 03 - 24

1390206 --> Sunday, 04 - 13

1390207 --> Sunday, 04 - 05

1390208 --> Sunday, 04 - 24

1390209 --> Sunday, 04 - 09

1390210 --> Sunday, 04 - 01

