Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1750000 through 1759999



1750000 --> Sunday, 04 - 09

1750001 --> Sunday, 04 - 01

1750002 --> Sunday, 04 - 14

1750003 --> Sunday, 04 - 06

1750004 --> Sunday, 03 - 28

1750005 --> Sunday, 04 - 17

1750006 --> Sunday, 04 - 02

1750007 --> Sunday, 04 - 22

1750008 --> Sunday, 04 - 13

1750009 --> Sunday, 03 - 29

1750010 --> Sunday, 04 - 18

1750011 --> Sunday, 04 - 10

1750012 --> Sunday, 03 - 25

1750013 --> Sunday, 04 - 14

1750014 --> Sunday, 04 - 06

1750015 --> Sunday, 04 - 19

1750016 --> Sunday, 04 - 10

1750017 --> Sunday, 04 - 02

1750018 --> Sunday, 04 - 22

1750019 --> Sunday, 04 - 07

1750020 --> Sunday, 03 - 29

1750021 --> Sunday, 04 - 18

1750022 --> Sunday, 04 - 03

1750023 --> Sunday, 03 - 26

1750024 --> Sunday, 04 - 14

1750025 --> Sunday, 04 - 06

1750026 --> Sunday, 04 - 19

1750027 --> Sunday, 04 - 11

1750028 --> Sunday, 04 - 02

1750029 --> Sunday, 04 - 22

1750030 --> Sunday, 04 - 07

1750031 --> Sunday, 03 - 30

1750032 --> Sunday, 04 - 18

1750033 --> Sunday, 04 - 03

1750034 --> Sunday, 04 - 23

1750035 --> Sunday, 04 - 15

1750036 --> Sunday, 03 - 30

1750037 --> Sunday, 04 - 19

1750038 --> Sunday, 04 - 11

1750039 --> Sunday, 03 - 27

1750040 --> Sunday, 04 - 15

1750041 --> Sunday, 04 - 07

1750042 --> Sunday, 03 - 23

1750043 --> Sunday, 04 - 12

1750044 --> Sunday, 04 - 03

1750045 --> Sunday, 04 - 23

1750046 --> Sunday, 04 - 08

1750047 --> Sunday, 03 - 31

1750048 --> Sunday, 04 - 19

1750049 --> Sunday, 04 - 11

1750050 --> Sunday, 03 - 27

1750051 --> Sunday, 04 - 16

1750052 --> Sunday, 04 - 07

1750053 --> Sunday, 04 - 20

1750054 --> Sunday, 04 - 12

1750055 --> Sunday, 04 - 04

1750056 --> Sunday, 04 - 23

1750057 --> Sunday, 04 - 08

1750058 --> Sunday, 03 - 31

1750059 --> Sunday, 04 - 20

1750060 --> Sunday, 04 - 04

1750061 --> Sunday, 03 - 27

1750062 --> Sunday, 04 - 16

1750063 --> Sunday, 04 - 01

1750064 --> Sunday, 04 - 20

1750065 --> Sunday, 04 - 12

1750066 --> Sunday, 03 - 28

1750067 --> Sunday, 04 - 17

1750068 --> Sunday, 04 - 08

1750069 --> Sunday, 03 - 31

1750070 --> Sunday, 04 - 13

1750071 --> Sunday, 04 - 05

1750072 --> Sunday, 04 - 24

1750073 --> Sunday, 04 - 09

1750074 --> Sunday, 04 - 01

1750075 --> Sunday, 04 - 21

1750076 --> Sunday, 04 - 12

1750077 --> Sunday, 03 - 28

1750078 --> Sunday, 04 - 17

1750079 --> Sunday, 04 - 09

1750080 --> Sunday, 03 - 24

1750081 --> Sunday, 04 - 13

1750082 --> Sunday, 04 - 05

1750083 --> Sunday, 04 - 18

1750084 --> Sunday, 04 - 09

1750085 --> Sunday, 04 - 01

1750086 --> Sunday, 04 - 21

1750087 --> Sunday, 04 - 06

1750088 --> Sunday, 03 - 28

1750089 --> Sunday, 04 - 17

1750090 --> Sunday, 04 - 02

1750091 --> Sunday, 04 - 22

1750092 --> Sunday, 04 - 13

1750093 --> Sunday, 03 - 29

1750094 --> Sunday, 04 - 18

1750095 --> Sunday, 04 - 10

1750096 --> Sunday, 04 - 01

1750097 --> Sunday, 04 - 14

1750098 --> Sunday, 04 - 06

1750099 --> Sunday, 03 - 29

1750100 --> Sunday, 04 - 18

1750101 --> Sunday, 04 - 03

1750102 --> Sunday, 04 - 23

1750103 --> Sunday, 04 - 15

1750104 --> Sunday, 03 - 30

1750105 --> Sunday, 04 - 19

1750106 --> Sunday, 04 - 11

1750107 --> Sunday, 03 - 27

1750108 --> Sunday, 04 - 15

1750109 --> Sunday, 04 - 07

1750110 --> Sunday, 03 - 23

1750111 --> Sunday, 04 - 12

1750112 --> Sunday, 04 - 03

1750113 --> Sunday, 04 - 23

1750114 --> Sunday, 04 - 08

1750115 --> Sunday, 03 - 31

1750116 --> Sunday, 04 - 19

1750117 --> Sunday, 04 - 04

1750118 --> Sunday, 03 - 27

1750119 --> Sunday, 04 - 16

1750120 --> Sunday, 04 - 07

1750121 --> Sunday, 04 - 20

1750122 --> Sunday, 04 - 12

1750123 --> Sunday, 04 - 04

1750124 --> Sunday, 04 - 23

1750125 --> Sunday, 04 - 08

1750126 --> Sunday, 03 - 31

1750127 --> Sunday, 04 - 20

1750128 --> Sunday, 04 - 04

1750129 --> Sunday, 03 - 27

1750130 --> Sunday, 04 - 16

1750131 --> Sunday, 04 - 01

1750132 --> Sunday, 04 - 20

1750133 --> Sunday, 04 - 12

1750134 --> Sunday, 03 - 28

1750135 --> Sunday, 04 - 17

1750136 --> Sunday, 04 - 08

1750137 --> Sunday, 03 - 24

1750138 --> Sunday, 04 - 13

1750139 --> Sunday, 04 - 05

1750140 --> Sunday, 04 - 24

1750141 --> Sunday, 04 - 09

1750142 --> Sunday, 04 - 01

1750143 --> Sunday, 04 - 21

1750144 --> Sunday, 04 - 12

1750145 --> Sunday, 03 - 28

1750146 --> Sunday, 04 - 17

1750147 --> Sunday, 04 - 02

1750148 --> Sunday, 03 - 24

1750149 --> Sunday, 04 - 13

1750150 --> Sunday, 04 - 05

1750151 --> Sunday, 04 - 18

1750152 --> Sunday, 04 - 09

1750153 --> Sunday, 04 - 01

1750154 --> Sunday, 04 - 21

1750155 --> Sunday, 04 - 06

1750156 --> Sunday, 03 - 28

1750157 --> Sunday, 04 - 17

1750158 --> Sunday, 04 - 02

1750159 --> Sunday, 04 - 22

1750160 --> Sunday, 04 - 13

1750161 --> Sunday, 03 - 29

1750162 --> Sunday, 04 - 18

1750163 --> Sunday, 04 - 10

1750164 --> Sunday, 04 - 01

1750165 --> Sunday, 04 - 14

1750166 --> Sunday, 04 - 06

1750167 --> Sunday, 03 - 22

1750168 --> Sunday, 04 - 10

1750169 --> Sunday, 04 - 02

1750170 --> Sunday, 04 - 22

1750171 --> Sunday, 04 - 07

1750172 --> Sunday, 03 - 29

1750173 --> Sunday, 04 - 18

1750174 --> Sunday, 04 - 10

1750175 --> Sunday, 03 - 26

1750176 --> Sunday, 04 - 14

1750177 --> Sunday, 04 - 06

1750178 --> Sunday, 04 - 19

1750179 --> Sunday, 04 - 11

1750180 --> Sunday, 04 - 02

1750181 --> Sunday, 04 - 22

1750182 --> Sunday, 04 - 07

1750183 --> Sunday, 03 - 30

1750184 --> Sunday, 04 - 18

1750185 --> Sunday, 04 - 03

1750186 --> Sunday, 03 - 26

1750187 --> Sunday, 04 - 15

1750188 --> Sunday, 03 - 30

1750189 --> Sunday, 04 - 19

1750190 --> Sunday, 04 - 11

1750191 --> Sunday, 03 - 27

1750192 --> Sunday, 04 - 15

1750193 --> Sunday, 04 - 07

1750194 --> Sunday, 03 - 30

1750195 --> Sunday, 04 - 12

1750196 --> Sunday, 04 - 03

1750197 --> Sunday, 04 - 23

1750198 --> Sunday, 04 - 15

1750199 --> Sunday, 03 - 31

1750200 --> Sunday, 04 - 20

1750201 --> Sunday, 04 - 12

1750202 --> Sunday, 03 - 28

1750203 --> Sunday, 04 - 17

1750204 --> Sunday, 04 - 08

1750205 --> Sunday, 03 - 24

1750206 --> Sunday, 04 - 13

1750207 --> Sunday, 04 - 05

1750208 --> Sunday, 04 - 24

1750209 --> Sunday, 04 - 09

1750210 --> Sunday, 04 - 01

1750211 --> Sunday, 04 - 21

1750212 --> Sunday, 04 - 05

1750213 --> Sunday, 03 - 28

1750214 --> Sunday, 04 - 17

1750215 --> Sunday, 04 - 02

1750216 --> Sunday, 04 - 21

1750217 --> Sunday, 04 - 13

1750218 --> Sunday, 03 - 29

1750219 --> Sunday, 04 - 18

1750220 --> Sunday, 04 - 09

1750221 --> Sunday, 04 - 01

1750222 --> Sunday, 04 - 14

1750223 --> Sunday, 04 - 06

1750224 --> Sunday, 03 - 28

1750225 --> Sunday, 04 - 10

1750226 --> Sunday, 04 - 02

1750227 --> Sunday, 04 - 22

1750228 --> Sunday, 04 - 13

