Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3990000 through 3999999



3990000 --> Sunday, 04 - 09

3990001 --> Sunday, 03 - 25

3990002 --> Sunday, 04 - 14

3990003 --> Sunday, 04 - 06

3990004 --> Sunday, 04 - 25

3990005 --> Sunday, 04 - 10

3990006 --> Sunday, 04 - 02

3990007 --> Sunday, 04 - 22

3990008 --> Sunday, 04 - 06

3990009 --> Sunday, 03 - 29

3990010 --> Sunday, 04 - 18

3990011 --> Sunday, 04 - 03

3990012 --> Sunday, 03 - 25

3990013 --> Sunday, 04 - 14

3990014 --> Sunday, 03 - 30

3990015 --> Sunday, 04 - 19

3990016 --> Sunday, 04 - 10

3990017 --> Sunday, 04 - 02

3990018 --> Sunday, 04 - 15

3990019 --> Sunday, 04 - 07

3990020 --> Sunday, 03 - 29

3990021 --> Sunday, 04 - 11

3990022 --> Sunday, 04 - 03

3990023 --> Sunday, 04 - 23

3990024 --> Sunday, 04 - 14

3990025 --> Sunday, 03 - 30

3990026 --> Sunday, 04 - 19

3990027 --> Sunday, 04 - 11

3990028 --> Sunday, 03 - 26

3990029 --> Sunday, 04 - 15

3990030 --> Sunday, 04 - 07

3990031 --> Sunday, 03 - 23

3990032 --> Sunday, 04 - 11

3990033 --> Sunday, 04 - 03

3990034 --> Sunday, 04 - 23

3990035 --> Sunday, 04 - 08

3990036 --> Sunday, 03 - 30

3990037 --> Sunday, 04 - 19

3990038 --> Sunday, 04 - 04

3990039 --> Sunday, 03 - 27

3990040 --> Sunday, 04 - 15

3990041 --> Sunday, 03 - 31

3990042 --> Sunday, 04 - 20

3990043 --> Sunday, 04 - 12

3990044 --> Sunday, 04 - 03

3990045 --> Sunday, 04 - 16

3990046 --> Sunday, 04 - 08

3990047 --> Sunday, 03 - 31

3990048 --> Sunday, 04 - 19

3990049 --> Sunday, 04 - 04

3990050 --> Sunday, 03 - 27

3990051 --> Sunday, 04 - 16

3990052 --> Sunday, 03 - 31

3990053 --> Sunday, 04 - 20

3990054 --> Sunday, 04 - 12

3990055 --> Sunday, 03 - 28

3990056 --> Sunday, 04 - 16

3990057 --> Sunday, 04 - 08

3990058 --> Sunday, 03 - 24

3990059 --> Sunday, 04 - 13

3990060 --> Sunday, 04 - 04

3990061 --> Sunday, 04 - 24

3990062 --> Sunday, 04 - 09

3990063 --> Sunday, 04 - 01

3990064 --> Sunday, 04 - 20

3990065 --> Sunday, 04 - 05

3990066 --> Sunday, 03 - 28

3990067 --> Sunday, 04 - 17

3990068 --> Sunday, 04 - 08

3990069 --> Sunday, 03 - 24

3990070 --> Sunday, 04 - 13

3990071 --> Sunday, 04 - 05

3990072 --> Sunday, 04 - 24

3990073 --> Sunday, 04 - 09

3990074 --> Sunday, 04 - 01

3990075 --> Sunday, 04 - 21

3990076 --> Sunday, 04 - 05

3990077 --> Sunday, 03 - 28

3990078 --> Sunday, 04 - 17

3990079 --> Sunday, 04 - 02

3990080 --> Sunday, 04 - 21

3990081 --> Sunday, 04 - 13

3990082 --> Sunday, 03 - 29

3990083 --> Sunday, 04 - 18

3990084 --> Sunday, 04 - 09

3990085 --> Sunday, 03 - 25

3990086 --> Sunday, 04 - 14

3990087 --> Sunday, 04 - 06

3990088 --> Sunday, 03 - 28

3990089 --> Sunday, 04 - 10

3990090 --> Sunday, 04 - 02

3990091 --> Sunday, 04 - 22

3990092 --> Sunday, 04 - 13

3990093 --> Sunday, 03 - 29

3990094 --> Sunday, 04 - 18

3990095 --> Sunday, 04 - 03

3990096 --> Sunday, 03 - 25

3990097 --> Sunday, 04 - 14

3990098 --> Sunday, 04 - 06

3990099 --> Sunday, 04 - 19

3990100 --> Sunday, 04 - 11

3990101 --> Sunday, 04 - 03

3990102 --> Sunday, 04 - 23

3990103 --> Sunday, 04 - 08

3990104 --> Sunday, 03 - 30

3990105 --> Sunday, 04 - 19

3990106 --> Sunday, 04 - 04

3990107 --> Sunday, 03 - 27

3990108 --> Sunday, 04 - 15

3990109 --> Sunday, 03 - 31

3990110 --> Sunday, 04 - 20

3990111 --> Sunday, 04 - 12

3990112 --> Sunday, 04 - 03

3990113 --> Sunday, 04 - 16

3990114 --> Sunday, 04 - 08

3990115 --> Sunday, 03 - 24

3990116 --> Sunday, 04 - 12

3990117 --> Sunday, 04 - 04

3990118 --> Sunday, 04 - 24

3990119 --> Sunday, 04 - 09

3990120 --> Sunday, 03 - 31

3990121 --> Sunday, 04 - 20

3990122 --> Sunday, 04 - 12

3990123 --> Sunday, 03 - 28

3990124 --> Sunday, 04 - 16

3990125 --> Sunday, 04 - 08

3990126 --> Sunday, 03 - 24

