Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2060000 through 2069999



2060000 --> Sunday, 04 - 09

2060001 --> Sunday, 03 - 25

2060002 --> Sunday, 04 - 14

2060003 --> Sunday, 04 - 06

2060004 --> Sunday, 04 - 25

2060005 --> Sunday, 04 - 10

2060006 --> Sunday, 04 - 02

2060007 --> Sunday, 04 - 22

2060008 --> Sunday, 04 - 06

2060009 --> Sunday, 03 - 29

2060010 --> Sunday, 04 - 18

2060011 --> Sunday, 04 - 03

2060012 --> Sunday, 03 - 25

2060013 --> Sunday, 04 - 14

2060014 --> Sunday, 03 - 30

2060015 --> Sunday, 04 - 19

2060016 --> Sunday, 04 - 10

2060017 --> Sunday, 04 - 02

2060018 --> Sunday, 04 - 15

2060019 --> Sunday, 04 - 07

2060020 --> Sunday, 03 - 29

2060021 --> Sunday, 04 - 11

2060022 --> Sunday, 04 - 03

2060023 --> Sunday, 04 - 23

2060024 --> Sunday, 04 - 14

2060025 --> Sunday, 03 - 30

2060026 --> Sunday, 04 - 19

2060027 --> Sunday, 04 - 11

2060028 --> Sunday, 03 - 26

2060029 --> Sunday, 04 - 15

2060030 --> Sunday, 04 - 07

2060031 --> Sunday, 03 - 23

2060032 --> Sunday, 04 - 11

2060033 --> Sunday, 04 - 03

2060034 --> Sunday, 04 - 23

2060035 --> Sunday, 04 - 08

2060036 --> Sunday, 03 - 30

2060037 --> Sunday, 04 - 19

2060038 --> Sunday, 04 - 04

2060039 --> Sunday, 03 - 27

2060040 --> Sunday, 04 - 15

2060041 --> Sunday, 03 - 31

2060042 --> Sunday, 04 - 20

2060043 --> Sunday, 04 - 12

2060044 --> Sunday, 04 - 03

2060045 --> Sunday, 04 - 16

2060046 --> Sunday, 04 - 08

2060047 --> Sunday, 03 - 31

2060048 --> Sunday, 04 - 19

2060049 --> Sunday, 04 - 04

2060050 --> Sunday, 03 - 27

2060051 --> Sunday, 04 - 16

2060052 --> Sunday, 03 - 31

2060053 --> Sunday, 04 - 20

2060054 --> Sunday, 04 - 12

2060055 --> Sunday, 03 - 28

2060056 --> Sunday, 04 - 16

2060057 --> Sunday, 04 - 08

2060058 --> Sunday, 03 - 24

2060059 --> Sunday, 04 - 13

2060060 --> Sunday, 04 - 04

2060061 --> Sunday, 04 - 24

2060062 --> Sunday, 04 - 09

2060063 --> Sunday, 04 - 01

2060064 --> Sunday, 04 - 20

2060065 --> Sunday, 04 - 05

2060066 --> Sunday, 03 - 28

2060067 --> Sunday, 04 - 17

2060068 --> Sunday, 04 - 08

2060069 --> Sunday, 03 - 24

2060070 --> Sunday, 04 - 13

2060071 --> Sunday, 04 - 05

2060072 --> Sunday, 04 - 24

2060073 --> Sunday, 04 - 09

2060074 --> Sunday, 04 - 01

2060075 --> Sunday, 04 - 14

2060076 --> Sunday, 04 - 05

2060077 --> Sunday, 03 - 28

2060078 --> Sunday, 04 - 17

2060079 --> Sunday, 04 - 02

2060080 --> Sunday, 04 - 21

2060081 --> Sunday, 04 - 13

2060082 --> Sunday, 03 - 29

2060083 --> Sunday, 04 - 18

2060084 --> Sunday, 04 - 09

2060085 --> Sunday, 03 - 25

2060086 --> Sunday, 04 - 14

2060087 --> Sunday, 04 - 06

2060088 --> Sunday, 03 - 28

2060089 --> Sunday, 04 - 10

2060090 --> Sunday, 04 - 02

2060091 --> Sunday, 04 - 22

2060092 --> Sunday, 04 - 13

2060093 --> Sunday, 03 - 29

2060094 --> Sunday, 04 - 18

2060095 --> Sunday, 04 - 03

2060096 --> Sunday, 03 - 25

2060097 --> Sunday, 04 - 14

2060098 --> Sunday, 04 - 06

2060099 --> Sunday, 04 - 19

2060100 --> Sunday, 04 - 11

2060101 --> Sunday, 04 - 03

2060102 --> Sunday, 04 - 23

2060103 --> Sunday, 04 - 08

2060104 --> Sunday, 03 - 30

2060105 --> Sunday, 04 - 19

2060106 --> Sunday, 04 - 04

2060107 --> Sunday, 03 - 27

2060108 --> Sunday, 04 - 15

2060109 --> Sunday, 03 - 31

2060110 --> Sunday, 04 - 20

2060111 --> Sunday, 04 - 12

2060112 --> Sunday, 04 - 03

2060113 --> Sunday, 04 - 16

2060114 --> Sunday, 04 - 08

2060115 --> Sunday, 03 - 24

2060116 --> Sunday, 04 - 12

2060117 --> Sunday, 04 - 04

2060118 --> Sunday, 04 - 24

2060119 --> Sunday, 04 - 09

2060120 --> Sunday, 03 - 31

2060121 --> Sunday, 04 - 20

2060122 --> Sunday, 04 - 12

2060123 --> Sunday, 03 - 28

2060124 --> Sunday, 04 - 16

2060125 --> Sunday, 04 - 08

2060126 --> Sunday, 03 - 24

2060127 --> Sunday, 04 - 13

2060128 --> Sunday, 04 - 04

2060129 --> Sunday, 04 - 24

2060130 --> Sunday, 04 - 09

2060131 --> Sunday, 04 - 01

2060132 --> Sunday, 04 - 20

2060133 --> Sunday, 04 - 05

2060134 --> Sunday, 03 - 28

2060135 --> Sunday, 04 - 17

2060136 --> Sunday, 04 - 01

2060137 --> Sunday, 04 - 21

2060138 --> Sunday, 04 - 13

2060139 --> Sunday, 03 - 29

2060140 --> Sunday, 04 - 17

2060141 --> Sunday, 04 - 09

2060142 --> Sunday, 04 - 01

2060143 --> Sunday, 04 - 14

2060144 --> Sunday, 04 - 05

2060145 --> Sunday, 03 - 28

2060146 --> Sunday, 04 - 17

2060147 --> Sunday, 04 - 02

2060148 --> Sunday, 04 - 21

2060149 --> Sunday, 04 - 13

2060150 --> Sunday, 03 - 29

2060151 --> Sunday, 04 - 18

2060152 --> Sunday, 04 - 09

2060153 --> Sunday, 03 - 25

2060154 --> Sunday, 04 - 14

2060155 --> Sunday, 04 - 06

2060156 --> Sunday, 04 - 25

2060157 --> Sunday, 04 - 10

2060158 --> Sunday, 04 - 02

2060159 --> Sunday, 04 - 22

2060160 --> Sunday, 04 - 06

2060161 --> Sunday, 03 - 29

2060162 --> Sunday, 04 - 18

2060163 --> Sunday, 04 - 03

2060164 --> Sunday, 03 - 25

2060165 --> Sunday, 04 - 14

2060166 --> Sunday, 04 - 06

2060167 --> Sunday, 04 - 19

2060168 --> Sunday, 04 - 10

2060169 --> Sunday, 04 - 02

2060170 --> Sunday, 04 - 15

2060171 --> Sunday, 04 - 07

2060172 --> Sunday, 03 - 29

2060173 --> Sunday, 04 - 18

2060174 --> Sunday, 04 - 03

2060175 --> Sunday, 04 - 23

2060176 --> Sunday, 04 - 14

2060177 --> Sunday, 03 - 30

2060178 --> Sunday, 04 - 19

2060179 --> Sunday, 04 - 11

2060180 --> Sunday, 03 - 26

2060181 --> Sunday, 04 - 15

2060182 --> Sunday, 04 - 07

2060183 --> Sunday, 03 - 23

2060184 --> Sunday, 04 - 11

2060185 --> Sunday, 04 - 03

2060186 --> Sunday, 04 - 23

2060187 --> Sunday, 04 - 08

2060188 --> Sunday, 03 - 30

2060189 --> Sunday, 04 - 19

2060190 --> Sunday, 04 - 04

2060191 --> Sunday, 03 - 27

2060192 --> Sunday, 04 - 15

2060193 --> Sunday, 04 - 07

2060194 --> Sunday, 04 - 20

2060195 --> Sunday, 04 - 12

2060196 --> Sunday, 04 - 03

2060197 --> Sunday, 04 - 23

2060198 --> Sunday, 04 - 08

2060199 --> Sunday, 03 - 31

2060200 --> Sunday, 04 - 20

2060201 --> Sunday, 04 - 05

2060202 --> Sunday, 03 - 28

2060203 --> Sunday, 04 - 17

2060204 --> Sunday, 04 - 01

2060205 --> Sunday, 04 - 21

2060206 --> Sunday, 04 - 13

2060207 --> Sunday, 03 - 29

2060208 --> Sunday, 04 - 17

2060209 --> Sunday, 04 - 09

2060210 --> Sunday, 03 - 25

2060211 --> Sunday, 04 - 14

2060212 --> Sunday, 04 - 05

2060213 --> Sunday, 04 - 25

2060214 --> Sunday, 04 - 10

2060215 --> Sunday, 04 - 02

2060216 --> Sunday, 04 - 21

2060217 --> Sunday, 04 - 06

2060218 --> Sunday, 03 - 29

