Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4030000 through 4039999



4030000 --> Sunday, 04 - 02

4030001 --> Sunday, 04 - 22

4030002 --> Sunday, 04 - 14

4030003 --> Sunday, 03 - 30

4030004 --> Sunday, 04 - 18

4030005 --> Sunday, 04 - 10

4030006 --> Sunday, 03 - 26

4030007 --> Sunday, 04 - 15

4030008 --> Sunday, 04 - 06

4030009 --> Sunday, 03 - 22

4030010 --> Sunday, 04 - 11

4030011 --> Sunday, 04 - 03

4030012 --> Sunday, 04 - 22

4030013 --> Sunday, 04 - 07

4030014 --> Sunday, 03 - 30

4030015 --> Sunday, 04 - 19

4030016 --> Sunday, 04 - 03

4030017 --> Sunday, 03 - 26

4030018 --> Sunday, 04 - 15

4030019 --> Sunday, 03 - 31

4030020 --> Sunday, 04 - 19

4030021 --> Sunday, 04 - 11

4030022 --> Sunday, 04 - 03

4030023 --> Sunday, 04 - 16

4030024 --> Sunday, 04 - 07

4030025 --> Sunday, 03 - 30

4030026 --> Sunday, 04 - 19

4030027 --> Sunday, 04 - 04

4030028 --> Sunday, 03 - 26

4030029 --> Sunday, 04 - 15

4030030 --> Sunday, 03 - 31

4030031 --> Sunday, 04 - 20

4030032 --> Sunday, 04 - 11

4030033 --> Sunday, 03 - 27

4030034 --> Sunday, 04 - 16

4030035 --> Sunday, 04 - 08

4030036 --> Sunday, 03 - 23

4030037 --> Sunday, 04 - 12

4030038 --> Sunday, 04 - 04

4030039 --> Sunday, 04 - 24

4030040 --> Sunday, 04 - 08

4030041 --> Sunday, 03 - 31

4030042 --> Sunday, 04 - 20

4030043 --> Sunday, 04 - 05

4030044 --> Sunday, 03 - 27

4030045 --> Sunday, 04 - 16

4030046 --> Sunday, 04 - 08

4030047 --> Sunday, 03 - 24

4030048 --> Sunday, 04 - 12

4030049 --> Sunday, 04 - 04

4030050 --> Sunday, 04 - 24

4030051 --> Sunday, 04 - 09

4030052 --> Sunday, 03 - 31

4030053 --> Sunday, 04 - 20

4030054 --> Sunday, 04 - 05

4030055 --> Sunday, 03 - 28

4030056 --> Sunday, 04 - 16

4030057 --> Sunday, 04 - 01

4030058 --> Sunday, 04 - 21

4030059 --> Sunday, 04 - 13

4030060 --> Sunday, 03 - 28

4030061 --> Sunday, 04 - 17

4030062 --> Sunday, 04 - 09

4030063 --> Sunday, 03 - 25

4030064 --> Sunday, 04 - 13

4030065 --> Sunday, 04 - 05

4030066 --> Sunday, 03 - 28

4030067 --> Sunday, 04 - 10

4030068 --> Sunday, 04 - 01

4030069 --> Sunday, 04 - 21

4030070 --> Sunday, 04 - 13

4030071 --> Sunday, 03 - 29

4030072 --> Sunday, 04 - 17

4030073 --> Sunday, 04 - 09

4030074 --> Sunday, 03 - 25

4030075 --> Sunday, 04 - 14

4030076 --> Sunday, 04 - 05

4030077 --> Sunday, 04 - 25

4030078 --> Sunday, 04 - 10

4030079 --> Sunday, 04 - 02

4030080 --> Sunday, 04 - 21

4030081 --> Sunday, 04 - 06

4030082 --> Sunday, 03 - 29

4030083 --> Sunday, 04 - 18

4030084 --> Sunday, 04 - 02

4030085 --> Sunday, 03 - 25

4030086 --> Sunday, 04 - 14

4030087 --> Sunday, 03 - 30

4030088 --> Sunday, 04 - 18

4030089 --> Sunday, 04 - 10

4030090 --> Sunday, 03 - 26

4030091 --> Sunday, 04 - 15

4030092 --> Sunday, 04 - 06

4030093 --> Sunday, 03 - 29

4030094 --> Sunday, 04 - 11

4030095 --> Sunday, 04 - 03

4030096 --> Sunday, 04 - 22

4030097 --> Sunday, 04 - 14

4030098 --> Sunday, 03 - 30

4030099 --> Sunday, 04 - 19

4030100 --> Sunday, 04 - 11

4030101 --> Sunday, 03 - 27

4030102 --> Sunday, 04 - 16

4030103 --> Sunday, 04 - 08

4030104 --> Sunday, 03 - 23

4030105 --> Sunday, 04 - 12

4030106 --> Sunday, 04 - 04

4030107 --> Sunday, 04 - 24

4030108 --> Sunday, 04 - 08

4030109 --> Sunday, 03 - 31

4030110 --> Sunday, 04 - 20

