Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4990000 through 4999999



4990000 --> Sunday, 04 - 16

4990001 --> Sunday, 04 - 01

4990002 --> Sunday, 04 - 21

4990003 --> Sunday, 04 - 13

4990004 --> Sunday, 04 - 04

4990005 --> Sunday, 04 - 17

4990006 --> Sunday, 04 - 09

4990007 --> Sunday, 04 - 01

4990008 --> Sunday, 04 - 13

4990009 --> Sunday, 04 - 05

4990010 --> Sunday, 03 - 28

4990011 --> Sunday, 04 - 10

4990012 --> Sunday, 04 - 01

4990013 --> Sunday, 04 - 21

4990014 --> Sunday, 04 - 13

4990015 --> Sunday, 03 - 29

4990016 --> Sunday, 04 - 17

4990017 --> Sunday, 04 - 09

4990018 --> Sunday, 03 - 25

4990019 --> Sunday, 04 - 14

4990020 --> Sunday, 04 - 05

4990021 --> Sunday, 04 - 25

4990022 --> Sunday, 04 - 10

4990023 --> Sunday, 04 - 02

4990024 --> Sunday, 04 - 21

4990025 --> Sunday, 04 - 06

4990026 --> Sunday, 03 - 29

4990027 --> Sunday, 04 - 18

4990028 --> Sunday, 04 - 02

4990029 --> Sunday, 03 - 25

4990030 --> Sunday, 04 - 14

4990031 --> Sunday, 03 - 30

4990032 --> Sunday, 04 - 18

4990033 --> Sunday, 04 - 10

4990034 --> Sunday, 04 - 02

4990035 --> Sunday, 04 - 15

4990036 --> Sunday, 04 - 06

4990037 --> Sunday, 03 - 29

4990038 --> Sunday, 04 - 18

4990039 --> Sunday, 04 - 03

4990040 --> Sunday, 04 - 22

4990041 --> Sunday, 04 - 14

4990042 --> Sunday, 03 - 30

4990043 --> Sunday, 04 - 19

4990044 --> Sunday, 04 - 10

4990045 --> Sunday, 03 - 26

4990046 --> Sunday, 04 - 15

4990047 --> Sunday, 04 - 07

4990048 --> Sunday, 03 - 22

4990049 --> Sunday, 04 - 11

4990050 --> Sunday, 04 - 03

4990051 --> Sunday, 04 - 23

4990052 --> Sunday, 04 - 07

4990053 --> Sunday, 03 - 30

4990054 --> Sunday, 04 - 19

4990055 --> Sunday, 04 - 04

4990056 --> Sunday, 03 - 26

4990057 --> Sunday, 04 - 15

4990058 --> Sunday, 04 - 07

4990059 --> Sunday, 04 - 20

4990060 --> Sunday, 04 - 11

4990061 --> Sunday, 04 - 03

4990062 --> Sunday, 04 - 23

4990063 --> Sunday, 04 - 08

4990064 --> Sunday, 03 - 30

4990065 --> Sunday, 04 - 19

4990066 --> Sunday, 04 - 04

4990067 --> Sunday, 03 - 27

4990068 --> Sunday, 04 - 15

4990069 --> Sunday, 03 - 31

4990070 --> Sunday, 04 - 20

4990071 --> Sunday, 04 - 12

4990072 --> Sunday, 03 - 27

4990073 --> Sunday, 04 - 16

