Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0470000 through 0479999



0470000 --> Sunday, 03 - 26

0470001 --> Sunday, 04 - 15

0470002 --> Sunday, 03 - 31

0470003 --> Sunday, 04 - 20

0470004 --> Sunday, 04 - 11

0470005 --> Sunday, 03 - 27

0470006 --> Sunday, 04 - 16

0470007 --> Sunday, 04 - 08

0470008 --> Sunday, 03 - 23

0470009 --> Sunday, 04 - 12

0470010 --> Sunday, 04 - 04

0470011 --> Sunday, 04 - 24

0470012 --> Sunday, 04 - 08

0470013 --> Sunday, 03 - 31

0470014 --> Sunday, 04 - 20

0470015 --> Sunday, 04 - 05

0470016 --> Sunday, 03 - 27

0470017 --> Sunday, 04 - 16

0470018 --> Sunday, 04 - 08

0470019 --> Sunday, 03 - 24

0470020 --> Sunday, 04 - 12

0470021 --> Sunday, 04 - 04

0470022 --> Sunday, 04 - 17

0470023 --> Sunday, 04 - 09

0470024 --> Sunday, 03 - 31

0470025 --> Sunday, 04 - 20

0470026 --> Sunday, 04 - 05

0470027 --> Sunday, 03 - 28

0470028 --> Sunday, 04 - 16

0470029 --> Sunday, 04 - 01

0470030 --> Sunday, 04 - 21

0470031 --> Sunday, 04 - 13

0470032 --> Sunday, 03 - 28

0470033 --> Sunday, 04 - 17

0470034 --> Sunday, 04 - 09

0470035 --> Sunday, 03 - 25

0470036 --> Sunday, 04 - 13

0470037 --> Sunday, 04 - 05

0470038 --> Sunday, 03 - 28

0470039 --> Sunday, 04 - 10

0470040 --> Sunday, 04 - 01

0470041 --> Sunday, 04 - 21

0470042 --> Sunday, 04 - 06

0470043 --> Sunday, 03 - 29

0470044 --> Sunday, 04 - 17

0470045 --> Sunday, 04 - 09

0470046 --> Sunday, 03 - 25

0470047 --> Sunday, 04 - 14

0470048 --> Sunday, 04 - 05

0470049 --> Sunday, 04 - 25

0470050 --> Sunday, 04 - 10

0470051 --> Sunday, 04 - 02

0470052 --> Sunday, 04 - 21

0470053 --> Sunday, 04 - 06

0470054 --> Sunday, 03 - 29

0470055 --> Sunday, 04 - 18

0470056 --> Sunday, 04 - 02

0470057 --> Sunday, 03 - 25

0470058 --> Sunday, 04 - 14

0470059 --> Sunday, 03 - 30

0470060 --> Sunday, 04 - 18

0470061 --> Sunday, 04 - 10

0470062 --> Sunday, 03 - 26

0470063 --> Sunday, 04 - 15

0470064 --> Sunday, 04 - 06

0470065 --> Sunday, 03 - 29

0470066 --> Sunday, 04 - 11

0470067 --> Sunday, 04 - 03

0470068 --> Sunday, 04 - 22

0470069 --> Sunday, 04 - 14

0470070 --> Sunday, 03 - 30

0470071 --> Sunday, 04 - 19

0470072 --> Sunday, 04 - 10

0470073 --> Sunday, 03 - 26

0470074 --> Sunday, 04 - 15

0470075 --> Sunday, 04 - 07

0470076 --> Sunday, 03 - 22

0470077 --> Sunday, 04 - 11

0470078 --> Sunday, 04 - 03

0470079 --> Sunday, 04 - 23

0470080 --> Sunday, 04 - 07

0470081 --> Sunday, 03 - 30

0470082 --> Sunday, 04 - 19

0470083 --> Sunday, 04 - 04

0470084 --> Sunday, 03 - 26

0470085 --> Sunday, 04 - 15

0470086 --> Sunday, 03 - 31

0470087 --> Sunday, 04 - 20

0470088 --> Sunday, 04 - 11

0470089 --> Sunday, 04 - 03

0470090 --> Sunday, 04 - 16

0470091 --> Sunday, 04 - 08

0470092 --> Sunday, 03 - 30

0470093 --> Sunday, 04 - 19

0470094 --> Sunday, 04 - 04

0470095 --> Sunday, 03 - 27

0470096 --> Sunday, 04 - 15

0470097 --> Sunday, 03 - 31

0470098 --> Sunday, 04 - 20

0470099 --> Sunday, 04 - 12

0470100 --> Sunday, 03 - 28

0470101 --> Sunday, 04 - 17

0470102 --> Sunday, 04 - 09

0470103 --> Sunday, 03 - 25

0470104 --> Sunday, 04 - 13

0470105 --> Sunday, 04 - 05

0470106 --> Sunday, 04 - 25

0470107 --> Sunday, 04 - 10

0470108 --> Sunday, 04 - 01

0470109 --> Sunday, 04 - 21

0470110 --> Sunday, 04 - 06

0470111 --> Sunday, 03 - 29

0470112 --> Sunday, 04 - 17

0470113 --> Sunday, 04 - 09

0470114 --> Sunday, 03 - 25

0470115 --> Sunday, 04 - 14

0470116 --> Sunday, 04 - 05

0470117 --> Sunday, 04 - 18

0470118 --> Sunday, 04 - 10

0470119 --> Sunday, 04 - 02

0470120 --> Sunday, 04 - 21

0470121 --> Sunday, 04 - 06

0470122 --> Sunday, 03 - 29

0470123 --> Sunday, 04 - 18

0470124 --> Sunday, 04 - 02

0470125 --> Sunday, 04 - 22

0470126 --> Sunday, 04 - 14

0470127 --> Sunday, 03 - 30

0470128 --> Sunday, 04 - 18

0470129 --> Sunday, 04 - 10

0470130 --> Sunday, 03 - 26

0470131 --> Sunday, 04 - 15

0470132 --> Sunday, 04 - 06

0470133 --> Sunday, 03 - 29

0470134 --> Sunday, 04 - 11

0470135 --> Sunday, 04 - 03

0470136 --> Sunday, 04 - 22

0470137 --> Sunday, 04 - 07

0470138 --> Sunday, 03 - 30

0470139 --> Sunday, 04 - 19

0470140 --> Sunday, 04 - 10

0470141 --> Sunday, 03 - 26

0470142 --> Sunday, 04 - 15

0470143 --> Sunday, 04 - 07

0470144 --> Sunday, 04 - 19

0470145 --> Sunday, 04 - 11

0470146 --> Sunday, 04 - 03

0470147 --> Sunday, 04 - 23

0470148 --> Sunday, 04 - 07

0470149 --> Sunday, 03 - 30

0470150 --> Sunday, 04 - 19

0470151 --> Sunday, 04 - 04

0470152 --> Sunday, 03 - 26

0470153 --> Sunday, 04 - 15

0470154 --> Sunday, 03 - 31

0470155 --> Sunday, 04 - 20

0470156 --> Sunday, 04 - 11

0470157 --> Sunday, 03 - 27

0470158 --> Sunday, 04 - 16

0470159 --> Sunday, 04 - 08

0470160 --> Sunday, 03 - 30

0470161 --> Sunday, 04 - 12

0470162 --> Sunday, 04 - 04

0470163 --> Sunday, 04 - 24

