Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5200000 through 5209999



5200000 --> Sunday, 04 - 02

5200001 --> Sunday, 03 - 25

5200002 --> Sunday, 04 - 14

5200003 --> Sunday, 03 - 30

5200004 --> Sunday, 04 - 18

5200005 --> Sunday, 04 - 10

5200006 --> Sunday, 04 - 02

5200007 --> Sunday, 04 - 15

5200008 --> Sunday, 04 - 06

5200009 --> Sunday, 03 - 29

5200010 --> Sunday, 04 - 18

5200011 --> Sunday, 04 - 03

5200012 --> Sunday, 04 - 22

5200013 --> Sunday, 04 - 14

5200014 --> Sunday, 03 - 30

5200015 --> Sunday, 04 - 19

5200016 --> Sunday, 04 - 10

5200017 --> Sunday, 03 - 26

5200018 --> Sunday, 04 - 15

5200019 --> Sunday, 04 - 07

5200020 --> Sunday, 03 - 22

5200021 --> Sunday, 04 - 11

5200022 --> Sunday, 04 - 03

5200023 --> Sunday, 04 - 23

5200024 --> Sunday, 04 - 07

5200025 --> Sunday, 03 - 30

5200026 --> Sunday, 04 - 19

5200027 --> Sunday, 04 - 04

5200028 --> Sunday, 03 - 26

5200029 --> Sunday, 04 - 15

5200030 --> Sunday, 04 - 07

5200031 --> Sunday, 04 - 20

5200032 --> Sunday, 04 - 11

5200033 --> Sunday, 04 - 03

5200034 --> Sunday, 04 - 16

5200035 --> Sunday, 04 - 08

5200036 --> Sunday, 03 - 30

5200037 --> Sunday, 04 - 19

5200038 --> Sunday, 04 - 04

5200039 --> Sunday, 03 - 27

5200040 --> Sunday, 04 - 15

5200041 --> Sunday, 03 - 31

5200042 --> Sunday, 04 - 20

5200043 --> Sunday, 04 - 12

5200044 --> Sunday, 03 - 27

5200045 --> Sunday, 04 - 16

5200046 --> Sunday, 04 - 08

5200047 --> Sunday, 03 - 24

5200048 --> Sunday, 04 - 12

5200049 --> Sunday, 04 - 04

5200050 --> Sunday, 04 - 24

5200051 --> Sunday, 04 - 09

5200052 --> Sunday, 03 - 31

5200053 --> Sunday, 04 - 20

5200054 --> Sunday, 04 - 05

5200055 --> Sunday, 03 - 28

5200056 --> Sunday, 04 - 16

5200057 --> Sunday, 04 - 08

5200058 --> Sunday, 03 - 24

5200059 --> Sunday, 04 - 13

5200060 --> Sunday, 04 - 04

5200061 --> Sunday, 04 - 24

5200062 --> Sunday, 04 - 09

5200063 --> Sunday, 04 - 01

5200064 --> Sunday, 04 - 20

5200065 --> Sunday, 04 - 05

5200066 --> Sunday, 03 - 28

