Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4170000 through 4179999



4170000 --> Sunday, 04 - 09

4170001 --> Sunday, 03 - 25

4170002 --> Sunday, 04 - 14

4170003 --> Sunday, 04 - 06

4170004 --> Sunday, 04 - 25

4170005 --> Sunday, 04 - 10

4170006 --> Sunday, 04 - 02

4170007 --> Sunday, 04 - 22

4170008 --> Sunday, 04 - 06

4170009 --> Sunday, 03 - 29

4170010 --> Sunday, 04 - 18

4170011 --> Sunday, 04 - 03

4170012 --> Sunday, 03 - 25

4170013 --> Sunday, 04 - 14

4170014 --> Sunday, 03 - 30

4170015 --> Sunday, 04 - 19

4170016 --> Sunday, 04 - 10

4170017 --> Sunday, 04 - 02

4170018 --> Sunday, 04 - 15

4170019 --> Sunday, 04 - 07

4170020 --> Sunday, 03 - 29

4170021 --> Sunday, 04 - 18

4170022 --> Sunday, 04 - 03

4170023 --> Sunday, 04 - 23

4170024 --> Sunday, 04 - 14

4170025 --> Sunday, 03 - 30

4170026 --> Sunday, 04 - 19

4170027 --> Sunday, 04 - 11

4170028 --> Sunday, 03 - 26

4170029 --> Sunday, 04 - 15

4170030 --> Sunday, 04 - 07

4170031 --> Sunday, 03 - 23

4170032 --> Sunday, 04 - 11

4170033 --> Sunday, 04 - 03

4170034 --> Sunday, 04 - 23

4170035 --> Sunday, 04 - 08

4170036 --> Sunday, 03 - 30

4170037 --> Sunday, 04 - 19

4170038 --> Sunday, 04 - 04

4170039 --> Sunday, 03 - 27

4170040 --> Sunday, 04 - 15

4170041 --> Sunday, 04 - 07

4170042 --> Sunday, 04 - 20

4170043 --> Sunday, 04 - 12

4170044 --> Sunday, 04 - 03

4170045 --> Sunday, 04 - 16

4170046 --> Sunday, 04 - 08

4170047 --> Sunday, 03 - 31

4170048 --> Sunday, 04 - 19

4170049 --> Sunday, 04 - 04

4170050 --> Sunday, 03 - 27

4170051 --> Sunday, 04 - 16

4170052 --> Sunday, 03 - 31

4170053 --> Sunday, 04 - 20

4170054 --> Sunday, 04 - 12

4170055 --> Sunday, 03 - 28

4170056 --> Sunday, 04 - 16

4170057 --> Sunday, 04 - 08

4170058 --> Sunday, 03 - 24

4170059 --> Sunday, 04 - 13

4170060 --> Sunday, 04 - 04

4170061 --> Sunday, 04 - 24

4170062 --> Sunday, 04 - 09

4170063 --> Sunday, 04 - 01

4170064 --> Sunday, 04 - 20

4170065 --> Sunday, 04 - 05

