Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3020000 through 3029999



3020000 --> Sunday, 04 - 16

3020001 --> Sunday, 04 - 08

3020002 --> Sunday, 03 - 24

3020003 --> Sunday, 04 - 13

3020004 --> Sunday, 04 - 04

3020005 --> Sunday, 04 - 24

3020006 --> Sunday, 04 - 09

3020007 --> Sunday, 04 - 01

3020008 --> Sunday, 04 - 20

3020009 --> Sunday, 04 - 12

3020010 --> Sunday, 03 - 28

3020011 --> Sunday, 04 - 17

3020012 --> Sunday, 04 - 08

3020013 --> Sunday, 03 - 24

3020014 --> Sunday, 04 - 13

3020015 --> Sunday, 04 - 05

3020016 --> Sunday, 04 - 24

3020017 --> Sunday, 04 - 09

3020018 --> Sunday, 04 - 01

3020019 --> Sunday, 04 - 21

3020020 --> Sunday, 04 - 05

3020021 --> Sunday, 03 - 28

3020022 --> Sunday, 04 - 17

3020023 --> Sunday, 04 - 02

3020024 --> Sunday, 04 - 21

3020025 --> Sunday, 04 - 13

3020026 --> Sunday, 03 - 29

3020027 --> Sunday, 04 - 18

3020028 --> Sunday, 04 - 09

3020029 --> Sunday, 04 - 01

3020030 --> Sunday, 04 - 14

3020031 --> Sunday, 04 - 06

3020032 --> Sunday, 03 - 28

3020033 --> Sunday, 04 - 10

3020034 --> Sunday, 04 - 02

3020035 --> Sunday, 04 - 22

3020036 --> Sunday, 04 - 13

3020037 --> Sunday, 03 - 29

3020038 --> Sunday, 04 - 18

3020039 --> Sunday, 04 - 10

3020040 --> Sunday, 03 - 25

3020041 --> Sunday, 04 - 14

3020042 --> Sunday, 04 - 06

3020043 --> Sunday, 04 - 19

3020044 --> Sunday, 04 - 10

3020045 --> Sunday, 04 - 02

3020046 --> Sunday, 04 - 22

3020047 --> Sunday, 04 - 07

3020048 --> Sunday, 03 - 29

3020049 --> Sunday, 04 - 18

3020050 --> Sunday, 04 - 03

3020051 --> Sunday, 03 - 26

3020052 --> Sunday, 04 - 14

3020053 --> Sunday, 03 - 30

3020054 --> Sunday, 04 - 19

3020055 --> Sunday, 04 - 11

3020056 --> Sunday, 04 - 02

3020057 --> Sunday, 04 - 15

3020058 --> Sunday, 04 - 07

3020059 --> Sunday, 03 - 30

3020060 --> Sunday, 04 - 18

3020061 --> Sunday, 04 - 03

3020062 --> Sunday, 04 - 23

3020063 --> Sunday, 04 - 15

3020064 --> Sunday, 03 - 30

3020065 --> Sunday, 04 - 19

3020066 --> Sunday, 04 - 11

3020067 --> Sunday, 03 - 27

3020068 --> Sunday, 04 - 15

3020069 --> Sunday, 04 - 07

3020070 --> Sunday, 03 - 23

3020071 --> Sunday, 04 - 12

3020072 --> Sunday, 04 - 03

3020073 --> Sunday, 04 - 23

3020074 --> Sunday, 04 - 08

3020075 --> Sunday, 03 - 31

3020076 --> Sunday, 04 - 19

3020077 --> Sunday, 04 - 04

3020078 --> Sunday, 03 - 27

3020079 --> Sunday, 04 - 16

3020080 --> Sunday, 04 - 07

3020081 --> Sunday, 04 - 20

3020082 --> Sunday, 04 - 12

3020083 --> Sunday, 04 - 04

3020084 --> Sunday, 04 - 23

3020085 --> Sunday, 04 - 08

3020086 --> Sunday, 03 - 31

3020087 --> Sunday, 04 - 20

3020088 --> Sunday, 04 - 04

3020089 --> Sunday, 03 - 27

3020090 --> Sunday, 04 - 16

3020091 --> Sunday, 04 - 01

3020092 --> Sunday, 04 - 20

3020093 --> Sunday, 04 - 12

3020094 --> Sunday, 03 - 28

3020095 --> Sunday, 04 - 17

3020096 --> Sunday, 04 - 08

3020097 --> Sunday, 03 - 24

3020098 --> Sunday, 04 - 13

3020099 --> Sunday, 04 - 05

3020100 --> Sunday, 03 - 28

3020101 --> Sunday, 04 - 10

3020102 --> Sunday, 04 - 02

3020103 --> Sunday, 04 - 22

3020104 --> Sunday, 04 - 13

3020105 --> Sunday, 03 - 29

3020106 --> Sunday, 04 - 18

3020107 --> Sunday, 04 - 03

3020108 --> Sunday, 03 - 25

3020109 --> Sunday, 04 - 14

3020110 --> Sunday, 04 - 06

3020111 --> Sunday, 04 - 19

3020112 --> Sunday, 04 - 10

3020113 --> Sunday, 04 - 02

3020114 --> Sunday, 04 - 22

3020115 --> Sunday, 04 - 07

3020116 --> Sunday, 03 - 29

3020117 --> Sunday, 04 - 18

3020118 --> Sunday, 04 - 03

3020119 --> Sunday, 03 - 26

3020120 --> Sunday, 04 - 14

3020121 --> Sunday, 03 - 30

3020122 --> Sunday, 04 - 19

3020123 --> Sunday, 04 - 11

3020124 --> Sunday, 04 - 02

3020125 --> Sunday, 04 - 15

3020126 --> Sunday, 04 - 07

3020127 --> Sunday, 03 - 23

3020128 --> Sunday, 04 - 11

3020129 --> Sunday, 04 - 03

3020130 --> Sunday, 04 - 23

3020131 --> Sunday, 04 - 08

3020132 --> Sunday, 03 - 30

3020133 --> Sunday, 04 - 19

3020134 --> Sunday, 04 - 11

3020135 --> Sunday, 03 - 27

3020136 --> Sunday, 04 - 15

3020137 --> Sunday, 04 - 07

3020138 --> Sunday, 03 - 23

3020139 --> Sunday, 04 - 12

3020140 --> Sunday, 04 - 03

3020141 --> Sunday, 04 - 23

3020142 --> Sunday, 04 - 08

3020143 --> Sunday, 03 - 31

3020144 --> Sunday, 04 - 19

3020145 --> Sunday, 04 - 04

3020146 --> Sunday, 03 - 27

3020147 --> Sunday, 04 - 16

3020148 --> Sunday, 03 - 31

3020149 --> Sunday, 04 - 20

3020150 --> Sunday, 04 - 12

3020151 --> Sunday, 03 - 28

3020152 --> Sunday, 04 - 16

3020153 --> Sunday, 04 - 08

3020154 --> Sunday, 03 - 31

3020155 --> Sunday, 04 - 13

3020156 --> Sunday, 04 - 04

3020157 --> Sunday, 03 - 27

3020158 --> Sunday, 04 - 16

3020159 --> Sunday, 04 - 01

3020160 --> Sunday, 04 - 20

3020161 --> Sunday, 04 - 12

3020162 --> Sunday, 03 - 28

3020163 --> Sunday, 04 - 17

3020164 --> Sunday, 04 - 08

3020165 --> Sunday, 03 - 24

3020166 --> Sunday, 04 - 13

3020167 --> Sunday, 04 - 05

3020168 --> Sunday, 04 - 24

3020169 --> Sunday, 04 - 09

3020170 --> Sunday, 04 - 01

3020171 --> Sunday, 04 - 21

3020172 --> Sunday, 04 - 05

3020173 --> Sunday, 03 - 28

3020174 --> Sunday, 04 - 17

3020175 --> Sunday, 04 - 02

3020176 --> Sunday, 03 - 24

3020177 --> Sunday, 04 - 13

3020178 --> Sunday, 04 - 05

3020179 --> Sunday, 04 - 18

3020180 --> Sunday, 04 - 09

3020181 --> Sunday, 04 - 01

3020182 --> Sunday, 04 - 21

3020183 --> Sunday, 04 - 06

3020184 --> Sunday, 03 - 28

3020185 --> Sunday, 04 - 17

3020186 --> Sunday, 04 - 02

3020187 --> Sunday, 04 - 22

3020188 --> Sunday, 04 - 13

3020189 --> Sunday, 03 - 29

3020190 --> Sunday, 04 - 18

3020191 --> Sunday, 04 - 10

3020192 --> Sunday, 03 - 25

3020193 --> Sunday, 04 - 14

3020194 --> Sunday, 04 - 06

3020195 --> Sunday, 03 - 22

3020196 --> Sunday, 04 - 10

3020197 --> Sunday, 04 - 02

3020198 --> Sunday, 04 - 22

3020199 --> Sunday, 04 - 07

3020200 --> Sunday, 03 - 30

3020201 --> Sunday, 04 - 19

3020202 --> Sunday, 04 - 04

3020203 --> Sunday, 03 - 27

3020204 --> Sunday, 04 - 15

3020205 --> Sunday, 03 - 31

3020206 --> Sunday, 04 - 20

3020207 --> Sunday, 04 - 12

3020208 --> Sunday, 04 - 03

3020209 --> Sunday, 04 - 16

3020210 --> Sunday, 04 - 08

3020211 --> Sunday, 03 - 31

3020212 --> Sunday, 04 - 19

3020213 --> Sunday, 04 - 04

3020214 --> Sunday, 03 - 27

3020215 --> Sunday, 04 - 16

3020216 --> Sunday, 03 - 31

3020217 --> Sunday, 04 - 20

3020218 --> Sunday, 04 - 12

3020219 --> Sunday, 03 - 28

3020220 --> Sunday, 04 - 16

3020221 --> Sunday, 04 - 08

3020222 --> Sunday, 03 - 24

3020223 --> Sunday, 04 - 13

3020224 --> Sunday, 04 - 04

3020225 --> Sunday, 04 - 24

3020226 --> Sunday, 04 - 09

3020227 --> Sunday, 04 - 01

3020228 --> Sunday, 04 - 20

3020229 --> Sunday, 04 - 05

3020230 --> Sunday, 03 - 28

3020231 --> Sunday, 04 - 17

3020232 --> Sunday, 04 - 08

3020233 --> Sunday, 03 - 24

3020234 --> Sunday, 04 - 13

3020235 --> Sunday, 04 - 05

3020236 --> Sunday, 04 - 24

3020237 --> Sunday, 04 - 09

3020238 --> Sunday, 04 - 01

3020239 --> Sunday, 04 - 21

3020240 --> Sunday, 04 - 05

3020241 --> Sunday, 03 - 28

3020242 --> Sunday, 04 - 17

3020243 --> Sunday, 04 - 02

3020244 --> Sunday, 04 - 21

3020245 --> Sunday, 04 - 13

3020246 --> Sunday, 03 - 29

3020247 --> Sunday, 04 - 18

3020248 --> Sunday, 04 - 09

3020249 --> Sunday, 03 - 25

3020250 --> Sunday, 04 - 14

3020251 --> Sunday, 04 - 06

3020252 --> Sunday, 03 - 28

