Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0060000 through 0069999



0060000 --> Sunday, 04 - 23

0060001 --> Sunday, 04 - 08

0060002 --> Sunday, 03 - 31

0060003 --> Sunday, 04 - 13

0060004 --> Sunday, 04 - 04

0060005 --> Sunday, 03 - 27

0060006 --> Sunday, 04 - 16

0060007 --> Sunday, 04 - 01

0060008 --> Sunday, 04 - 20

0060009 --> Sunday, 04 - 12

0060010 --> Sunday, 03 - 28

0060011 --> Sunday, 04 - 17

0060012 --> Sunday, 04 - 08

0060013 --> Sunday, 03 - 24

0060014 --> Sunday, 04 - 13

0060015 --> Sunday, 04 - 05

0060016 --> Sunday, 04 - 24

0060017 --> Sunday, 04 - 09

0060018 --> Sunday, 04 - 01

0060019 --> Sunday, 04 - 21

0060020 --> Sunday, 04 - 12

0060021 --> Sunday, 03 - 28

0060022 --> Sunday, 04 - 17

0060023 --> Sunday, 04 - 02

0060024 --> Sunday, 03 - 24

0060025 --> Sunday, 04 - 13

0060026 --> Sunday, 04 - 05

0060027 --> Sunday, 04 - 18

0060028 --> Sunday, 04 - 09

0060029 --> Sunday, 04 - 01

0060030 --> Sunday, 04 - 21

0060031 --> Sunday, 04 - 06

0060032 --> Sunday, 03 - 28

0060033 --> Sunday, 04 - 17

0060034 --> Sunday, 04 - 02

0060035 --> Sunday, 04 - 22

0060036 --> Sunday, 04 - 13

0060037 --> Sunday, 03 - 29

0060038 --> Sunday, 04 - 18

0060039 --> Sunday, 04 - 10

0060040 --> Sunday, 03 - 25

0060041 --> Sunday, 04 - 14

0060042 --> Sunday, 04 - 06

0060043 --> Sunday, 03 - 22

0060044 --> Sunday, 04 - 10

0060045 --> Sunday, 04 - 02

0060046 --> Sunday, 04 - 22

0060047 --> Sunday, 04 - 07

0060048 --> Sunday, 03 - 29

0060049 --> Sunday, 04 - 18

0060050 --> Sunday, 04 - 10

0060051 --> Sunday, 03 - 26

0060052 --> Sunday, 04 - 14

0060053 --> Sunday, 04 - 06

0060054 --> Sunday, 04 - 19

0060055 --> Sunday, 04 - 11

0060056 --> Sunday, 04 - 02

0060057 --> Sunday, 04 - 22

0060058 --> Sunday, 04 - 07

0060059 --> Sunday, 03 - 30

0060060 --> Sunday, 04 - 18

0060061 --> Sunday, 04 - 03

0060062 --> Sunday, 03 - 26

0060063 --> Sunday, 04 - 15

0060064 --> Sunday, 03 - 30

0060065 --> Sunday, 04 - 19

0060066 --> Sunday, 04 - 11

0060067 --> Sunday, 03 - 27

0060068 --> Sunday, 04 - 15

0060069 --> Sunday, 04 - 07

0060070 --> Sunday, 03 - 30

0060071 --> Sunday, 04 - 12

0060072 --> Sunday, 04 - 03

0060073 --> Sunday, 04 - 23

0060074 --> Sunday, 04 - 15

0060075 --> Sunday, 03 - 31

0060076 --> Sunday, 04 - 19

0060077 --> Sunday, 04 - 11

0060078 --> Sunday, 03 - 27

0060079 --> Sunday, 04 - 16

0060080 --> Sunday, 04 - 07

0060081 --> Sunday, 03 - 23

0060082 --> Sunday, 04 - 12

0060083 --> Sunday, 04 - 04

0060084 --> Sunday, 04 - 23

0060085 --> Sunday, 04 - 08

0060086 --> Sunday, 03 - 31

0060087 --> Sunday, 04 - 20

0060088 --> Sunday, 04 - 04

0060089 --> Sunday, 03 - 27

0060090 --> Sunday, 04 - 16

0060091 --> Sunday, 04 - 01

0060092 --> Sunday, 04 - 20

0060093 --> Sunday, 04 - 12

0060094 --> Sunday, 04 - 04

0060095 --> Sunday, 04 - 17

0060096 --> Sunday, 04 - 08

0060097 --> Sunday, 03 - 31

0060098 --> Sunday, 04 - 13

0060099 --> Sunday, 04 - 05

0060100 --> Sunday, 03 - 28

0060101 --> Sunday, 04 - 17

0060102 --> Sunday, 04 - 02

0060103 --> Sunday, 04 - 22

0060104 --> Sunday, 04 - 13

0060105 --> Sunday, 03 - 29

0060106 --> Sunday, 04 - 18

0060107 --> Sunday, 04 - 10

0060108 --> Sunday, 03 - 25

0060109 --> Sunday, 04 - 14

0060110 --> Sunday, 04 - 06

0060111 --> Sunday, 03 - 22

0060112 --> Sunday, 04 - 10

0060113 --> Sunday, 04 - 02

0060114 --> Sunday, 04 - 22

0060115 --> Sunday, 04 - 07

0060116 --> Sunday, 03 - 29

0060117 --> Sunday, 04 - 18

0060118 --> Sunday, 04 - 03

0060119 --> Sunday, 03 - 26

0060120 --> Sunday, 04 - 14

0060121 --> Sunday, 04 - 06

0060122 --> Sunday, 04 - 19

0060123 --> Sunday, 04 - 11

0060124 --> Sunday, 04 - 02

0060125 --> Sunday, 04 - 22

0060126 --> Sunday, 04 - 07

0060127 --> Sunday, 03 - 30

0060128 --> Sunday, 04 - 18

0060129 --> Sunday, 04 - 03

0060130 --> Sunday, 03 - 26

0060131 --> Sunday, 04 - 15

0060132 --> Sunday, 03 - 30

0060133 --> Sunday, 04 - 19

0060134 --> Sunday, 04 - 11

0060135 --> Sunday, 03 - 27

0060136 --> Sunday, 04 - 15

0060137 --> Sunday, 04 - 07

0060138 --> Sunday, 03 - 23

0060139 --> Sunday, 04 - 12

0060140 --> Sunday, 04 - 03

0060141 --> Sunday, 04 - 23

0060142 --> Sunday, 04 - 08

0060143 --> Sunday, 03 - 31

0060144 --> Sunday, 04 - 19

0060145 --> Sunday, 04 - 11

0060146 --> Sunday, 03 - 27

0060147 --> Sunday, 04 - 16

0060148 --> Sunday, 04 - 07

0060149 --> Sunday, 03 - 23

0060150 --> Sunday, 04 - 12

0060151 --> Sunday, 04 - 04

0060152 --> Sunday, 04 - 23

0060153 --> Sunday, 04 - 08

0060154 --> Sunday, 03 - 31

0060155 --> Sunday, 04 - 20

0060156 --> Sunday, 04 - 04

0060157 --> Sunday, 03 - 27

0060158 --> Sunday, 04 - 16

0060159 --> Sunday, 04 - 01

0060160 --> Sunday, 04 - 20

0060161 --> Sunday, 04 - 12

0060162 --> Sunday, 03 - 28

0060163 --> Sunday, 04 - 17

0060164 --> Sunday, 04 - 08

0060165 --> Sunday, 03 - 31

0060166 --> Sunday, 04 - 13

0060167 --> Sunday, 04 - 05

0060168 --> Sunday, 03 - 27

0060169 --> Sunday, 04 - 16

0060170 --> Sunday, 04 - 01

0060171 --> Sunday, 04 - 21

0060172 --> Sunday, 04 - 12

0060173 --> Sunday, 03 - 28

0060174 --> Sunday, 04 - 17

0060175 --> Sunday, 04 - 09

0060176 --> Sunday, 03 - 24

0060177 --> Sunday, 04 - 13

0060178 --> Sunday, 04 - 05

0060179 --> Sunday, 04 - 25

0060180 --> Sunday, 04 - 09

0060181 --> Sunday, 04 - 01

0060182 --> Sunday, 04 - 21

0060183 --> Sunday, 04 - 06

0060184 --> Sunday, 03 - 28

0060185 --> Sunday, 04 - 17

0060186 --> Sunday, 04 - 02

0060187 --> Sunday, 03 - 25

0060188 --> Sunday, 04 - 13

0060189 --> Sunday, 04 - 05

0060190 --> Sunday, 04 - 18

0060191 --> Sunday, 04 - 10

0060192 --> Sunday, 04 - 01

0060193 --> Sunday, 04 - 14

0060194 --> Sunday, 04 - 06

0060195 --> Sunday, 03 - 29

0060196 --> Sunday, 04 - 17

0060197 --> Sunday, 04 - 02

0060198 --> Sunday, 04 - 22

0060199 --> Sunday, 04 - 14

0060200 --> Sunday, 03 - 30

0060201 --> Sunday, 04 - 19

0060202 --> Sunday, 04 - 11

0060203 --> Sunday, 03 - 27

0060204 --> Sunday, 04 - 15

0060205 --> Sunday, 04 - 07

0060206 --> Sunday, 03 - 23

0060207 --> Sunday, 04 - 12

0060208 --> Sunday, 04 - 03

